	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
28	@ item: inmenu	SVN Add@item: inmenu	SVN Add@item: inmenu	True	True	0.32439137	521	521, 985, 882	1.0	521
29	Speadjalastte siidui ceakkoávssa bokte	Alū ksne	Mirror pages along vertical axis	False	False	0.89636505	264	264, 354, 139	0	182
30	KDE 2 ja 3 standárda sievánfáddá	Qt plugins	The default cursor theme in KDE 2 and 3	False	False	0.77175796	988	988, 461, 977	0	400
31	Čáhci lea eallin.	Târgu Jiuromania. kgm	Water is life.	False	False	1.0011429	240	240, 769, 366	0	46
32	Namahis dokumeanta	Transparency	Untitled Document	False	False	0.86569047	666	666, 669, 452	0	212
33	Mo manná?	Where did you learn Latin?	How is it going?	False	False	0.9102212	55	55, 486, 568	0	14
34	Ii gávdnan CUPS- bálvá mii lea jođus	Luboš Luň ák	Unable to find a running CUPS server	False	False	0.7418617	366	366, 264, 81	0	675
35	kcmclock	kcmclock	kcmclock	True	True	0.0	223	223, 500, 925	1.0	223
36	Vuosttaš oassefinálii oassálasttii 19 riikka.	Alū ksne	Nineteen countries participated in the first semi-final. 	False	False	0.9089999	264	264, 507, 81	0	209
37	Seaillut álgoproporšuvnna (mihttogori)	Luboš Luň ák	Retain original aspect ratio	False	False	0.81206775	366	366, 264, 81	0	956
38	Sádde láse ovtta čállinbeavddi vulosguvlui	Luboš Luň ák	Window One Desktop Down	False	False	0.8064623	366	366, 264, 273	0	538
39	(reiveteaksta)	Kapoita	(body part)	False	False	0.9067867	354	354, 264, 578	0	886
40	zaire2006. kgm	Kasaï orientalzaire2006. kgm	Kasaï orientalzaire2006. kgm	True	True	0.5435201	958	958, 880, 933	1.0	958
41	undo-type	undo-type	Add Horizontal Guide	False	False	0.0	77	77, 785, 546	0	274
42	Oktiičatnon	KAlarm	Connecting	False	False	0.7762799	578	578, 669, 583	0	300
43	Geavat & iešmeroštuvvon siidoravddaid	Guimarasphilippines. kgm	& Use custom margins	False	False	0.9160681	459	459, 877, 143	0	615
44	Heaittihuvvo...	Run To...	Exiting...	False	False	0.9175546	618	618, 728, 595	0	166
45	Metralaš mihtut sáhttet geavahit dáid prefivssaid: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E- 01), c (centi, 1E- 02), m (milli, 1E- 03), u (micro, 1E- 06), n (nano, 1E- 09), p (pico, 1E- 12), f (femto, 1E- 15), a (atto, 1E- 18).	For metric units any of the following prefixes can be used: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E-01), c (centi, 1E-02), m (milli, 1E-03), u (micro, 1E-06), n (nano, 1E-09), p (pico, 1E-12), f (femto, 1E-15), a (atto, 1E-18).	For metric units any of the following prefixes can be used: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E-01), c (centi, 1E-02), m (milli, 1E-03), u (micro, 1E-06), n (nano, 1E-09), p (pico, 1E-12), f (femto, 1E-15), a (atto, 1E-18).	True	True	0.019065976	539	539, 241, 285	1.0	539
46	Čálán	Charging	Printer	False	False	0.65390205	659	659, 669, 359	0	917
47	Oidnen maiddái Niillasa.	Oroomieh Lakeiran. kgm	I saw Nils as well	False	False	0.89948547	139	139, 240, 764	0	25
48	Mo hurgá?	Where did you learn Latin?	How is it going?	False	False	0.98647	55	55, 594, 56	0	13
49	1200 čd	1200dpi	1200 DPI	False	True	0.76110125	765	765, 841, 306	0.3333333333333333	306
50	Christian Gebauer	Christian Gebauer	Christian Gebauer	True	True	0.0	534	534, 597, 100	1.0	534
51	Muorra	Kalomo	Wood	False	False	0.36098075	568	568, 367, 583	0	833
52	Ii leat addon ulbmilfiilanama.	Oroomieh Lakeiran. kgm	No target filename has been given.	False	False	0.94055367	139	139, 489, 264	0	892
53	Ivdnecoahkkádusaid ja merkenbuorideamit	Ecasound Effektrack	Schema and text selection improvements	False	False	0.838485	439	439, 768, 354	0	698
54	IMSUM( árvu; árvu; …)	PERMUT(total; permutated)	IMSUM(value; value;...)	False	False	0.7380767	276	276, 846, 993	0	804
55	Doaimmat   …	Ömnögov ĭ	Edit...	False	False	0.6781404	81	81, 220, 635	0	380
56	Jus leat válljen automáhtalaččat válljet govaža, de válljet man guhká ádjána sieván galgá leat govaža bajábealde ovdalgo dat merkejuvvo.	Luboš Luň ák	If you have checked the option to automatically select icons, this slider allows you to select how long the mouse pointer must be paused over the icon before it is selected.	False	False	0.9370259	366	366, 264, 841	0	82
57	philippines. kgm	Bataanphilippines. kgm	Kabuntalan	False	False	0.37702823	245	245, 621, 360	0	669
58	bangladesh. kgm	Not Bangladeshbangladesh. kgm	Not Bangladeshbangladesh. kgm	True	True	0.39417744	891	891, 457, 66	1.0	891
59	QShortcut	WirelessQShortcut	Page Up	False	False	0.3890704	247	247, 766, 420	0	926
60	Dán láhkai áigi čájehuvvo.	Alū ksne	This is how the time will be displayed.	False	False	0.81560993	264	264, 366, 484	0	370
61	Láse 1. čállinbeavdái	Luboš Luň ák	Window to Desktop 1	False	False	0.94795907	366	366, 871, 430	0	435
62	Guovttebealát badjin (Veallut)	Alū ksne	Double Top (Landscape)	False	False	0.8848593	264	264, 489, 273	0	410
63	Aktiivalaš láseComment	Gradient Blue-RedComment	Another window is activated	False	False	0.70794153	665	665, 919, 766	0	299
64	Son hupmá veahá eŋgelasgiela .	Egerhungary. kgm	He speaks English a little.	False	False	0.96195436	181	181, 264, 81	0	12
65	Oaidnaleapmai.	Alū ksne	See you.	False	False	1.0589519	264	264, 139, 595	0	33
66	_Čoavdaga:	_Blue:	_Key:	False	False	0.8128538	340	340, 981, 90	0	358
67	Raba liŋkka	Alū ksne	Open Link	False	False	0.74504375	264	264, 366, 354	0	968
68	Siiddut	Kapoita	Pages	False	False	0.6047683	354	354, 83, 669	0	515
69	IEX	IEX	IEX	True	True	2.3841858e-07	901	901, 859, 963	1.0	901
70	Juogadeami standárdspiehkastat	Retalhuleu	Standard deviation of the distribution	False	False	0.858405	489	489, 871, 578	0	250
71	Čállinbeavdái	KAlarm	To & Desktop	False	False	0.8072429	578	578, 366, 669	0	215
72	ACPI	ACPI	ACPI	False	True	7.1525574e-07	565	565, 923, 505	0.5	923
73	40 – 56 MB muitu oktiibuot	Oroomieh Lakeiran. kgm	40 - 56 MB Total RAM	False	True	0.90938044	139	139, 264, 787	0.3333333333333333	787
74	XBMName	XBM	XBM	True	True	0.29870808	859	859, 977, 451	1.0	859
75	Liibme fiillas	Freehand	Paste From File	False	False	0.77361715	801	801, 83, 338	0	920
76	Rulle bajásguvlui	Retalhuleu	Scroll Up	False	False	0.9082186	489	489, 366, 264	0	402
77	Geavaheaddjit	ZAngbandGenericName	Users	False	False	0.8570435	451	451, 484, 139	0	120
78	Mun lean ilus odne	Luboš Luň ák	I'm happy today	False	False	0.832984	366	366, 264, 220	0	21
79	Guorus osiiguin	Monufia	& With empty fields	False	False	0.72107923	583	583, 367, 486	0	835
80	Sajáiduhtte/ođasmahte	Overwrite & Destination	Install/update	False	False	0.91126	764	764, 264, 643	0	138
81	Guovddáš AmerihkáName	ZAngbandGenericName	America, CentralName	False	False	0.810143	451	451, 578, 839	0	996
82	philippines. kgm	Bataanphilippines. kgm	Nabunturanphilippines. kgm	False	True	0.37702823	245	245, 621, 360	0.3333333333333333	360
83	ATM fierbmadatdoaimmat	Sipaliwinisweden. kgm	ATM Networking	False	False	0.9227555	143	143, 481, 223	0	717
84	Ceahkke	Mukdahan	The Dash	False	False	0.74898195	627	627, 242, 472	0	690
85	Danne mon ráhkistan du	Do you want to resign?	Because I love you.	False	False	1.0139545	594	594, 187, 55	0	0
86	cap-style	undo-type	Bevel	False	False	0.5264907	77	77, 785, 546	0	202
87	Čále htdig- diehtovuođu máhpa bálgá.	htdig	Enter the path to the htdig database folder.	False	False	0.9832854	841	841, 366, 264	0	99
88	Stáhtus	Flatten	Status	False	False	0.66278934	83	83, 669, 571	0	541
89	Vuolil SáksonagiellaName	SinhalaName	Low Saxon	False	False	0.7531986	697	697, 768, 451	0	688
90	Doaimmat diehtu	Detach Tab	Account Info	False	False	0.8047334	635	635, 264, 354	0	384
91	undo-type	undo-type	Text layer	False	False	0.0	77	77, 785, 546	0	695
92	MONTHS () - funkšuvdna dieđiha galle mánu leat guovtti dáhtona gaskkas. Goalmmát paramehter mearrida rehkenastinvuogi: Jos paramehteris lea 0, de dieđiha MONTHS () mánuid stuorimus logu dan guovtti beaivvi gaskkas. Jos paramenteris lea 1, de dieđiha dušše galle olles mánu leat dáhtonis nubbái.	For metric units any of the following prefixes can be used: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E-01), c (centi, 1E-02), m (milli, 1E-03), u (micro, 1E-06), n (nano, 1E-09), p (pico, 1E-12), f (femto, 1E-15), a (atto, 1E-18).	"WEEKS(""2002-19-02 "";"" 2002-19-02 ""; 1) returns 0, because there is not a whole week in between, starting at the first day of the week (monday or sunday, depending on your local settings)"	False	False	0.834816	539	539, 527, 366	0	241
93	Davvi- AfrihkáName	SodipodiName	Africa, NorthernName	False	False	0.6836934	768	768, 839, 925	0	814
94	Buot	Bevel	All	False	False	0.3913722	202	202, 935, 243	0	789
95	& Váldde eret siskkildeami	Alū ksne	& Clean Indentation	False	False	1.019361	264	264, 81, 871	0	729
96	Válddahus	KAlarm	Description	False	False	0.7662828	578	578, 83, 81	0	308
97	Reaidorávvagiid duogášgovva	Kardzhalibulgaria. kgm	Opaque background image for tooltips	False	False	0.87904215	430	430, 366, 973	0	288
98	Jearat nama ja máhpa go girjemearkkat lasihuvvojit	Luboš Luň ák	Ask for name and folder when adding bookmarks	False	False	0.8708904	366	366, 264, 354	0	611
99	Makkár ivdni lea liŋkkain mat eai leat galleduvvon vel.	Alū ksne	What color links should be that have not yet been clicked on	False	False	0.82763886	264	264, 366, 25	0	673
100	Ii sáhttán rahpat skriptafiilla «% 1 »	Login Name: %1 (uid: %2)	"Failed to open scriptfile ""%1"""	False	False	0.8520944	937	937, 304, 871	0	776
101	Giittos eatnat!	Get Hot New Stuff!	Thank you very much!	False	False	0.8463925	645	645, 31, 6	0	38
102	Hálidatgo álgosiidu ii oidno fierpmádatgolganprofiillas?	Guimarasphilippines. kgm	Do you want to disable showing the introduction in the webbrowsing profile?	False	False	0.9430201	459	459, 249, 139	0	777
103	Ovdánahtti (HTML čájehanmašiidna, JavaScript)	Developer (HTML rendering engine, JavaScript)	Developer (HTML rendering engine, JavaScript)	True	True	0.7263324	423	423, 527, 461	1.0	423
104	Máŋge merkejuvvon teavstta/ áđa( id) čuohpusgirjái	Alū ksne	Copy the selected text or item(s) to the clipboard	False	False	0.7918384	264	264, 139, 366	0	828
105	Filtii% 1 rabadettiin.	Radius %1 (z)	Open of %1 failed.	False	False	0.8949485	304	304, 354, 139	0	668
106	IMABS( kompleaksa lohku) dieđiha kompleaksa logu norpma. Kompleaksa logu hápmi lea x+yi.	Alū ksne	"IMARGUMENT(""12 "") returns"" #Div/ 0 """	False	False	0.8823848	264	264, 199, 285	0	146
107	Resursamáhpat leat konttus:	Alū ksne	& Resource folders are in account:	False	False	0.95996296	264	264, 778, 293	0	406
108	& Geavat standárdan	& Send	Set as & Default	False	False	0.9680455	444	444, 489, 871	0	314
109	Čálihangieđaheapmi dábálaš geavaheaddjin Muhtun čálihan gieđahallandoaimmat gáibidit hálddašeaddji vuoigatvuođaid. Geavat « Hálddašandilli » boalu dás vuolábealde álggahit dán reaiddu hálddašanvuoigatvuođaiguin.	Oroomieh Lakeiran. kgm	"Print management as normal user Some print management operations may need administrator privileges. Use the ""Administrator Mode"" button below to start this print management tool with administrator privileges."	False	False	0.9559618	139	139, 366, 484	0	587
110	Ii sáhttán sáddet sisa árvosáni.	Alū ksne	The rating could not be submitted.	False	False	1.0541711	264	264, 366, 484	0	562
111	Kyrillalaš/Ukrainagiella	KAlarm	Cyrillic/Ukrainian	False	False	0.78209555	578	578, 366, 81	0	307
112	Vállje čuolddaid:	Alū ksne	Select columns:	False	False	0.9537742	264	264, 366, 430	0	581
113	standárda	Flatten	default	False	False	0.7978294	83	83, 643, 635	0	967
114	htdig	htdig	htdig	True	True	0.0	841	841, 765, 925	1.0	841
115	Peršuvnnalaš dieđut	Luboš Luň ák	Personal Information	False	False	0.7559724	366	366, 264, 669	0	576
116	oceania. kgm	Clarendonjamaica. kgm	Adamstown	False	False	0.4139564	293	293, 481, 933	0	976
117	Arch Cpaper size	Arch Cpaper size	Arch Cpaper size	True	True	3.5762787e-07	103	103, 365, 995	1.0	103
118	Galle elementta oktiibuot	Flatten	CHIDIST(13.27; 5) returns 0.021	False	False	0.92173696	83	83, 264, 439	0	983
119	Atlántaáhpi/ Canary	Atlantic/ Canary	Atlantic/ Canary	True	True	0.8143463	634	634, 841, 264	1.0	634
120	Álo	Bevel	Always	False	False	0.52281463	202	202, 578, 669	0	636
121	Beassansátni:	Original:	Password:	False	False	1.0777049	390	390, 186, 795	0	596
122	Beduinnat orrot sáttoábis.	Alū ksne	Bedouins live in the desert.	False	False	0.774426	264	264, 635, 659	0	1
123	Fiila maid rahpat	Alū ksne	File to open	False	False	0.9573926	264	264, 697, 792	0	799
124	Mu namma lea Tom.	I am Tom.	My name's Tom.	False	True	0.7249119	15	15, 23, 30	0.3333333333333333	30
125	Goargu	Charging	Surname	False	False	0.5229764	659	659, 367, 486	0	751
126	NAMA	NAME	NAME	True	True	0.31126451	963	963, 701, 95	1.0	963
127	Gaskkalduhte	Kapoita	Abort	False	False	0.6895077	354	354, 669, 578	0	238
128	"CONVERT( 3; ""lbm""; ""kg"") dieđiha 1, 3608"	"CONVERT(3; ""lbm""; ""kg"") equals 1.3608"	"CONVERT(3; ""lbm""; ""kg"") equals 1.3608"	True	True	0.33996153	794	794, 285, 539	1.0	794
129	puertorico. kgm	Mocapuertorico. kgm	Catañopuertorico. kgm	False	False	0.4832542	233	233, 389, 511	0	696
130	San Luis (SL)	San Luis (SL)	San Luis (SL)	True	True	0.0	284	284, 172, 605	1.0	284
131	Ii mihkiige	Oroomieh Lakeiran. kgm	Nothing	False	False	0.7417631	139	139, 264, 486	0	708
132	egypt. kgm	Qalyubiaegypt. kgm	Qalyubiaegypt. kgm	True	True	0.6231688	973	973, 880, 181	1.0	973
133	Earát	Automatic	Others	False	False	0.76359665	715	715, 443, 434	0	637
134	Mii leat dávjá Romssas.	Luboš Luň ák	We are often in Tromsø.	False	False	0.85022974	366	366, 489, 264	0	47
135	zambia_ districts. kgm	Kalomozambia_districts. kgm	Kalomozambia_districts. kgm	True	True	0.19230509	498	498, 793, 797	1.0	498
136	Dus ii leat lohkanvuoigatvuohta du sáddejuvvon e- boasta máhppii.	Alū ksne	You do not have read/ write permission to your sent-mail folder.	False	False	0.98468006	264	264, 484, 539	0	552
137	Bártnis lea heasta.	Luboš Luň ák	The boy has a horse.	False	False	0.99339485	366	366, 264, 240	0	40
138	Kwajalein	Kwajalein	Kwajalein	True	True	1.1920929e-07	205	205, 259, 701	1.0	205
139	Dárkkis ahte dokumeanta gusto	Alū ksne	Check the document for validity	False	False	0.81370425	264	264, 439, 354	0	105
140	MikronesiafederašuvdnaName	SodipodiName	Micronesia, Federated States ofName	False	False	0.7102827	768	768, 451, 412	0	418
141	Oktii gádden ahte ledjen meaddán, muhto feilejin.	Luboš Luň ák	Once I thought I was wrong. Turns out I was mistaken.	False	False	0.9478352	366	366, 264, 139	0	32
142	Lassemoduvla	Luboš Luň ák	Plugin	False	False	0.8233938	366	366, 81, 489	0	359
143	UNIX- čoahkkáldatName	UNIX SchemeName	UNIX SchemeName	True	True	0.57710814	630	630, 768, 977	1.0	630
144	IrákaName	MarathiName	Iraq	False	False	0.51767886	839	839, 925, 183	0	654
145	Jienat	Shanbe	Sounds	False	False	0.5118022	367	367, 935, 486	0	295
146	Sajádat	Kabuntalan	Status	False	False	0.6229521	669	669, 354, 243	0	272
147	Beaivvalaččat	Bevel	Daily	False	False	0.7874174	202	202, 578, 635	0	555
148	Guhttaivnnát buoriduvvon čohkkehus	Luboš Luň ák	Six Colour Enhanced Composite	False	False	0.9609637	366	366, 430, 264	0	623
149	paper size	paper size	#10 Envelopepaper size	False	False	0.0	639	639, 995, 103	0	407
150	& Joatkke	& Close Tab	& Resume	False	False	0.8640698	868	868, 729, 471	0	809
151	& Geavaheaddjinamma:	Ha Noivietnam. kgm	& Username:	False	False	0.8639579	595	595, 139, 459	0	894
152	Reivelistu – ođđa reivvet	Ömnögov ĭ	Message List - New Messages	False	False	0.8698313	81	81, 264, 366	0	375
153	Sillit	Plugin	Filters	False	False	0.47174585	359	359, 252, 935	0	421
154	Guatemala	Guatemala	Guatemala	True	True	2.3841858e-07	646	646, 577, 724	1.0	646
155	philippines. kgm	Bataanphilippines. kgm	Kidapawan City	False	False	0.37702823	245	245, 621, 360	0	955
156	Ubuntu Prográmmaguovddáža	GNU Krell MonitorsName	Ubuntu Software Centre	False	False	0.8579161	291	291, 977, 667	0	432
157	Deaddil F8 dahje Shiftnbsp; +F8 mannat ovddit/ čuovvuvaš čájeheapmái.	When selected, vi commands will override Kate 's built-in commands. For example: Ctrl+R will redo, and override the standard action (showing the search and replace dialogue).	Press F8 or Shift+F8 to switch to the next/ previous frame.	False	False	0.83393264	447	447, 937, 521	0	265
158	SRA0	SRA0	SRA0	True	True	3.5762787e-07	721	721, 859, 701	1.0	721
159	Vállje fiilla	Teleorman	File Selection	False	False	0.8405578	731	731, 354, 83	0	201
160	Fonttat	Fonts	Fonts	True	True	0.62879896	184	184, 359, 252	1.0	184
161	Mun dieđán.	Alū ksne	I know.	False	False	0.9072746	264	264, 731, 366	0	20
162	Erenoamáš beassanvuoigatvuođat	Alū ksne	Advanced Permissions	False	False	0.76652014	264	264, 139, 366	0	750
163	Bija árvosáni dán bihtái: 5	Alū ksne	Last. fm: Skip Current Track	False	False	0.96623945	264	264, 620, 366	0	989
164	Muitu	Wanica	Memory	False	False	0.5879681	935	935, 467, 532	0	852
165	Laddejuvvo	Plugin	Charging	False	False	0.6780182	359	359, 252, 489	0	659
166	italyprovince. kgm	Vercelliitalyprovince. kgm	Mantova	False	False	0.45453048	736	736, 249, 143	0	774
167	Iskka mánus guvlui	Luboš Luň ák	Negative lookahead	False	False	0.7286571	366	366, 264, 220	0	347
168	poland. kgm	Nyalasudan. kgm	Ł ódź	False	False	0.45233762	933	933, 481, 293	0	939
169	Váldde eret	KAlarm	Remove	False	False	0.9448118	578	578, 643, 446	0	301
170	Christian Muehlhaeuser	Christian Gebauer	Andrew Turner	False	False	0.4534514	597	597, 534, 532	0	931
171	Kommeanta:	Alū ksne	Comment:	False	False	1.0032247	264	264, 354, 937	0	186
172	Geavaheaddjit	ZAngbandGenericName	Users	False	False	0.8570435	451	451, 484, 139	0	663
173	VI: DÁBÁLAŠ MODUS	VI: NORMAL MODE	VI: NORMAL MODE	True	True	0.44198442	197	197, 237, 651	1.0	197
174	Lohkka	Bevel	Lock	False	False	0.5810548	202	202, 467, 183	0	831
175	"BIN2OCT (""1010"") dieđiha « 12 »"	"OCT2BIN(""12 "") returns"" 1010 """	BIN2OCT(value)	False	False	0.5879886	842	842, 404, 285	0	480
176	Nohkkat %s	Sleep %s	Sleep %s	True	True	0.72330797	906	906, 937, 304	1.0	906
177	KurdagiellaName	ChinaName	Kurdish	False	False	0.6447604	965	965, 697, 839	0	526
178	Várra leat gávdnat dihkki prográmmas.	Alū ksne	You may have encountered a bug in the program.	False	False	0.9492936	264	264, 366, 430	0	229
179	11 liigelođa	11 Extra Bins	11 Extra Bins	True	True	0.9433284	820	820, 321, 786	1.0	820
180	%1 sekundda	%1 seconds	%1 seconds	True	True	0.58517087	132	132, 304, 837	1.0	132
181	Muital meattáhusaid birra mat čuožžilit vuojedettiin JavaScript- koda.	Alū ksne	Enables the reporting of errors that occur when JavaScript code is executed.	False	False	0.9043851	264	264, 527, 988	0	969
182	MarathigiellaName	MarathiName	MarathiName	True	True	0.27329767	839	839, 697, 768	1.0	839
183	Cyanalit	Cyan	Cyan	True	True	0.59006965	243	243, 801, 583	1.0	243
184	Giitu.	Oroomieh Lakeiran. kgm	Thanks.	False	False	1.0558832	139	139, 354, 875	0	36
185	Gerund	Mauren	Transmission PreferencesGerund	False	False	0.550441	532	532, 100, 467	0	778
186	Dokumeantalistu	Shortcut	Document List	False	False	0.880664	991	991, 656, 300	0	553
187	Terminála	Name	Terminal	False	False	0.7152612	286	286, 395, 938	0	392
188	Jorgal lásku	Kabuntalan	Flip horizontally	False	False	0.7972429	669	669, 354, 731	0	104
189	Gaskaboddosaš vurkejuvvon dieđut (nugo faviconat, fierpmesiiddut)	For metric units any of the following prefixes can be used: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E-01), c (centi, 1E-02), m (milli, 1E-03), u (micro, 1E-06), n (nano, 1E-09), p (pico, 1E-12), f (femto, 1E-15), a (atto, 1E-18).	Cached information (e. g. favicons, web-pages)	False	True	0.9321195	539	539, 749, 382	0.5	749
190	iran. kgm	Panjshirafghanistan. kgm	Kerman	False	False	0.45292783	66	66, 933, 880	0	638
191	Ii makkárge ivdnimudden	Luboš Luň ák	No Color Adjustment	False	False	0.716517	366	366, 264, 81	0	582
192	undo-type	undo-type	undo-type	False	True	0.0	77	77, 785, 546	0.5	785
193	Kyrillalaš/Ruoššagiella	Luboš Luň ák	Cyrillic/Russian	False	False	0.7826979	366	366, 264, 578	0	959
194	italy. kgm	Uliastaymongolia. kgm	Beershebaitaly. kgm	False	False	0.5801562	249	249, 683, 844	0	273
195	Juoge ođđa, somás tiŋggaid	Luboš Luň ák	Share Hot New Stuff	False	False	0.8516698	366	366, 264, 81	0	64
196	Gárgadas:	Queue:	Queue:	True	True	0.93185735	90	90, 732, 351	1.0	90
197	WordReference. com – jorgaleapmi: fránskkagielas eŋgelasgilliiQuery	ZAngbandGenericName	WordReference. com Translation: French to English	False	True	0.7902701	451	451, 459, 327	0.3333333333333333	327
198	@ title: tab	Fonts@title: tab	Fonts@title: tab	True	True	0.29556274	222	222, 894, 262	1.0	222
199	Bálggis	Plugin	Path	False	False	0.6247754	252	252, 359, 578	0	416
200	Šelges bábir	Alū ksne	Glossy Paper	False	False	0.73891425	264	264, 578, 366	0	128
201	Gos boađát?	Where do you come from?	Where are you from?	False	False	0.9044411	56	56, 55, 594	0	54
202	background, style	Status & desctab-style	Lock Screenbackground, style	False	False	0.64130974	940	940, 693, 751	0	196
203	Mii du namma lea?	Where did you learn Latin?	What is your name?	False	False	1.006396	55	55, 489, 594	0	50
204	Vuolit Cassette	Palette	Lower Cassette	False	False	0.6292193	374	374, 65, 83	0	114
205	Čállinprográmma	KAlarm	Composer	False	False	0.80800855	578	578, 330, 579	0	169
206	saudi_ arabia. kgm	'Asirsaudi_arabia. kgm	'Asirsaudi_arabia. kgm	True	True	0.39264488	214	214, 481, 293	1.0	214
207	Doaimmat váldoprošeavtta   …	Luboš Luň ák	Edit Main Project...	False	False	0.97440624	366	366, 507, 736	0	849
208	Molsso geavaheaddji	Logout	Switch User	False	False	0.7482135	486	486, 568, 880	0	687
209	Čálit bovssa mii čájeha dokumeantašlája typográfalaš njuolggadusaid, nugo lea meroštuvvon dálá syntaksamerkemis.	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	Print a box displaying typographical conventions for the document type, as defined by the syntax highlighting being used.	False	False	0.95130074	527	527, 430, 264	0	861
210	Diehtu	Retalhuleu	Information	False	False	0.58719766	489	489, 935, 583	0	333
