	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
111	A legtöbb ember azt hiszi, hogy őrült vagyok.	No one is listening to you.	Most people think I'm crazy.	False	False	0.65600586	689	689, 38, 824	0	406
112	Várjunk csak, most mit is akarsz tenni?	Do you really want to break up with your girlfriend?	Wait, what are you trying to do?	False	True	0.71385574	269	269, 897, 759	0.3333333333333333	759
113	Művészetben megegyezik az ízlésünk.	Animals cannot distinguish between truth and falsehood.	Our tastes in art agree.	False	True	0.7596371	730	730, 671, 692	0.3333333333333333	692
114	A gazdaság stabilitása minden kormány célja.	A stable economy is the aim of every government.	A stable economy is the aim of every government.	True	True	0.5887282	932	932, 794, 935	1.0	932
115	Elengedné a karom?	I saw somebody steal the merchandise.	Please let go of my arm.	False	False	0.891284	835	835, 388, 514	0	381
116	- Nagyon jó lehet magasnak lenni. - Úgy véled? Nem igazán olyan jó. Folyton bevered a fejed a plafonba.	"""It must be great to be tall."" ""Do you think so? It's not really that great. You keep bumping your head on the ceiling."""	"""It must be great to be tall."" ""Do you think so? It's not really that great. You keep bumping your head on the ceiling."""	True	True	0.608734	516	516, 825, 116	1.0	516
117	Házas vagyok és van egy lányom.	I am married and I have a daughter.	I am married and I have a daughter.	True	True	0.7124438	773	773, 1, 778	1.0	773
118	Aláírták a szerződést.	The treaty was signed.	The treaty was signed.	True	True	0.64924943	792	792, 126, 129	1.0	792
119	Ne legyél köcsög.	Don't forget to write the zip code.	Don't be a bitch.	False	False	0.8500657	820	820, 322, 616	0	822
120	Ha nagy leszek, pilóta leszek. És te mi leszel?	When I grow up, I'll be a pilot. And what will you be?	When I grow up, I'll be a pilot. And what will you be?	True	True	0.7291708	648	648, 304, 485	1.0	648
121	Az orvos megszegte a hippokratészi esküt.	The doctor broke the Hippocratic Oath.	The doctor broke the Hippocratic Oath.	True	True	0.4871651	917	917, 120, 886	1.0	917
122	A cég tankönyveket ad ki.	The firm publishes educational books.	The firm publishes educational books.	True	True	0.5204418	170	170, 816, 218	1.0	170
123	Folytatta a munkát.	She proceeded with the work.	She proceeded with the work.	True	True	0.7823918	7	7, 218, 243	1.0	7
124	Ez nem az én esernyőm, hanem valaki másé.	This world is just an insane asylum.	This isn't my umbrella; it's somebody else's.	False	False	0.7267592	554	554, 714, 38	0	262
125	Kezdjük veled.	You must stop him.	Let's start with you.	False	False	0.8927784	569	569, 444, 491	0	34
126	Jordan úr egy kicsit meglepett volt.	She's a cold-hearted bitch.	Mr Jordan was a little surprised.	False	False	0.712183	824	824, 970, 354	0	929
127	Együtt kell odamennünk.	I think we should wait another half an hour.	We have to go there together.	False	False	0.8608917	78	78, 835, 916	0	872
128	Tudom, hogy Tom a barátod.	Tom told me that I could use his computer.	I know Tom is your friend.	False	False	0.67292786	571	571, 719, 210	0	876
129	Most menjünk moziba?	Can your brother drive a car?	Shall we watch the movie now?	False	True	0.7791674	388	388, 725, 304	0.5	725
130	Itt lesz nemsokára?	Could we go somewhere else?	Will he be here soon?	False	True	0.79682994	914	914, 597, 650	0.5	597
131	Kato úrnő volt tavaly a tanárod?	Was Ms. Kato your teacher last year?	Was Ms. Kato your teacher last year?	True	True	0.6765479	92	92, 650, 412	1.0	92
132	György születésétől fogva becsületes.	This fact must not be forgotten.	George is very honest by nature.	False	False	0.7477132	377	377, 964, 457	0	962
133	Ki kell találnunk valamit.	There is nothing to be scared of.	We'd better think of something.	False	False	0.83653283	38	38, 811, 617	0	361
134	Bizonyára esni fog.	Love is never wasted.	It certainly looks like rain.	False	False	0.77852666	558	558, 38, 760	0	560
135	Tud a fivéred autót vezetni?	Can your brother drive a car?	Can your brother drive a car?	True	True	0.64656734	388	388, 69, 835	1.0	388
136	Nem értem a kérdés jelentését.	I don't understand the meaning of the question.	I don't understand the meaning of the question.	True	True	0.6802263	857	857, 445, 766	1.0	857
137	Te mit mondanál a helyemben?	May I leave a message?	What would you say if you were in my place?	False	False	0.701115	875	875, 811, 113	0	30
138	A mopszok nem valami aranyosak.	They are looking at only the sunny side of the American economy.	Pugs are not cute.	False	False	0.7987318	931	931, 969, 195	0	877
139	Itt a tavasz. Napról-napra melegebb van.	Spring is here. It is getting warmer every day.	Spring is here. It is getting warmer every day.	True	True	0.606446	130	130, 141, 242	1.0	130
140	Tom nem engedte Marynek, hogy a többi gyerekkel játsszon.	Tom didn't let Mary play with the other children.	Tom didn't let Mary play with the other children.	True	True	0.51545024	317	317, 505, 469	1.0	317
141	Először is mutatnék neked valamit.	There is nothing to be scared of.	First, there's something I'd like to show you.	False	False	0.7112106	38	38, 835, 52	0	783
142	Akarsz is valamit mondani?	Is there something I can do for you?	Are you implying something?	False	False	0.781309	811	811, 69, 566	0	311
143	Csak a boldogság számít.	Love of money is the root of all evil.	All that matters is to be happy.	False	False	0.76016355	977	977, 966, 72	0	986
144	Muszáj rám bíznod magad.	Your old grandma dances well.	You must trust me.	False	False	0.90602803	344	344, 210, 166	0	668
145	Tominak nincsenek megtakarításai.	This noise is unbearable.	Tom has no savings.	False	True	0.6512141	20	20, 555, 360	0.5	555
146	Mikor kezdődik?	When does it start?	When does it start?	True	True	0.78526425	14	14, 650, 660	1.0	14
147	Lázas vagy?	Are you drunk or something?	Do you have a fever?	False	False	0.7732563	981	981, 681, 400	0	737
148	Tom adta kölcsön nekem azt a DVD-t.	Tom loaned me that DVD.	Tom loaned me that DVD.	True	True	0.67201304	250	250, 532, 617	1.0	250
149	Izgatottan várom a Karácsonyt.	Give me the knife.	I am looking forward to Christmas.	False	False	0.78071165	491	491, 605, 769	0	241
150	Az iskola felé tartott.	The engine started again.	She was on her way to school.	False	False	0.79900277	349	349, 590, 369	0	470
151	Éppen egy hosszú levelet ír.	He is said to have a cold.	He's writing a long letter.	False	False	0.7164495	952	952, 458, 367	0	707
152	Senki sem hallgat meg téged.	No one is listening to you.	No one is listening to you.	True	True	0.7787032	689	689, 835, 56	1.0	689
153	Mit szólnál egy csésze forró kávéhoz?	How about a cup of coffee?	How about a cup of hot coffee?	False	True	0.6964109	11	11, 247, 12	0.3333333333333333	12
154	Mondd meg az igazat!	You must do it.	Tell the truth.	False	False	0.8040924	539	539, 612, 830	0	416
155	Oda se neki, miket mond!	Did you make out what he said?	You should ignore what he says.	False	False	0.73262405	350	350, 759, 514	0	926
156	Kölcsönkérhetem ezt a CD-t?	May I borrow this CD?	May I borrow this CD?	True	True	0.61896753	983	983, 532, 116	1.0	983
157	Szeretném mindenkinek a figyelmét kérni.	There is nothing to be scared of.	Could I have everyone's attention, please?	False	False	0.7037041	38	38, 899, 197	0	253
158	Három üveg bort kellett volna vennünk.	We should've bought three bottles of wine.	We should've bought three bottles of wine.	True	True	0.7209015	814	814, 960, 639	1.0	814
159	Fordítsuk komolyra a szót!	Get your arse into gear!	Let's get serious.	False	False	0.7375834	734	734, 758, 735	0	629
160	Most a boltba megyek.	They are in the way.	I'm going to the store now.	False	False	0.6924083	642	642, 272, 612	0	273
161	Sokat olvasok.	I write every chance I get.	I read a lot.	False	False	0.88275266	905	905, 768, 704	0	578
162	Tomi két lánnyal randevúzik egyidőben.	Tom and Mary are mad at John.	Tom is dating two girls at the same time.	False	True	0.661724	58	58, 254, 162	0.5	254
163	Tanítson meg dzsúdózni!	Get your butt over here!	Teach judo to me.	False	False	0.7907407	735	735, 734, 113	0	326
164	Számítanak az első benyomások.	If you understand this one, then the others are nearly the same.	First impressions matter.	False	False	0.7727331	201	201, 522, 20	0	853
165	Kórházban kellene lenned.	You should be in a hospital.	You should be in a hospital.	True	True	0.7714126	990	990, 139, 6	1.0	990
166	Senki sem lakik ebben a házban.	Nobody lives in this house.	Nobody lives in this house.	True	True	0.55643225	94	94, 969, 689	1.0	94
167	Bizonyítékokra van szükségem.	There is nothing to be scared of.	I need proofs.	False	False	0.7630724	38	38, 535, 581	0	27
168	Ő már nincs itt.	He is no longer here.	He is no longer here.	True	True	0.7855097	700	700, 942, 569	1.0	700
169	Illatos a gyertya.	This egg smells bad.	The candle smells nice.	False	False	0.67168176	795	795, 877, 821	0	471
170	Gondoskodni fogok a szüleimről, ha megöregednek.	There is nothing to be scared of.	I'll take care of my parents when they get old.	False	True	0.65637445	38	38, 904, 968	0.3333333333333333	968
171	Télen nem szívesen eszem fagyit.	There is nothing to be scared of.	I don't enjoy eating ice cream during the winter.	False	True	0.72433996	38	38, 53, 969	0.5	53
172	Eldöntötte, hogy Amerikába megy.	She made up her mind to go to America.	She made up her mind to go to America.	True	True	0.6714649	498	498, 930, 382	1.0	498
173	Akarod, hogy tegyek néhány szál virágot a hajadba?	Would you fetch me a glass of water?	Do you want me to put some flowers in your hair?	False	True	0.6332325	247	247, 579, 875	0.5	579
174	Idő kell.	You need to stop wasting time.	We need time.	False	False	0.8928931	916	916, 573, 539	0	594
175	Közös a hazánk.	Life is a bitch.	We are compatriots.	False	False	0.71418643	821	821, 114, 554	0	219
176	Hálásnak kellene lenned.	Money cannot buy health, nor happiness.	You should be grateful.	False	False	0.8709929	451	451, 558, 56	0	991
177	Mary olyan kedves lány, hogy mindenki szereti.	Mary is so nice a girl that she is loved by everybody.	Mary is so nice a girl that she is loved by everybody.	True	True	0.44236124	970	970, 488, 469	1.0	970
178	Tomnak azt kéne tennie, amit Mary mond.	Tom should do what Mary says.	Tom should do what Mary says.	True	True	0.6357392	153	153, 505, 56	1.0	153
179	Az állatok az erdőben élnek.	Animals inhabit the forest.	Animals inhabit the forest.	True	True	0.5513022	774	774, 891, 456	1.0	774
180	Tanuld meg irányítani, vagy az fog irányítani téged.	Learn to control it or it will control you.	Learn to control it or it will control you.	True	True	0.80815566	489	489, 820, 139	1.0	489
181	Majd várok odakint.	They are in the way.	I'll just wait outside.	False	False	0.8692584	642	642, 768, 444	0	401
182	Nekem is tudsz venni egyet?	Can you give me a better price?	Can you buy one for me as well?	False	False	0.7423365	69	69, 811, 38	0	496
183	Németországba repülök majd.	I will fly to Germany.	I will fly to Germany.	True	True	0.7195631	930	930, 389, 941	1.0	930
184	Hirtelen kialudtak a fények.	They are looking at only the sunny side of the American economy.	Suddenly, all the lights went out.	False	True	0.7314395	931	931, 973, 637	0.5	973
185	Zenehallgatás a hobbim.	Life is a bitch.	My hobby is to listen to music.	False	False	0.88120496	821	821, 851, 791	0	716
186	A nyári szünidő után a gyerekeknek vissza kell menniük az iskolába.	After the summer holidays, the children have to go back to school.	After the summer holidays, the children have to go back to school.	True	True	0.48524833	104	104, 712, 151	1.0	104
187	Olyan mérges volt, hogy nem tudott beszélni.	He could not speak, he was so angry.	He could not speak, he was so angry.	True	True	0.65428615	367	367, 458, 457	1.0	367
188	Edzenem kell.	Tom tricked us again.	I have to exercise.	False	False	0.90552914	841	841, 552, 945	0	47
189	A mobilom leesett a földre.	The snowball melted in my hand.	My cellphone fell on the floor.	False	True	0.67767906	603	603, 865, 554	0.5	865
190	A felesége álomszép, a lányát meg már ne is említsem.	His wife is as beautiful as a dream, not to mention his daughter.	His wife is as beautiful as a dream, not to mention his daughter.	True	True	0.61051285	431	431, 903, 192	1.0	431
191	Nem hoztam magammal meleg ruhát.	I meet Mihaela every morning at the subway.	I didn't bring any warm clothes.	False	False	0.75285184	162	162, 673, 581	0	478
192	Tedd fel a fejhallgatót!	Give me the knife.	Put the headphone on.	False	False	0.734023	491	491, 769, 835	0	680
193	Szükségünk van a válaszra.	Is it obligatory to rent a car?	We need an answer.	False	False	0.7876184	568	568, 762, 738	0	845
194	Ez a könyv unalmas.	This book is boring.	This book is boring.	True	True	0.63152874	861	861, 2, 554	1.0	861
195	Taro két éve meghalt.	Taro died two years ago.	Taro died two years ago.	True	True	0.5346613	228	228, 346, 371	1.0	228
196	Nehezére esik apámnak abbahagyni az ivást.	There is nothing to be scared of.	It's hard for my father to give up drinking.	False	False	0.6734848	38	38, 613, 20	0	623
197	Egy étteremben ebédeltünk.	I saw somebody steal the merchandise.	We had dinner at a restaurant.	False	False	0.5977107	835	835, 192, 828	0	949
198	Ez azért van, mert nem akarsz egyedül lenni.	This is because you do not want to be alone.	This is because you do not want to be alone.	True	True	0.7091098	897	897, 38, 988	1.0	897
199	A motor megint beindult.	The engine started again.	The engine started again.	True	True	0.68314135	349	349, 267, 369	1.0	349
200	Három kutya követ négy macskát a kerítésig.	Three dogs are following four cats to the gate.	Three dogs are following four cats to the gate.	True	True	0.647166	84	84, 715, 71	1.0	84
