	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
10	Hinum megin girðingarinnar var fegursta haglendi sem ég held að ég hafi nokkurn tíma augum litið . . . .	The apostle John added : “ Guard yourselves from idols . ”	On the other side of the fence was the most beautiful pasture scene I guess I have ever seen . . .	False	False	1.5752783	384	384, 729, 974	0	593
11	Hvers vegna?	What Will You Do ?	Why ?	False	False	1.6559743	852	852, 979, 677	0	252
12	þegar stungið hefur verið upp á að þeim yrði bannað að gefa blóð.	[ Blurb on page 6 ]	to suggestions that they be banned from donating blood .	False	False	1.6101904	88	88, 653, 565	0	694
13	Á öðrum en óbyggðum eyjum væru þeir eins og fátækir ættingjar, ættu allt sitt undir miskunn innfæddra.	The apostle John added : “ Guard yourselves from idols . ”	On any but an uninhabited atoll , they would be the equivalent of poor relatives , dependent on the goodwill of the natives .	False	False	1.5690671	384	384, 974, 985	0	124
14	Eftir dauðann leysist líkaminn í sundur og hverfur út í lífvana hluta umhverfisins.	He boldly denounced and refuted the Trinity doctrine , the immortal soul and eternal hellfire teachings .	After death the body disintegrates and is reabsorbed into the inanimate component of the environment .	False	False	1.5476221	988	988, 379, 133	0	868
15	Verulegt magn geislavirkra efna fannst í líkömum manna.	Christians in ancient times succeeded in escaping the trap of sexual immorality .	High levels of radioactivity were found in their bodies .	False	False	1.6100285	826	826, 420, 714	0	625
16	Þeir myndu endurbyggja Jerúsalem og musteri hennar og verða vitnisburður þess að Jehóva er Guð sannra spádóma.	They would rebuild Jerusalem and its temple , becoming living witnesses to the fact that Jehovah is the God of true prophecy .	They would rebuild Jerusalem and its temple , becoming living witnesses to the fact that Jehovah is the God of true prophecy .	True	True	1.4841406	419	419, 729, 988	1.0	419
17	"Breytir hin kaþólska kirkja nútímans "" eftir þeirri fyrirmynd "" sem var gefin af Páli og öðrum frumkristnum mönnum?"	“ The last days ” of what ?	Is the Catholic Church today “ walking in a way that accords with the example ” we find in Paul and in the other early Christians ?	False	False	1.5549885	844	844, 527, 384	0	416
18	Samkvæmt einni kenningu kallar heilinn fram upplýsingar úr geymslu eftir kerfi sem byggist á tenginganeti, og þetta flókna tauganet í minni mannsins skilur hvað mest á milli manns og vélar.	A Contrasting Viewpoint	According to one theory , the brain’s retrieval system is based on a network of connections and “ this rich network of connections in human memory is one of the most profound differences between humans and machines .	False	False	1.593037	822	822, 714, 737	0	277
19	Þetta sýnir sig glöggt í sambandi við hina útbreiddu trú á ódauðlega sál.	The shock of contracting a sexually transmitted disease has caused many to view promiscuity in a new light	This is well illustrated with regard to the generally held belief in an immortal soul .	False	False	1.5300539	606	606, 741, 103	0	401
20	Þannig komust skipin hjá hinni hættulegu siglingu fyrir Pelopsskaga.	The Deadly Diseases	Thus the ships avoided the risks of circumnavigating the Peloponnese .	False	False	1.5471399	133	133, 858, 84	0	947
21	Læknar segja að hann hopi aðeins meðfram taugum í líkamanum og taki sér bólfestu í taugþyrpingum við rætur hryggjarins.	Who has contentions ?	Doctors say it merely beats a retreat , via nerve pathways , to nerve clusters at the base of the spine .	False	False	1.604937	35	35, 737, 384	0	517
22	Hvað munt þú gera?	“ The last days ” of what ?	What Will You Do ?	False	False	1.5899711	844	844, 911, 979	0	852
23	Samkvæmt skýrslum í Bandaríkjunum er talið að hann hrjái á bilinu 200 til 500 þúsund einstaklinga ár hvert.	The divorce rate is rising sharply and venereal diseases are epidemic .	The United States alone reports that an estimated 200,000 to 500,000 individuals are afflicted with it each year .	False	False	1.6025313	568	568, 427, 91	0	361
24	Hún bætir við: Með auknum rannsóknum og útgáfu mun sífellt fleira fólk vita frekar en trúa að efnislíkami okkar er í sannleka aðeins lirfuhýði, ytri skurn mannverunnar.	If God’s original purpose was for perfect , obedient humankind to live forever on a paradise earth , what purpose would there be in endowing man with a separate and immortal soul ?	She adds : “ With further research and further publications , more and more people will know rather than believe that our physical body is truly only the cocoon , the outer shell of the human being .	False	False	1.5510892	32	32, 527, 216	0	646
25	Sífellt verður vinsælla að skoða Biblíuna með efagirni.	Papal cross	It has become increasingly popular to view the Bible with skepticism .	False	False	1.6633794	737	737, 862, 564	0	733
26	Borgarbúar yrðu drepnir og musterið jafnað við jörðu.	The apostle John added : “ Guard yourselves from idols . ”	The inhabitants would be killed and the temple would be razed .	False	False	1.5671273	384	384, 686, 404	0	99
27	Þeir vona hins vegar að þeir sem eru úti á braut lauslætisins muni alvarlega íhuga líf sitt og þær afleiðingar sem það getur haft.	They see it as the divine punishment for promiscuity .	They do , however , hope that those trapped in the “ fast lane ” of promiscuity will seriously reflect on their way of life and what it can result in .	False	False	1.5819452	741	741, 379, 714	0	848
28	Undir stjórn þess ríkis mun engum framar standa ógn af kjarnorkuvopnum — og enginn verða fórnarlamb þeirra.	Several medical reports made during the next two years confirmed that the Bikinians were a “ starving people , ” and their departure from Rongerik had been “ too long delayed . ”	Pr 13 : 12 Under that Kingdom , there will be no more nuclear threat ​ — and no more victims .	False	False	1.5877151	686	686, 751, 308	0	537
29	(Sálmur 37: 10, 11; Jesaja 25: 6) Sjúkdómar og dauði munu heyra fortíðinni til.	If death is defeated by means of an ‘ immortal and imperishable ’ soul , then what purpose is served by the resurrection that Jesus taught and that the ancient Hebrew patriarchs believed in ? ​ — Hebrews 11 : 17 - 19 , 35 ; John 5 : 28 , 29 .	Sickness and death will come to be things of the past .	False	False	1.4062856	819	819, 696, 449	0	469
30	Þess vegna tala Brasilíumenn portúgölsku enn þann dag í dag þótt meirihluti íbúa Suður - og Mið - Ameríku tali spænsku.	Hence , even today , Brazil speaks Portuguese , while the major part of the rest of South and Central America speaks Spanish .	Hence , even today , Brazil speaks Portuguese , while the major part of the rest of South and Central America speaks Spanish .	True	True	1.6128877	973	973, 943, 216	1.0	973
31	"Í hinum enskumælandi heimi var þessi nútímaplága kennd við Venus, hina fornu rómversku ástargyðju, og nefnd "" venereal disease . """	They see it as the divine punishment for promiscuity .	Doctors used to call this modern - day plague venereal disease , after Venus , the ancient Roman goddess of love .	False	False	1.5459462	741	741, 84, 175	0	684
32	MÁNUDAGINN 1 . júlí árið 1946 umturnaðist tært og lygnt lón lítt þekktrar eyjar í Marshall - eyjaklasanum á Suðvestur - Kyrrahafi, um 3200 kílómetra suðvestur af Hawaii, í blindandi sprengingu.	The lagoon was rocked by several - hundred - miles - per - hour winds .	ON MONDAY , July 1 , 1946 , the sparkling calm lagoon of a little - known atoll in the Marshall Islands , about 2,000 miles ( 3,200 km ) southwest of Hawaii , was shattered by a blinding explosion .	False	False	1.5778927	120	120, 841, 822	0	55
33	Þegar sem ungur maður byrjaði hann að véfengja sumar kenningar kaþólsku kirkjunnar.	And his teachings soon began to convince others who revered him as a philosopher .	Even as a young man he began questioning various Catholic teachings .	False	True	1.5925962	560	560, 737, 141	0.3333333333333333	141
34	Mikillar beiskju gætti hjá Bikinibúum vegna þessa.	Who has dullness of eyes ?	There was much bitterness on the part of the Bikinians over this .	False	False	1.7008022	545	545, 35, 918	0	570
35	"Áið 1520 gaf hann svo út bæklingana "" Ávarp til kristinnar aðalstéttar þýsku þjóðarinnar, "" "" Babýlonarfjötur kirjkunnar "" og "" Frelsi kristins manns . """	“ The last days ” of what ?	Then in 1520 he published the pamphlets “ An Address to the Christian Nobility of the German Nation , ” “ The Babylonian Captivity of the Church ” and “ The Liberty of a Christian Man . ”	False	False	1.5665909	844	844, 384, 564	0	409
36	Þeim er kastað í Tartarus [í hugum Forn - Grikkja sá hluti Hades þar sem verstu afbrotamönnum var refsað], sem eru hæfileg örlög fyrir þá, og þeir komast aldrei út.	“ Such are hurled into Tartarus [ to the ancient Greeks , a section of Hades reserved for punishment of the worst offenders ] , which is their suitable destiny , and they will never come out . ”	“ Such are hurled into Tartarus [ to the ancient Greeks , a section of Hades reserved for punishment of the worst offenders ] , which is their suitable destiny , and they will never come out . ”	True	True	1.5598665	308	308, 384, 729	1.0	308
37	Í dögun var ég allur í uppnámi því að ég hafði myndað mér heila kenningu um hugsanlegar orsakir hvítblæðis.	The apostle John added : “ Guard yourselves from idols . ”	By dawn I was all excited because I had worked out a complete theory on the possible causes of leukemia .	False	False	1.5826188	384	384, 982, 988	0	969
38	Gagnrýni hans varð æ harðari í hverjum bæklingi sem út kom.	Who has dullness of eyes ?	Each became stronger in its criticism .	False	False	1.6570823	545	545, 737, 526	0	561
39	"Vitneskjan um að sá tími sé nú mjög nærri að ríki Guðs muni koma aftur á paradís á jörðinni mun hjálpa þeim að kynnast af eigin raun því sem segir í síðari hluta versins sem getið er að ofan: "" Uppfyllt ósk er lífstré . """	The Near - Death Experience ​ — Proof of Immortality ?	A knowledge that the time is very close when the Kingdom will bring paradise conditions back to the earth will help them to experience the latter half of the Bible verse mentioned above : “ A wish come true is a staff of life . ”	False	False	1.5919557	420	420, 114, 451	0	335
40	Ring: Ég minni áheyrendur mína á að það sem ég hef rannsakað er reynsla í nánd við dauðann . . . .	The prophet Zephaniah answers : “ Seek Jehovah , all you meek ones of the earth . . .	Ring admits : “ I remind my audiences that what I have studied are near - death experiences , not after - death experiences . . . .	False	False	1.5830865	729	729, 384, 651	0	245
41	Crux simplex eins og hann er sýndur af rómversk - kaþólska fræðimanninum Jústusi Lipsíusi í bók sinni De Cruce Libri Tres	The crux simplex as illustrated by the Roman Catholic scholar Justus Lipsius in his book De Cruce Libri Tres	The crux simplex as illustrated by the Roman Catholic scholar Justus Lipsius in his book De Cruce Libri Tres	True	True	1.5366384	660	660, 737, 551	1.0	660
42	Óraunhæf eftirvænting kveikir aðeins nýjar áhyggjur og vonbrigði.	“ The last days ” of what ?	Unrealistically high expectations merely produce new anxieties and frustrations .	False	False	1.5515633	844	844, 622, 809	0	303
43	Á bilinu 80.000 til 120.000 nýjar veirur eru búnar til á þrem til fimm klukkustundum.	The 50,000 coconut trees and 40 new homes that were part of the three - million - dollar rehabilitation plan were abandoned .	From 80,000 to 120,000 new viruses are created within three to five hours .	False	True	1.634485	723	723, 243, 737	0.5	243
44	Til dæmis segir The Great Soviet Encyclopedia að Dauðahafshandritin hafi verið skrifuð á bilinu frá annarri öld f.	Greek cross	For example , The Great Soviet Encyclopedia says that the Dead Sea Scrolls “ were written between the second century B.C . and A.D .	False	False	1.5830635	521	521, 822, 737	0	891
45	Rétt er að hann segir: Þetta forgengilega á að íklæðast óforgengileikanum og þetta dauðlega að íklæðast ódauðleikanum.	He boldly denounced and refuted the Trinity doctrine , the immortal soul and eternal hellfire teachings .	True , he says : “ For this which is corruptible must put on incorruption , and this which is mortal must put on immortality .	False	False	1.5368074	988	988, 809, 622	0	377
46	Gerir þú það?	The Soul ​ — Is It You ? Or Is It in You ?	Do you ?	False	True	1.6862266	173	173, 953, 979	0.3333333333333333	979
47	Verða börnin mín heil og eðlileg? '	“ The last days ” of what ?	Will my children be normal ? ’	False	False	1.6210282	844	844, 953, 979	0	784
48	Samræðissjúkdómafaraldurinn er vissulega uggvænlegur, en Biblían gefur ekki til kynna að Guð noti sjúkdóma til að refsa mönnum fyrir ranga breytni.	He boldly denounced and refuted the Trinity doctrine , the immortal soul and eternal hellfire teachings .	The STD epidemic is , to be sure , a frightening specter . But the Bible does not indicate that God today uses disease as punishment for wayward conduct .	False	False	1.503492	988	988, 727, 238	0	501
49	"Keats skrifaði: "" Ég þrái að trúa á ódauðleika . . . mig langar til að trúa á ódauðleika . """	“ The last days ” of what ?	As Keats wrote : “ I long to believe in immortality . . . I wish to believe in immortality . ”	False	False	1.517621	844	844, 729, 384	0	711
50	En þegar hið forgengilega íklæðist óforgengileikanum og hið dauðlega ódauðleikanum, þá mun rætast orð það, sem ritað er: Dauðinn er uppsvelgdur í sigur . (1.	He boldly denounced and refuted the Trinity doctrine , the immortal soul and eternal hellfire teachings .	But when this which is corruptible puts on incorruption and this which is mortal puts on immortality , then the saying will take place that is written : ‘ Death is swallowed up forever . ’ ”	False	False	1.5219343	988	988, 731, 32	0	183
51	Þar var einn brunnur og vatnið úr honum salt.	Was he right ?	The solitary well supplied only brackish water .	False	False	1.6712501	507	507, 84, 197	0	90
52	Fyrstu aldar sagnfræðingurinn Flavíus Jósefus skráði uppfyllinguna í fornaldarsögu sinni.	A Contrasting Viewpoint	The first - century historian Flavius Josephus recorded the fulfillment in his Antiquities of the Jews .	False	False	1.5447141	822	822, 451, 35	0	8
53	Átt þú til slíkar bækur á heimilinu þínu?	Do you have such books in your home ?	Do you have such books in your home ?	True	True	1.5486585	974	974, 526, 844	1.0	974
54	Hver myndi vilja mig ef ég segði honum að ég væri með ólæknandi sjúkdóm sem getur borist við kynmök?	With what result ?	Who would want me if I told him that I have an incurable disease that can be sexually transmitted ? ”	False	False	1.576807	677	677, 84, 526	0	632
55	Hátíðahöldin í tilefni 500 ára afmælis Marteins Lúthers hafa hins vegar engin varanleg fyrirheit í för með sér, þótt áhugaverð séu á sína vísu, hvorki að því er varðar stjórnsýslu eða trúarlíf.	They see it as the divine punishment for promiscuity .	The 500th anniversary celebration of Martin Luther’s birth , on the other hand , while of passing interest , holds no lasting promise of global unity , either governmental or religious .	False	False	1.5180225	741	741, 527, 142	0	617
56	Hinar öru breytingar sjöunda áratugarins komu því nær öllum í opna skjöldu.	Who has contentions ?	The rapid changes of the 1960 ’ s thus caught almost everyone off guard .	False	False	1.6333717	35	35, 714, 564	0	628
57	Við skulum taka sem dæmi orð Jesú um eyðingu Jerúsalem og musteris hennar sem sögð var eiga að gerast á æviskeiði þeirrar kynslóðar sem heyrði hann mæla fram spádóminn.	The apostle John added : “ Guard yourselves from idols . ”	Take , for example , Jesus ’ words regarding the destruction of Jerusalem and its temple , foretold to take place within the generation of those who heard him .	False	False	1.5655079	384	384, 988, 757	0	608
58	Skýrsla Matvæla - og landbúnaðarstofnunarinnar árið 1965 um hið vaxandi ójafnvægi milli íbúatölu jarðar og líklegrar getu þeirra til að brauðfæða sig, leiddi í ljós ástand sem margir álítu alvarlegt ef ekki ógnvekjandi . . . .	The coconuts were of poor quality .	“ The Food and Agriculture Organization’s 1965 assessment of the developing imbalance between the world’s population and its probable ability to feed itself revealed a situation that many considered serious if not , indeed , alarming . . . .	False	False	1.5160315	84	84, 330, 142	0	916
59	"Þessi athugasemd í bréfi páfa um Lúther og aðrar, sem miða að sáttum, urðu til þess að dagblöð í Róm kölluðu bréfið "" söguleg tímamót í samskiptum kaþólskra og mótmælenda . """	This and other conciliatory commentary about Luther made in the pope’s letter caused Rome newspapers to hail it as a “ historical turning point in the relationship between Catholics and Protestants . ”	This and other conciliatory commentary about Luther made in the pope’s letter caused Rome newspapers to hail it as a “ historical turning point in the relationship between Catholics and Protestants . ”	True	True	1.4407218	175	175, 384, 527	1.0	175
60	216 árum síðar, 323 til 301 f.o.t.	216 years later , 323 to 301 B.C.E .	216 years later , 323 to 301 B.C.E .	True	True	1.4552267	603	603, 153, 803	1.0	603
61	Svo var spurt í dagblaðinu Süddeutsche Zeitung útgefið í München.	A Bikinian now living in Majuro commented : “ Life on Rongerik and Kili was very hard .	This was the question raised by Munich’s Süddeutsche Zeitung .	False	False	1.5832908	714	714, 216, 276	0	333
62	Sýfilis (sárasótt) drepur menn ekki lengur í milljónatali eins og var á dögum Kólumbusar en er enn sem fyrr hættulegur sjúkdómur.	Papal cross	Syphilis no longer kills millions as it did in Columbus ’ day , but it is still dangerous .	False	False	1.5833294	737	737, 826, 526	0	888
63	""" Siðbótamaðurinn, sem sundraði kristninni, er upp á siðkastið orðinn lykillinn að endursameiningu hennar . "" — Tíme."	The Bible translator William Tyndale ( c . 1492 - 1536 ) wrote in the foreword to his translation : “ In putting departed souls in heaven , hell , or purgatory you destroy the arguments wherewith Christ and Paul prove the resurrection . . .	“ Indeed , as the reformer who fractured Christianity , Luther has latterly become a key to reuniting it . ” ​ — Time .	False	False	1.5688186	731	731, 988, 384	0	22
64	Áformað var að hreinsun og endurnám lands skyldi fara fram á átta ára tímabili.	It would be a sign for Jewish followers of Jesus to flee out of the city and Judea .	The cleanup and resettlement was planned to extend over an eight - year period .	False	False	1.5611897	404	404, 568, 362	0	415
65	Hvort heldur AIDS, herpes eða aðrir banvænir félagar þeirra halda áfram farsóttarvexti sínum eða verða að lúta í lægra haldi er í rauninni ekki aðalatriði.	So whether AIDS , herpes or their other lethal companions will continue their epidemic growth or sneak off into oblivion is irrelevant .	So whether AIDS , herpes or their other lethal companions will continue their epidemic growth or sneak off into oblivion is irrelevant .	True	True	1.532284	118	118, 568, 741	1.0	118
66	Þrem til sjö dögum eftir sýkingu tekur fórnarlambið eftir sviða í kynfærum eða þar um kring — fyrirboði um sársaukafull bóluútþot.	Then the ruler himself arrived with more than 3,000 of his men ​ — all unarmed except for small clubs and slings .	Three to seven days after exposure to herpes , the infected one notices a burning or tingling sensation in the genital area ​ — the herald of painful , fluid - filled blisters .	False	False	1.5946528	990	990, 686, 427	0	279
67	"Þegar Guð sagði: "" Því að mold ert þú og til moldar skalt þú aftur hverfa, "" við hvern var hann að tala?"	When God said , “ For dust you are and to dust you will return , ” to whom was he speaking ?	When God said , “ For dust you are and to dust you will return , ” to whom was he speaking ?	True	True	1.5500121	68	68, 729, 384	1.0	68
68	Veraldleiki er í sókn.	Hence it is morally degrading , making one unclean in God’s eyes .	Secularization is on the march .	False	False	1.712114	862	862, 216, 731	0	431
69	"Að því er segir í einni skýrlsu verður eyjan algerlega óbyggileg "" að eilífu . """	Is there another conscious existence after death ?	According to one report , it will be completely off limits “ forever . ”	False	False	1.6365527	418	418, 985, 712	0	158
70	Er ástæða til að efast?	“ The last days ” of what ?	Is There Reason to Doubt ?	False	False	1.5681751	844	844, 526, 677	0	46
71	Pizarro lauk síðan við að leggja undir sig Inkaveldið.	A Contrasting Viewpoint	Pizarro then completed the conquest of the Inca Empire .	False	False	1.5814004	822	822, 943, 933	0	930
72	Með því að maðurinn allur er syndari deyr hann við dauðann algerlega með líkama og sál (fullum dauða). . . . milli dauðans og upprisunnar er tómarúm; einstaklingurinn heldur tilveru sinni áfram í mesta lagi í minni Guðs.	He boldly denounced and refuted the Trinity doctrine , the immortal soul and eternal hellfire teachings .	Since man as a whole is a sinner , therefore at death he dies completely with body and soul ( full death ) . . . .	False	False	1.5153344	988	988, 216, 731	0	236
73	"(1 . Korintubréf 10: 14) Jóhannes postuli bætti við: "" Gætið yðar fyrir skurðgoðunum . """	The apostle John added : “ Guard yourselves from idols . ”	The apostle John added : “ Guard yourselves from idols . ”	True	True	1.5046538	384	384, 729, 449	1.0	384
74	Það var frekar skrýtin tilfinning, því að ég var þarna uppi og þessi líkami fyrir neðan . . . .	“ The last days ” of what ?	It was sort of a funny feeling because I was up there and this body was below . . . .	False	False	1.535534	844	844, 475, 384	0	134
75	Þeir sem aftur sneru fundu, í stað gróðursælla eyja sem þeir höfðu yfirgefið, stórskemmdar eyjar þaktar þéttum, einskisnýtum runnagróðri.	Instead of the lush islands they had left , those who returned found a shattered atoll covered with dense , worthless scrub , few trees and tons of testing debris .	Instead of the lush islands they had left , those who returned found a shattered atoll covered with dense , worthless scrub , few trees and tons of testing debris .	True	True	1.5389539	757	757, 729, 384	1.0	757
76	Ef rit Platons, Dialogos, lýsir hugmyndum hans sjálfs var hann sannfærður um að hann hefði ódauðlega sál.	And his teachings soon began to convince others who revered him as a philosopher .	If his Dialogue writings really reflect his own thinking , Plato was convinced that he had an immortal soul .	False	True	1.4844909	560	560, 316, 988	0.5	316
77	Svo rækileg yrði eyðingin að jarðveginum yrði sópað burt og fiskimenn myndu þurrka net sín þar.	It would be a sign for Jewish followers of Jesus to flee out of the city and Judea .	So thorough would the destruction be that the dust of the city would be scraped away and fishermen would dry their nets there .	False	False	1.5947578	404	404, 723, 714	0	571
78	Mörgum fleirum finnst farsóttarvöxtur AIDS, herpes og annarra samræðissjúkdóma vera meira en bara uppskera hinnar svonefndu kynlífsbyltingar.	Who has contentions ?	Many similarly feel that the epidemic growth of AIDS , herpes and other STD’s is more than a product of the so - called sexual revolution .	False	False	1.5518911	35	35, 118, 169	0	818
79	Í bók sinni The Agony of Christianity (Kvöl kristninnar) tókst spænski rithöfundurinn Miguel de Unamuno á við þetta sama misræmi.	A Contrasting Viewpoint	In his book The Agony of Christianity , Spanish writer Miguel de Unamuno struggled with this same conflict .	False	False	1.5354648	822	822, 862, 737	0	72
80	En, því miður, það kemur ekki í veg fyrir að einkennin gjósi upp á ný!	The prophet Zephaniah answers : “ Seek Jehovah , all you meek ones of the earth . . .	But , alas , it does not prevent recurrences !	False	False	1.5574669	729	729, 714, 379	0	812
81	Fjórðungur jarðarbúa sveltur, 40 milljónir deyja ár hvert.	“ GOD has replaced fire and brimstone with AIDS , ” wrote one indignant reader to the New York Post .	A quarter of the world is hungry , 40 million persons dying annually .	False	False	1.7141433	563	563, 723, 379	0	514
82	Nægir að lesa Phaedo Platons til að sannfærast um það.	And his teachings soon began to convince others who revered him as a philosopher .	It is sufficient to read Plato’s Phaedo to be convinced of that . ”	False	False	1.6028397	560	560, 216, 526	0	748
83	"Wallis Budge bætir við í bók sinni Amulets and Talismans: "" Krossinn varð ekki æðsta tákn og merki kristninnar fyrr en á 4 . öld . """	To which Cologne’s Cardinal Höffner , during a speech at a Lutheran anniversary ceremony in Worms , added that the Protestant and the Catholic views of Luther could no longer be used to drive a wedge between them .	Wallis Budge in Amulets and Talismans : “ The cross did not become the supreme emblem and symbol of Christianity until the IVth century . ”	False	False	1.5465511	328	328, 147, 564	0	323
84	' Stjórnleysistímar í kynferðismálum '	Who has contentions ?	“ A Time of ‘ Sexual Anarchy ’ ”	False	False	1.6038069	35	35, 545, 304	0	497
85	Kókoshneturnar voru lélegar að gæðum.	Are they vague or are they specific ?	The coconuts were of poor quality .	False	False	1.6783097	691	691, 743, 990	0	84
86	Í Galatabréfinu 6: 7, 8 segir Biblían: Villist ekki! Guð lætur ekki að sér hæða.	At Galatians 6 : 7 , 8 the Bible says : “ Do not be misled : God is not one to be mocked .	At Galatians 6 : 7 , 8 the Bible says : “ Do not be misled : God is not one to be mocked .	True	True	1.4875745	13	13, 384, 729	1.0	13
87	En það hvarflaði aldrei að mér að svona málfar fyndist í bókum sem skrifaðar eru fyrir tíu til tólf ára krakka.	“ The last days ” of what ?	But I never dreamed that books written for 10 - to 12 - year - olds would contain such language .	False	False	1.5863158	844	844, 384, 526	0	980
88	Lónið, sem var 142 ferkílómetrar, komst ekki í hálfkvisti við lónið á Bikini sem var 174 ferkílómetrar.	The coconuts were of poor quality .	Its 55 square miles ( 142 sq km ) of lagoon did not begin to compare with the 299 square miles ( 774 sq km ) of lagoon in Bikini .	False	False	1.5677507	84	84, 822, 743	0	452
89	Það var haustið 1522.	This was in the fall of 1522 .	This was in the fall of 1522 .	True	True	1.652162	463	463, 403, 552	1.0	463
90	"Læknir einn áætlaði að "" í Kanada séu greind árlega 20 til 50 þúsund ný herpestilfelli . """	The divorce rate is rising sharply and venereal diseases are epidemic .	One doctor estimated that “ 20,000 to 50,000 new cases of genital herpes are diagnosed in Canada each year . ”	False	False	1.605943	568	568, 477, 564	0	70
91	""" Við höfum ekki forrit sem eru í sannleika skapandi eða í sannleika hugvitsöm eða geta skilið margbreytileikann í rökhugsun mannsins, "" viðurkennir Roger C."	He boldly denounced and refuted the Trinity doctrine , the immortal soul and eternal hellfire teachings .	“ We don’t have programs that are truly creative , or truly inventive , or can understand the complexities of somebody’s reasoning , ” admits Roger C .	False	True	1.5399734	988	988, 476, 526	0.5	476
92	Og skýrslur þess efnis að sjúkdómurinn geti borist til þorra manna með blóðgjöfum hafa vakið enn frekari ótta og reiði.	Second , he has not failed miserably to make persuasive emissaries for his program of lies about the immortal soul !	And reports that it can spread to the public at large through blood transfusions have ignited further fear and resentment .	False	False	1.499838	727	727, 35, 427	0	519
93	Páll postuli þakkar hinn mikla kærleika Tímóteusar til orðs Guðs að minnsta kosti að nokkru leyti þessum þætti í uppeldi hans.	The Bible translator William Tyndale ( c . 1492 - 1536 ) wrote in the foreword to his translation : “ In putting departed souls in heaven , hell , or purgatory you destroy the arguments wherewith Christ and Paul prove the resurrection . . .	The apostle Paul at least partially credits Timothy’s great love of God’s Word to this training .	False	False	1.5557659	731	731, 988, 207	0	909
94	Nú um margra ára skeið hefur hins vegar verið útvarpað frá Majuro út um allar Marshalleyjar boðskap sem beinir athygli manna, ekki að vígbunaðarkapphlaupi heldur ríki Guðs sem einu leiðinni til að tryggja ósvikið öryggi.	The apostle John added : “ Guard yourselves from idols . ”	Nevertheless , for many years now , a message has been broadcast by radio from Majuro all through the Marshall Islands that calls attention , not to the arms race but to God’s Kingdom as the source of real security .	False	False	1.5290605	384	384, 242, 527	0	771
