	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
56	Jus leat válljen automáhtalaččat válljet govaža, de válljet man guhká ádjána sieván galgá leat govaža bajábealde ovdalgo dat merkejuvvo.	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	If you have checked the option to automatically select icons, this slider allows you to select how long the mouse pointer must be paused over the icon before it is selected.	False	False	0.75191474	527	527, 371, 207	0	82
57	philippines. kgm	Puerto Princesa Cityphilippines. kgm	Kabuntalan	False	False	0.8457668	621	621, 245, 360	0	669
58	bangladesh. kgm	Not Bangladeshbangladesh. kgm	Not Bangladeshbangladesh. kgm	True	True	0.94698894	891	891, 396, 755	1.0	891
59	QShortcut	WirelessQShortcut	Page Up	False	False	0.79156923	247	247, 420, 766	0	926
60	Dán láhkai áigi čájehuvvo.	This page contains changes that have not been submitted. Reloading the page will discard these changes.	This is how the time will be displayed.	False	True	0.9040954	883	883, 203, 370	0.3333333333333333	370
61	Láse 1. čállinbeavdái	Configure Display...	Window to Desktop 1	False	False	1.0550007	208	208, 618, 865	0	435
62	Guovttebealát badjin (Veallut)	SHORTWEEKDAY	Double Top (Landscape)	False	False	1.0155683	651	651, 189, 582	0	410
63	Aktiivalaš láseComment	XScorchComment	Another window is activated	False	False	0.9100325	766	766, 412, 476	0	299
64	Son hupmá veahá eŋgelasgiela .	He speaks English a little.	He speaks English a little.	True	True	0.7992964	12	12, 62, 1	1.0	12
65	Oaidnaleapmai.	Negative lookahead	See you.	False	False	1.0447688	347	347, 412, 764	0	33
66	_Čoavdaga:	SHORTWEEKDAY	_Key:	False	False	1.1527928	651	651, 340, 763	0	358
67	Raba liŋkka	The screen will turn to a custom color for the amount of time specified below.	Open Link	False	False	1.0651122	203	203, 164, 549	0	968
68	Siiddut	Digits	Pages	False	False	0.93625045	677	677, 421, 84	0	515
69	IEX	IEX	IEX	True	True	0.61613977	901	901, 923, 565	1.0	901
70	Juogadeami standárdspiehkastat	SHORTWEEKDAY	Standard deviation of the distribution	False	False	1.0152218	651	651, 28, 203	0	250
71	Čállinbeavdái	SHORTWEEKDAY	To & Desktop	False	False	1.0827438	651	651, 845, 128	0	215
72	ACPI	ACPI	ACPI	False	True	0.62476027	565	565, 923, 901	0.5	923
73	40 – 56 MB muitu oktiibuot	40 - 56 MB Total RAM	40 - 56 MB Total RAM	True	True	0.88846767	787	787, 371, 318	1.0	787
74	XBMName	ZAngbandGenericName	XBM	False	False	0.7809193	451	451, 744, 977	0	859
75	Liibme fiillas	The screen will turn to a custom color for the amount of time specified below.	Paste From File	False	False	1.1236613	203	203, 889, 28	0	920
76	Rulle bajásguvlui	Glossy Paper	Scroll Up	False	False	1.0284718	128	128, 889, 210	0	402
77	Geavaheaddjit	Configuration	Users	False	False	1.0126007	277	277, 845, 961	0	120
78	Mun lean ilus odne	I have many books.	I'm happy today	False	False	1.0449959	19	19, 32, 61	0	21
79	Guorus osiiguin	Glossy Paper	& With empty fields	False	False	1.1019664	128	128, 643, 78	0	835
80	Sajáiduhtte/ođasmahte	Overwrite & Destination	Install/update	False	False	0.97067666	764	764, 594, 371	0	138
81	Guovddáš AmerihkáName	America, CentralName	America, CentralName	True	True	1.1184126	996	996, 814, 476	1.0	996
82	philippines. kgm	Puerto Princesa Cityphilippines. kgm	Nabunturanphilippines. kgm	False	True	0.8457668	621	621, 245, 360	0.3333333333333333	360
83	ATM fierbmadatdoaimmat	Sort & Increasing	ATM Networking	False	False	1.0425155	550	550, 579, 614	0	717
84	Ceahkke	Contrast	The Dash	False	False	1.1034554	571	571, 661, 854	0	690
85	Danne mon ráhkistan du	Do you want to resign?	Because I love you.	False	False	0.9578413	594	594, 632, 53	0	0
86	cap-style	Status & desctab-style	Bevel	False	False	0.95035756	940	940, 77, 785	0	202
87	Čále htdig- diehtovuođu máhpa bálgá.	I want to learn.	Enter the path to the htdig database folder.	False	False	0.98263705	28	28, 908, 546	0	99
88	Stáhtus	Cancel	Status	False	False	0.9511404	876	876, 277, 227	0	541
89	Vuolil SáksonagiellaName	NextJobOnSameSheet	Low Saxon	False	False	1.031733	633	633, 629, 412	0	688
90	Doaimmat diehtu	I want to learn.	Account Info	False	False	0.9783511	28	28, 594, 436	0	384
91	undo-type	undo-type	Text layer	False	False	0.6714004	77	77, 785, 546	0	695
92	MONTHS () - funkšuvdna dieđiha galle mánu leat guovtti dáhtona gaskkas. Goalmmát paramehter mearrida rehkenastinvuogi: Jos paramehteris lea 0, de dieđiha MONTHS () mánuid stuorimus logu dan guovtti beaivvi gaskkas. Jos paramenteris lea 1, de dieđiha dušše galle olles mánu leat dáhtonis nubbái.	For metric units any of the following prefixes can be used: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E-01), c (centi, 1E-02), m (milli, 1E-03), u (micro, 1E-06), n (nano, 1E-09), p (pico, 1E-12), f (femto, 1E-15), a (atto, 1E-18).	"WEEKS(""2002-19-02 "";"" 2002-19-02 ""; 1) returns 0, because there is not a whole week in between, starting at the first day of the week (monday or sunday, depending on your local settings)"	False	False	0.62601006	539	539, 527, 199	0	241
93	Davvi- AfrihkáName	Africa, NorthernName	Africa, NorthernName	True	True	1.0243038	814	814, 862, 958	1.0	814
94	Buot	Flatten	All	False	False	0.98223174	83	83, 238, 421	0	789
95	& Váldde eret siskkildeami	Do you want to resign?	& Clean Indentation	False	False	1.0558457	594	594, 28, 187	0	729
96	Válddahus	Home Folder	Description	False	False	1.0245732	845	845, 277, 359	0	308
97	Reaidorávvagiid duogášgovva	Copy the selected text or item(s) to the clipboard	Opaque background image for tooltips	False	False	1.0518113	828	828, 207, 436	0	288
98	Jearat nama ja máhpa go girjemearkkat lasihuvvojit	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	Ask for name and folder when adding bookmarks	False	True	0.89790976	527	527, 611, 207	0.5	611
99	Makkár ivdni lea liŋkkain mat eai leat galleduvvon vel.	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	What color links should be that have not yet been clicked on	False	False	0.7012751	527	527, 207, 371	0	673
100	Ii sáhttán rahpat skriptafiilla «% 1 »	'%1 'does not appear to be a folder. Please move the file out of the way.	"Failed to open scriptfile ""%1"""	False	True	0.77337873	174	174, 776, 763	0.5	776
101	Giittos eatnat!	You are welcome!	Thank you very much!	False	False	1.000088	60	60, 31, 594	0	38
102	Hálidatgo álgosiidu ii oidno fierpmádatgolganprofiillas?	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	Do you want to disable showing the introduction in the webbrowsing profile?	False	False	0.93370557	527	527, 318, 436	0	777
103	Ovdánahtti (HTML čájehanmašiidna, JavaScript)	Developer (HTML rendering engine, JavaScript)	Developer (HTML rendering engine, JavaScript)	True	True	0.70322263	423	423, 289, 969	1.0	423
104	Máŋge merkejuvvon teavstta/ áđa( id) čuohpusgirjái	Copy the selected text or item(s) to the clipboard	Copy the selected text or item(s) to the clipboard	True	True	0.85085213	828	828, 749, 777	1.0	828
105	Filtii% 1 rabadettiin.	Fetching cover for %1...	Open of %1 failed.	False	False	0.8642721	728	728, 388, 119	0	668
106	IMABS( kompleaksa lohku) dieđiha kompleaksa logu norpma. Kompleaksa logu hápmi lea x+yi.	The CODE() function returns a numeric code for the first character in a text string.	"IMARGUMENT(""12 "") returns"" #Div/ 0 """	False	False	0.626827	478	478, 199, 798	0	146
107	Resursamáhpat leat konttus:	Do you really want to reset all toolbars of this application to their default? The changes will be applied immediately.	& Resource folders are in account:	False	False	0.848979	318	318, 527, 757	0	406
108	& Geavat standárdan	Folders	Set as & Default	False	False	1.0787252	329	329, 128, 845	0	314
109	Čálihangieđaheapmi dábálaš geavaheaddjin Muhtun čálihan gieđahallandoaimmat gáibidit hálddašeaddji vuoigatvuođaid. Geavat « Hálddašandilli » boalu dás vuolábealde álggahit dán reaiddu hálddašanvuoigatvuođaiguin.	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	"Print management as normal user Some print management operations may need administrator privileges. Use the ""Administrator Mode"" button below to start this print management tool with administrator privileges."	False	True	0.7119703	527	527, 587, 883	0.5	587
110	Ii sáhttán sáddet sisa árvosáni.	Unable to create new process. The system may have reached the maximum number of processes possible or the maximum number of processes that you are allowed to use has been reached.	The rating could not be submitted.	False	False	0.8648472	371	371, 897, 760	0	562
111	Kyrillalaš/Ukrainagiella	Cyrillic/Ukrainian	Cyrillic/Ukrainian	True	True	0.83671737	307	307, 959, 327	1.0	307
112	Vállje čuolddaid:	Select the index you want to reference	Select columns:	False	False	0.9949391	591	591, 594, 318	0	581
113	standárda	Configuration	default	False	False	1.0214639	277	277, 383, 373	0	967
114	htdig	htdig	htdig	True	True	0.7475953	841	841, 444, 652	1.0	841
115	Peršuvnnalaš dieđut	Transparency	Personal Information	False	False	0.9580381	666	666, 328, 624	0	576
116	oceania. kgm	Clarendonjamaica. kgm	Adamstown	False	False	0.8523247	293	293, 396, 755	0	976
117	Arch Cpaper size	Arch Cpaper size	Arch Cpaper size	True	True	0.80849075	103	103, 243, 437	1.0	103
118	Galle elementta oktiibuot	Radius %1 (z)	CHIDIST(13.27; 5) returns 0.021	False	False	1.0239208	304	304, 611, 546	0	983
119	Atlántaáhpi/ Canary	Atlantic/ Canary	Atlantic/ Canary	True	True	1.0156542	634	634, 711, 94	1.0	634
120	Álo	Override	Always	False	False	0.9563037	452	452, 243, 987	0	636
121	Beassansátni:	The boy has a horse.	Password:	False	False	1.072939	40	40, 42, 753	0	596
122	Beduinnat orrot sáttoábis.	Bedouins live in the desert.	Bedouins live in the desert.	True	True	0.7574388	1	1, 34, 45	1.0	1
123	Fiila maid rahpat	I want to learn.	File to open	False	False	1.0183059	28	28, 320, 3	0	799
124	Mu namma lea Tom.	My name's Tom.	My name's Tom.	True	True	0.9145479	30	30, 29, 15	1.0	30
125	Goargu	Charging	Surname	False	False	0.98381054	659	659, 359, 252	0	751
126	NAMA	NAME	NAME	True	True	0.79556465	963	963, 652, 800	1.0	963
127	Gaskkalduhte	Aborted	Abort	False	False	1.0512421	961	961, 242, 677	0	238
128	"CONVERT( 3; ""lbm""; ""kg"") dieđiha 1, 3608"	"CONVERT(3; ""lbm""; ""kg"") equals 1.3608"	"CONVERT(3; ""lbm""; ""kg"") equals 1.3608"	True	True	0.43537343	794	794, 949, 404	1.0	794
129	puertorico. kgm	Clarendonjamaica. kgm	Catañopuertorico. kgm	False	False	0.80988836	293	293, 396, 279	0	696
130	San Luis (SL)	San Luis (SL)	San Luis (SL)	True	True	0.69226944	284	284, 724, 172	1.0	284
131	Ii mihkiige	I saw Nils too	Nothing	False	False	1.0576246	26	26, 25, 28	0	708
132	egypt. kgm	Qalyubiaegypt. kgm	Qalyubiaegypt. kgm	True	True	0.99857795	973	973, 396, 293	1.0	973
133	Earát	Light	Others	False	False	1.0574136	938	938, 806, 571	0	637
134	Mii leat dávjá Romssas.	We are often in Tromsø.	We are often in Tromsø.	True	True	0.92236674	47	47, 527, 640	1.0	47
135	zambia_ districts. kgm	Kalomozambia_districts. kgm	Kalomozambia_districts. kgm	True	True	0.8663728	498	498, 293, 396	1.0	498
136	Dus ii leat lohkanvuoigatvuohta du sáddejuvvon e- boasta máhppii.	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	You do not have read/ write permission to your sent-mail folder.	False	False	0.73792577	527	527, 174, 207	0	552
137	Bártnis lea heasta.	The girl has a white horse.	The boy has a horse.	False	True	0.7865366	42	42, 40, 10	0.5	40
138	Kwajalein	Kwajalein	Kwajalein	True	True	0.5943197	205	205, 176, 83	1.0	205
139	Dárkkis ahte dokumeanta gusto	Do you want to disable showing the introduction in the webbrowsing profile?	Check the document for validity	False	False	1.0269318	777	777, 753, 436	0	105
140	MikronesiafederašuvdnaName	Micronesia, Federated States ofName	Micronesia, Federated States ofName	True	True	0.9784819	418	418, 629, 412	1.0	418
141	Oktii gádden ahte ledjen meaddán, muhto feilejin.	Tom invited me.	Once I thought I was wrong. Turns out I was mistaken.	False	False	0.92618024	44	44, 594, 9	0	32
142	Lassemoduvla	Paper Tray	Plugin	False	False	1.111562	210	210, 242, 227	0	359
143	UNIX- čoahkkáldatName	Developer (Netscape plugin support)	UNIX SchemeName	False	False	0.87529755	461	461, 289, 766	0	630
144	IrákaName	Africa, NorthernName	Iraq	False	False	0.9008709	814	814, 577, 451	0	654
145	Jienat	Photons	Sounds	False	False	0.98523605	990	990, 938, 243	0	295
146	Sajádat	Override	Status	False	False	1.0535823	452	452, 600, 677	0	272
147	Beaivvalaččat	This page contains changes that have not been submitted. Reloading the page will discard these changes.	Daily	False	False	0.9418751	883	883, 208, 845	0	555
148	Guhttaivnnát buoriduvvon čohkkehus	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	Six Colour Enhanced Composite	False	False	0.9762963	527	527, 749, 371	0	623
149	paper size	paper size	#10 Envelopepaper size	False	False	0.81200624	639	639, 995, 918	0	407
150	& Joatkke	& Close Tab	& Resume	False	False	1.1081089	868	868, 65, 45	0	809
151	& Geavaheaddjinamma:	& Embedding	& Username:	False	False	1.0178419	216	216, 680, 764	0	894
152	Reivelistu – ođđa reivvet	Moved all messages to the trash	Message List - New Messages	False	False	1.028308	889	889, 21, 436	0	375
153	Sillit	Digits	Filters	False	True	0.91498554	677	677, 83, 421	0.3333333333333333	421
154	Guatemala	Guatemala	Guatemala	True	True	0.7191696	646	646, 427, 654	1.0	646
155	philippines. kgm	Puerto Princesa Cityphilippines. kgm	Kidapawan City	False	False	0.8457668	621	621, 245, 360	0	955
156	Ubuntu Prográmmaguovddáža	Developer (Netscape plugin support)	Ubuntu Software Centre	False	False	0.8739152	461	461, 289, 575	0	432
157	Deaddil F8 dahje Shiftnbsp; +F8 mannat ovddit/ čuovvuvaš čájeheapmái.	Cached information (e. g. favicons, web-pages)	Press F8 or Shift+F8 to switch to the next/ previous frame.	False	False	0.76617837	749	749, 447, 527	0	265
158	SRA0	SRA0	SRA0	True	True	0.68465877	721	721, 901, 306	1.0	721
159	Vállje fiilla	I want to learn.	File Selection	False	False	1.0843672	28	28, 26, 594	0	201
160	Fonttat	Fonts	Fonts	True	True	0.8979336	184	184, 83, 427	1.0	184
161	Mun dieđán.	I want to learn.	I know.	False	False	1.1146059	28	28, 19, 594	0	20
162	Erenoamáš beassanvuoigatvuođat	Zero or one occurrences	Advanced Permissions	False	False	0.9500947	686	686, 318, 207	0	750
163	Bija árvosáni dán bihtái: 5	Do you really want to reset all toolbars of this application to their default? The changes will be applied immediately.	Last. fm: Skip Current Track	False	False	1.0124456	318	318, 527, 777	0	989
164	Muitu	Mukdahan	Memory	False	False	1.0160023	627	627, 938, 329	0	852
165	Laddejuvvo	Installed	Charging	False	True	1.0630941	446	446, 659, 301	0.5	659
166	italyprovince. kgm	malcolm. hunter@gmx. co. uk	Mantova	False	False	0.9331354	396	396, 788, 293	0	774
167	Iskka mánus guvlui	Highlighting for Ferite	Negative lookahead	False	False	1.058577	189	189, 496, 906	0	347
168	poland. kgm	malcolm. hunter@gmx. co. uk	Ł ódź	False	False	1.0170132	396	396, 580, 680	0	939
169	Váldde eret	Folders	Remove	False	False	1.0064235	329	329, 28, 242	0	301
170	Christian Muehlhaeuser	Christian Gebauer	Andrew Turner	False	False	0.83843696	597	597, 534, 162	0	931
171	Kommeanta:	Comment:	Comment:	True	True	1.080186	186	186, 961, 226	1.0	186
172	Geavaheaddjit	Configuration	Users	False	False	1.0126007	277	277, 845, 961	0	663
173	VI: DÁBÁLAŠ MODUS	VI: NORMAL MODE	VI: NORMAL MODE	True	True	0.7608845	197	197, 651, 237	1.0	197
174	Lohkka	Light	Lock	False	False	0.9740039	938	938, 329, 383	0	831
175	"BIN2OCT (""1010"") dieđiha « 12 »"	"OCT2BIN(""55 "") returns"" 101101 """	BIN2OCT(value)	False	False	0.60383296	404	404, 842, 89	0	480
176	Nohkkat %s	Sleep %s	Sleep %s	True	True	1.0309148	906	906, 582, 728	1.0	906
177	KurdagiellaName	RelationshipsGenericName	Kurdish	False	False	1.0309625	412	412, 363, 814	0	526
178	Várra leat gávdnat dihkki prográmmas.	Unable to modify settings of printer %1.	You may have encountered a bug in the program.	False	False	0.84299767	554	554, 763, 207	0	229
179	11 liigelođa	undo-type	11 Extra Bins	False	False	1.132067	77	77, 785, 546	0	820
180	%1 sekundda	%1 seconds	%1 seconds	True	True	0.94868624	132	132, 112, 219	1.0	132
181	Muital meattáhusaid birra mat čuožžilit vuojedettiin JavaScript- koda.	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	Enables the reporting of errors that occur when JavaScript code is executed.	False	False	0.70425224	527	527, 466, 423	0	969
182	MarathigiellaName	MarathiName	MarathiName	True	True	0.81483877	839	839, 697, 342	1.0	839
183	Cyanalit	Cyan	Cyan	True	True	0.7887527	243	243, 359, 252	1.0	243
184	Giitu.	Glossy Paper	Thanks.	False	False	1.0191535	128	128, 677, 728	0	36
185	Gerund	Plugin	Transmission PreferencesGerund	False	False	0.95721805	359	359, 252, 534	0	778
