	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
50	Cái bàn này nặng quá.	The kettle is boiling.	This table is heavy.	False	False	1.3935057	799	799, 956, 828	0	610
51	Khi mẹ nó đi vắng, nó trông chừng em.	Be careful when you shop, because some sales people will try to take advantage of you and offer you an expensive price.	In the absence of her mother, she looks after her sister.	False	False	1.1864234	775	775, 798, 193	0	333
52	Anh sẽ không bị muộn, có phải không?	It doesn't matter to me whether you come or not.	You won't be late, will you?	False	False	1.2031779	581	581, 13, 341	0	7
53	Hãy tìm một bàn ở gần cuối.	Watch out! That car almost hit you.	Let's sit at one of the tables near the back.	False	True	1.2691449	768	768, 326, 368	0.3333333333333333	368
54	Anh ấy sẽ là một người chồng tốt.	Whatever happens, we'll always be friends.	He will be a good husband.	False	False	1.1490884	798	798, 910, 774	0	570
55	Vâng, anh ta có thể chạy 100 mét trong vòng 12 giây.	Yes. He can run 100 meters within twelve seconds.	Yes. He can run 100 meters within twelve seconds.	True	True	0.93399	119	119, 621, 321	1.0	119
56	Ấy có dùng hãng American Express không?	Do you take American Express?	Do you take American Express?	True	True	1.1644508	832	832, 564, 538	1.0	832
57	Ông Long và ông Smith đã nói chuyện với nhau.	Mr Long and Mr Smith spoke to each other.	Mr Long and Mr Smith spoke to each other.	True	True	1.1851779	175	175, 443, 451	1.0	175
58	Theo ý tôi, đá banh là môn thể thao tuyệt vời.	In my opinion, soccer is a great sport.	In my opinion, soccer is a great sport.	True	True	1.0663967	492	492, 360, 837	1.0	492
59	Đúng là bà ấy đã qua đời.	Tom almost drowned.	It's true that she's dead.	False	False	1.1766752	387	387, 314, 668	0	209
60	Bill luôn luôn lương thiện.	He loves you very much.	Bill is honest all the time.	False	False	1.2404177	671	671, 498, 55	0	534
61	Chỉ có sự thật là tốt đẹp.	Nothing is beautiful but the truth.	Nothing is beautiful but the truth.	True	True	1.0339416	837	837, 574, 193	1.0	837
62	Sự tài trợ của bà ấy là cần thiết cho dự án của chúng ta.	Her financial support is indispensable to this project of ours.	Her financial support is indispensable to this project of ours.	True	True	1.1104431	591	591, 809, 969	1.0	591
63	Tom cần tìm kiếm sự giúp đỡ.	Tom needs to seek help.	Tom needs to seek help.	True	True	1.1406007	270	270, 698, 181	1.0	270
64	Japan không to bằng Canada.	Japan is not as big as Canada.	Japan is not as large as Canada.	False	True	1.2553298	717	717, 266, 718	0.3333333333333333	718
65	Tôi bị dính vào cuộc tranh cãi của người khác.	I got involved in other people's quarrel.	I got involved in other people's quarrel.	True	True	1.1324425	687	687, 621, 446	1.0	687
66	Cô ấy không thể nhịn được cười.	One can't learn to do anything without making mistakes.	She couldn't hold back her laughter.	False	True	1.1526359	621	621, 837, 420	0.3333333333333333	420
67	Mẹ hy vọng rằng phòng học của con có điều hòa không khí.	I hope that your classroom had air conditioning.	I hope that your classroom had air conditioning.	True	True	1.265783	988	988, 84, 56	1.0	988
68	Nhờ vào máy bay mà con người có thể di chuyển giữa các nơi xa xôi.	Airplanes enable people to travel great distances rapidly.	Airplanes enable people to travel great distances rapidly.	True	True	1.0565853	669	669, 777, 783	1.0	669
69	Bạn ước điều gì vậy?	Whose beer is this?	What do you wish for?	False	False	1.1102365	564	564, 178, 724	0	962
70	Bạn trông tái nhợt.	I feel lonely.	You look pale.	False	False	1.1881855	629	629, 128, 519	0	126
71	Tôi đã ở Boston trước khi tôi trở lại Nhật Bản.	I had stayed in Boston before I returned to Japan.	I had stayed in Boston before I returned to Japan.	True	True	0.9918587	45	45, 685, 816	1.0	45
72	Tôi thực sự phải đi.	Whatever happens, we'll always be friends.	I really have to go.	False	False	1.1386111	798	798, 555, 330	0	542
73	Tom rất đẹp trai.	Tom is very handsome.	Tom is very handsome.	True	True	1.2573886	416	416, 498, 701	1.0	416
74	Do mưa to, chúng tôi đến trường quá muộn.	We were late for school because it rained heavily.	We were late for school because it rained heavily.	True	True	1.1939706	802	802, 40, 622	1.0	802
75	Tôi thích đi du lịch.	My family goes skiing every winter.	I like to travel.	False	False	1.1754937	477	477, 777, 970	0	557
76	Tớ không muốn xử lý việc đó bây giờ.	One can't learn to do anything without making mistakes.	I don't want to have to deal with it right now.	False	False	1.1678742	621	621, 863, 740	0	81
77	Khi đèn tín hiểu chuyển sang màu vàng, chúng ta dừng lại.	When the traffic light is yellow, we stop.	When the traffic light is yellow, we stop.	True	True	1.1727756	622	622, 649, 604	1.0	622
78	Đi theo người đó.	Follow that person.	Follow that person.	True	True	1.23493	51	51, 910, 452	1.0	51
79	Hai vị thủ tướng không có điểm chung nào cả.	The two premiers had nothing in common.	The two premiers had nothing in common.	True	True	1.0912551	279	279, 304, 443	1.0	279
80	Tôi lúc nào cũng ăn ngoài hàng, nhưng tôi thích đồ ăn nhà làm hơn.	I'm always eating in restaurants, but I prefer homemade foods.	I'm always eating in restaurants, but I prefer homemade foods.	True	True	1.1034167	141	141, 775, 406	1.0	141
81	Cả hai đều rất dễ thương.	Both of them are very cute.	Both of them are very cute.	True	True	1.0948418	625	625, 304, 751	1.0	625
82	Chúng tôi không phải là những người duy nhất tin rằng cậu ta không có tội.	We are not the only ones to believe that he is not guilty.	We are not the only ones to believe that he is not guilty.	True	True	0.9987892	382	382, 740, 878	1.0	382
83	Tôi thích bận rộn.	Whatever happens, we'll always be friends.	I like being busy.	False	False	1.2060156	798	798, 572, 740	0	418
84	Cô Roland, cô nghĩ gì về vấn đề này?	Ms. Roland, what do you think about this problem?	Ms. Roland, what do you think about this problem?	True	True	1.0762345	202	202, 564, 149	1.0	202
85	Robot có thể hoạt động trong điều kiện nguy hiểm.	Robots can withstand dangerous conditions.	Robots can withstand dangerous conditions.	True	True	1.079942	179	179, 321, 969	1.0	179
86	Họ không thích tôi.	They don't like me.	They don't like me.	True	True	1.177255	407	407, 207, 288	1.0	407
87	Bạn thật tốt khi giúp tôi làm bài tập về nhà.	It is very nice of you to help me with my homework.	It is very nice of you to help me with my homework.	True	True	1.1893451	970	970, 798, 969	1.0	970
88	Loài người chỉ sống trong hòa bình tổng cộng 268 năm trong 3,400 nghìn năm trở lại đây thôi, tức là khoảng 8%.	Of the past 3,400 years, humans have been entirely at peace for 268 of them, or just 8 percent of recorded history.	Of the past 3,400 years, humans have been entirely at peace for 268 of them, or just 8 percent of recorded history.	True	True	1.09975	485	485, 953, 975	1.0	485
89	Bạn đã sẵn sàng bắt đầu chưa?	It just lasts for 15 minutes, doesn't it?	Are you ready to start?	False	False	1.1981497	870	870, 392, 326	0	865
90	Chúng ta hãy tiếp tục dịch sang tiếng Đức nào.	I will try to translate more sentences into German.	I will try to translate more sentences into German.	True	True	1.1004407	586	586, 910, 815	1.0	586
91	Cậu mang theo nhiều tiền chứ?	How much money is left?	Do you have a lot of money with you?	False	False	1.2076371	282	282, 456, 13	0	37
92	Bill làm công việc bán xe.	Bill's work is selling cars.	Bill's work is selling cars.	True	True	1.204243	528	528, 319, 482	1.0	528
93	Tom đã không mời tôi.	Tom didn't invite me.	Tom didn't invite me.	True	True	1.2362641	248	248, 499, 165	1.0	248
94	Các sinh viên đã đứng chờ xe buýt.	The students stood waiting for a bus.	The students stood waiting for a bus.	True	True	1.1570666	628	628, 777, 319	1.0	628
95	Đừng quên hỏi thăm vợ của ông Long khi mày gặp ổng.	Yesterday I met Marie.	Don't forget to ask after Mr Long's wife when you see him.	False	True	1.3180867	314	314, 412, 183	0.3333333333333333	183
96	London chẳng còn là thành phố sương mù nữa.	London is no longer a city of fog.	London is no longer a city of fog.	True	True	1.1783855	170	170, 675, 644	1.0	170
97	Lâu rồi Tom không gặp lại Mary.	Tom just wants to be with Mary.	Tom hasn't seen Mary in a while.	False	False	1.2150403	224	224, 93, 181	0	153
98	Tối nay bạn muốn làm gì?	Which of these do you consider your best painting?	What do you want to do tonight?	False	False	1.1223129	350	350, 929, 611	0	576
99	Có rất nhiều lý do để giải thích vì sao một căn nhà bị bỏ trống.	There are various reasons why a house may be left vacant.	There are various reasons why a house may be left vacant.	True	True	1.008123	935	935, 912, 969	1.0	935
100	Tất cả những điều anh nói đều đúng.	All that you say is perfectly correct.	All that you say is perfectly correct.	True	True	1.0208852	574	574, 517, 875	1.0	574
101	Cô ta luôn đứng về bên yếu.	She always sides with the weak.	She always sides with the weak.	True	True	1.3092842	972	972, 666, 910	1.0	972
102	Mười người bị nhét vào một căn phòng nhỏ.	Ten people were packed into the small room.	Ten people were packed into the small room.	True	True	1.010179	448	448, 415, 628	1.0	448
103	Thái độ thách đố của anh ta khiến thủ trưởng tức giận.	It is his defiant attitude that made the chief angry.	It is his defiant attitude that made the chief angry.	True	True	1.261176	552	552, 687, 550	1.0	552
104	Anh ta ngồi lên giường.	I was watching TV then.	He was sitting on the floor.	False	False	1.1963764	555	555, 705, 549	0	676
105	Trời mưa rất nhiều trong tháng này.	According to the weather forecast, it'll snow tomorrow.	We've had a lot of rain this month.	False	False	1.2360516	32	32, 40, 900	0	362
106	Tom chỉ muốn sống cùng với Mary	Tom just wants to be with Mary.	Tom just wants to be with Mary.	True	True	1.1640472	224	224, 181, 891	1.0	224
107	Tom không có ô tô. Anh ta sử dụng xe của Mary.	Tom doesn't have a car. He just uses Mary's.	Tom doesn't have a car. He just uses Mary's.	True	True	1.0927198	395	395, 946, 617	1.0	395
108	Bạn nên đi kiểm tra mắt đi.	Watch out! That car almost hit you.	You should get your eyes checked.	False	True	1.3635206	768	768, 892, 643	0.3333333333333333	643
109	Bà ấy gửi tới tòa soạn một rao vặt tìm một người giúp việc nhà.	The girl who works at the bakery is cute.	She put an advertisement for a domestic help in the paper.	False	False	1.2697238	482	482, 879, 619	0	444
110	Anh ta nghỉ học lúc học năm nhất đại học.	He dropped out of college in the first year.	He dropped out of college in the first year.	True	True	1.3415356	121	121, 802, 408	1.0	121
111	Cậu có nghĩ Tom thực sự thích việc đó không?	Do you think Tom really enjoys doing that?	Do you think Tom really enjoys doing that?	True	True	1.1083688	365	365, 538, 142	1.0	365
112	Không có lời giải thích nào cho việc xảy đến với Tom.	There's no explanation for what happened to Tom.	There's no explanation for what happened to Tom.	True	True	0.99080706	475	475, 113, 930	1.0	475
113	Tôm bị đau.	His sad story touched my heart.	Tom was in pain.	False	False	1.3237196	550	550, 966, 36	0	243
114	Tác giả đó là người Nga.	That man is Perry Mason, the lawyer.	This writer is Russian.	False	True	1.363328	10	10, 274, 825	0.5	274
115	Thành phố Rome đáng để viếng thăm.	Rome is worthy of a visit.	Rome is worthy of a visit.	True	True	1.2579192	199	199, 298, 842	1.0	199
116	Tôi bị bụi vào mắt.	Dust got into one of my eyes.	Dust got into one of my eyes.	True	True	1.1253073	979	979, 768, 490	1.0	979
117	Bạn thích loại rượu vang rẻ tiền nào?	Whose beer is this?	What's your favorite cheap wine?	False	True	1.1721077	564	564, 351, 59	0.3333333333333333	59
118	Tôi tưởng cậu ở phố Park cơ.	Yesterday I met Marie.	I thought you lived on Park Street.	False	True	1.2663786	314	314, 52, 549	0.5	52
119	Bạn có thể giúp tôi rửa bát đĩa?	Did you pay for the book?	Can you help me with the washing up?	False	False	1.1103368	13	13, 784, 626	0	24
120	Toudaiji lớn nhất trong hai ngồi đền.	Toudaiji is the bigger of the two temples.	Toudaiji is the bigger of the two temples.	True	True	1.2636161	614	614, 589, 92	1.0	614
121	Nỗi lo lắng của ông ấy như thế nên ông ấy hầu như không thể nào ngủ được.	I really feel sorry for that old man who lives alone and has no family.	His anxiety was such that he could hardly sleep.	False	False	1.0716178	774	774, 111, 733	0	630
122	Đâu là bức vẽ ưng ý nhất của ấy?	How old is that painting?	Which of these do you consider your best painting?	False	True	1.2667722	788	788, 350, 205	0.5	350
123	Tôi có thể giết cậu nhưng tôi đã không làm vậy.	I think I did the right thing.	I could have killed you, but I didn't.	False	True	1.0163901	86	86, 740, 257	0.3333333333333333	257
124	Chiếc xe lửa này luôn luôn đúng giờ.	The train is always on time.	The train is always on time.	True	True	1.3049588	493	493, 768, 477	1.0	493
125	Nhà ở Nhật nhỏ.	Yesterday I met Marie.	Japanese houses are small.	False	False	1.4252429	314	314, 249, 316	0	589
126	"""Tại sao?"". Cô con gái hỏi với một chút bực dọc."	"""Why?"" asked the daughter, a trifle irritated."	"""Why?"" asked the daughter, a trifle irritated."	True	True	1.1197035	952	952, 660, 451	1.0	952
127	Bạn ấy đã giúp tôi làm bài tập về nhà.	He helped me do my homework.	He helped me do my homework.	True	True	1.1906085	845	845, 970, 910	1.0	845
128	Mình không muốn đi làm.	One can't learn to do anything without making mistakes.	I don't wanna go to work.	False	True	1.1756941	621	621, 767, 690	0.3333333333333333	690
129	Mùa đông nào gia đình tôi cũng đi trượt tuyết.	My family goes skiing every winter.	My family goes skiing every winter.	True	True	1.1028726	477	477, 802, 798	1.0	477
130	Câu nói đó trong ngôn ngữ của bạn rất dễ để nghe thấy nó tự nhiên, và cũng rất dễ để nó trở nên không tự nhiên đối với ngôn không phải là ngôn ngữ mẹ đẻ của bạn.	It's very easy to sound natural in your own native language, and very easy to sound unnatural in your non-native language.	It's very easy to sound natural in your own native language, and very easy to sound unnatural in your non-native language.	True	True	1.0123618	321	321, 878, 123	1.0	321
131	Anh ta kiếm được nhiều tiền hơn mức có thể tiêu hết	This is much less money than we expected.	She earns more than she spends.	False	False	1.1478499	124	124, 456, 986	0	67
132	Giáo viên cho chị ấy nhiều thông tin về trường đại học.	The teacher gave her much information about the university.	The teacher gave her much information about the university.	True	True	1.2877014	512	512, 660, 784	1.0	512
133	Còn lại bao nhiêu tiền?	What's the big occasion today?	How much money is left?	False	False	1.1985313	392	392, 456, 13	0	282
134	Anh ta gửi tiền ngân hàng hàng tháng.	I agreed to buy it for three hundred dollars.	He puts aside some money every month.	False	False	1.349596	109	109, 549, 910	0	678
135	Đọc đối vời tinh thần cũng như thức ăn đối với cơ thể.	Health is essential to happiness.	Reading is to the mind as food is to the body.	False	False	1.1022575	805	805, 621, 179	0	26
136	Ông ấy sống trong một ngôi làng nhỏ ở đảo Kyushu.	He lives in a small village in Kyushu.	He lives in a small village in Kyushu.	True	True	0.97997594	21	21, 588, 249	1.0	21
137	Bạn có muốn chơi với chúng tôi không?	Would you like to play with us?	Would you like to play with us?	True	True	1.0879111	247	247, 447, 527	1.0	247
138	Cô ấy dành qua nhiều thời gian xem TV.	She's spending too much time watching TV.	She's spending too much time watching TV.	True	True	1.1607989	260	260, 731, 939	1.0	260
139	Anh ta hết năng lượng rồi.	Watch out! That car almost hit you.	He has run out of energy.	False	False	1.2747526	768	768, 240, 456	0	965
140	Súp có mùi tỏi.	The soup tastes of garlic.	The soup tastes of garlic.	True	True	1.1311393	63	63, 583, 406	1.0	63
141	Hãy hưởng thụ đi.	You're a worthy opponent.	Just enjoy it.	False	False	1.2900627	43	43, 456, 446	0	237
142	Họ sống trong thị trấn này.	They live in this town.	They live in this town.	True	True	1.2699435	401	401, 900, 856	1.0	401
143	Anh ta chả là gì cả.	Nothing is beautiful but the truth.	He is nothing.	False	False	1.2158326	837	837, 193, 43	0	147
144	Con mèo chạy sau con chuột.	The cat ran after the rat.	The cat ran after the rat.	True	True	1.2155387	160	160, 709, 906	1.0	160
145	Làm sao bạn luôn đạt điểm tốt như vậy ở trường chứ? Thậm chí tôi chưa bao giờ nhìn thấy bạn mở sách ra đọc.	How do you always get such good marks in school? I never see you even crack a book.	How do you always get such good marks in school? I never see you even crack a book.	True	True	1.1477826	784	784, 748, 878	1.0	784
146	Cô ấy rất quý bông hoa đó.	She has been cherishing that flower.	She has been cherishing that flower.	True	True	1.2905331	668	668, 524, 837	1.0	668
147	Dự báo thời tiết đã nói rằng chiều nay trời sẽ mưa, nhưng nó không xảy ra.	The weather forecast said that it would rain this afternoon, but it didn't.	The weather forecast said that it would rain this afternoon, but it didn't.	True	True	1.0318716	419	419, 32, 638	1.0	419
148	Chúng ta hãy đi ra biển đi. Tôi được nghỉ làm trong 6 ngày tới.	Let's go to the beach. I got time off from work for the next 6 days.	Let's go to the beach. I got time off from work for the next 6 days.	True	True	1.0725906	729	729, 75, 762	1.0	729
149	Tôi biết viết các chương trình Visual Basic.	I can write programs in Visual Basic.	I can write programs in Visual Basic.	True	True	0.9998002	991	991, 396, 321	1.0	991
150	Nhân vật phản diện mà bạn ưa thích trong điện ảnh là ai?	Who's your favorite movie villain?	Who's your favorite movie villain?	True	True	1.1180089	844	844, 505, 205	1.0	844
151	Anh ấy có hai con chó.	They made love last night.	He has two dogs.	False	False	1.2550085	443	443, 549, 316	0	290
152	Tom còn chưa đáp ứng với thực tế.	Apparently, that's not correct.	Tom hasn't got used to the reality yet.	False	False	1.2699803	414	414, 574, 188	0	712
153	Tôi đã gặp Tom ở trên đường.	I met Tom on the way.	I met Tom on the way.	True	True	1.0728201	722	722, 555, 93	1.0	722
154	Một trận động đất lớn đã xảy ra khi tôi mới chỉ mười tuổi.	When the big earthquake happened, I was only ten.	When the big earthquake happened, I was only ten.	True	True	0.90348697	226	226, 71, 918	1.0	226
155	Một người bạn đã kể cho tôi nghe câu chuyện đó.	A friend told me that story.	A friend told me that story.	True	True	0.9935225	451	451, 386, 71	1.0	451
156	Tôi không thể chịu đựng tiếng ồn này thêm nữa	It is a great pity that you don't know it.	I cannot put up with this noise.	False	False	1.1760526	792	792, 740, 221	0	65
157	Đợi tao với!	Please do not forget.	Wait for me!	False	False	1.3166068	997	997, 240, 752	0	967
158	Đây không phải cốc trà của tôi.	This is not my cup of tea.	This is not my cup of tea.	True	True	1.1991487	662	662, 837, 581	1.0	662
159	Thằng nhóc thực sự là một đứa trẻ thông minh.	It's the best feeling.	He is a very smart boy.	False	False	1.2483385	193	193, 825, 859	0	701
160	Tôi không nghĩ là sẽ có mưa, nhưng cứ cầm theo ô cho chắc.	It doesn't matter to me whether you come or not.	I don't think it'll rain, but I'll take an umbrella with me, just in case.	False	False	1.1480803	581	581, 837, 780	0	513
161	Tình yêu phải có cánh để bay khỏi tình yêu, và lại bay trở lại.	Love must have wings to fly away from love, and to fly back again.	Love must have wings to fly away from love, and to fly back again.	True	True	0.98750615	704	704, 644, 768	1.0	704
162	Anh ấy tới chưa?	Has he arrived?	Has he arrived?	True	True	1.3063781	706	706, 788, 618	1.0	706
163	Cuộc tranh luận sẽ diễn ra tối nay.	The debate will happen tonight.	The debate will happen tonight.	True	True	1.0671706	598	598, 666, 798	1.0	598
164	Loại con trai gì thế không biết !	Is this your son, Betty?	What a kind boy he is!	False	False	1.1804079	556	556, 43, 654	0	932
165	Bà ấy mua sách trong cứa hàng.	She bought a book at the shop.	She bought a book at the shop.	True	True	1.3803122	879	879, 619, 689	1.0	879
166	Con chó của cậu đâu rồi?	Who's your favorite poet?	Where's your dog?	False	False	1.2489064	205	205, 100, 556	0	252
167	Trọng âm của từ ở âm tiết thứ hai.	The accent of the word is on the second syllable.	The accent of the word is on the second syllable.	True	True	1.2216845	99	99, 551, 658	1.0	99
168	Cậu bỏ lỡ nó phải không?	Did you leave the window open?	You miss it, don't you?	False	False	1.2905662	276	276, 538, 353	0	371
169	Mắt tôi đẫm nước.	We swam in the lake.	My eyes are watery.	False	False	1.2924366	441	441, 550, 979	0	529
170	Bạn có thể ăn gì cũng được, miễn là đừng ăn quá nhiều.	You may eat anything so long as you don't eat too much.	You may eat anything so long as you don't eat too much.	True	True	1.1235347	642	642, 120, 406	1.0	642
171	Chris, bạn bị ướt hết rồi kìa!	Watch out! That car almost hit you.	Chris, you're completely wet!	False	True	1.23236	768	768, 744, 549	0.5	744
172	Hàng năm có một số lượng lớn thanh niên nhập học đại học trên khắp nước Mỹ.	Throughout the United State large numbers of young people enter college every year.	Throughout the United State large numbers of young people enter college every year.	True	True	1.0163152	313	313, 157, 408	1.0	313
