	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
43	'%s' файл %s -лан утыж ден кугу. Изирак сӱретым кучылт ончо.	Unable to create socket: %s	The file '%s' is too large for %s. Please try a smaller image.	False	False	1.0128274	891	891, 610, 249	0	615
44	Писе каласымашым налме годым тӧрза дене _волгенчалташ	Removing this contact will also remove all the buddies in the contact	F_lash window when IMs are received	False	False	1.1588746	202	202, 251, 312	0	166
45	Кодировко-влак	Send emoticons	Encodings	False	False	1.2308899	949	949, 292, 603	0	539
46	Аутентификаций йоҥылыш	Merge Groups	Authentication failed	False	False	1.2529786	494	494, 855, 789	0	917
47	Мый тиде пӧлекым налын ом керт.	You have mail!	I cannot accept this gift.	False	False	1.2420611	427	427, 55, 4	0	25
48	Ме тунемынна чӱчкыдын пычкемыш марте ышташ.	She lives in Yoshkar-Ola.	We got used to late-hour work.	False	False	1.1673687	53	53, 999, 877	0	13
49	/Мутланыше-влак/Пайдаланышын увераҥаржым налаш...	/Buddies/Add Buddy...	/Buddies/Get User Info...	False	False	1.2097986	675	675, 519, 681	0	306
50	Пеҥгыдемдыме семын келыштарымаш-влакым _кумылаҥдаш	Co_nversations:	_Accept Defaults	False	False	1.2103047	629	629, 919, 109	0	534
51	Тиде тототлымверлан шолыплӱмым пурто.	Removing this contact will also remove all the buddies in the contact	Enter an alias for this chat.	False	False	1.2099035	251	251, 202, 766	0	833
52	Ачалӱм	artist	Family Name	False	False	1.3451791	722	722, 621, 172	0	892
53	Ойырымо шотыш налме возыш вотышто огыл.	Installed	The selected account is not online.	False	False	1.1865898	259	259, 52, 53	0	698
54	%s Финч угыч ушнаш тӧчаш огеш тӱҥал, кызыт йоҥылышым тӧрлате да шке шотан возышым угыч чӱктӧ.	Failed to remove buddy	%s Finch will not attempt to reconnect the account until you correct the error and re-enable the account.	False	False	1.111298	810	810, 244, 53	0	804
55	Сомылкам ышташ	Calm	Create an event	False	False	1.1388489	312	312, 996, 53	0	380
56	Вигак ушнаш	Conversation	Auto-join	False	False	1.1828941	598	598, 276, 53	0	82
57	Палыдыме кыл сын	Humbled	Unknown node type	False	False	1.2149462	902	902, 170, 171	0	669
58	Сокетым ышташ ыш лий: %s	Unable to create socket: %s	Unable to create socket: %s	True	True	1.17061	891	891, 610, 4	1.0	891
59	Могай улмым вашталташ	She lives in Yoshkar-Ola.	Edit Status	False	False	1.1960632	53	53, 52, 902	0	926
60	Ты прокси типлан палемдыме хост лӱм але порт номер чын огытыл.	SIP usernames may not contain whitespaces or @ symbols	Either the host name or port number specified for your given proxy type is invalid.	False	True	1.1125627	197	197, 743, 370	0.3333333333333333	370
61	Владкым петырыме годым вигак писе каласымаш-влакым петыраш	Presence	Close IMs immediately when the tab is closed	False	False	1.0769204	862	862, 100, 826	0	435
62	Пурымаш йоҥылыш	Calm	Failed to authenticate	False	False	1.2038777	312	312, 747, 996	0	410
63	_Кудалташ	Log Out	_Unset	False	False	1.2308569	163	163, 940, 248	0	299
64	Ме она мондо.	Logged In	We shall not forget.	False	False	1.2877578	292	292, 499, 248	0	12
65	Паша пытышаш марте шуын.	She lives in Yoshkar-Ola.	That job is pretty much finished.	False	False	1.132971	53	53, 52, 727	0	33
66	/Ойыркалыме йӧн-влак/Журналым наҥгаяш	Emails	/Options/Enable Logging	False	False	1.1892937	826	826, 100, 390	0	358
67	Кӧм шекланаш	Lost	Pounce Who	False	False	1.2913362	285	285, 103, 180	0	968
68	Сравоч-влакым ваш келыштараш йодмаш	Send emoticons	Key Agreement Request	False	False	1.120539	949	949, 53, 52	0	515
69	Кӱлеш ойыркалыме йӧн-влакым колтымо огыл	Ping timed out	Required parameters not passed in	False	False	1.1441976	384	384, 919, 202	0	901
70	Шотыш налме возыш-влак	On Vacation	Accounts	False	False	1.178451	487	487, 52, 53	0	250
71	%s. Ешартыш увераҥарым налаш `%s -h'-м ыште.	%s %s. Try `%s -h' for more information.	%s. Try `%s -h' for more information.	False	True	1.1361988	383	383, 794, 215	0.3333333333333333	215
72	_Пӧртылеш	_Edit	Ret_urn from away	False	False	1.3497424	879	879, 264, 548	0	923
73	%s темым эрыктен.	Buxon	%s has cleared the topic.	False	False	1.296061	276	276, 902, 52	0	787
74	Рашемдыме палыме мут:	Codec:	Defining adjective:	False	False	1.2123842	109	109, 719, 349	0	859
75	Dbus плагин шынамат	Defend your Command	DBus Plug-in Example	False	False	1.2657479	279	279, 77, 712	0	920
76	Ӱлнӧ еҥ нерген увераҥарым пурто.	Failed to remove buddy	Please enter the person's information below.	False	False	1.2463908	810	810, 244, 602	0	402
77	Ешартыш-влак	He lives in Yoshkar-Ola.	Applications	False	False	1.2117904	52	52, 53, 862	0	120
78	Мый марла кутырем.	She lives in Yoshkar-Ola.	I speak Mari.	False	False	1.2483163	53	53, 52, 100	0	21
79	Текст дене ойвозыш-влакым кучылтын, кӱчымӧ пуртымым колташ пуа.	Send emoticons	Lets you send raw input to text-based protocols.	False	False	1.1017786	949	949, 52, 53	0	835
80	тиде полышым ончыкташ да лекташ	She lives in Yoshkar-Ola.	display this help and exit	False	False	1.097541	53	53, 52, 4	0	138
81	Сфере	Presence	Realm	False	False	1.4014474	862	862, 646, 231	0	996
82	Интернет-радио	Internet Radio	Internet Radio	True	True	1.1842606	360	360, 82, 203	1.0	360
83	Возалтмашым чарыме годым йоҥылыш	Calm	Unregistration Error	False	False	1.1617252	312	312, 171, 4	0	717
84	Синтаксис йоҥылыш: Тый йоҥылыш ӱшаной чотым тиде коммандылан пуртенат.	Auto-response sent:	Syntax Error: You typed the wrong number of arguments to that command.	False	False	1.1052661	919	919, 4, 810	0	690
85	Искусственный спутник мланде йыр пӧрдеш.	Retrieving buddy list	The artificial satellite orbits the earth.	False	False	1.2456372	830	830, 902, 453	0	0
86	Тиде вашкылым кораҥдет гын, тушко пурышо чыламутланыше кораҥдалтеш	How many theaters are there in Yoshkar-Ola?	Removing this contact will also remove all the buddies in the contact	False	False	1.1397662	4	4, 53, 52	0	202
87	Google-мутланымаш	Google Talk	Google Talk	True	True	1.2744557	99	99, 406, 82	1.0	99
88	U)ncapU)ncap	(Tap)	Replace with:	False	False	1.3135705	235	235, 552, 881	0	541
89	Сукалтше	Choose Playlist	Grateful	False	False	1.214795	170	170, 789, 312	0	688
90	Вучымо жап эртен	He lives in Yoshkar-Ola.	Ping timed out	False	False	1.1551213	52	52, 34, 850	0	384
91	Ойырымо шотыш налме возыш вотышто огыл.	Installed	The selected account is not online.	False	False	1.1865898	259	259, 52, 53	0	695
92	time: IRC серверыште кызытсе верысе жапым ончыкта.	Browser preferences are configured in GNOME preferences	time: Displays the current local time at the IRC server.	False	False	1.0280801	635	635, 743, 492	0	241
93	Сервер писылык шырым эртен	XMPP Service Discovery	Server rate limit exceeded	False	False	1.1542815	233	233, 954, 586	0	814
94	Тототлымверыш ӱжаш	Save Playlist…	Invite to chat	False	False	1.2749126	335	335, 714, 712	0	789
95	Мобил телефон	Mobile Phone Number	Mobile Phone	False	True	1.1150167	394	394, 729, 296	0.5	729
96	Angband (GTK)	Angband (GTK)	Angband (GTK)	True	True	1.1537656	308	308, 494, 275	1.0	308
97	Шижтарымашым савыктыме шрифт	Calm	Typing notification font	False	False	1.1396891	312	312, 830, 171	0	288
98	Сравоч-влакым ваш келыштарен кертме огыл	Auto-response sent:	Key Agreement failed	False	False	1.1690494	919	919, 898, 410	0	611
99	HTTP прокси деч вашмутым лончылен кертме огыл: %s	^Try Kubuntu Netbook without installing	Unable to parse response from HTTP proxy: %s	False	False	1.1021979	198	198, 743, 406	0	673
100	Ушымашым кӱрлын кертме огыл	Invalid Room Name	Cannot detach	False	False	1.1471044	545	545, 53, 52	0	776
101	Саде студент-влак, чынжымак, лудын огыт мошто.	How many theaters are there in Yoshkar-Ola?	Those students really can't read.	False	False	1.1320361	4	4, 11, 61	0	38
102	Bittornado клиент	Bittornado Client	Bittornado Client	True	True	1.0883784	777	777, 853, 247	1.0	777
103	Пашадыме годым могай улмым алмашташ тыгайлан:	Codec:	Change to this status when _idle:	False	False	1.1873436	109	109, 629, 788	0	423
104	/Мутланымаш/_Тототлымверыш ушнаш...	/Buddies/New Instant _Message...	/Conversation/Join a _Chat...	False	True	1.0785503	681	681, 900, 828	0.3333333333333333	828
105	Гуджарати йылме дене кусарыше тӱшка	Gujarati Language Team	Gujarati Language Team	True	True	1.136134	668	668, 759, 53	1.0	668
106	Иктык-влакым тӱшкалаш	Possible Matches	Group Items	False	False	1.2867398	898	898, 919, 902	0	146
107	Мета пакетым темлен огеш керт	Log format	Can't guess meta-packag	False	False	1.1927168	735	735, 505, 567	0	406
108	Тышке кусараш	She lives in Yoshkar-Ola.	Move to	False	False	1.1020068	53	53, 52, 789	0	314
109	Файлым ойыраш	File Transfer	Select a file	False	False	1.166787	126	126, 401, 735	0	587
110	Канал нерген увераҥар	History Plug-in Requires Logging	Channel Information	False	False	1.2301954	914	914, 844, 104	0	562
111	Канал публичне сравочым ешараш	Verify Public Key	Add Channel Public Key	False	True	1.1603237	712	712, 307, 513	0.5	307
112	%s чын пӧлем лӱм огыл	Failed to store image: %s	%s is not a valid room name	False	False	1.2454259	610	610, 263, 822	0	581
113	Шола могыр	He lives in Yoshkar-Ola.	Left side	False	False	1.3557041	52	52, 580, 53	0	967
114	Тый кодироватлаш йодынат, тудо серверыште лиймеямде огыл.	Can't guess meta-packag	You require encryption, but it is not available on this server.	False	False	1.0515509	406	406, 932, 570	0	841
115	Тыйын сӱретым колтымо огыл. Сӱретым колташ тыйын вияш ушымаш лийшаш.	Invincible	Your IM Image was not sent. You must be Direct Connected to send IM Images.	False	False	1.1415291	237	237, 810, 244	0	576
116	/Мутланымаш/_Шолыплӱм...	/Buddies/New Instant _Message...	/Conversation/Al_ias...	False	False	1.1375022	681	681, 828, 675	0	976
117	%s дене мутланымаш-влак	Co_nversations:	Conversations with %s	False	False	1.2565248	629	629, 109, 949	0	103
118	роль <moderator_BAR_participant_BAR_visitor_BAR_nonegt; [шолыплӱм1] [шолыплӱм2] ...: Роль дене пайдаланыше-влакым нал але пӧлемыште пайдаланыше-влаклан рольым шынде.	role <moderator_BAR_participant_BAR_visitor_BAR_nonegt; [nick1] [nick2] ...: Get the users with a role or set users' role with the room.	role <moderator_BAR_participant_BAR_visitor_BAR_nonegt; [nick1] [nick2] ...: Get the users with a role or set users' role with the room.	True	True	1.0898165	983	983, 904, 681	1.0	983
119	SSH почеш пашадам шуйыза	She lives in Yoshkar-Ola.	Continue running under SSH?	False	False	1.1730781	53	53, 973, 170	0	634
120	AIM профильым шынден кертме огыл.	Failure: Remote does not support proposed KE group	Unable to set AIM profile.	False	False	1.1336455	932	932, 545, 130	0	636
121	Палыме огыл	Possible Matches	Unknown	False	False	1.1729305	898	898, 598, 727	0	596
122	Ит маймыллане!	You have mail!	Don't play the ape!	False	False	1.2785542	427	427, 40, 4	0	1
123	Тый ушымо отыл.	She gave me a present.	You are not connected.	False	False	1.2092558	55	55, 427, 902	0	799
124	Мылам келша француз йылмым тунемаш.	I like to study French.	I like to study French.	True	True	1.1819046	30	30, 43, 4	1.0	30
125	Йодмашым ӧрдыжтарыме	Join whom in chat?	Request denied	False	False	1.2115993	111	111, 837, 187	0	751
126	Тӱжвал сын	Play	Layout	False	False	1.3654568	323	323, 389, 90	0	963
127	Вотышто огыл каласымаш-влакым налаш ыш лий	How many theaters are there in Yoshkar-Ola?	Unable to receive offline messages	False	False	1.1641388	4	4, 52, 53	0	238
128	%s. Ешартыш увераҥарым налаш `%s -h'-м ыште.	%s %s. Try `%s -h' for more information.	%s. Try `%s -h' for more information.	False	True	1.1361988	383	383, 794, 215	0.5	794
129	Йолташ-влак	She lives in Yoshkar-Ola.	Friends	False	False	1.1811067	53	53, 52, 487	0	696
130	Пытартыш	Presence	Recent	False	False	1.2367647	862	862, 446, 727	0	284
131	Тыйын кычалме негызым ӱлнӧ пурто	How many theaters are there in Yoshkar-Ola?	Please enter your search criteria below	False	False	1.1243432	4	4, 810, 244	0	708
132	OCaml	OCaml	OCaml	True	True	0.9928324	973	973, 678, 296	1.0	973
133	Дискым эсен луктымо	Spooky	The drive has been successfully ejected	False	False	1.1405009	727	727, 898, 52	0	637
134	Томлан тиде фильм йӧршын келшен огыл.	Tom didn't like that movie at all.	Tom didn't like that movie at all.	True	True	1.1913435	47	47, 932, 24	1.0	47
135	Бот шотыш налме возыш эн кугу кечылан каласымаш чотыш шуын	He lives in Yoshkar-Ola.	Bot account reached daily IM limit	False	False	1.1245067	52	52, 53, 598	0	498
136	-ше копий)	st copy)	st copy)	True	True	1.3646202	552	552, 235, 756	1.0	552
137	Те йӧратеда сюрпризым?	Join whom in chat?	Do you like surprises?	False	False	1.2078133	111	111, 208, 60	0	40
138	GhostScript	Install	Printer DefaultGhostScript	False	False	1.2665302	770	770, 979, 305	0	205
139	Файл колтымаш прокси	Default Formatting	File transfer proxies	False	False	1.15867	889	889, 964, 768	0	105
140	Йолташ-влак	She lives in Yoshkar-Ola.	Friends	False	False	1.1811067	53	53, 52, 487	0	418
141	Мыланна тиде пашам ик кечыште пытарыман.	How many theaters are there in Yoshkar-Ola?	We have to do the work in a day.	False	False	1.1423521	4	4, 862, 53	0	32
142	Тошто SSL сыным кучылташ	Use SSL	Use old-style SSL	False	False	1.0996902	993	993, 313, 53	0	359
143	/_Полыш	/Help/_About	/_Help	False	True	1.2271253	736	736, 524, 630	0.3333333333333333	630
144	Пычкаш	Torch	Blink	False	False	1.174427	446	446, 126, 479	0	654
145	жап	Raspberry	_Term:	False	False	1.359924	790	790, 862, 446	0	295
146	%s пайдаланыше тыйын мутланыше лӱмерыш шкежым ешараш кӧнен.	Failed to set cmodes for %s	The user %s has granted your request to add them to your buddy list.	False	False	1.1859695	263	263, 610, 140	0	272
147	Тиде команде писе каласымашыште ок ышталт, тототлымверыште гына.	Removing this contact will also remove all the buddies in the contact	That command only works in chats, not IMs.	False	True	1.1173701	202	202, 251, 555	0.3333333333333333	555
148	Сай	Busy	Normal	False	False	1.3981603	152	152, 843, 619	0	623
149	Пайдаланышым муымо огыл	How many theaters are there in Yoshkar-Ola?	User not found	False	False	1.1507032	4	4, 860, 349	0	407
150	XMPP консоль	XMPP Console	XMPP Console	True	True	1.0858897	809	809, 738, 143	1.0	809
151	Шукырак информаций	Optional information:	Details	False	False	1.1501315	719	719, 789, 837	0	894
152	Чын, тыгай кылвер дене ончыктымо командым терминалыште шуктыман гын.	Codec:	True if the command used to handle this type of URL should be run in a terminal.	False	False	1.0947719	109	109, 422, 370	0	375
153	Иктаж-могай увераҥарым пайдаланыше профильыште муын омыл. Тыге гай чучеш, тыгай пайдаланыше йӧршын уке.	Failed to store image: %s	Could not find any information in the user's profile. The user most likely does not exist.	False	False	1.0826813	610	610, 810, 244	0	421
154	Профессий	Failed to remove buddy	Profession	False	False	1.3038983	244	244, 810, 598	0	646
155	Увертарымаш-влак	Emails	Messages	False	False	1.2069626	100	100, 826, 53	0	955
156	Уна сеанс	System Shutdown	Guest Session	False	False	1.3134677	532	532, 949, 277	0	432
157	SOCKS 5	SOCKS 5	SOCKS 5	False	True	1.0058153	793	793, 265, 522	0.5	265
158	Кычалаш	Conversation	Search in	False	False	1.2179974	598	598, 898, 53	0	721
159	Писе каласымаш тӧрзам почаш	Conversation	Open an IM window	False	False	1.1454818	598	598, 276, 487	0	201
160	Коктеланыше пайдаланыше ID-м пуртымо	Auto-response sent:	An ambiguous user ID was entered	False	False	1.1422076	919	919, 474, 505	0	184
161	Мый ачатым пеш сайын палем.	Good luck!	I know your father very well.	False	False	1.2669991	34	34, 862, 898	0	20
162	SSL эҥертыш лиймеямде огыл	_Notify buddies that you are typing to them	SSL support unavailable	False	False	1.1405642	490	490, 932, 202	0	750
163	prefs: Ойыркалыме йӧн тӧрзам лукташ.	Codec:	prefs: Show the preference window.	False	False	1.1094662	109	109, 251, 202	0	989
164	Организаций вуймут	Accessibility	Organization Name	False	False	1.1954038	843	843, 789, 826	0	852
165	iPod/iPhone/iPad-ын шукырак модель авалтыш	Support for most iPod/iPhone/iPad devices.	Support for most iPod/iPhone/iPad devices.	True	True	1.0098579	659	659, 839, 319	1.0	659
166	Аралыме луктымаш	Relaxed	Safely remove	False	False	1.0941739	91	91, 778, 244	0	774
167	Чоткыдемдыме _мутланыше лӱмер	Co_nversations:	_Dockable Buddy List	False	False	1.1603353	629	629, 109, 923	0	347
168	Сравоч-влакым ваш келыштарыме жапыште йоҥылыш лийын	Auto-response sent:	Error occurred during key agreement	False	False	1.1810193	919	919, 862, 949	0	939
169	Даний	Date	Danish	False	False	1.3970714	297	297, 285, 704	0	301
170	Шолыпмутым пеҥгыдемден кертме огыл	He lives in Yoshkar-Ola.	Unable to canonicalise password	False	False	1.0976957	52	52, 545, 53	0	931
171	Файлым модмолаштык гыч кораҥдаш	Codec:	Remove file from playlist	False	False	1.1298957	109	109, 889, 920	0	186
172	Вотышто огыл	Out to Lunch	Not logged in	False	False	1.2192628	392	392, 544, 61	0	663
173	SIP пайдаланыше лӱмыштӧ яравер але @ символ лийын ок керт	SIP usernames may not contain whitespaces or @ symbols	SIP usernames may not contain whitespaces or @ symbols	True	True	1.0730884	197	197, 313, 918	1.0	197
174	Операцион систем	Session Options	Operating System	False	True	1.2131432	277	277, 831, 345	0.5	831
175	Паша	Meebo	Work	False	False	1.2539095	619	619, 124, 388	0	480
176	Zephyr ойвозыш плагин	Zephyr Protocol Plugin	Zephyr Protocol Plugin	True	True	1.1648906	906	906, 934, 487	1.0	906
177	Турций	Busy	Turkish	False	False	1.3266103	152	152, 494, 479	0	526
178	Мутланышылан у правил	Braille Terminal	New Buddy Pounce	False	False	1.2772359	207	207, 572, 151	0	229
179	Йодыштмашлан конференций серверым ойыро	OCaml	Select a conference server to query	False	False	1.183216	973	973, 864, 296	0	820
180	"""sip"" URL-лан келыштарыше"	(Tap)	"The handler for ""sip"" URLs"	False	True	1.1696444	235	235, 132, 702	0.5	132
181	Вашкыл лиймеямдым ончылгоч палымаш плагин.	Humbled	Contact Availability Prediction plugin.	False	False	1.1927443	902	902, 4, 34	0	969
182	OEM шындыктымаш режим (ытышелан)	(Tap)	OEM install (for manufacturers)	False	True	1.229301	235	235, 839, 513	0.5	839
183	Вашталташ	Braille Terminal	Replace	False	False	1.2295523	207	207, 795, 237	0	243
184	Пошкудын эреат шаршудыжо ужаррак.	Failed to remove buddy	The grass is always greener on the other side of the fence.	False	False	1.2402713	244	244, 810, 4	0	36
185	Улнышо	Cancel	Relaxed	False	False	1.3301846	332	332, 458, 704	0	778
186	"Мутланышын публичне сравочшым пуртыде, тый тудым ешарен от керт. Публичне сравочым пурташлан ""Пурташ..."" темдал."	The PIN is invalid. It should only consist of digits [0-9].	To add the buddy you must import his/her public key. Press Import to import a public key.	False	False	1.1065702	409	409, 444, 404	0	553
187	Кочкаш каен	Raspberry	Out to Lunch	False	False	1.2842271	790	790, 827, 715	0	392
188	Верым петырыме	Humbled	Place Closed	False	False	1.1462157	902	902, 312, 826	0	104
189	Музык ваш возгалымаш келыштарымаш	He lives in Yoshkar-Ola.	Music Messaging Configuration	False	False	1.1235461	52	52, 53, 296	0	749
190	Колташ	Conversation	Launch	False	False	1.1268542	598	598, 170, 363	0	638
191	%s -лан канал режим-влак: %s	channel modes for %s: %s	channel modes for %s: %s	True	True	1.082232	582	582, 429, 627	1.0	582
192	%s ыштыме годым йоҥылыш лийын	Add new line in Chats	Error running %s	False	False	1.2184685	171	171, 891, 867	0	785
193	Армян	Armenian	Armenian	True	True	1.3455608	959	959, 276, 862	1.0	959
194	Кодировко-влак	Send emoticons	Encodings	False	False	1.2308899	949	949, 292, 603	0	273
195	Тылзе Мландын спутникше улеш.	The artificial satellite orbits the earth.	The moon is the Earth's satellite.	False	False	1.123081	0	0, 63, 898	0	64
196	Диско	Install	Disco	False	True	1.2548882	770	770, 90, 259	0.5	90
197	Кокымшо тӱшка	Spooky	Secondary groups	False	False	1.1772155	727	727, 598, 789	0	327
198	Шке изисӱретым кораҥдаш	Anki	Remove Custom Icon	False	False	1.3840978	980	980, 276, 479	0	222
199	Волгалтарыме каласымаш-влак	Calm	Highlighted Messages	False	False	1.1791022	312	312, 276, 100	0	416
200	/Ӱзгар-влак/Систем _журнал	/Help/_About	/Tools/System _Log	False	False	1.151785	736	736, 900, 71	0	128
201	Тудо мыйым йӧрата. А мый тудым уке.	How many theaters are there in Yoshkar-Ola?	She loves me. But I do not love her.	False	False	1.3089976	4	4, 34, 898	0	54
202	У шотыш налме возыш	On Vacation	New Account	False	False	1.1994226	487	487, 312, 53	0	196
203	Том ямдылалтеш.	Emails	Tom is getting ready.	False	False	1.2277895	826	826, 100, 109	0	50
204	Trillian шифрований	Trillian Encryption	Trillian Encryption	True	True	1.1676034	114	114, 82, 964	1.0	114
205	Пурымо лӱмым вес вере колтымо	Buddy logs out	Login Redirected	False	False	1.1464115	403	403, 663, 77	0	169
206	Иврит	Hebrew	Hebrew	True	True	1.2954805	214	214, 789, 840	1.0	214
207	Йӱк	artist	Sound	False	False	1.3451791	722	722, 621, 172	0	849
208	Шке шотан возышым чӱкташ	Did you live here?	Enable Account	False	False	1.2598587	61	61, 43, 4	0	687
