	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
10	"""%s"" မတွေ့ပါ"	"""%s"" not found"	"""%s"" not found"	True	True	0.866763	613	613, 951, 392	1.0	613
11	ယုံကြည်ခြင်းအားဖြင့် ခရစ်ယာန်များဖြောင့်မတ်ခြင်းသို့ရောက်သည်ဟု ရောမကျမ်းစောင်ကသက်သေထူသည်။ ဘိသိက်ခံများအတွက်ဆိုလျှင် ကောင်းကင်နိုင်ငံတော်တွင် ယေရှု၏တွဲဘက်အစိုးရမင်းများဖြစ်ရန် အခွင့်အရေးရှိစေသည်။ သို့သော် လူအုပ်ကြီးအဝင်တို့သည် ဘိုးဘေးအာဗြဟံနည်းတူ ‘ဘုရားသခင်၏မိတ်ဆွေများ’ အနေနှင့်လည်း ဖြောင့်မတ်ခြင်းသို့ရောက်နိုင်ကြသည်။ (ယာကုပ် ၂:၂၁-၂၃) သူတို့၏ဖြောင့်မတ်ခြင်းမူကား ကြီးစွာသောဒုက္ခဘေးကို ကျော်လွှားရန် မျှော်လင့်ခြင်းနှင့်ဆိုင်ပြီး ဘိသိက်ခံများနည်းတူ ယေရှု၏အသွေး၌ယုံကြည် ခြင်းအပေါ်အခြေခံသည်။ (ဆာလံ ၃၇:၁၁။ ယောဟန် ၁၀:၁၆။ ဗျာဒိတ် ၇:၉၊ ၁၄) သို့ဖြစ်သောကြောင့် ရောမကျမ်းတွင် ပေါလု၏တင်ပြချက်သည် ဘိသိက်ခံများအတွက် အထူးစိတ်ဝင်စားစရာဖြစ်သကဲ့သို့ အခြားသိုးများအတွက်လည်းစိတ်ဝင်စားစရာဖြစ်သည်။ ဖြောင့်မတ်သည်ဟုမှတ်တော်မူခြင်းခံရသည်နှင့်အညီ အသက်ရှင်ရန်အတွက် ဤကျမ်းစောင်ပါမွန်မြတ်သောသြဝါဒသည် ခရစ်ယာန်အားလုံးအတွက် အရေးကြီးသည်။	He had been adopted by the king’s family. He “was instructed in all the wisdom of the Egyptians,” which probably included the arts, astronomy, mathematics, and other sciences. (Acts 7:22) It would have been very easy for him to have the money, power, and privileges that a common Egyptian could never have. 2 Despite all the opportunities Moses had, he made a decision when he was 40 years old that must have been impossible for Pharaoh and his family to understand. He chose to give up his future in Egypt. Did he want the life of a common Egyptian? No, not even that! He chose to suffer with slaves. Why? Moses had faith. (Read Hebrews 11:24-26.) Because of his faith, it was as if Moses could see Jehovah. He had faith in “the One who is invisible” and in the fulfillment of God’s promises.​—Hebrews 11:27. 3. What three questions will be answered in this article? 3 Like Moses, we need to have eyes of faith to see more than what the world has to offer and to see Jehovah. We must be “the sort who have faith.” (Hebrews 10:38, 39) To help us strengthen our faith, let us examine what is written about Moses at Hebrews 11:24-26. As we do so, try to answer these questions: How did faith help Moses to reject fleshly desires? When he faced opposition, how did faith help him to value his privilege of serving Jehovah? And why did Moses look “intently toward the payment of the reward”? HE REJECTED FLESHLY DESIRES 4. What did Moses understand about the “enjoyment of sin”? 4 With eyes of faith, Moses was able to understand that the “enjoyment of sin” was only temporary. Others might have seen things differently. Why? They had seen Egypt, a place where idolatry and spiritism were common, become a world power, while Jehovah’s people suffered as slaves. But Moses knew that God could change the situation. Although those who focused on satisfying their own desires seemed to be successful, Moses had faith that the wicked would be destroyed. As a result, he was not tempted by “the temporary enjoyment of sin.” 5. What will help us to resist “the temporary enjoyment of sin”? 5 How can you resist “the temporary enjoyment of sin”? Never forget that the pleasure that comes from sinning lasts for only a short time. Faith will help you to see that “the world is passing away and so is its desire.” (1 John 2:15-17) Meditate on the future of unrepentant sinners.	(Psalm 37:11; John 10:16; Revelation 7:9, 14) Hence, Paul’s reasoning in Romans is of great concern to other sheep as well as anointed ones. And the book’s fine counsel for living in harmony with our being declared righteous is vital for all Christians.	False	False	0.9654465	965	965, 376, 249	0	495
12	HCoVs လူမှုလှုပ်ရှားမှုမှ ရရှိလာသည့် ကူးစက်မှုများကဲ့သို့ ရာသီဥတုအလိုက် ပေါ်ထွက်လာသည့် SARS-CoV-2 ကို မြင်တွေ့နိုင်မှုရှိ၊ မရှိမှာ အထူးသဖြင့် စိတ်ဝင်စားဖွယ်ရာဖြစ်သည်။	90% of genetic heart disease cases can be caused by different types of genes, such as genes responsible for high cholesterol and genes that increase inflammation while 5-10% of cases occur as a result of a specific type of gene that causes heart disease and is present since birth. Load more 	It is also of particularly great interest to see whether SARS-CoV-2 might exhibit seasonality as in the cases of community-acquired HCoVs.	False	True	0.8378725	890	890, 420, 966	0.3333333333333333	966
13	ငါ ဆယ့်သုံးနှစ် သား မှာ ပထမဆုံး အကြိမ် ဘီယာ စသောက်ဖူး ခဲ့တယ်။	I drank beer for the first time when I was thirteen.	I drank beer for the first time when I was thirteen years old.	False	True	0.9562088	48	48, 47, 46	0.5	47
14	အားလုံးက နွား ကို ပလာတာ ကျွေးတာ ထက် တော့ ပိုကောင်းမှာ ပဲလေ။	The reason that happened was because you weren't careful.	It's better to feed wild ducks grain than bread.	False	False	0.9732504	149	149, 148, 141	0	95
15	အိမ်မှာပဲနေပါ။	That happened to you because you were careless.	Stay home.	False	False	0.9906378	140	140, 142, 141	0	137
16	လူသည် မိမိကာလအချိန်ကိုမသိတတ်။ ဘေးပြု ရာ ပိုက်ကွန်အုပ်မိသော ငါးကဲ့သို့၎င်း၊ ကျော့ကွင်း၌ ကျော့မိသော ငှက်ကဲ့သို့၎င်း၊ လူသားတို့သည် ဘေးပြုရာ ကာလထဲသို့ အမှတ်တမဲ့ရောက်၍ ကျော့မိတတ်ကြ၏။	Practically all of them must die and be replaced. Each type of cell has a different life span; some are replaced every few weeks, and others every few years. Our body’s system of programmed cell death has to be highly controlled to maintain the delicate balance between cell death and cell formation. What can go wrong? Some studies indicate that when cells fail to die as they should, rheumatoid arthritis or cancer may result.	For man also doesn't know his time. As the fish that are taken in an evil net, and as the birds that are caught in the snare, even so are the sons of men snared in an evil time, when it falls suddenly on them.	False	False	1.027009	420	420, 784, 463	0	256
17	ဘယ် တစ်ခု ကို ခင်ဗျား နိုင်မလဲ ဆိုတာ ကျွန်တော် သိချင်နေပြီ။	I just have one thing to say to those who hate me: It's your problem.	I'm curious as to which one of you will win.	False	False	0.9350225	52	52, 149, 148	0	60
18	၃။ ငွေကို မည်သို့အသုံးပြုမည်ကို ကလေးများအား ဆုံးဖြတ်ခွင့်ပြုပါ။ ကလေးများသည် ထောက်ပံ့ငွေ သို့မဟုတ် အလုပ်တစ်ခုမှ ငွေရရှိသည်ဆိုလျှင် သူတို့ကို လမ်းညွှန်ချက်တချို့ပေးပါ။ ယင်းနောက် သူတို့အား ဆုံးဖြတ်ချက်အချို့ ချခွင့်ပြုပါ။	"The figures are influenced by the country's testing policy. If two countries are alike in every respect, including having the same spread of infection, the country that only tests people admitted to hospitals will have a higher figure for ""% (Percentage of positive tests)"" than a country that tests all citizens whether or not they are showing symptoms. If two countries are alike in every respect, including which people they test, the one that tests more people will have a higher ""Positive / million people.""[146] "	After adequately satisfying their basic needs, they embark on the pursuit of riches. Yet, beyond food, clothing, and shelter, how much does a person really need? No wonder the Bible writer quoted at the beginning of this article also wrote: “Having sustenance and covering, we shall be content with these things.” (1 Timothy 6:8) Cultivating contentment prevents us from developing the love of money and all the problems that come along with it. The love of money is indeed the root of many evil things. Money will become your master if you let it. When managed properly, however, money can provide you with the freedom to pursue the more important things in life, such as a close bond with family, friends, and God. Still, in this world it seems impossible to be totally free of money worries. Will money always be such a source of anxiety? What hope is there for an end to poverty? The concluding article in this series will answer those questions. Beyond food, clothing, and shelter, how much does a person really need? TEACH YOUR CHILDREN TO MANAGE MONEY	False	False	0.9620639	833	833, 870, 463	0	413
19	Slurry Pump, Excellent ကရေ Pump, Warman ညှစ်ထုတ်လိုက် - ရော်ဘာပစ္စည်းအစိတ်အပိုင်းများ Wear	We offer Brass Pipe Fittings, Compression Fittings, Flare Fittings, Hose Fittings, Garden Fittings, Air Brake Fittings, PEX Fittings, Saitary Fittings and other Brass Turned Components.We have developed to full fledged manufacturing unit for fittings components supplying to all leading OEM groups of customers. 	Address:Group Headquarter---Building C,Wanda Plaza,Shijingshan Road.Shijingshan District,Beijing China Plant Location---Equipment Manufacturing Base,Yuanshi County Industrial Park, Shijiazhuang City, China 	False	False	0.94623923	233	233, 672, 259	0	340
20	လူတွေကြုံနေရတဲ့ ဆင်းရဲခက်ခဲမှုတွေကို တကယ်ပဲ ဘုရားသခင် “ဖြစ်ပေါ်စေ” တာလား။ သမ္မာကျမ်းစာက လုံးဝမဟုတ်ဘူးလို့ ဖြေဆိုပါတယ်။ ယေဟောဝါဘုရားသခင့် ရည်ရွယ်ချက်ထဲမှာ လူသားတွေ ဆင်းရဲခက်ခဲမှုကြုံရဖို့ဆိုတာ မပါဘူး။ ဒါပေမဲ့ ပထမလူသားမောင်နှံက အကောင်းအဆိုးနဲ့ပတ်သက်ပြီး ကိုယ်ပိုင်စံနှုန်းတွေချမှတ်ခြင်းအားဖြင့် ဘုရားသခင့်အုပ်ချုပ်မှုကို ဆန့်ကျင်ပုန်ကန်ခဲ့ကြတယ်။ သူတို့ဟာ ဘုရားသခင်ကို ကျောခိုင်းခဲ့တဲ့အတွက် အကျိုးဆက်တွေကို ကြုံတွေ့ခံစားခဲ့ကြရတယ်။ သူတို့ရဲ့မှားယွင်းတဲ့ရွေးချယ်မှုကြောင့်ဖြစ်လာတဲ့ အကျိုးဆက်တွေကို ကနေ့ ကျွန်တော်တို့ တွေ့ကြုံခံစားနေရတယ်။ ဒါကြောင့် လူသားတွေကြုံတွေ့နေရတဲ့ ဆင်းရဲခက်ခဲမှုတွေဟာ ဘုရားသခင် ဖြစ်ပေါ်စေတာ လုံးဝမဟုတ်ဘူး။ ကျမ်းစာက ဒီလိုပြောတယ်– “စမ်းသပ်ခံရသောအခါ ‘ငါ့ကို ဘုရားသခင် စမ်းသပ်သည်’ ဟုမည်သူမျှမဆိုစေနှင့်။ အကြောင်းမူကား မကောင်းသောအမှုများဖြင့် ဘုရားသခင်ကို မစမ်းသပ်နိုင်သကဲ့သို့ ကိုယ်တော်သည်လည်း မည်သူ့ကိုမျှ စမ်းသပ်တော်မမူ။” (ယာကုပ် ၁:၁၃) ဆင်းရဲခက်ခဲမှုတွေကို လူတိုင်းကြုံတွေ့ရနိုင်တယ်၊ ဘုရားသခင့် မျက်နှာသာခံစားရသူတွေတောင် ကြုံတွေ့ရနိုင်တယ်။ အောက်ပါဥပမာတွေကို သုံးသပ်ကြည့်ပါ–	He had been adopted by the king’s family. He “was instructed in all the wisdom of the Egyptians,” which probably included the arts, astronomy, mathematics, and other sciences. (Acts 7:22) It would have been very easy for him to have the money, power, and privileges that a common Egyptian could never have. 2 Despite all the opportunities Moses had, he made a decision when he was 40 years old that must have been impossible for Pharaoh and his family to understand. He chose to give up his future in Egypt. Did he want the life of a common Egyptian? No, not even that! He chose to suffer with slaves. Why? Moses had faith. (Read Hebrews 11:24-26.) Because of his faith, it was as if Moses could see Jehovah. He had faith in “the One who is invisible” and in the fulfillment of God’s promises.​—Hebrews 11:27. 3. What three questions will be answered in this article? 3 Like Moses, we need to have eyes of faith to see more than what the world has to offer and to see Jehovah. We must be “the sort who have faith.” (Hebrews 10:38, 39) To help us strengthen our faith, let us examine what is written about Moses at Hebrews 11:24-26. As we do so, try to answer these questions: How did faith help Moses to reject fleshly desires? When he faced opposition, how did faith help him to value his privilege of serving Jehovah? And why did Moses look “intently toward the payment of the reward”? HE REJECTED FLESHLY DESIRES 4. What did Moses understand about the “enjoyment of sin”? 4 With eyes of faith, Moses was able to understand that the “enjoyment of sin” was only temporary. Others might have seen things differently. Why? They had seen Egypt, a place where idolatry and spiritism were common, become a world power, while Jehovah’s people suffered as slaves. But Moses knew that God could change the situation. Although those who focused on satisfying their own desires seemed to be successful, Moses had faith that the wicked would be destroyed. As a result, he was not tempted by “the temporary enjoyment of sin.” 5. What will help us to resist “the temporary enjoyment of sin”? 5 How can you resist “the temporary enjoyment of sin”? Never forget that the pleasure that comes from sinning lasts for only a short time. Faith will help you to see that “the world is passing away and so is its desire.” (1 John 2:15-17) Meditate on the future of unrepentant sinners.	Days after Haiti’s earthquake, for example, a priest in the capital told his congregation that the disaster was a message from God.	False	False	0.92082286	965	965, 249, 376	0	476
21	ဖိုင် သိမ်းနေသည် '%s'…	Saving file '%s'…	Saving file '%s'…	True	True	0.87264013	358	358, 486, 645	1.0	358
22	ချို့ယွင်းချက်	Tom and I spoke to each other in French.	Error	False	False	1.2545846	159	159, 345, 191	0	427
23	သငျသညျအကြှနျုပျတို့နှငျ့အတူအလုပ်လုပ်ချင်ပါသလား? ယနေ့ Facebook ပေါ်မှာကျွန်တော်တို့ကိုဆက်သွယ်ပါ!	Anti Emetics အအန္ေပ်ာက္ေဆးမ်ား http://dts-medicaleducation.blogspot.com/2009/07/anti-emetics.html Anti-Abortion ကိုယ္ဝန္ဖ်က္ခ် ဆန္႔က်င္ၾက http://dts-medicaleducation-adult.blogspot.in/2013/04/anti-abortion.html 	Making the first move can often be difficult so why not send a free gift instead! 	False	False	1.1399835	926	926, 610, 246	0	637
24	တွမ် သည် မယ်ရီ အမည်ရှိ ကနေဒါသူ နှင့် အိမ်ထောင်ကျ ခဲ့သည်။	Tom is married to a Canadian woman named Mary.	Tom is married to a Canadian named Mary.	False	True	1.094475	171	171, 170, 168	0.3333333333333333	168
25	ကျနော် နင့်ကို နက်ဖြန် မတွေ့နိုင်ဘူး။	Tom hardly spoke any French when I first met him.	I can't meet you now.	False	False	1.039931	166	166, 149, 956	0	30
26	Pluto	Pluto 	Pluto 	True	True	0.23156285	671	671, 554, 454	1.0	671
27	ရိုးသားမှု—ကံအားလျော်၍လော၊ ရွေးချယ်၍လော၊ ၅/၁၅	Loyalty to God’s Arrangements 4, 5. (a) What situation existed involving King Saul and David? (b) How did David react to Saul’s animosity? 4 King Saul proved unfaithful to Jehovah and unworthy to rule over His people.	Honesty—Chance or Choice? 5/15 Honoring Elderly Parents, 9/1	False	False	0.972638	396	396, 697, 639	0	298
28	အဆိုပါ မနက် က တွမ် သည် ‌ဂေါက် ရိုက် နေခဲ့သည်။	Tom lied about his whereabouts that day.	Tom was playing golf that morning.	False	True	1.0961392	181	181, 190, 189	0.3333333333333333	189
29	ကျနော်တို့ စုံစမ်းနေတုန်းပါ။	DO WE NEED RELIGION? 6. What view of religion do many people have? 6 “You can be happy without religion.”	We're still investigating.	False	False	1.0026495	956	956, 234, 96	0	195
30	သင်တန်းဆောင်းပါး ၄ စာမျက်နှာ ၂၂-၂၆	Basic Education schooling lasts 11 years: 5 years of primary school (Kindergarten to Standard 4) and 6 years of secondary education. 	A spirit of independence is common in the world.	False	False	1.0277332	744	744, 925, 231	0	576
31	တွမ် ငှက်ပျောသီးကြိုက်တယ်။	Tell ye your children of it, and let your children tell their children, and their children another generation.	Tom loves bananas.	False	False	1.1606059	466	466, 85, 90	0	186
32	ထောက်ပံ့ရေးနိုင်ခြင်း: တစ်လလျှင် 10000 Piece / ပိုငျးပိုငျး	Insufficient memory to store a %ld by %ld image; try exiting some applications to reduce memory usage	Supply Ability: 10000 Piece/Pieces per Month 	False	True	1.1661	275	275, 645, 357	0.3333333333333333	357
33	နောက်ဆုံး ရုပ်ပုံမှာ တက်ကြွတဲ့ ရောင်စဉ်တန်းကို အသုံးချပါ	(Ephesians 6:12; Revelation 12:7-12) Mankind had already been plunged into its first world war. Early in August 1914, when war seemed certain, Sir Edward Grey, the British secretary of state for foreign affairs, stood at his office window in London and said: “The lamps are going out all over Europe; we shall not see them lit again in our lifetime.” 3. What success have world leaders had in trying to brighten the outlook for mankind? 3 In an effort to make those lights come back on, the League of Nations was put into operation in 1920.	Apply active gradient to final image	False	False	1.0391002	942	942, 347, 246	0	760
34	Kaplan USMLE ဆန်းစစ်ခြင်း USMLE Discounts	Becker USMLE 	Becker USMLE 	True	True	0.88742185	786	786, 227, 385	1.0	786
35	□ သွားသည် □ မသွားပါ	□ Yes □ No	□ Yes □ No	True	True	1.0710435	631	631, 140, 142	1.0	631
36	VIP အွန်လိုင်းကာစီနို, Slotjar – Up to £200 Extra Spins Bonus! 100% Match	Play VIP Poker _ Get Up To £10 Free Bonus _ PocketWin Casino 	Play VIP Poker _ Get Up To £10 Free Bonus _ PocketWin Casino 	True	True	0.84302354	228	228, 887, 897	1.0	228
37	အစပိုင်းမှာ ၎င်းဟာ နှေးကွေးစွာ ပျံ့နှံ့လျက် သီးခြားစီရှိကြတဲ့ နေရာ ၂ -၃ ခုမှာ ဖြစ်နိုင်တယ်။	So the trouble with gravitational waves is that they're very weak; they're preposterously weak. 	It initially goes quite slowly, you get two or three discrete locations. 	False	False	1.0908967	246	246, 420, 890	0	838
38	မော်လီကျူးဖော်မြူလာ: C7H17N.HCl	Molecular Formula: C7H17N.HCl 	Molecular Formula: C7H17N.HCl 	True	True	0.79579055	723	723, 995, 302	1.0	723
39	ParentHelp123 ရဲ့သွားရောက်လည်ပတ်	Visit ParentHelp123’s 	Visit ParentHelp123’s 	True	True	0.9291922	394	394, 477, 385	1.0	394
40	ပန်းခြံ ထဲ မှာ တော့ ကလေး အနည်းငယ် သာ ရှိနေခဲ့ တယ်။	Tom looked a bit sick.	There were only a few children in the park.	False	False	1.0253389	184	184, 149, 148	0	150
41	မူပိုင် © 2019 _ အားဖြင့် WordPress ကိုအဓိကအကြောင်းအရာ MH Themes	Developer tools	▷ culinary von alpinae 27.-30. JUNE 2019 19. June 2019 	False	False	1.0460746	865	865, 638, 763	0	633
42	ငါတို့ မှာ ဘီယာ မကျန် တော့ဘူး နော်။	You're both awfully quiet.	We don't have any more beer.	False	False	1.0288575	213	213, 140, 956	0	194
43	Prefab ခေတ်သစ်အိမ်များ	Prefab Container Homes 	Prefab Container Homes 	True	True	1.1121836	648	648, 1, 437	1.0	648
44	လျှပ်စစ်စွမ်းအား အင်ဂျင်နီယာသည် လျှပ်စစ်အင်ဂျင်နီယာ၏ ဘာသာရပ်ခွဲဖြစ်သည်။လျှပ်စစ်ဓါတ်အား ထုတ်လုပ်ခြင်း၊ထုတ်လွှတ်ခြင်း၊ဖြန့်ဖြူခြင်းနှင့် အသုံးချခြင်းဆိုင်ရာဘာသာရပ်နှင့်ထိုလုပ်ငန်းများနှင့်ဆိုင်​သော ပစ္စည်းများကို လျှပ်စစ်စွမ်းအား အင်ဂျင်နီယာနယ်ပယ်ဟု​ခေါ်သည်။	Power engineering, also called power systems engineering, is a subfield of electrical engineering that deals with the generation, transmission, distribution and utilization of electric power, and the electrical apparatus connected to such systems. Although much of the field is concerned with the problems of three-phase AC power – the standard for large-scale power transmission and distribution across the modern world – a significant fraction of the field is concerned with the conversion between AC and DC power and the development of specialized power systems such as those used in aircraft or for electric railway networks. Power engineering draws the majority of its theoretical base from electrical engineering. 	Power engineering, also called power systems engineering, is a subfield of electrical engineering that deals with the generation, transmission, distribution and utilization of electric power, and the electrical apparatus connected to such systems. Although much of the field is concerned with the problems of three-phase AC power – the standard for large-scale power transmission and distribution across the modern world – a significant fraction of the field is concerned with the conversion between AC and DC power and the development of specialized power systems such as those used in aircraft or for electric railway networks. Power engineering draws the majority of its theoretical base from electrical engineering. 	True	True	1.067269	990	990, 889, 870	1.0	990
45	စိတ်ချရတဲ့ လိပ်စာတပ်ရေးနဲ့ ရုန်းကန်ရတဲ့ တိုင်းပြည် ရ၅ % ဟာ စကားလုံး သုံးလုံးပါ လိပ်စာတွေ စသုံးကြတယ်ဆိုရင် အရေးပါတဲ့ အက်ပ်တွေ အပုံကြီး ထပ်ရှိပါသေးတယ်။	The reason that happened to you was because you weren't careful.	If the 75 percent of countries that struggle with reliable addressing started using three-word addresses, there's a stack of far more important applications. 	False	False	1.0221426	148	148, 347, 149	0	999
46	တစ်ဦးချင်းစီအဆင့်တွင် ator ။	What an incredible view!	ator on the individual level. 	False	False	1.3887484	198	198, 197, 103	0	676
47	လွန်ခဲ့တဲ့ 2 နှစ်ပေါင်း 1 လ #428 by Gh0stRider203	1 year 8 months ago #428 by Gh0stRider203 	1 year 8 months ago #428 by Gh0stRider203 	True	True	0.6810014	477	477, 980, 871	1.0	477
48	အမျိုးအစား (ခဲဝါယာကြိုးရှိသည်) Ф8 6mm × ZM86 2R-75L ZM86 2R-90L ZM86 2R-150L ZM86 2R-230L ZM86 2R-250L ZM86 2R-350L ZM86 2R-500L ZM86 2R-600L ZM86 2R-800L ZM862R-1000L ZM862R-1400	Type(have no lead wire)Ф8×6mm ZM862R-75 ZM86 2R-90 ZM862R-150 ZM86 2R-230 ZM86 2R-250 ZM86 2R-350 ZM86 2R-500 ZM86 2R-600 ZM86 2R-800 ZM86 2R-1000 ZM86 2R-1400 	Type(have no lead wire)Ф8×6mm ZM862R-75 ZM86 2R-90 ZM862R-150 ZM86 2R-230 ZM86 2R-250 ZM86 2R-350 ZM86 2R-500 ZM86 2R-600 ZM86 2R-800 ZM86 2R-1000 ZM86 2R-1400 	True	True	0.33671618	934	934, 455, 708	1.0	934
49	ကျွန်ုပ်တို့သည်အရည်အသွေးမြင့်အိမ်မွေးတိရစ္ဆာန်ထုတ်ကုန်များနှင့်လည်းဒေသခံတစ်ဦးလူသိများတဲ့အမှတ်တံဆိပ်အတွက်စေ့စပ်, စက်မှုလုပ်ငန်းနှင့်ကုန်သွယ်မှု၏ပေါင်းစည်းမှုဖြစ်ကြသည်။ အားလုံးကျွန်တော်တို့ရဲ့ထုတ်ကုန်အိမ်မွေးတိရစ္ဆာန်ပိုင်ရှင်များကိုပိုမိုအဆင်ပြေစေရန်ဆောင်ကြဉ်းနှင့်လည်းကျန်းမာလမ်းတွင်နေထိုင်သောအိမ်မွေးတိရစ္ဆာန်ဦးဆောင်လမ်းပြရန်ရည်ရွယ်လျက်ရှိသည်။ ကျွန်တော်တို့သည်ဒီဇိုင်းထုတ်လုပ်မှုနှင့်အိမ်မွေးတိရစ္ဆာန်ထွက်ပစ္စည်းများရောင်းချရာတွင်ပါဝင်နေနေကြသည်။	With 5 large warehouses, 193 customer service centers and more than 2,300 cooperative outlets, we guarantee fast delivery and are dedicated to all-around and customized services. 	We are integration of industry and trade, we engaged in high quality pet products and also a local well-known brand. All our products are aiming to bring pet owners more convenience and also lead pet living in a healthy way. We are engaged in designing, manufacturing and selling pet products. 	False	False	0.98815036	762	762, 463, 926	0	599
50	အနီးကပ်ကြည့်ကြစို့	The reason that happened was because you weren't careful.	It will appear periodically in the study edition of The Watchtower.	False	False	1.0251299	149	149, 142, 141	0	525
