	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
51	Tomi halála után röviddel a felesége újraházasodott.	Tom's wife remarried shortly after his death.	Tom's wife remarried shortly after his death.	True	True	0.7773166	35	35, 843, 317	1.0	35
52	A fia hét éve eltűnt.	Tom's wife remarried shortly after his death.	His son disappeared seven years ago.	False	True	0.9654633	35	35, 346, 382	0.5	346
53	Azon az estén korán feküdtem le.	You have foul breath.	I went to bed early that night.	False	False	1.0053139	738	738, 782, 891	0	854
54	Biztos vagyok benne, hogy tetszik az új munkád.	To be surprised, to wonder, is to begin to understand.	I'm sure you like your new job.	False	False	0.94128776	533	533, 883, 986	0	334
55	George hasba vágta őt.	George hit him in the stomach.	George hit him in the stomach.	True	True	0.8002393	954	954, 58, 4	1.0	954
56	a szexuális zaklatás komoly probléma lehet a munkahelyen.	Sexual harassment can be a serious problem in the workplace.	Sexual harassment can be a serious problem in the workplace.	True	True	0.7491009	974	974, 935, 428	1.0	974
57	Nagyon szeretek síelni.	She knows what she wants.	I like skiing very much.	False	False	1.0245037	826	826, 374, 271	0	676
58	Sírt-rítt.	In Esperanto, the main stress always falls on the second-to-last syllable.	He cried and cried.	False	False	1.0717835	741	741, 738, 90	0	927
59	Minden adandó alkalommal írok.	Everyone was speechless.	I write every chance I get.	False	False	1.0564077	271	271, 523, 712	0	905
60	A vihar még hevesebbé vált.	The storm became even more violent.	The storm became even more violent.	True	True	0.86703384	303	303, 782, 242	1.0	303
61	Tom éppen rám néz.	Tom talks quite a lot.	Tom is looking at me.	False	False	0.7849747	333	333, 909, 715	0	263
62	Japán tele van meglepetésekkel.	A typhoon is approaching Japan.	Japan is full of surprises!	False	False	1.0046825	464	464, 821, 185	0	495
63	Látni akarjuk.	She knows what she wants.	We want to see it.	False	True	0.7167015	826	826, 945, 159	0.5	945
64	Ausztrália fiataljainak nevében beszélünk.	We learn English three hours a week.	We are speaking on behalf of the young people of Australia.	False	False	1.0379848	987	987, 458, 601	0	342
65	A fotót meghamisították.	The photograph was falsified.	The photograph was falsified.	True	True	0.89518523	41	41, 120, 6	1.0	41
66	Nagyon sürgős ez a dolog.	Sexual harassment can be a serious problem in the workplace.	This matter is very urgent.	False	False	1.0288198	974	974, 397, 821	0	690
67	Elolvadt a hógolyó a kezemben.	Tom decided to try sleeping without a pillow.	The snowball melted in my hand.	False	True	1.102646	71	71, 603, 6	0.5	603
68	Mióta tanulsz eszperantóul?	For how long have you been studying Esperanto?	For how long have you been studying Esperanto?	True	True	0.76901984	742	742, 725, 881	1.0	742
69	Melyik iskolába jársz?	For how long have you been studying Esperanto?	What school do you go to?	False	False	0.819751	742	742, 244, 412	0	410
70	Meg kellett volna vitatnod egy ügyvéddel.	Zamenhof, the creator of Esperanto, was an ophthalmologist.	You should've consulted your lawyer.	False	False	1.0203373	750	750, 739, 540	0	940
71	Tanulnod kellene.	Inflation is down.	You should be studying.	False	False	0.99946785	179	179, 728, 663	0	222
72	Miért akarnál segíteni Tomon?	Why would you want to help Tom?	Why would you want to help Tom?	True	True	0.74186134	376	376, 92, 345	1.0	376
73	Házas vagyok.	Life is a bitch.	I'm already hitched!	False	False	1.0016103	821	821, 689, 558	0	0
74	Mikor látogatsz meg ismét?	When will you visit me again?	When will you visit me again?	True	True	0.7863195	662	662, 725, 304	1.0	662
75	Azt akarom, hogy szállj le rólam!	I don't want to be lame; I want to be cool!!	I want you to get off my back.	False	False	0.81566393	921	921, 906, 0	0	378
76	Rá ne lépj!	Hurry it up!	Don't tread on it.	False	False	0.7459698	422	422, 612, 830	0	557
77	Neki túl sok könyve van.	He has too many books.	He has too many books.	True	True	0.98866975	833	833, 245, 781	1.0	833
78	Ez a szokásos eljárás.	Thank God I am an atheist.	It's standard procedure.	False	True	0.98786116	601	601, 288, 392	0.5	288
79	Gyere ki velem.	Man will not cry in public.	Come outside with me.	False	False	1.1001738	74	74, 773, 174	0	291
80	Mire kell neked ez az autó?	How many people are on the list now?	What are you going to use this car for?	False	False	0.91716754	213	213, 95, 852	0	600
81	Tom megint becsapott minket.	Tom changes his mind a lot.	Tom tricked us again.	False	False	0.7672802	171	171, 915, 71	0	841
82	Ne felejtsd el ráírni az irányítószámot!	I don't want to be lame; I want to be cool!!	Don't forget to write the zip code.	False	False	0.8837372	921	921, 437, 725	0	820
83	A világ egy őrültek háza.	This world is just an insane asylum.	This world is just an insane asylum.	True	True	0.924958	554	554, 932, 935	1.0	554
84	Csodálatos dolog Amerikában lenni, ha azért vagy itt, hogy pénzt keressél.	America is a lovely place to be, if you are here to earn money.	America is a lovely place to be, if you are here to earn money.	True	True	0.9561466	925	925, 583, 821	1.0	925
85	Ez egy lesújtó történet.	Tom is full of hope.	That's a depressing story.	False	False	1.0645542	72	72, 554, 821	0	729
86	Tudod, hogy a templomban van?	Who is sick?	Do you know she's in the church?	False	False	0.8826823	400	400, 702, 213	0	194
87	Azon dolgozom.	It tasted sweet.	I'm working on that.	False	False	0.9159174	134	134, 523, 123	0	473
88	Egész éjszaka sírt.	It rained yesterday after it had been dry for a long time.	She kept crying all night long.	False	False	1.1194389	242	242, 885, 303	0	329
89	Számos csillag volt látható az égen.	Numerous stars were visible in the sky.	Numerous stars were visible in the sky.	True	True	0.6919565	637	637, 654, 109	1.0	637
90	Üdvözölt bennünket.	Thank God I am an atheist.	He bade us welcome.	False	False	0.8985064	601	601, 669, 668	0	450
91	Megjavította-e az új edző a csapat minőségét?	Has the new coach improved the team's quality?	Has the new coach improved the team's quality?	True	True	0.6389183	96	96, 92, 213	1.0	96
92	Néhány ember lenéz másokat, csak mert kevesebb pénzük van.	Everyone wants to hear what everyone wants to hear.	Some people look down on others because they have less money.	False	True	0.91219854	883	883, 665, 730	0.5	665
93	Belém rúg!	Do not be so vengeful!	He is kicking me!	False	False	0.76662993	437	437, 753, 830	0	906
94	Ezen a vidéken nincs elég víz.	Water is scarce in this area.	Water is scarce in this area.	True	True	0.748194	640	640, 149, 452	1.0	640
95	A nyelv tudomásunk szerint egy emberi találmány.	Language, as we know it, is a human invention.	Language, as we know it, is a human invention.	True	True	0.8390852	671	671, 554, 851	1.0	671
96	A város szó szerint Mussolininek köszönheti a létét?	Does the city literally owe its existence to Mussolini?	Does the city literally owe its existence to Mussolini?	True	True	0.832134	647	647, 921, 96	1.0	647
97	Ez nem fontos.	It's terribly important.	This is irrelevant.	False	False	0.7411393	290	290, 910, 583	0	522
98	Ha nem megy el az iskolába, nem beszélek vele többé.	Fishing is the only thing Tom wants to do.	If he doesn't go to school, I will not talk to him anymore.	False	True	0.9593264	374	374, 536, 159	0.5	536
99	A szomszédasszonyom kleptomániás.	My neighbor is a kleptomaniac.	My neighbor is a kleptomaniac.	True	True	1.0610964	885	885, 739, 750	1.0	885
100	Elvesztettem a jegygyűrűmet.	You have foul breath.	I lost my wedding ring.	False	False	1.0867561	738	738, 603, 467	0	684
101	Az állatok nem tudnak különbséget tenni az igaz és hamis dolgok között.	Animals cannot distinguish between truth and falsehood.	Animals cannot distinguish between truth and falsehood.	True	True	0.87633955	730	730, 851, 750	1.0	730
102	Mire gondolsz, amikor a rádióaktivitás szót meghallod?	Shall we watch the movie now?	"What do you think of when you hear the word ""radioactivity""?"	False	True	0.7830057	725	725, 338, 178	0.5	338
103	Na mozdulj már!	This is silly!	Get your arse into gear!	False	False	0.6766348	830	830, 753, 421	0	734
104	Mennyire fáj?	Who is sick?	How much does it hurt?	False	False	0.9071336	400	400, 705, 633	0	852
105	Tom Jacksoné a ló, amelyik megnyerte a versenyt.	The horse that won the race is owned by Tom Jackson.	The horse that won the race is owned by Tom Jackson.	True	True	0.91999114	240	240, 109, 266	1.0	240
106	Ne tegyen úgy, mintha nem tudná, miről beszélek!	I don't want to be lame; I want to be cool!!	Don't act like you don't know what I'm talking about.	False	False	0.7613517	921	921, 437, 533	0	48
107	Én próbáltam.	Thank God I am an atheist.	I tried it.	False	False	0.8198781	601	601, 569, 627	0	955
108	Itt van egy törülköző, ezt használhatod.	This is irrelevant.	Here's a towel that you can use.	False	False	0.9460237	522	522, 780, 883	0	617
109	Meg akarod ezt ma csinálni?	How long do I have to wait?	Do you want to do that today?	False	False	0.80581	164	164, 852, 213	0	618
110	Egyre több pár megy külföldi nászútra.	More and more couples go on honeymoon trips abroad.	More and more couples go on honeymoon trips abroad.	True	True	0.9877783	183	183, 748, 428	1.0	183
111	A legtöbb ember azt hiszi, hogy őrült vagyok.	Everyone wants to hear what everyone wants to hear.	Most people think I'm crazy.	False	False	0.864784	883	883, 851, 935	0	406
112	Várjunk csak, most mit is akarsz tenni?	How much does it hurt?	Wait, what are you trying to do?	False	False	0.96625173	852	852, 702, 164	0	759
113	Művészetben megegyezik az ízlésünk.	Language, as we know it, is a human invention.	Our tastes in art agree.	False	False	0.9029921	671	671, 533, 933	0	692
114	A gazdaság stabilitása minden kormány célja.	A stable economy is the aim of every government.	A stable economy is the aim of every government.	True	True	0.7668942	932	932, 794, 935	1.0	932
115	Elengedné a karom?	Where is the laundry?	Please let go of my arm.	False	False	0.94521165	633	633, 400, 524	0	381
116	- Nagyon jó lehet magasnak lenni. - Úgy véled? Nem igazán olyan jó. Folyton bevered a fejed a plafonba.	"""It must be great to be tall."" ""Do you think so? It's not really that great. You keep bumping your head on the ceiling."""	"""It must be great to be tall."" ""Do you think so? It's not really that great. You keep bumping your head on the ceiling."""	True	True	0.81672823	516	516, 921, 599	1.0	516
117	Házas vagyok és van egy lányom.	I am married and I have a daughter.	I am married and I have a daughter.	True	True	0.81708217	773	773, 1, 515	1.0	773
118	Aláírták a szerződést.	The treaty was signed.	The treaty was signed.	True	True	0.82770646	792	792, 782, 129	1.0	792
119	Ne legyél köcsög.	I don't want to be lame; I want to be cool!!	Don't be a bitch.	False	False	1.0333426	921	921, 828, 738	0	822
120	Ha nagy leszek, pilóta leszek. És te mi leszel?	When I grow up, I'll be a pilot. And what will you be?	When I grow up, I'll be a pilot. And what will you be?	True	True	0.9511827	648	648, 405, 921	1.0	648
121	Az orvos megszegte a hippokratészi esküt.	The doctor broke the Hippocratic Oath.	The doctor broke the Hippocratic Oath.	True	True	0.89106727	917	917, 750, 739	1.0	917
122	A cég tankönyveket ad ki.	The firm publishes educational books.	The firm publishes educational books.	True	True	0.83808434	170	170, 994, 748	1.0	170
123	Folytatta a munkát.	Tom decided to try sleeping without a pillow.	She proceeded with the work.	False	False	1.0795766	71	71, 363, 6	0	7
124	Ez nem az én esernyőm, hanem valaki másé.	Man is not as almighty as God.	This isn't my umbrella; it's somebody else's.	False	False	0.7912042	851	851, 933, 554	0	262
125	Kezdjük veled.	They'll know what to do.	Let's start with you.	False	False	0.90405774	379	379, 738, 569	0	34
126	Jordan úr egy kicsit meglepett volt.	Tom was mad.	Mr Jordan was a little surprised.	False	False	1.0171006	915	915, 678, 266	0	929
127	Együtt kell odamennünk.	Everyone was speechless.	We have to go there together.	False	True	0.95153594	271	271, 102, 872	0.3333333333333333	872
128	Tudom, hogy Tom a barátod.	I know Tom is your friend.	I know Tom is your friend.	True	True	0.8584604	876	876, 171, 571	1.0	876
129	Most menjünk moziba?	Where is the laundry?	Shall we watch the movie now?	False	False	0.9161079	633	633, 400, 244	0	725
130	Itt lesz nemsokára?	Where is the problem?	Will he be here soon?	False	False	0.87956285	524	524, 345, 675	0	597
131	Kato úrnő volt tavaly a tanárod?	Was Ms. Kato your teacher last year?	Was Ms. Kato your teacher last year?	True	True	0.89150393	92	92, 742, 412	1.0	92
132	György születésétől fogva becsületes.	Tom and Mary were on board the Mayflower.	George is very honest by nature.	False	False	1.115849	109	109, 242, 190	0	962
133	Ki kell találnunk valamit.	Collect your thoughts before you begin your work.	We'd better think of something.	False	False	0.8982403	467	467, 533, 594	0	361
134	Bizonyára esni fog.	She knows what she wants.	It certainly looks like rain.	False	False	0.9013239	826	826, 585, 533	0	560
135	Tud a fivéred autót vezetni?	Can your brother drive a car?	Can your brother drive a car?	True	True	0.91563284	388	388, 497, 213	1.0	388
136	Nem értem a kérdés jelentését.	I don't understand the meaning of the question.	I don't understand the meaning of the question.	True	True	0.8885853	857	857, 552, 533	1.0	857
137	Te mit mondanál a helyemben?	Where is the laundry?	What would you say if you were in my place?	False	False	0.8884032	633	633, 742, 890	0	30
138	A mopszok nem valami aranyosak.	The cat is on the mat.	Pugs are not cute.	False	False	1.116751	266	266, 162, 994	0	877
139	Itt a tavasz. Napról-napra melegebb van.	Spring is here. It is getting warmer every day.	Spring is here. It is getting warmer every day.	True	True	1.0739381	130	130, 347, 344	1.0	130
140	Tom nem engedte Marynek, hogy a többi gyerekkel játsszon.	Tom didn't let Mary play with the other children.	Tom didn't let Mary play with the other children.	True	True	0.77705956	317	317, 347, 180	1.0	317
141	Először is mutatnék neked valamit.	To be surprised, to wonder, is to begin to understand.	First, there's something I'd like to show you.	False	False	0.9285288	533	533, 201, 883	0	783
142	Akarsz is valamit mondani?	How much does it hurt?	Are you implying something?	False	False	0.9505079	852	852, 213, 647	0	311
143	Csak a boldogság számít.	Love of money is the root of all evil.	All that matters is to be happy.	False	False	0.98074734	977	977, 851, 601	0	986
144	Muszáj rám bíznod magad.	You have foul breath.	You must trust me.	False	False	1.0391415	738	738, 210, 344	0	668
145	Tominak nincsenek megtakarításai.	Tom has no savings.	Tom has no savings.	True	True	1.0367774	555	555, 158, 374	1.0	555
146	Mikor kezdődik?	When does it start?	When does it start?	True	True	0.76579213	14	14, 725, 213	1.0	14
147	Lázas vagy?	Is Laurie at home?	Do you have a fever?	False	False	0.7805326	345	345, 675, 400	0	737
148	Tom adta kölcsön nekem azt a DVD-t.	Tom loaned me that DVD.	Tom loaned me that DVD.	True	True	0.85370076	250	250, 571, 677	1.0	250
149	Izgatottan várom a Karácsonyt.	The snowball melted in my hand.	I am looking forward to Christmas.	False	False	1.102293	603	603, 544, 796	0	241
150	Az iskola felé tartott.	The car broke down, so that we had to walk.	She was on her way to school.	False	False	1.0337439	267	267, 6, 712	0	470
151	Éppen egy hosszú levelet ír.	He is said to have a cold.	He's writing a long letter.	False	False	1.111779	952	952, 20, 716	0	707
152	Senki sem hallgat meg téged.	Self-pity won't help you.	No one is listening to you.	False	True	0.8356291	139	139, 689, 883	0.5	689
153	Mit szólnál egy csésze forró kávéhoz?	Would you fetch me a glass of water?	How about a cup of hot coffee?	False	True	0.87836087	247	247, 178, 12	0.3333333333333333	12
154	Mondd meg az igazat!	Do not be so vengeful!	Tell the truth.	False	False	0.76741266	437	437, 830, 612	0	416
155	Oda se neki, miket mond!	Do not be so vengeful!	You should ignore what he says.	False	False	0.73457074	437	437, 466, 830	0	926
156	Kölcsönkérhetem ezt a CD-t?	May I borrow this CD?	May I borrow this CD?	True	True	0.842993	983	983, 702, 277	1.0	983
157	Szeretném mindenkinek a figyelmét kérni.	To be surprised, to wonder, is to begin to understand.	Could I have everyone's attention, please?	False	False	0.8302076	533	533, 883, 489	0	253
158	Három üveg bort kellett volna vennünk.	You should stay in bed for three or four days.	We should've bought three bottles of wine.	False	False	1.1619462	151	151, 516, 158	0	814
159	Fordítsuk komolyra a szót!	You are drunk!	Let's get serious.	False	False	0.80019355	612	612, 830, 437	0	629
160	Most a boltba megyek.	The cat is on the mat.	I'm going to the store now.	False	False	1.0858295	266	266, 994, 975	0	273
161	Sokat olvasok.	Take it home.	I read a lot.	False	False	0.9308548	797	797, 728, 821	0	578
162	Tomi két lánnyal randevúzik egyidőben.	I meet Mihaela every morning at the subway.	Tom is dating two girls at the same time.	False	False	0.9493555	162	162, 994, 430	0	254
163	Tanítson meg dzsúdózni!	You are drunk!	Teach judo to me.	False	False	0.76253057	612	612, 0, 735	0	326
164	Számítanak az első benyomások.	In Esperanto, the main stress always falls on the second-to-last syllable.	First impressions matter.	False	False	1.1209104	741	741, 201, 467	0	853
165	Kórházban kellene lenned.	She had to stand in the train.	You should be in a hospital.	False	False	0.94039273	6	6, 151, 746	0	990
166	Senki sem lakik ebben a házban.	Nobody lives in this house.	Nobody lives in this house.	True	True	0.8386824	94	94, 994, 214	1.0	94
167	Bizonyítékokra van szükségem.	You must be cautious.	I need proofs.	False	True	0.8593476	583	583, 27, 845	0.5	27
168	Ő már nincs itt.	He is no longer here.	He is no longer here.	True	True	0.8072767	700	700, 435, 16	1.0	700
169	Illatos a gyertya.	Klabaster and Gizmo are cats.	The candle smells nice.	False	False	1.1343672	158	158, 582, 352	0	471
170	Gondoskodni fogok a szüleimről, ha megöregednek.	Everyone wants to hear what everyone wants to hear.	I'll take care of my parents when they get old.	False	False	0.9179225	883	883, 533, 904	0	968
171	Télen nem szívesen eszem fagyit.	Medication and alcohol often don't mix.	I don't enjoy eating ice cream during the winter.	False	False	1.094024	102	102, 789, 374	0	53
172	Eldöntötte, hogy Amerikába megy.	She made up her mind to go to America.	She made up her mind to go to America.	True	True	0.93101573	498	498, 747, 945	1.0	498
173	Akarod, hogy tegyek néhány szál virágot a hajadba?	Would you fetch me a glass of water?	Do you want me to put some flowers in your hair?	False	False	0.9169197	247	247, 178, 725	0	579
174	Idő kell.	Spring is here. It is getting warmer every day.	We need time.	False	False	1.0144773	130	130, 375, 3	0	594
175	Közös a hazánk.	That ship crossed the equator yesterday.	We are compatriots.	False	False	1.1250689	544	544, 601, 210	0	219
176	Hálásnak kellene lenned.	Learning should not be forced. Learning should be encouraged.	You should be grateful.	False	False	0.9297054	894	894, 139, 738	0	991
177	Mary olyan kedves lány, hogy mindenki szereti.	Mary is so nice a girl that she is loved by everybody.	Mary is so nice a girl that she is loved by everybody.	True	True	0.5643468	970	970, 809, 180	1.0	970
178	Tomnak azt kéne tennie, amit Mary mond.	Tom should do what Mary says.	Tom should do what Mary says.	True	True	0.8546221	153	153, 180, 58	1.0	153
179	Az állatok az erdőben élnek.	Animals inhabit the forest.	Animals inhabit the forest.	True	True	0.9119606	774	774, 278, 877	1.0	774
180	Tanuld meg irányítani, vagy az fog irányítani téged.	To be surprised, to wonder, is to begin to understand.	Learn to control it or it will control you.	False	True	1.0263913	533	533, 883, 489	0.3333333333333333	489
181	Majd várok odakint.	I'm already hitched!	I'll just wait outside.	False	False	1.2012049	0	0, 43, 891	0	401
182	Nekem is tudsz venni egyet?	Do you want to drink something?	Can you buy one for me as well?	False	False	0.92476356	462	462, 852, 981	0	496
183	Németországba repülök majd.	Life is a bitch.	I will fly to Germany.	False	False	1.0709857	821	821, 872, 773	0	930
184	Hirtelen kialudtak a fények.	Novels aren't being read as much as they used to be.	Suddenly, all the lights went out.	False	False	1.1451693	596	596, 517, 533	0	973
185	Zenehallgatás a hobbim.	Storm in a teacup.	My hobby is to listen to music.	False	False	1.034714	728	728, 974, 750	0	716
186	A nyári szünidő után a gyerekeknek vissza kell menniük az iskolába.	After the summer holidays, the children have to go back to school.	After the summer holidays, the children have to go back to school.	True	True	0.7703769	104	104, 712, 183	1.0	104
187	Olyan mérges volt, hogy nem tudott beszélni.	He felt ashamed about what he saw.	He could not speak, he was so angry.	False	False	0.8141899	40	40, 329, 458	0	367
188	Edzenem kell.	We need time.	I have to exercise.	False	False	0.94973135	594	594, 845, 797	0	47
189	A mobilom leesett a földre.	Esperanto is an international planned language.	My cellphone fell on the floor.	False	False	1.0406344	748	748, 995, 71	0	865
190	A felesége álomszép, a lányát meg már ne is említsem.	His wife is as beautiful as a dream, not to mention his daughter.	His wife is as beautiful as a dream, not to mention his daughter.	True	True	0.9307556	431	431, 162, 773	1.0	431
191	Nem hoztam magammal meleg ruhát.	Thank God I am an atheist.	I didn't bring any warm clothes.	False	False	1.0037539	601	601, 921, 738	0	478
192	Tedd fel a fejhallgatót!	He is kicking me!	Put the headphone on.	False	False	0.9357276	906	906, 734, 735	0	680
193	Szükségünk van a válaszra.	We need an answer.	We need an answer.	True	True	0.9037579	845	845, 583, 945	1.0	845
194	Ez a könyv unalmas.	This book is boring.	This book is boring.	True	True	0.98092246	861	861, 565, 601	1.0	861
195	Taro két éve meghalt.	Taro died two years ago.	Taro died two years ago.	True	True	0.85719264	228	228, 35, 382	1.0	228
196	Nehezére esik apámnak abbahagyni az ivást.	Fishing is the only thing Tom wants to do.	It's hard for my father to give up drinking.	False	False	1.1150779	374	374, 974, 712	0	623
197	Egy étteremben ebédeltünk.	I have worked for one company where the payroll was snatched on a dark winter's night.	We had dinner at a restaurant.	False	False	1.057732	192	192, 835, 828	0	949
198	Ez azért van, mert nem akarsz egyedül lenni.	If you understand this one, then the others are nearly the same.	This is because you do not want to be alone.	False	False	0.752301	201	201, 933, 554	0	897
199	A motor megint beindult.	The engine started again.	The engine started again.	True	True	0.94643044	349	349, 267, 509	1.0	349
200	Három kutya követ négy macskát a kerítésig.	His wife is as beautiful as a dream, not to mention his daughter.	Three dogs are following four cats to the gate.	False	False	1.0541449	431	431, 158, 994	0	84
