	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
20	Saya alergi akan serbuk bunga.	I am allergic to pollen.	I am allergic to pollen.	True	True	0.9502096	259	259, 448, 877	1.0	259
21	Itu ada di bawah kursi.	The train is here.	It is under the chair.	False	True	0.92779744	653	653, 891, 929	0.5	891
22	Apa pekerjaan Anda?	Where is the problem?	What is her profession?	False	False	0.83380675	397	397, 616, 725	0	926
23	Nama saya Ichiro Tanaka.	My name is Ichiro Tanaka.	My name is Ichiro Tanaka.	True	True	0.4856274	979	979, 922, 573	1.0	979
24	Kita wajib melalui pemeriksaan bea dan cukai saat kedatangan.	If the other party does not offer personal information, however, it is better to leave it alone.	It's necessary to go through customs on arriving.	False	False	1.0150183	436	436, 913, 803	0	929
25	Aula ini dapat menampung 2000 orang.	This hall holds two thousand people.	This hall holds two thousand people.	True	True	0.8088951	539	539, 771, 6	1.0	539
26	Kau salah jika berpikir bahwa dia berbuat salah.	You are mistaken if you think he is wrong.	You are mistaken if you think he is wrong.	True	True	0.87890863	537	537, 436, 838	1.0	537
27	Aku harus menonton sebuah film dokumenter.	I should watch a documentary.	I should watch a documentary.	True	True	0.6042346	755	755, 101, 580	1.0	755
28	Tom dan Mary berdiri berdekatan satu sama lain.	Tom and Mary were standing close to each other.	Tom and Mary were standing close to each other.	True	True	0.49974144	763	763, 768, 261	1.0	763
29	Si gadis mendengarkan musik, si pemuda membaca buku.	The girl listened to music, the boy was reading a book.	The girl listened to music, the boy was reading a book.	True	True	0.63578176	630	630, 247, 81	1.0	630
30	Aku akan pergi mandi.	You must stay awake.	I'm going to have a shower.	False	False	0.7622411	842	842, 652, 901	0	684
31	Aku tidak sanggup kalau harus berbelanja di toko semahal itu.	You must be tired after such a long trip.	I can't afford to shop at such an expensive store.	False	False	0.86268425	212	212, 907, 305	0	402
32	Dimana kursi saya?	Excuse me, what is the concept of time?	Where is my seat?	False	False	0.9249188	990	990, 616, 203	0	239
33	Sudahlah, Tom, kita tidak punya waktu untuk hal ini.	Look, Tom, we don't have time for this.	Look, Tom, we don't have time for this.	True	True	0.633873	292	292, 283, 284	1.0	292
34	Tom lebih pandai bermain catur daripada saya.	Tom plays chess better than me.	Tom plays chess better than me.	True	True	0.6989467	586	586, 964, 287	1.0	586
35	Itu pesananku.	We all have to eat.	Those are my orders.	False	False	0.9421207	243	243, 891, 268	0	148
36	Aku tidak percaya padamu.	He will never believe me again.	I don't believe you.	False	False	0.80674684	458	458, 221, 627	0	854
37	Permohonan kenaikan gaji kalian kembali ditolak.	This regulation will take effect next year.	I'm afraid that your request for a pay raise was turned down again.	False	False	1.0581416	4	4, 53, 142	0	540
38	Kuharap aku tidak mengganggumu.	I hope he'll wait for me.	I hope I haven't interrupted you.	False	False	0.78682494	670	670, 646, 458	0	782
39	Bahkan Tom sedikit terkejut.	Nobody pays much attention to Tom.	Even Tom is a little surprised.	False	True	0.72890556	329	329, 902, 263	0.3333333333333333	263
40	Pria tua itu tertabrak sebuah mobil dan segera dilarikan ke rumah sakit.	The old man was hit by a car and was immediately taken to the hospital.	The old man was hit by a car and was immediately taken to the hospital.	True	True	0.7278311	199	199, 202, 315	1.0	199
41	Jika pihak yang lain tidak menawarkan informasi pribadi, lebih baik dibiarkan saja.	If the other party does not offer personal information, however, it is better to leave it alone.	If the other party does not offer personal information, however, it is better to leave it alone.	True	True	0.77867556	436	436, 7, 838	1.0	436
42	Kamu paham kan kenapa kamu sedang dihukum?	May I ask who you are?	You understand why you're being punished, don't you?	False	False	0.870702	530	530, 548, 115	0	772
43	Bagaimana pendapatnya terhadap berita ini?	What was her reaction to the news?	What was her reaction to the news?	True	True	0.65350866	31	31, 926, 855	1.0	31
44	Aku kehabisan akal.	I came near to being drowned.	I was at my wit's end.	False	False	0.97653234	104	104, 423, 189	0	853
45	Dia berkata bahwa dia sangat ingin pergi ke sana.	She said that she was eager to go there.	She said that she was eager to go there.	True	True	0.608889	581	581, 783, 197	1.0	581
46	Maaf membuatmu menunggu.	You must not go out after dinner.	I'm sorry to have kept you waiting.	False	False	0.871652	907	907, 842, 243	0	177
47	Aku menangis semalam suntuk.	If he asks, I will give it; if not, not.	I cried all night long.	False	False	0.9580455	427	427, 842, 100	0	359
48	Anda ingin segelas kopi lagi?	Can I pay by credit card?	Would you like another cup of coffee?	False	False	0.89485407	676	676, 341, 990	0	118
49	Kemarin bulan purnama.	It rained in the forest.	It was a full moon yesterday.	False	False	1.0960475	90	90, 88, 832	0	967
50	Kamu harus memperhatikan kendaraan ketika akan menyeberang jalan.	He can cope with the problems.	Look out for cars when you cross the road.	False	True	0.9483961	996	996, 647, 961	0.5	647
51	Ia pergi berburu rusa.	The baby fell asleep.	He went deer hunting.	False	False	0.8694794	464	464, 573, 840	0	480
52	"Di Belanda, sudah menjadi kebiasaan saat membangun rumah jika sudah mencapai bagian tertinggi dan atap sudah siap dipasang, pemilik rumah menjamu para tukang bangunan dengan istilah ""bir atap"" untuk memberi selamat. Sebuah bendera kemudian dipasang di bubungan. Jika pemilik rumah agak pelit, yang dipasang bukan bendera, tetapi sapu."	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."	True	True	0.6842165	895	895, 803, 79	1.0	895
53	Tempelkan sebuah perangko pada amplopnya.	A cat appeared from under the desk.	Stick a stamp on the envelope.	False	True	1.0493739	0	0, 61, 543	0.3333333333333333	543
54	Kami telah memutuskan untuk menunda rapat hingga hari Minggu berikutnya.	We've decided to move the meeting to next Sunday.	We've decided to move the meeting to next Sunday.	True	True	0.8659594	717	717, 532, 806	1.0	717
55	Taksi itu menunggu di luar.	It is under the chair.	The taxi is waiting outside.	False	False	0.8678293	891	891, 323, 0	0	983
56	Saya akan pergi selama beberapa waktu.	I would rather stay at home.	I could be away for some time.	False	False	0.7415035	544	544, 785, 412	0	334
57	Di dalam hidup, kita semua berjuang untuk mencapai kesuksesan, namun sedikit sekali orang yang berhasil.	We all try hard to make the grade in life, but only a few succeed.	We all try hard to make the grade in life, but only a few succeed.	True	True	0.7362523	410	410, 91, 424	1.0	410
58	Bisakah saya membayar dengan menggunakan kartu kredit?	Can I pay by credit card?	Can I pay by credit card?	True	True	0.70544064	676	676, 238, 377	1.0	676
59	Dia menjalani tes pemeriksaan HIV.	She got tested for HIV.	She got tested for HIV.	True	True	0.79817593	102	102, 438, 430	1.0	102
60	Mengapa kamu gagal di ujian masuk?	Why did you fail on the entrance examination?	Why did you fail on the entrance examination?	True	True	0.7161925	561	561, 353, 548	1.0	561
61	Mungkin lebih baik aku buang saja ini ke tempat sampah.	It's good if you can sing.	I should probably just toss this in the trash.	False	False	0.99892473	381	381, 842, 100	0	719
62	Dapatkah saya berbicara denganmu sebentar, Tom?	Could I speak to you for a moment, Tom?	Could I speak to you for a moment, Tom?	True	True	0.6971055	316	316, 327, 326	1.0	316
63	Tolong pergi ke rumah saudaramu Amnon.	Go, please, to the house of your brother Amnon.	Go, please, to the house of your brother Amnon.	True	True	0.83670926	493	493, 727, 261	1.0	493
64	Sudah pernah hujan di hutan.	It rained in the forest.	It has been raining in the forest.	False	False	0.813146	90	90, 88, 89	0	87
65	Dalam waktu dekat ini kita akan mampu mengobati AIDS	In the near future, we will be able to put an end to AIDS.	In the near future, we will be able to put an end to AIDS.	True	True	0.62376857	424	424, 570, 439	1.0	424
66	Ini tidak seperti kamu menangis di bioskop.	It's not like you to cry at movies.	It's not like you to cry at movies.	True	True	0.8267118	959	959, 208, 691	1.0	959
67	Kami masih mencari.	Let them take care of themselves.	We're still searching.	False	True	0.78287816	439	439, 791, 588	0.5	791
68	Saya membaca buku dari awal sampai akhir.	I read the book from cover to cover.	I read the book from cover to cover.	True	True	0.7257421	376	376, 347, 367	1.0	376
69	Bolehkah saya membuka jendela?	Why aren't you helping him?	Can I open the window?	False	True	0.78459334	820	820, 554, 990	0.5	554
70	Apartemen-apartemen ini didesain khusus untuk keluarga muda.	These apartments are designed specifically for young families.	These apartments are designed specifically for young families.	True	True	0.60365355	822	822, 79, 681	1.0	822
71	Mematuhi aturan adalah kewajiban kita semua.	It is our duty to obey the law.	It is our duty to obey the law.	True	True	0.83722544	585	585, 565, 221	1.0	585
72	Mengapa kita tidak naik taksi?	Why aren't you helping him?	Why don't we take a taxi?	False	True	0.76171315	820	820, 377, 169	0.5	377
73	Apa kau meninggalkan tip?	Who wants hot chocolate?	Did you leave a tip?	False	True	0.7838633	616	616, 744, 548	0.5	744
74	Aku telah menjadi mati, penghancur dunia.	I am become death, the destroyer of worlds.	I am become death, the destroyer of worlds.	True	True	0.6192157	70	70, 27, 414	1.0	70
75	Senyum.	Sugar draws ants.	Smile for the camera.	False	False	1.2264767	879	879, 448, 112	0	740
76	Sulit sekali mencari pekerjaan.	Finding work is difficult.	Finding work is difficult.	True	True	0.86894155	86	86, 996, 545	1.0	86
77	Karena kedai minum yang biasa kukunjungi berada di bawah jalur kereta api, aku selalu mendengar suara kereta api lewat ketika sedang minum.	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."	My favorite bar is located below the railway, so I always hear the clanging noise of the trains passing by when I'm drinking.	False	True	0.83316875	895	895, 596, 630	0.5	596
78	Tom mungkin saja sudah pergi.	Tom is having lunch.	Tom may have already left.	False	True	0.6668247	759	759, 165, 914	0.5	165
79	Tom menyadari Mary tidak sedang bercanda.	Tom wondered if Mary could understand French.	Tom realized Mary wasn't kidding.	False	False	0.67457676	179	179, 507, 126	0	123
80	Merkurius adalah planet terkecil dalam tata surya kita.	Mercury is the smallest planet in our solar system.	Mercury is the smallest planet in our solar system.	True	True	0.62319005	486	486, 565, 386	1.0	486
81	Aku suka pakaian-pakaian yang mencolok.	You must be tired after such a long trip.	I like showy clothes.	False	False	0.8663461	212	212, 491, 103	0	620
82	Tom masih tidak mengangkat teleponnya.	Tom is still not answering his phone.	Tom is still not answering his phone.	True	True	0.7512524	672	672, 941, 642	1.0	672
83	Ini tidak dihitung.	This paragraph is vague.	It just doesn't count.	False	False	0.67539585	446	446, 358, 86	0	933
84	Aku ketinggalan keretaku.	I missed my train.	I missed my train.	True	True	1.0645242	925	925, 699, 251	1.0	925
85	Cepat!	Step on it!	Step on it!	True	True	0.83693516	704	704, 817, 368	1.0	704
86	Apakah Anda pernah ke Amerika?	Why don't we take a taxi?	Have you ever been to America?	False	False	0.8474822	377	377, 870, 269	0	220
87	Dah!	Cut it out!	I'll see you later.	False	False	0.4988215	844	844, 700, 368	0	695
88	Saya sama sekali tidak bisa berbahasa Prancis.	I can't speak French at all.	I can't speak French at all.	True	True	0.61234164	911	911, 347, 256	1.0	911
89	Pulanglah ke istrimu, Tom.	Tom embraces Marie.	Go home to your wife, Tom.	False	True	0.93270564	832	832, 333, 331	0.5	333
90	Tunggu sebentar, Tom.	Hang on just a second, Tom.	Hang on just a second, Tom.	True	True	0.76927364	324	324, 910, 140	1.0	324
91	Aku telanjang!	Cut it out!	I am naked!	False	False	0.8022821	844	844, 817, 232	0	94
92	Sayang sekali, dia sakit.	He can cope with the problems.	It's too bad she's ill.	False	False	0.9011873	996	996, 29, 842	0	483
93	Kopi ini tidak cukup panas.	This coffee is not hot enough.	This coffee is not hot enough.	True	True	0.71538246	233	233, 268, 448	1.0	233
94	Tidak ada yang boleh keluar tanpa permisi.	No one is to leave without permission.	No one is to leave without permission.	True	True	0.6855662	618	618, 929, 874	1.0	618
95	Aku pikir kita punya beberapa urusan yang belum diselesaikan.	It is not necessary for us to attend the meeting.	I think we have some unfinished business.	False	False	0.8870357	532	532, 59, 550	0	848
96	Saya harus pergi ke toilet.	I need to go to the toilet.	I need to go to the toilet.	True	True	0.6076515	574	574, 907, 842	1.0	574
97	Apa kau tidak jenuh terus-terusan makan di sini?	Is he still mad?	Aren't you sick of eating here?	False	False	0.7914797	548	548, 820, 971	0	291
98	Aku pikir aku adalah seorang putri di kehidupanku yang sebelumnya.	I think that I was a princess in a past life.	I think that I was a princess in a past life.	True	True	0.84669745	788	788, 305, 555	1.0	788
99	Tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.	Flour is made into bread.	The mouse was lured into the trap by a big piece of cheese.	False	True	0.8275274	781	781, 43, 980	0.3333333333333333	980
100	Jangan manja gitu. Sepatu merah yang kamu mau itu sudah terjual, yang ada cuma yang biru.	Stop being so selfish. The red shoes you wanted are sold out, and only the blue ones are left.	Stop being so selfish. The red shoes you wanted are sold out, and only the blue ones are left.	True	True	0.8632741	510	510, 630, 748	1.0	510
101	Apakah aku memberitahumu kalau aku memiliki ini?	May I ask who you are?	Did I tell you I had this?	False	False	0.70967996	530	530, 976, 990	0	769
102	Apakah ada pepatah yang mirip dalam bahasa Jepang?	Do you have a similar saying in Japanese?	Do you have a similar saying in Japanese?	True	True	0.83446205	174	174, 253, 115	1.0	174
103	Anda ingin pergi ke mana?	Where does he want to go?	Where would you like to go?	False	False	0.7319021	870	870, 530, 868	0	869
104	Mohon pemberitahuan pabean anda.	Happy birthday, Muiriel!	Your customs declaration, please.	False	False	1.0843235	187	187, 81, 451	0	940
105	Klabaster dan Gizmo adalah kucing.	Klabaster and Gizmo are cats.	Klabaster and Gizmo are cats.	True	True	0.37169743	396	396, 763, 58	1.0	396
106	Pertanyaannya adalah apa yang akan kita lakukan sekarang.	Knowing is nothing, imagination is everything.	The question is what do we do now.	False	False	0.80599666	221	221, 424, 129	0	710
107	Australia lebih kecil daripada Amerika Selatan.	Australia is smaller than South America.	Australia is smaller than South America.	True	True	0.58870554	615	615, 386, 529	1.0	615
108	Kami sudah muak dengan keluhanmu.	Mary, please hug me.	We're fed up with your complaining.	False	False	0.94732666	96	96, 748, 493	0	635
109	Aku dapat surat dari temanku di London.	I got a letter from a friend of mine in London.	I got a letter from a friend of mine in London.	True	True	0.74550915	161	161, 555, 347	1.0	161
110	Kuharap kita akan segera bertemu lagi.	I hope we'll see each other again soon.	I hope we'll see each other again soon.	True	True	0.5874741	305	305, 84, 795	1.0	305
111	"""Selamat pagi,"" kata Tom sambil tersenyum."	"""Good morning"", said Tom with a smile."	"""Good morning"", said Tom with a smile."	True	True	0.6766267	178	178, 832, 9	1.0	178
112	Makan pagi telah dipesan.	Breakfast is served.	Breakfast is served.	True	True	0.91708684	973	973, 781, 664	1.0	973
113	Kemarin, saya pergi ke pasar membeli jeruk peras.	Yesterday, I went to the market to buy some sweet oranges.	Yesterday, I went to the market to buy some sweet oranges.	True	True	0.70670605	447	447, 630, 648	1.0	447
114	Kami telah melakukan yang terbaik yang kami bisa.	We have to do this the right way.	We've done the best we can.	False	False	0.7539643	129	129, 439, 735	0	732
115	Apakah kamu paham dengan apa yang kamu katakan?	Do you understand what you're saying?	Do you understand what you're saying?	True	True	0.792786	976	976, 945, 530	1.0	976
116	Jeruk peras rasanya tidak terlalu masam.	This is good sushi.	Sweet oranges are not very sour.	False	True	0.7770467	268	268, 781, 448	0.3333333333333333	448
117	Hujankah?	Is he still mad?	Is it raining?	False	False	0.8124831	548	548, 725, 616	0	255
118	Saya tidak makan daging.	I don't eat meat.	I don't eat meat.	True	True	0.73154736	445	445, 843, 243	1.0	445
119	Mana yang lebih kamu suka, wine putih atau merah?	Which do you like better, white wine or red wine?	Which do you like better, white wine or red wine?	True	True	0.64817595	253	253, 517, 118	1.0	253
120	Kenapa kamu tidak membantunya?	Why don't you help him?	Why aren't you helping him?	False	True	0.66075516	819	819, 820, 548	0.5	820
121	Siapa mau cokelat panas?	Who wants hot chocolate?	Who wants hot chocolate?	True	True	0.7517731	616	616, 517, 971	1.0	616
122	Apa yang kamu rasakan tentang ini, Tom?	How do you feel about this, Tom?	How do you feel about this, Tom?	True	True	0.59068894	328	328, 313, 318	1.0	328
123	Dedaunan pohonnya menjadi merah.	Sweet oranges are not very sour.	The tree leaves turned red.	False	True	0.8363457	448	448, 818, 673	0.5	818
124	Anda ingin bertanya sesuatu pada saya?	Do you understand what you're saying?	Do you want to ask me some questions?	False	True	0.7912984	976	976, 490, 530	0.5	490
125	Kami memilih John untuk menjadi kapten kami.	We chose John to be our captain.	We chose John to be our captain.	True	True	0.70448077	863	863, 130, 589	1.0	863
126	Apa saya masih mampu melakukannya?	Will I still be able to do it?	Will I still be able to do it?	True	True	0.6456623	599	599, 353, 224	1.0	599
127	Kenapa kamu membutuhkan uang kembalian?	Can I pay by credit card?	Why do you need change?	False	False	0.8007412	676	676, 224, 57	0	919
128	Selamat pagi, semuanya.	Good morning, everybody.	Good morning, everybody.	True	True	0.6532495	176	176, 953, 247	1.0	176
129	Apa kau pernah mendonorkan darah?	Is he still mad?	Have you ever donated blood?	False	False	0.8027396	548	548, 122, 984	0	249
130	Kamu mengenal seseorang di sini?	May I ask who you are?	Do you know anyone here?	False	False	0.8123783	530	530, 990, 548	0	492
131	Daerah itu memiliki sumber daya mineral yang relatif berlimpah.	That area is relatively rich in natural resources.	That area is relatively rich in natural resources.	True	True	0.765182	849	849, 852, 350	1.0	849
132	Terima kasih telah membantu Tom.	Tom is relocating to Boston.	Thanks for helping Tom.	False	False	0.9089261	202	202, 166, 690	0	666
133	Apakah kamu mendapatkan ini dari Tom?	How long have you and Tom been together?	Did you get this from Tom?	False	True	0.6079836	303	303, 309, 275	0.5	309
134	Aku lebih memilih tinggal di rumah.	I would rather stay at home.	I would rather stay at home.	True	True	0.5562773	544	544, 412, 907	1.0	544
135	Tom bilang ia berencana untuk mengunjungi mantan kekasihnya di Boston.	Tom said he was planning on visiting an old girlfriend in Boston.	Tom said he was planning on visiting an old girlfriend in Boston.	True	True	0.66067195	197	197, 202, 434	1.0	197
136	Apa ini akan memakan waktu beberapa lama?	Is this going to take a while?	Is this going to take a while?	True	True	0.68949485	692	692, 984, 990	1.0	692
137	Dia meminta kami untuk mematuhi peraturan.	He urged us to obey the rule.	He urged us to obey the rule.	True	True	0.86525035	59	59, 589, 451	1.0	59
138	Bahkan Tom terkejut mendengarkan itu.	Even Tom was surprised to hear that.	Even Tom was surprised to hear that.	True	True	0.75412655	282	282, 899, 157	1.0	282
139	Kulkas kecilnya kotor.	Rabbits have long ears.	The little fridge is dirty.	False	False	0.9893024	482	482, 891, 630	0	134
140	Aku memberitahu istriku untuk cepat bersiap-siap.	I told my wife to get ready in a hurry.	I told my wife to get ready in a hurry.	True	True	0.87664056	151	151, 305, 216	1.0	151
141	Saya tidak dapat pergi.	I wish I could swim.	I can't go.	False	False	0.70449984	572	572, 712, 544	0	770
142	Tom melakukan apa yang Mary minta dengan berat hati.	Tom borrowed some money from Mary.	Tom grudgingly did what Mary asked.	False	True	0.71972394	204	204, 507, 553	0.3333333333333333	553
143	Aku ingin menunjukkan foto Tom ini kepadamu.	I thought you might want to see Tom.	I'd like to show this picture of Tom to you.	False	True	0.7075912	128	128, 691, 181	0.5	691
144	Cara yang modern telah memajukan industri.	Modern methods have pushed industry forward.	Modern methods have pushed industry forward.	True	True	0.6287701	705	705, 403, 994	1.0	705
145	Bayi itu tertidur.	The baby fell asleep.	The baby fell asleep.	True	True	0.94749737	464	464, 630, 576	1.0	464
146	Sudah berapa lama Anda tinggal di pulau tersebut?	How long have you and Tom been together?	How long did you live on the island?	False	True	0.70037746	303	303, 98, 614	0.5	98
147	Kami tahu Tom akan melakukan apa saja yang kami perintahkan.	I know how much you meant to Tom.	We know Tom will do whatever we tell him to do.	False	False	0.7260363	200	200, 280, 495	0	372
148	Mereka mengenal kita.	Knowing is nothing, imagination is everything.	They know us.	False	False	0.6789324	221	221, 439, 557	0	463
149	Semoga sukses dengan pekerjaan barumu.	Good luck with the new job.	Good luck with the new job.	True	True	0.7762337	900	900, 996, 588	1.0	900
150	Petugas pemadam kebakaran menerobos masuk ke dalam rumah yang sedang terbakar.	The fireman rushed into the burning house.	The fireman rushed into the burning house.	True	True	0.8861928	71	71, 383, 199	1.0	71
151	Petugas Bea dan Cukai memeriksa kotak-kotak.	Klabaster and Gizmo are cats.	The customs officials examined the boxes.	False	False	0.8591386	396	396, 630, 0	0	807
152	Aku mau pergi ke tengah kota.	I'm going to the center of town.	I'm going to the center of town.	True	True	0.69129586	825	825, 647, 84	1.0	825
153	Aku penasaran apa yang sedang dilakukan Tom sekarang.	I wonder what Tom is doing now.	I wonder what Tom is doing now.	True	True	0.8580489	495	495, 200, 372	1.0	495
154	Jangan merokok di ruangan ini.	You must stay awake.	Don't smoke in this room.	False	False	0.9093442	842	842, 536, 214	0	993
155	Kakakku adalah insinyur.	My brother is an engineer.	My brother is an engineer.	True	True	0.79720736	487	487, 979, 669	1.0	487
156	Tom tidak berkata sepatah kata pun sepanjang sore.	Tom hurt his leg.	Tom hasn't said a word all evening.	False	False	0.8216826	140	140, 899, 8	0	146
157	Aku bertemu dengan Tom Januari ini.	I met Tom this January.	I met Tom this January.	True	True	0.5827677	130	130, 589, 128	1.0	130
158	Apakah kamu sudah minum obat?	Is he still mad?	Have you taken your medicine yet?	False	False	0.77481747	548	548, 303, 411	0	210
159	Dan di sinilah mereka.	And here they are.	And here they are.	True	True	0.75699365	675	675, 75, 557	1.0	675
160	Anda harus membuka barang bawaan anda untuk pemeriksaan pabean.	You have to unpack your luggage for customs inspection.	You have to unpack your luggage for customs inspection.	True	True	0.9113251	874	874, 913, 81	1.0	874
161	Mohon maaf, kami kehabisan stok barang tersebut.	My grandson is the son of my son.	I'm afraid we don't have any left.	False	False	0.92678535	491	491, 442, 148	0	713
162	Tolong panggilkan taksi.	It is under the chair.	Please call a taxi.	False	False	1.0833753	891	891, 618, 189	0	182
163	Kau ingin pergi ke mana?	Where does he want to go?	Where do you want to go?	False	False	0.7161033	870	870, 343, 548	0	868
164	Payung ini berapa harganya?	How long will it take?	How much does this umbrella cost?	False	False	0.76389384	984	984, 12, 156	0	122
165	Maling itu kabur saat melihat polisi.	The thief ran away when she saw the policeman.	The thief ran away when she saw the policeman.	True	True	0.8580673	383	383, 315, 630	1.0	383
166	Permisi, apakah kamu melihat Tom dimana?	Excuse me, is Tom here today?	Excuse me, have you seen Tom?	False	True	0.7528676	300	300, 326, 303	0.5	326
167	Dia mempunyai watak yang mirip dengan ayahnya.	Ken and his brother are very much alike.	His character resembles his father's.	False	True	0.7105545	623	623, 669, 754	0.3333333333333333	754
168	Dia mengambil pinjaman uang.	I borrow money.	He ran into debt.	False	False	0.8885498	733	733, 617, 775	0	400
169	Saya beradu mulut dengan kakak perempuan saya.	I like to go fishing with my father.	I had a quarrel with my sister.	False	False	0.8743675	678	678, 502, 200	0	867
170	Apakah mencari tumpangan dilarang di Australia?	Is hitchhiking prohibited in Australia?	Is hitchhiking prohibited in Australia?	True	True	0.7712424	191	191, 115, 616	1.0	191
171	Aku keceplosan mengatakan hal yang seharusnya tidak aku katakan.	That may mean nothing to you, but it means a lot to me.	A foolish impulse made me say what I should have left unsaid.	False	False	0.8673848	364	364, 537, 103	0	519
172	Kamu perlu melihat gambar besar itu di sini.	You need to look at the big picture here.	You need to look at the big picture here.	True	True	0.82041955	716	716, 691, 805	1.0	716
173	Tom dan Mary bermain tenis seharian.	Tom and Mary played tennis all day long.	Tom and Mary played tennis all day long.	True	True	0.5389757	170	170, 434, 58	1.0	170
174	Aku sadar kalau apa yang telah aku pilih ternyata tidak membuatku tertarik.	I hope we'll see each other again soon.	I realized that what I had chosen didn't really interest me.	False	False	0.82834744	305	305, 519, 139	0	330
175	Terima kasih atas koreksinya.	You should not lose your patience when dealing with kids.	Thank you for the corrections.	False	False	1.04411	767	767, 633, 438	0	451
176	"""Apakah kau melihat ponselku?"" ""Ada di meja."""	"""Have you seen my cell phone?"" ""It's on the table."""	"""Have you seen my cell phone?"" ""It's on the table."""	True	True	0.7632296	208	208, 194, 701	1.0	208
177	Tahun 1990-an dimulai dengan peristiwa Teluk	The 1990s began with the Gulf incident.	The 1990s began with the Gulf incident.	True	True	0.76256514	422	422, 403, 994	1.0	422
178	Jim suka dengan dokternya.	Jim likes the doctor.	Jim likes the doctor.	True	True	0.66557705	384	384, 435, 166	1.0	384
