	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
12	Anh ta đi ra ngoài bất chấp cơn mưa.	Turn the light off. I can't fall asleep.	He went out in spite of the rain.	False	True	0.83218193	490	490, 649, 949	0.3333333333333333	949
13	Họ tố cáo anh ấy có mặt trong lớp để gấy náo động.	They accused him of being in the classroom in order to cause trouble.	They accused him of being in the classroom in order to cause trouble.	True	True	0.76203966	931	931, 482, 89	1.0	931
14	Hôm qua tôi đã đọc sách.	I lived for years and years.	Yesterday, I read a book.	False	True	0.83892655	945	945, 689, 845	0.5	689
15	Chúng tôi thấy ngồi nhà rung lắc.	We felt the house shake.	We felt the house shake.	True	True	0.8531325	711	711, 945, 278	1.0	711
16	Làm sao để tìm thức ăn ngoài vũ trụ?	How do you find food in outer space?	How do you find food in outer space?	True	True	0.6202332	196	196, 282, 582	1.0	196
17	Chúng tôi bơi trong hồ.	We live in the country during the summer.	We swam in the lake.	False	False	0.8752599	900	900, 920, 557	0	441
18	Tôi phải làm việc vào tuần này.	I have to work this weekend.	I have to work this weekend.	True	True	0.54968834	463	463, 729, 653	1.0	463
19	London nằm trong số những thành phố lớn nhất thế giới.	London is among the largest cities in the world.	London is among the largest cities in the world.	True	True	0.31611562	168	168, 428, 169	1.0	168
20	Tôi xin hứa tôi sẽ không làm vậy nữa.	I promise I won't do that again.	I promise I won't do that again.	True	True	0.68654	811	811, 995, 921	1.0	811
21	Tôi cảm thấy dễ chịu hơn nhiều.	I'm feeling much better.	I'm feeling much better.	True	True	0.7800802	547	547, 254, 237	1.0	547
22	Tôi rất mơ ước được nhìn thấy Paris.	I would like to go to Austria in order to study music.	I'm dying to see Paris.	False	True	0.87207484	868	868, 352, 557	0.5	352
23	Không có gì cứng bằng kim cương.	Wine is not harmful in itself.	Nothing is as hard as a diamond.	False	False	0.969035	161	161, 120, 192	0	259
24	Rượu bản thân nó không có hại.	Wine is not harmful in itself.	Wine is not harmful in itself.	True	True	0.8155991	161	161, 950, 966	1.0	161
25	Muối là nguyên liệu nhất thiết phải có để nấu nướng.	Salt is an indispensable ingredient for cooking.	Salt is an indispensable ingredient for cooking.	True	True	0.8254938	754	754, 63, 502	1.0	754
26	Tôi định sẽ nói với anh sự thật	It’s my pleasure to come to VNU.	I'll tell you the truth.	False	False	0.8924252	789	789, 354, 329	0	62
27	Số tiền này ít hơn số bọn mình muốn.	This is much less money than we expected.	This is much less money than we expected.	True	True	0.6717684	124	124, 642, 679	1.0	124
28	Tôi ở Osaka	I stay in Osaka.	I stay in Osaka.	True	True	0.7544836	249	249, 716, 213	1.0	249
29	Trường của chúng tôi ở trong làng này.	We live in the country during the summer.	Our school is in this village.	False	False	0.85739326	900	900, 716, 945	0	856
30	Nước Bra-xin có rất nhiều thành phố lớn.	There are a lot of big cities in Brazil.	There are a lot of big cities in Brazil.	True	True	0.6984694	453	453, 272, 168	1.0	453
31	Tôi hoàn toàn không hiểu bạn.	No one believed me at first.	I don't quite follow you.	False	False	0.6307547	136	136, 381, 995	0	904
32	Tôi không sao nhớ nổi Timothy trông như thế nào, nhưng tôi tin chắc là tôi sẽ nhận ra anh ấy ngay.	I can't remember what Timothy looks like, but I'm sure I'll know him by sight.	I can't remember what Timothy looks like, but I'm sure I'll know him by sight.	True	True	0.7502773	734	734, 878, 785	1.0	734
33	Giữ được bình tĩnh khi có chuyện khẩn cấp là rất quan trọng.	Health is essential to happiness.	It's very important to keep your head if there's an emergency.	False	False	0.963626	805	805, 208, 640	0	730
34	Hãy chắc là bạn tới đón tôi lúc năm giờ nha!	It’s my pleasure to come to VNU.	Make sure that you pick me up at five, please.	False	False	0.9069843	789	789, 932, 762	0	633
35	Nó khá nóng đấy.	This is difficult.	It's kind of hot.	False	False	0.88960314	404	404, 126, 400	0	189
36	Tia tử ngoại và tia hồng ngoại là loại ánh sáng mắt người không nhìn thấy được.	Infrared and ultra-violet rays are types of light invisible to the human eye.	Infrared and ultra-violet rays are types of light invisible to the human eye.	True	True	0.66442835	558	558, 469, 301	1.0	558
37	Tớ biết con người cô ấy thế nào.	You must not invade the privacy of others.	I know her personally.	False	False	0.8595333	446	446, 863, 679	0	132
38	Trước tiên, tôi muốn bạn đi với tôi đến chỗ đang bán hàng giảm giá ở trung tâm mua sắm.	Tom wanted me to tell you to buy a couple of loaves of bread on your way home.	First off, I'd like you to come with me to a department store sale.	False	False	0.8769251	268	268, 923, 767	0	346
39	"Tôi hỏi ""tên mày là gì?""."	"""What's your name?"" I asked."	"""What's your name?"" I asked."	True	True	0.9554037	310	310, 844, 564	1.0	310
40	Tom hiếm khi phàn nàn về bất cứ thứ gì.	Tom wants to swim.	Tom hardly ever complains about anything.	False	True	0.81464136	145	145, 113, 66	0.5	113
41	Tôi đang viết một cuốn sách.	I'm writing a book.	I'm writing a book.	True	True	0.800761	584	584, 689, 918	1.0	584
42	Thật là một buổi chiều thú vị.	It was a very pleasant afternoon.	It was a very pleasant afternoon.	True	True	0.93248415	212	212, 789, 951	1.0	212
43	Đất nước của chúng tôi đang trong thời kỳ khủng hoảng.	Our country is in a crisis.	Our country is in a crisis.	True	True	0.59613466	152	152, 778, 519	1.0	152
44	Nơi nào đẹp nhất thế giới?	What is the most beautiful place in the world?	What is the most beautiful place in the world?	True	True	0.65363884	505	505, 535, 282	1.0	505
45	Tôi mừng khi thấy gần đây sếp rất khỏe mạnh.	It’s my pleasure to come to VNU.	I'm glad to say that the boss has been very well lately.	False	False	0.86570644	789	789, 970, 238	0	334
46	Mọi người ngắm sao khi trời tối hơn nữa.	When it is darkest, men see the stars.	When it is darkest, men see the stars.	True	True	0.8060672	649	649, 679, 819	1.0	649
47	Tại lễ hội, mọi người đều ăn mặc đẹp.	At the party, everybody was well-dressed.	At the party, everybody was well-dressed.	True	True	0.8478254	17	17, 176, 471	1.0	17
48	Tôi từng tận mắt thấy nó.	No one believed me at first.	I've seen it myself.	False	False	0.82680094	136	136, 301, 995	0	130
49	Rốt cuộc cậu là ai vậy?	Who are you, anyway?	Who are you, anyway?	True	True	0.7877495	606	606, 535, 282	1.0	606
50	Cái bàn này nặng quá.	This table is heavy.	This table is heavy.	True	True	0.9145348	610	610, 143, 404	1.0	610
51	Khi mẹ nó đi vắng, nó trông chừng em.	Culture is like jam: the less one has, the more one spreads it.	In the absence of her mother, she looks after her sister.	False	False	0.87877536	679	679, 56, 649	0	333
52	Anh sẽ không bị muộn, có phải không?	Can you sing us a song?	You won't be late, will you?	False	False	0.98809206	366	366, 642, 917	0	7
53	Hãy tìm một bàn ở gần cuối.	Let's pick flowers from the garden.	Let's sit at one of the tables near the back.	False	True	0.94089544	873	873, 200, 368	0.3333333333333333	368
54	Anh ấy sẽ là một người chồng tốt.	He will be a good husband.	He will be a good husband.	True	True	0.7130134	570	570, 798, 354	1.0	570
55	Vâng, anh ta có thể chạy 100 mét trong vòng 12 giây.	Yes. He can run 100 meters within twelve seconds.	Yes. He can run 100 meters within twelve seconds.	True	True	0.6489788	119	119, 878, 321	1.0	119
56	Ấy có dùng hãng American Express không?	Do you take American Express?	Do you take American Express?	True	True	0.93151855	832	832, 564, 156	1.0	832
57	Ông Long và ông Smith đã nói chuyện với nhau.	Mr Long and Mr Smith spoke to each other.	Mr Long and Mr Smith spoke to each other.	True	True	0.7417917	175	175, 441, 753	1.0	175
58	Theo ý tôi, đá banh là môn thể thao tuyệt vời.	In my opinion, soccer is a great sport.	In my opinion, soccer is a great sport.	True	True	0.7858577	492	492, 679, 878	1.0	492
59	Đúng là bà ấy đã qua đời.	On his return he found her daughter asleep.	It's true that she's dead.	False	False	0.9434484	299	299, 639, 789	0	209
60	Bill luôn luôn lương thiện.	Bill is honest all the time.	Bill is honest all the time.	True	True	0.6793339	534	534, 55, 764	1.0	534
61	Chỉ có sự thật là tốt đẹp.	Nothing is beautiful but the truth.	Nothing is beautiful but the truth.	True	True	0.70596886	837	837, 574, 859	1.0	837
62	Sự tài trợ của bà ấy là cần thiết cho dự án của chúng ta.	Your assistance is indispensable for us.	Her financial support is indispensable to this project of ours.	False	True	0.69063306	809	809, 591, 640	0.5	591
63	Tom cần tìm kiếm sự giúp đỡ.	Tom needs to seek help.	Tom needs to seek help.	True	True	0.54005265	270	270, 145, 698	1.0	270
64	Japan không to bằng Canada.	Japan is not as big as Canada.	Japan is not as large as Canada.	False	True	0.68677163	717	717, 718, 487	0.5	718
65	Tôi bị dính vào cuộc tranh cãi của người khác.	No one believed me at first.	I got involved in other people's quarrel.	False	False	0.8390199	136	136, 501, 446	0	687
66	Cô ấy không thể nhịn được cười.	He can't sing well.	She couldn't hold back her laughter.	False	True	0.9150374	697	697, 733, 420	0.3333333333333333	420
67	Mẹ hy vọng rằng phòng học của con có điều hòa không khí.	He worked hard in order that his family might live in comfort.	I hope that your classroom had air conditioning.	False	True	0.98112774	144	144, 833, 988	0.3333333333333333	988
68	Nhờ vào máy bay mà con người có thể di chuyển giữa các nơi xa xôi.	Airplanes enable people to travel great distances rapidly.	Airplanes enable people to travel great distances rapidly.	True	True	0.8834537	669	669, 301, 179	1.0	669
69	Bạn ước điều gì vậy?	How much money is left?	What do you wish for?	False	False	0.7853732	282	282, 31, 197	0	962
70	Bạn trông tái nhợt.	It’s my pleasure to come to VNU.	You look pale.	False	False	0.94334745	789	789, 639, 679	0	126
71	Tôi đã ở Boston trước khi tôi trở lại Nhật Bản.	I had stayed in Boston before I returned to Japan.	I had stayed in Boston before I returned to Japan.	True	True	0.6568687	45	45, 900, 945	1.0	45
72	Tôi thực sự phải đi.	I want to go home.	I really have to go.	False	False	0.6274229	920	920, 601, 292	0	542
73	Tom rất đẹp trai.	Tom is very handsome.	Tom is very handsome.	True	True	0.5898566	416	416, 707, 145	1.0	416
74	Do mưa to, chúng tôi đến trường quá muộn.	I lived for years and years.	We were late for school because it rained heavily.	False	False	0.845083	945	945, 711, 900	0	802
75	Tôi thích đi du lịch.	I like to travel.	I like to travel.	True	True	0.6441617	557	557, 885, 900	1.0	557
76	Tớ không muốn xử lý việc đó bây giờ.	You must not invade the privacy of others.	I don't want to have to deal with it right now.	False	False	0.8067508	446	446, 621, 501	0	81
77	Khi đèn tín hiểu chuyển sang màu vàng, chúng ta dừng lại.	Culture is like jam: the less one has, the more one spreads it.	When the traffic light is yellow, we stop.	False	False	0.8734884	679	679, 794, 574	0	622
78	Đi theo người đó.	Culture is like jam: the less one has, the more one spreads it.	Follow that person.	False	True	0.91891813	679	679, 51, 452	0.5	51
79	Hai vị thủ tướng không có điểm chung nào cả.	The two premiers had nothing in common.	The two premiers had nothing in common.	True	True	0.91709065	279	279, 304, 779	1.0	279
80	Tôi lúc nào cũng ăn ngoài hàng, nhưng tôi thích đồ ăn nhà làm hơn.	I'm always eating in restaurants, but I prefer homemade foods.	I'm always eating in restaurants, but I prefer homemade foods.	True	True	0.73592937	141	141, 885, 406	1.0	141
81	Cả hai đều rất dễ thương.	Both of them are very cute.	Both of them are very cute.	True	True	0.84590757	625	625, 135, 751	1.0	625
82	Chúng tôi không phải là những người duy nhất tin rằng cậu ta không có tội.	We are not the only ones to believe that he is not guilty.	We are not the only ones to believe that he is not guilty.	True	True	0.76880157	382	382, 305, 878	1.0	382
83	Tôi thích bận rộn.	You may eat anything so long as you don't eat too much.	I like being busy.	False	False	0.8831861	642	642, 254, 174	0	418
84	Cô Roland, cô nghĩ gì về vấn đề này?	Ms. Roland, what do you think about this problem?	Ms. Roland, what do you think about this problem?	True	True	0.6269233	202	202, 197, 24	1.0	202
85	Robot có thể hoạt động trong điều kiện nguy hiểm.	Robots can withstand dangerous conditions.	Robots can withstand dangerous conditions.	True	True	0.59483886	179	179, 669, 271	1.0	179
86	Họ không thích tôi.	They don't like me.	They don't like me.	True	True	0.6504513	407	407, 288, 566	1.0	407
87	Bạn thật tốt khi giúp tôi làm bài tập về nhà.	It is very nice of you to help me with my homework.	It is very nice of you to help me with my homework.	True	True	0.76227176	970	970, 900, 845	1.0	970
88	Loài người chỉ sống trong hòa bình tổng cộng 268 năm trong 3,400 nghìn năm trở lại đây thôi, tức là khoảng 8%.	Of the past 3,400 years, humans have been entirely at peace for 268 of them, or just 8 percent of recorded history.	Of the past 3,400 years, humans have been entirely at peace for 268 of them, or just 8 percent of recorded history.	True	True	0.69413996	485	485, 953, 975	1.0	485
89	Bạn đã sẵn sàng bắt đầu chưa?	What's preventing this from happening?	Are you ready to start?	False	False	0.9678812	353	353, 282, 246	0	865
90	Chúng ta hãy tiếp tục dịch sang tiếng Đức nào.	I will try to translate more sentences into German.	I will try to translate more sentences into German.	True	True	0.6622397	586	586, 30, 910	1.0	586
91	Cậu mang theo nhiều tiền chứ?	How much money is left?	Do you have a lot of money with you?	False	False	0.82519746	282	282, 97, 917	0	37
92	Bill làm công việc bán xe.	Bill's work is selling cars.	Bill's work is selling cars.	True	True	0.5450022	528	528, 55, 228	1.0	528
93	Tom đã không mời tôi.	Tom didn't invite me.	Tom didn't invite me.	True	True	0.6841588	248	248, 93, 383	1.0	248
94	Các sinh viên đã đứng chờ xe buýt.	Some students were sitting on the bench and having lunch.	The students stood waiting for a bus.	False	True	0.7639853	471	471, 628, 777	0.5	628
95	Đừng quên hỏi thăm vợ của ông Long khi mày gặp ổng.	It’s my pleasure to come to VNU.	Don't forget to ask after Mr Long's wife when you see him.	False	True	1.0073597	789	789, 183, 403	0.5	183
96	London chẳng còn là thành phố sương mù nữa.	London is no longer a city of fog.	London is no longer a city of fog.	True	True	0.7471144	170	170, 831, 199	1.0	170
97	Lâu rồi Tom không gặp lại Mary.	Tom just wants to be with Mary.	Tom hasn't seen Mary in a while.	False	True	0.77596545	224	224, 908, 153	0.3333333333333333	153
98	Tối nay bạn muốn làm gì?	What should I do in the meantime?	What do you want to do tonight?	False	False	0.72040296	540	540, 282, 366	0	576
99	Có rất nhiều lý do để giải thích vì sao một căn nhà bị bỏ trống.	There are various reasons why a house may be left vacant.	There are various reasons why a house may be left vacant.	True	True	0.80012083	935	935, 315, 390	1.0	935
100	Tất cả những điều anh nói đều đúng.	All that you say is perfectly correct.	All that you say is perfectly correct.	True	True	0.74194574	574	574, 95, 875	1.0	574
101	Cô ta luôn đứng về bên yếu.	He feels powerless about his own life.	She always sides with the weak.	False	False	0.8444176	733	733, 61, 348	0	972
102	Mười người bị nhét vào một căn phòng nhỏ.	Ten people were packed into the small room.	Ten people were packed into the small room.	True	True	0.9826863	448	448, 931, 471	1.0	448
103	Thái độ thách đố của anh ta khiến thủ trưởng tức giận.	It is his defiant attitude that made the chief angry.	It is his defiant attitude that made the chief angry.	True	True	1.0266675	552	552, 789, 79	1.0	552
104	Anh ta ngồi lên giường.	He was sitting on the floor.	He was sitting on the floor.	True	True	0.84534574	676	676, 652, 6	1.0	676
105	Trời mưa rất nhiều trong tháng này.	It's raining heavily.	We've had a lot of rain this month.	False	False	0.7245064	40	40, 32, 957	0	362
106	Tom chỉ muốn sống cùng với Mary	Tom wants to swim.	Tom just wants to be with Mary.	False	True	0.8806777	145	145, 224, 270	0.5	224
107	Tom không có ô tô. Anh ta sử dụng xe của Mary.	Tom doesn't have a car. He just uses Mary's.	Tom doesn't have a car. He just uses Mary's.	True	True	0.7072456	395	395, 145, 153	1.0	395
108	Bạn nên đi kiểm tra mắt đi.	The light is too dim for me to read easily.	You should get your eyes checked.	False	False	0.95151484	301	301, 19, 200	0	643
109	Bà ấy gửi tới tòa soạn một rao vặt tìm một người giúp việc nhà.	The girl who works at the bakery is cute.	She put an advertisement for a domestic help in the paper.	False	False	0.92985284	482	482, 879, 66	0	444
110	Anh ta nghỉ học lúc học năm nhất đại học.	Some students were sitting on the bench and having lunch.	He dropped out of college in the first year.	False	False	0.83546567	471	471, 770, 554	0	121
111	Cậu có nghĩ Tom thực sự thích việc đó không?	Do you think Tom really enjoys doing that?	Do you think Tom really enjoys doing that?	True	True	0.6280544	365	365, 142, 191	1.0	365
112	Không có lời giải thích nào cho việc xảy đến với Tom.	There's no explanation for what happened to Tom.	There's no explanation for what happened to Tom.	True	True	0.6738925	475	475, 712, 721	1.0	475
113	Tôm bị đau.	He worked hard for fear that he should fail.	Tom was in pain.	False	False	1.0374556	895	895, 483, 135	0	243
114	Tác giả đó là người Nga.	This writer is Russian.	This writer is Russian.	True	True	0.7937696	274	274, 348, 492	1.0	274
115	Thành phố Rome đáng để viếng thăm.	You should visit Kyoto, which is famous for its old temples and shrines.	Rome is worthy of a visit.	False	True	0.94732237	272	272, 199, 459	0.5	199
116	Tôi bị bụi vào mắt.	My toes are freezing.	Dust got into one of my eyes.	False	False	1.0044818	355	355, 513, 639	0	979
117	Bạn thích loại rượu vang rẻ tiền nào?	Where do you buy clothes?	What's your favorite cheap wine?	False	False	0.80203164	97	97, 351, 156	0	59
118	Tôi tưởng cậu ở phố Park cơ.	Tom wants to eat here tonight.	I thought you lived on Park Street.	False	True	0.9679252	66	66, 701, 52	0.3333333333333333	52
119	Bạn có thể giúp tôi rửa bát đĩa?	Can you help me with the washing up?	Can you help me with the washing up?	True	True	0.7897749	24	24, 626, 137	1.0	24
120	Toudaiji lớn nhất trong hai ngồi đền.	Toudaiji is the bigger of the two temples.	Toudaiji is the bigger of the two temples.	True	True	0.64617515	614	614, 272, 328	1.0	614
121	Nỗi lo lắng của ông ấy như thế nên ông ấy hầu như không thể nào ngủ được.	His anxiety was such that he could hardly sleep.	His anxiety was such that he could hardly sleep.	True	True	0.7816365	630	630, 945, 490	1.0	630
122	Đâu là bức vẽ ưng ý nhất của ấy?	Which of these do you consider your best painting?	Which of these do you consider your best painting?	True	True	0.81083035	350	350, 205, 788	1.0	350
123	Tôi có thể giết cậu nhưng tôi đã không làm vậy.	I could have killed you, but I didn't.	I could have killed you, but I didn't.	True	True	0.7574303	257	257, 86, 878	1.0	257
124	Chiếc xe lửa này luôn luôn đúng giờ.	The train is always on time.	The train is always on time.	True	True	0.79155564	493	493, 716, 789	1.0	493
125	Nhà ở Nhật nhỏ.	Japanese houses are small.	Japanese houses are small.	True	True	0.9525566	589	589, 945, 401	1.0	589
126	"""Tại sao?"". Cô con gái hỏi với một chút bực dọc."	"""Why?"" asked the daughter, a trifle irritated."	"""Why?"" asked the daughter, a trifle irritated."	True	True	0.8199022	952	952, 310, 878	1.0	952
127	Bạn ấy đã giúp tôi làm bài tập về nhà.	It is very nice of you to help me with my homework.	He helped me do my homework.	False	True	0.8573772	970	970, 845, 900	0.5	845
128	Mình không muốn đi làm.	I like to travel.	I don't wanna go to work.	False	False	0.8156663	557	557, 920, 288	0	690
129	Mùa đông nào gia đình tôi cũng đi trượt tuyết.	My family goes skiing every winter.	My family goes skiing every winter.	True	True	0.71984994	477	477, 900, 362	1.0	477
130	Câu nói đó trong ngôn ngữ của bạn rất dễ để nghe thấy nó tự nhiên, và cũng rất dễ để nó trở nên không tự nhiên đối với ngôn không phải là ngôn ngữ mẹ đẻ của bạn.	It's very easy to sound natural in your own native language, and very easy to sound unnatural in your non-native language.	It's very easy to sound natural in your own native language, and very easy to sound unnatural in your non-native language.	True	True	0.69482994	321	321, 878, 301	1.0	321
131	Anh ta kiếm được nhiều tiền hơn mức có thể tiêu hết	This is much less money than we expected.	She earns more than she spends.	False	False	0.97612786	124	124, 679, 208	0	67
132	Giáo viên cho chị ấy nhiều thông tin về trường đại học.	The teacher gave her much information about the university.	The teacher gave her much information about the university.	True	True	0.88405085	512	512, 689, 615	1.0	512
133	Còn lại bao nhiêu tiền?	How much money is left?	How much money is left?	True	True	0.78950846	282	282, 564, 197	1.0	282
134	Anh ta gửi tiền ngân hàng hàng tháng.	He puts aside some money every month.	He puts aside some money every month.	True	True	1.067812	678	678, 217, 109	1.0	678
135	Đọc đối vời tinh thần cũng như thức ăn đối với cơ thể.	Health is essential to happiness.	Reading is to the mind as food is to the body.	False	True	0.91894436	805	805, 640, 26	0.3333333333333333	26
136	Ông ấy sống trong một ngôi làng nhỏ ở đảo Kyushu.	He lives in a small village in Kyushu.	He lives in a small village in Kyushu.	True	True	0.5247735	21	21, 238, 900	1.0	21
137	Bạn có muốn chơi với chúng tôi không?	Would you like to play with us?	Would you like to play with us?	True	True	0.74416995	247	247, 197, 366	1.0	247
138	Cô ấy dành qua nhiều thời gian xem TV.	She's spending too much time watching TV.	She's spending too much time watching TV.	True	True	0.82088554	260	260, 145, 380	1.0	260
139	Anh ta hết năng lượng rồi.	You may eat anything so long as you don't eat too much.	He has run out of energy.	False	False	0.8215997	642	642, 120, 755	0	965
140	Súp có mùi tỏi.	The soup tastes of garlic.	The soup tastes of garlic.	True	True	0.7700641	63	63, 950, 583	1.0	63
141	Hãy hưởng thụ đi.	He is not my father, he is my uncle.	Just enjoy it.	False	False	0.98550427	305	305, 455, 679	0	237
142	Họ sống trong thị trấn này.	They live in this town.	They live in this town.	True	True	0.5587795	401	401, 589, 900	1.0	401
143	Anh ta chả là gì cả.	Nobody does it better.	He is nothing.	False	False	0.8968029	36	36, 679, 305	0	147
144	Con mèo chạy sau con chuột.	When the cat is away, the mice will play.	The cat ran after the rat.	False	False	1.0212654	709	709, 66, 679	0	160
145	Làm sao bạn luôn đạt điểm tốt như vậy ở trường chứ? Thậm chí tôi chưa bao giờ nhìn thấy bạn mở sách ra đọc.	No matter how much you try to convince people that chocolate is vanilla, it'll still be chocolate, even though you may manage to convince yourself and a few others that it's vanilla.	How do you always get such good marks in school? I never see you even crack a book.	False	True	0.92354274	878	878, 784, 301	0.5	784
146	Cô ấy rất quý bông hoa đó.	It’s my pleasure to come to VNU.	She has been cherishing that flower.	False	False	1.0125687	789	789, 524, 66	0	668
147	Dự báo thời tiết đã nói rằng chiều nay trời sẽ mưa, nhưng nó không xảy ra.	The weather forecast said that it would rain this afternoon, but it didn't.	The weather forecast said that it would rain this afternoon, but it didn't.	True	True	0.7417673	419	419, 32, 649	1.0	419
148	Chúng ta hãy đi ra biển đi. Tôi được nghỉ làm trong 6 ngày tới.	Let's go to the beach. I got time off from work for the next 6 days.	Let's go to the beach. I got time off from work for the next 6 days.	True	True	0.79381526	729	729, 463, 900	1.0	729
149	Tôi biết viết các chương trình Visual Basic.	I can write programs in Visual Basic.	I can write programs in Visual Basic.	True	True	0.62704897	991	991, 918, 586	1.0	991
150	Nhân vật phản diện mà bạn ưa thích trong điện ảnh là ai?	Who's your favorite movie villain?	Who's your favorite movie villain?	True	True	0.7199625	844	844, 197, 205	1.0	844
151	Anh ấy có hai con chó.	Tom wants to eat here tonight.	He has two dogs.	False	False	0.83535624	66	66, 145, 238	0	290
152	Tom còn chưa đáp ứng với thực tế.	Tom needs to seek help.	Tom hasn't got used to the reality yet.	False	True	0.8984988	270	270, 712, 145	0.5	712
153	Tôi đã gặp Tom ở trên đường.	I met Tom on the way.	I met Tom on the way.	True	True	0.6884415	722	722, 923, 916	1.0	722
154	Một trận động đất lớn đã xảy ra khi tôi mới chỉ mười tuổi.	When the big earthquake happened, I was only ten.	When the big earthquake happened, I was only ten.	True	True	0.6664293	226	226, 918, 743	1.0	226
155	Một người bạn đã kể cho tôi nghe câu chuyện đó.	A friend told me that story.	A friend told me that story.	True	True	0.8113637	451	451, 689, 268	1.0	451
156	Tôi không thể chịu đựng tiếng ồn này thêm nữa	You may eat anything so long as you don't eat too much.	I cannot put up with this noise.	False	True	0.87359667	642	642, 755, 65	0.3333333333333333	65
157	Đợi tao với!	Come and see!	Wait for me!	False	False	0.74998343	182	182, 976, 424	0	967
158	Đây không phải cốc trà của tôi.	No one believed me at first.	This is not my cup of tea.	False	False	0.808566	136	136, 969, 288	0	662
159	Thằng nhóc thực sự là một đứa trẻ thông minh.	John is good at maths.	He is a very smart boy.	False	False	0.92547464	545	545, 789, 270	0	701
160	Tôi không nghĩ là sẽ có mưa, nhưng cứ cầm theo ô cho chắc.	I don't think it'll rain, but I'll take an umbrella with me, just in case.	I don't think it'll rain, but I'll take an umbrella with me, just in case.	True	True	0.7782488	513	513, 646, 693	1.0	513
161	Tình yêu phải có cánh để bay khỏi tình yêu, và lại bay trở lại.	Love must have wings to fly away from love, and to fly back again.	Love must have wings to fly away from love, and to fly back again.	True	True	0.59339833	704	704, 750, 490	1.0	704
162	Anh ấy tới chưa?	Has he arrived?	Has he arrived?	True	True	0.9154768	706	706, 564, 205	1.0	706
163	Cuộc tranh luận sẽ diễn ra tối nay.	The debate will happen tonight.	The debate will happen tonight.	True	True	0.55255854	598	598, 994, 175	1.0	598
164	Loại con trai gì thế không biết !	What a kind boy he is!	What a kind boy he is!	True	True	0.86092794	932	932, 624, 282	1.0	932
165	Bà ấy mua sách trong cứa hàng.	She bought a book at the shop.	She bought a book at the shop.	True	True	0.969594	879	879, 66, 482	1.0	879
166	Con chó của cậu đâu rồi?	Why do rabbits have long ears?	Where's your dog?	False	False	0.8968617	489	489, 58, 197	0	252
167	Trọng âm của từ ở âm tiết thứ hai.	The accent of the word is on the second syllable.	The accent of the word is on the second syllable.	True	True	0.74261296	99	99, 789, 551	1.0	99
168	Cậu bỏ lỡ nó phải không?	Why did Bill tear the letter into pieces?	You miss it, don't you?	False	False	0.8671602	626	626, 282, 156	0	371
169	Mắt tôi đẫm nước.	You're the last hope for humanity.	My eyes are watery.	False	False	0.87499654	519	519, 789, 18	0	529
170	Bạn có thể ăn gì cũng được, miễn là đừng ăn quá nhiều.	You may eat anything so long as you don't eat too much.	You may eat anything so long as you don't eat too much.	True	True	0.7074261	642	642, 120, 406	1.0	642
171	Chris, bạn bị ướt hết rồi kìa!	Chris, you're completely wet!	Chris, you're completely wet!	True	True	0.7559035	744	744, 424, 624	1.0	744
172	Hàng năm có một số lượng lớn thanh niên nhập học đại học trên khắp nước Mỹ.	Throughout the United State large numbers of young people enter college every year.	Throughout the United State large numbers of young people enter college every year.	True	True	0.58289075	313	313, 459, 428	1.0	313
