	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
17	ስሜ ቁዘይ አይደለም።	Unknown	My name is not Kuzey.	False	False	1.3124018	287	287, 418, 549	0	129
18	Home > ምርቶች > የተናጋሪ ሣጥን > የፕላስቲክ ድምጽ ማጉያ ሣጥን > 4 ኢንች የፕላስቲክ ዴስክቶፕ ድምጽ ማጉያ ሣጥን ፡፡ 	Could not open the file “%s” using the “%s” character encoding.	"Home > Products > Speaker Box > Plastic Speaker Box > 4"" plastic desktop speaker box"	False	False	1.2631409	840	840, 732, 300	0	353
19	5 ሰባኛው “ሳምንት” ለአይሁዳውያን ልዩ ሞገስ የተደረጉባቸው ሰባት ዓመታት ነበሩ። ይህ “ሳምንት” ከ29 እዘአ ይጀምርና ኢየሱስ የተጠመቀበትንና ያገለገለበትን ወቅት፣ በ33 እዘአ “በሳምንቱ አጋማሽ” የተፈጸመውን መሥዋዕታዊ ሞቱን እንዲሁም እስከ 36 እዘአ ያለውን ሌላ “የሳምንት አጋማሽ” ይጨምራል። በዚህ “ሳምንት” የኢየሱስ ቅቡዓን ደቀ መዛሙርት የመሆን አጋጣሚ የተከፈተላቸው ፈሪሃ አምላክ ላላቸው አይሁዳውያንና ወደ አይሁድ እምነት ለተለወጡ ሰዎች ብቻ ነበር። ከዚያም በ70 እዘአ በቲቶ የሚመራው የሮም ሠራዊት ከሃዲውን የአይሁድ ሥርዓት አጠፋ። ይህ ጊዜ በቅድሚያ አልታወቀም ነበር።​— ዳንኤል 9:​26, 27 አዓት	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	5 The 70th “week” was to be seven years of special favor extended to the Jews. Starting in 29 C.E., it included Jesus’ baptism and ministry, his sacrificial death “at the half of the week” in 33 C.E., and another ‘half week’ until 36 C.E. During this “week,” the opportunity to become Jesus’ anointed disciples was extended exclusively to God-fearing Jews and Jewish proselytes. Then in 70 C.E., a date not known in advance, the Roman legions under Titus exterminated the apostate Jewish system.​—Daniel 9:26, 27. 6.	False	True	1.0922134	750	750, 673, 950	0.3333333333333333	950
20	ይህ ( ጌታ ) ሙታንን ሕያው በማድረግ ላይ ቻይ አይደለምን ?	If someone asks: “Doesn’t your view of homosexuality encourage prejudice against gays?” You might reply: “Not at all.	Has not He , ( the same ) , the power to give life to the dead ?	False	False	1.2765851	732	732, 253, 4	0	805
21	ባላቅም። በዚያ ሆነህ ታያቸው ዘንድ፥ እባክህ፥ ከእኔ ጋር ወደ ሌላ ቦታ ና ዳርቻቸውንም ብቻ ታያለህ፥ ሁሉን ግን አታይም፤ በዚያም ሆነህ እነርሱን ርገምልኝ አለው።	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	"Balak said to him, ""Please come with me to another place, where you may see them; you shall see but the utmost part of them, and shall not see them all: and curse me them from there."""	False	False	1.2054691	750	750, 309, 476	0	791
22	38% የቤተሰባቸው መለያየት 33%	38% Their family won’t stay together 33%	38% Their family won’t stay together 33%	True	True	1.1321288	467	467, 152, 840	1.0	467
23	Rick Shiomi named 2015 McKnight ልዩ ባሕርይ ያለው አርቲስት, የበጎ አድራጎት ዜና አጭር መግለጫ 	Rick Shiomi Named 2015 McKnight Distinguished Artist, Philanthropy News Digest	Rick Shiomi Named 2015 McKnight Distinguished Artist, Philanthropy News Digest	True	True	1.2558886	868	868, 589, 750	1.0	868
24	ቪኬን - ፊል 	Level completed.	Viksen - watch	False	False	1.2949623	387	387, 831, 287	0	645
25	14. አብርሃም እንግዶችን ማስተናገድ ምን ዓይነት መሥዋዕትነትና ጥረት ጠይቆበታል?	“Don’t forget your briefcase” is for her a statement of caring, making sure he has what he needs. It reminds him of his mother calling out the door after him, “Did you take your mittens?” A weary wife may gently say, “Do you want to eat out tonight?” really meaning, “Won’t you take me out to dinner? I’m too tired to cook.” But her devoted husband may seize the moment to praise her cooking and swear that he prefers it to any other. Or he may feel, ‘She’s trying to manipulate me!’ Meanwhile, a wife may resentfully say to herself, ‘Why should I have to ask?’	14. What effort and sacrifice were involved in Abraham’s showing hospitality to the strangers? 14 The rest of the account shows that Abraham’s feelings were genuine.	False	False	1.2580068	980	980, 169, 732	0	712
26	አልተገኘም	Level completed.	Contact List	False	False	1.1840997	387	387, 332, 429	0	482
27	2013 MV Agusta F3 የመጀመሪያ ጉዞ አቀፍ sportbike የሽያጭ slump ፊት ላይ, ቡቲክ የጣሊያን ሞተርሳይክል ብራንድ mV Agusta ወደ ከመቀጠል middleweight supersport ለማደስ መንደፍ ነው ... 	2013 MV Agusta F3 First Ride In the face of the global sportbike sales slump, boutique Italian motorcycle brand MV Agusta is aiming to revitalize the stagnant middleweight supersport ...	2013 MV Agusta F3 First Ride In the face of the global sportbike sales slump, boutique Italian motorcycle brand MV Agusta is aiming to revitalize the stagnant middleweight supersport ...	True	True	0.9683647	720	720, 622, 838	1.0	720
28	ከፍተኛ ቮልቴጅ Multilayer የሴራሚክ Capacitors (40) 	High Voltage Multilayer Ceramic Capacitors (40)	High Voltage Multilayer Ceramic Capacitors (40)	True	True	0.7932019	521	521, 238, 930	1.0	521
29	የምትሄደው በተሳሳተ አቅጣጫ ነው።	Unknown	You're going the wrong direction.	False	False	1.3518325	287	287, 324, 469	0	182
30	በሽታ ፈጽሞ የማይኖርበት ጊዜ! (ጥር 2007) አንዳንድ ሰዎች “ውጤት ለሌላቸው፣ አልፎ ተርፎም ጎጂ ለሆኑ ሕክምናዎችና መድኃኒቶች ሲሉ ገንዘባቸውን ብሎም ጊዜያቸውን ያባክናሉ” በማለት የገለጻችሁት ሐሳብ አማራጭ የሕክምና ዓይነቶችን አስመልክቶ የተናገራችሁት ይመስላል። ይህን እንድል ያደረገኝ መጽሔቱ ከእነዚህ የሕክምና ዓይነቶች መካከል የአንዳንዶቹን ውጤታማነትና አስተማማኝነት አስመልክቶ ጥያቄዎችን ማንሳቱ ነው። ንቁ! ይህን ሐሳብ ያሰፈረው ዘመናዊ ሕክምና ይበልጥ አስተማማኝና ውጤታማ ስለሆነ በዚያ መጠቀምን ለማበረታታት ነው? የዩናይትድ ስቴትስ ጠቅላላ የኦዲት ቢሮ እንዳለው ከሆነ ከአስተማማኝነትም ሆነ ከውጤታማነት አኳያ ዘመናዊ ሕክምና የተሻለ አለመሆኑን ለማመን የሚያስችሉ በርካታ ምክንያቶች አሉ።	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	(January 2007) When you state that some people “waste money and time on treatments and remedies that are ineffective or even harmful,” it seems the inference is to alternative forms of medicine, since the article raised questions as to effectiveness and safety issues of some alternative treatments. Is this meant to say that Awake! is endorsing conventional medicine as safer and more effective?	False	False	1.1585969	750	750, 309, 980	0	400
31	ሐቁን አላውቅም።	Unknown	I don't know the truth.	False	False	1.2939796	287	287, 429, 330	0	46
32	የ 10 ቀን የቫለንታይን ቀን ገበያ ትር PRት በ PRO LOCO VILLA VICENTINA 	10:00 Exhibition of the Valentine's Day market by PRO LOCO VILLA VICENTINA	10:00 Exhibition of the Valentine's Day market by PRO LOCO VILLA VICENTINA	True	True	0.96507	212	212, 811, 266	1.0	212
33	በዚህ ሆቴል ውስጥ ባዶ ክፍል አለዎት?	If someone asks: “Doesn’t your view of homosexuality encourage prejudice against gays?” You might reply: “Not at all.	Do you have an empty room in this hotel?	False	False	1.2911412	732	732, 253, 4	0	14
34	መናፍቃንና እነዚያ በልቦቻቸው ውስጥ ( የአመንዝራነት ) በሽታ ያለባቸው በመዲናም ውሰጥ ( በወሬ ) አሸባሪዎቹ ( ከዚህ ሥራቸው ) ባይከለከሉ በእነርሱ ላይ በእርግጥ እንቀሰቅስሃለን ፡ ፡ ከዚያም በእርሷ ውስጥ ጥቂትን እንጂ አይጎራበቱህም ፡ ፡	This also includes outreach to multilingual communities beyond the Minneapolis-St. Paul metro area. With CAAL’s help, Ouk brought families, teachers, legislators, and community leaders together to talk about the issues. “Instead of inviting just one or two of us to go to the Twin Cities, we brought the Twin Cities here to demonstrate what we’re doing,” says Ouk.	Now ; if the hypocrites do not give over , and those in whose hearts there is sickness and they that make commotion in the city , We shall assuredly urge thee against them and then they will be thy neighbours there only a little ;	False	False	1.2226903	309	309, 476, 750	0	675
35	․․․․ 920/917 ․․․․ አካዝያስ/ኢዮራም	․․․․ 920/917 ․․․․ Ahaziah/Jehoram	․․․․ 920/917 ․․․․ Ahaziah/Jehoram	True	True	0.99428856	223	223, 596, 177	1.0	223
36	በወቅቱ የሙስሊሙ ማኅበረሰብ ከየአቅጣጫው በሚነሱ ጥያቄዎቹ አማካይነት የእስልምና ጉዳዮች ምክር ቤቶችን እንደ አዲስ መርጦ ማደራጀት እንደሚፈልግ ግልፅ ነበር። 	This also includes outreach to multilingual communities beyond the Minneapolis-St. Paul metro area. With CAAL’s help, Ouk brought families, teachers, legislators, and community leaders together to talk about the issues. “Instead of inviting just one or two of us to go to the Twin Cities, we brought the Twin Cities here to demonstrate what we’re doing,” says Ouk.	As it can be recalled, at the time the Muslim community wanted to reorganize the ‘Islamic Affairs Council’ anew.	False	False	1.2560825	309	309, 476, 750	0	209
37	“የዙስ ልጆች” (ሥራ 28:11)፣ 3/1	(Gen. 18:19) It also provided an opportunity for family and friends to get together to reflect on Jehovah’s deeds and to have joyous association.	“This Is the Way.	False	False	1.2819498	507	507, 244, 517	0	956
38	31:34) በሁለተኛ ደረጃ ደግሞ ኃጢአታቸው ስለተሰረዘላቸው “የመንግሥት ካህናት” ሆነው ማገልገል ይችላሉ። ጴጥሮስ ቅቡዓን ክርስቲያኖችን አስመልክቶ እንዲህ ብሏል፦ “እናንተ ግን ከጨለማ ወደ አስደናቂ ብርሃኑ የጠራችሁን የእሱን ‘ድንቅ ባሕርያት በስፋት እንድታስታውቁ የተመረጠ ዘር፣ ንጉሣዊ ካህናት፣ ቅዱስ ብሔር፣ ልዩ ንብረት እንዲሆን የተለየ ሕዝብ’ ናችሁ።” (1 ጴጥ.	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	Jehovah had promised: “I shall forgive their error, and their sin I shall remember no more.” (Jer. 31:34) With their sins legally canceled, they would be in a position to become “a kingdom of priests.”	False	False	1.0479134	750	750, 244, 980	0	538
39	ለእርስዎ የ Kyle Cooper Fat Fat Decimator System በነጻ ለየት ያለ የመግቢያ መግለጫ 	Plastic Water Containers	We present to you a FREE introductory pdf report download for Kyle Cooper’s Fat Decimator System	False	False	1.2071064	783	783, 737, 521	0	886
40	ደራሲ: በ IRIS የስምምነት ሞዴሎች በ S Petersen ቅጅ, በሶቪቭ ኢንስቫስ ዝመናዎች 	SIMPLYSIGN MOBILE	Author : Model by IRIS Simulations, repaint by S Petersen, packaged by Chris Evans http://www.irissimulations.com.au	False	False	1.3103845	214	214, 784, 653	0	958
41	ለናንተም በግመል ፣ በከብት ፣ በፍየል በእርግጥ መገምገሚያ አልላችሁ ፡ ፡ በሆዶቹ ውስጥ ካለው ከፈረስና ከደም መካከል ጥሩ ወተትን ለጠጪዎች ተዋጭ ሲሆን እናጠጣችኋለን ፡ ፡	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	And most surely there is a lesson for you in the cattle ; We give you to drink of what is in their bellies-- from betwixt the feces and the blood-- pure milk , easy and agreeable to swallow for those who drink .	False	False	1.2164693	750	750, 309, 476	0	274
42	✔ በአንድ ቢሮ ውስጥ የሚገኙ ሰዎች ሁሉ ሊያዩት የሚገባ ሰነድ በሚኖርበት ጊዜ ለእያንዳንዱ ሰው ቅጂ ከማዘጋጀት ይልቅ አንዱን ቅጂ ብቻ እየተቀባበሉ እንዲመለከቱት ማድረግ።	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	✔ When documents must be shared within an office, try circulating them instead of making a copy for each person.	False	False	1.224014	750	750, 309, 476	0	300
43	9 እግዚአብሔርስ ሞገሱን ረሳን? በቍጣውስ ምሕረቱን ዘጋውን? 	Where do you want to eat?	9 Hath God forgotten to be gracious? hath he in anger shut up his tender mercies? Selah.	False	False	1.2643589	169	169, 732, 11	0	615
44	ምንኛ ቋንቋ ይናገራል?	Who are you?	What language is he speaking?	False	False	1.3026216	172	172, 1, 2	0	166
45	TCN-D720-9C(22SP)-LD በታሰሩ የምግብ ማደያ ማሽን 	TCN-D720-9C(22SP)-LD frozen food vending machine	TCN-D720-9C(22SP)-LD frozen food vending machine	True	True	0.9577054	539	539, 505, 319	1.0	539
46	ቁመት: 5.8 እንች (173 ሴ.ሜ) 	Master Carton 36.5*36.5*30.5CM	"info@rewardsforjustice.net Height: 5'8"" (173 cm)"	False	False	1.3549609	475	475, 589, 133	0	917
47	ወደ ትምሕርት ቤት ይሄዳል።	Unknown	He goes to school.	False	False	1.3518325	287	287, 324, 469	0	25
48	አንድ ቤት አላችሁ?	Who are you?	Do you have a house?	False	False	1.3026216	172	172, 1, 2	0	13
49	ይህን ደረጃ ውስጥ, አንድ የይለፍ ቃል መፍጠር አለብን, የተሰጠው ቦታ እና የፕሬስ ውስጥ አስገባ “ቀጣይ” ቁልፍ. 	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	In this step, you have to Create a Password, enter in given space and press “Next” button.	False	False	1.1975592	750	750, 309, 752	0	306
50	2. (ሀ) ባልና ሚስት እርዳታ ማግኘት የሚችሉባቸው ዝግጅቶች የትኞቹ ናቸው? (ለ) ትዳር የተሳካ እንዲሆን ጥረት ማድረግ አስፈላጊ የሆነው ለምንድን ነው?	“Don’t forget your briefcase” is for her a statement of caring, making sure he has what he needs. It reminds him of his mother calling out the door after him, “Did you take your mittens?” A weary wife may gently say, “Do you want to eat out tonight?” really meaning, “Won’t you take me out to dinner? I’m too tired to cook.” But her devoted husband may seize the moment to praise her cooking and swear that he prefers it to any other. Or he may feel, ‘She’s trying to manipulate me!’ Meanwhile, a wife may resentfully say to herself, ‘Why should I have to ask?’	It is ended only for a very serious reason.​—Matthew 19:9. 2. (a) What help is available to married couples? (b) Why is it important to strive to make a success of marriage?	False	False	1.1525451	980	980, 732, 488	0	534
51	የጠቅላይ ፍርድ ቤት ዳኛም ቀጥለው 	Unknown	The Supreme Court Justice then continues:	False	False	1.3518325	287	287, 324, 469	0	833
52	ሁሉንም ምረጡ (_S)	namespace	_Select Filters	False	False	1.2973309	784	784, 465, 216	0	892
53	17. ለይሖዋ ከምናቀርበው አገልግሎት ጋር በተያያዘ ስለ ምን ነገር እርግጠኛ መሆን እንችላለን?	If someone asks: “Doesn’t your view of homosexuality encourage prejudice against gays?” You might reply: “Not at all.	17. You can be sure that Jehovah accepts what sort of service?	False	False	1.1944715	732	732, 980, 488	0	698
54	ጃፓን ውስጥ አዲስ ዓመት: ጃፓን ውስጥ የአዲስ ዓመት ወግ (. ጃፓን ሆይ-sogatsu) - አንድ ሺህ ስምንት መቶ ሰባ ሦስት ዓመት ጉዲፈቻ በጎርጎርዮስ አቆጣጠር አንድ ጥር ላይ ይከበራል ይህም በጣም የምወደው እና በቀለማት በዓል,,, ከአምስት ዓመት Meiji ተሃድሶ በኋላ. በዚያ በፊት ... 	According to one study, “one-in-five kids who uses the Internet has been solicited for sex.” One newspaper also stated that 1 child in 33 between ages 10 and 17 were “aggressively stalked” through computer conversations. Some young people have found, to their surprise, that the “youth” with whom they shared a budding romance over the Internet was actually an adult prison inmate. Other young ones have unwittingly become involved with sexual predators. These vile people first “groom” a prospective victim, building trust through friendly on-line chat. In time, though, they seek to meet in person in order to carry out their perverted desires. Tragically, young people have been beaten, raped, and even murdered as a result.	New Year in Japan: traditions New Year in Japan (Japanese. O-shogatsu) is the most beloved and colorful holiday, which is celebrated on January 1 according to the Gregorian calendar, adopted in one thousand eight hundred seventy-three, five years after the Meiji Restoration. Before ...	False	False	1.0797801	750	750, 309, 752	0	804
55	ቤት > ሃርድዌር እና መለዋወጫዎች > የጎን መለቀቅ ሹራብ ባልዲዎች 3/4 ኢንች (20 ሚሜ) 	Could not open the file “%s” using the “%s” character encoding.	Home › Hardware & Accessories › FMS 3/4 Inch (20mm) Side Release Whistle Buckles	False	False	1.3662177	840	840, 732, 928	0	380
56	አስተርጓሚ ነኝ።	Unknown	I'm a translator.	False	False	1.2939796	287	287, 429, 330	0	82
57	በሰጠናቸው ጸጋ ሊክዱና ሊጠቃቀሙ ( ያጋራሉ ) ፡ ፡ ወደፊትም ( የሚጠብቃቸውን ) ያውቃሉ ፡ ፡	The article “Let Us Abhor What Is Wicked,” appearing in “The Watchtower” of January 1, 1997, seemed to be focusing on pedophilia. How is this practice to be defined? Webster’s Ninth New Collegiate Dictionary defines “pedophilia” as “sexual perversion in which children are the preferred sexual object.”	To be ungrateful for what We have given them , and to enjoy themselves . They will surely come to know .	False	False	1.2633548	752	752, 309, 589	0	669
58	እነዚህ ( ከሓዲዎች ) ከሚገዙት ጣዖት በመጠራጠር ውስጥ አትሁን ፤ አባቶቻቸው ከዚህ በፊት እንደሚግገዙት እንጂ አይግገዙም ፡ ፡ እኛም ( እነዚህን ) ፈንታቸውን የማይጓደል ሲሆን የምንሞላላቸው ነን ፡ ፡	The article “Let Us Abhor What Is Wicked,” appearing in “The Watchtower” of January 1, 1997, seemed to be focusing on pedophilia. How is this practice to be defined? Webster’s Ninth New Collegiate Dictionary defines “pedophilia” as “sexual perversion in which children are the preferred sexual object.”	So do not be in doubt about what these worship : they worship just as their fathers worshiped before , and We shall surely pay them their full share , undiminished .	False	False	1.2733614	752	752, 309, 750	0	891
59	2. ገጽታዎች የውስጥ እና የውጭ ማስጌጫዎች የሚሆን ሰው ሠራሽ ፕላስቲክ rattan ጣሪያ ይነባበርና ግልበጣዎችን: 	Foods that are to be eaten raw should be cleaned well. Other foods should be cooked thoroughly, especially meat and poultry. It is best to eat food soon after it has been cooked; that way it will not have time to go bad.	Features of Synthetic plastic rattan ceiling matting rolls for interior and exterior decor:	False	False	1.2638474	585	585, 829, 419	0	926
60	ዶሴ `%s'ን ማስፈጠር አልተቻለም፦ %s	Could not open the file “%s” using the “%s” character encoding.	Could not create message.	False	False	1.2194889	840	840, 270, 793	0	370
61	ከእርሷ የራስ ምታት አያገኛቸውም ፤ አይሰክሩምም ፡ ፡	Translations	Causing them neither headache , nor intoxication .	False	False	1.3278149	324	324, 309, 732	0	435
