	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
25	Muiriel a 20 ans maintenant.	Muiriel is 20 now.	Muiriel is 20 now.	True	True	1.4033585	741	741, 195, 224	1.0	741
26	Je crois que tu le connais.	I have to say I envy you.	I think you know him.	False	False	1.2847666	427	427, 713, 598	0	114
27	Il a hissé le drapeau.	He raised the flag.	He raised the flag.	True	True	1.4198594	119	119, 292, 9	1.0	119
28	La nuit on dort.	At night you sleep.	At night you sleep.	True	True	1.4269773	209	209, 214, 8	1.0	209
29	Combien de temps Tom va-t-il être à Boston ?	What time is it in London now?	How long will Tom be in Boston?	False	False	1.5024846	123	123, 562, 884	0	203
30	J'ai besoin de quelqu'un à qui je puisse me fier.	I'd appreciate it if you'd help me.	I need somebody I can trust.	False	False	1.4655664	403	403, 34, 672	0	33
31	C'est inévitable que j'aille en France un jour, je ne sais juste pas quand.	I'd appreciate it if you'd help me.	It is inevitable that I go to France someday, I just don't know when.	False	False	1.3474785	403	403, 453, 500	0	899
32	J'aimerais pouvoir m'inquiéter plus pour mes notes mais il semblerait qu'à un certain moment de ma vie, j'ai décidé que cela n'était finalement pas si important.	If you could come, I'd be really happy.	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.	False	False	1.3245494	434	434, 403, 500	0	956
33	"""Cœur"" et ""chœur"" ont la même prononciation."	"""Heart"" and ""choir"" have the same pronunciation."	"""Heart"" and ""choir"" have the same pronunciation."	True	True	1.3053956	721	721, 505, 488	1.0	721
34	Si seulement j'avais vendu cette propriété avant l'explosion de la bulle économique, je n'aurais pas perdu tout cet argent.	If only I'd sold that property before the economic bubble burst I wouldn't have lost all that money.	If only I'd sold that property before the economic bubble burst I wouldn't have lost all that money.	True	True	1.3606911	612	612, 11, 245	1.0	612
35	« Je n'y ai jamais pensé », dit le vieil homme. « Que devrions-nous faire ? »	I can do this with you or without you.	"""I have never thought about it"", said the old man. ""What should we do?"""	False	True	1.472186	594	594, 264, 912	0.3333333333333333	912
36	Quel est ton programme télévisé préféré ?	What is your favorite TV program?	What is your favorite TV program?	True	True	1.4425101	349	349, 884, 112	1.0	349
37	Avant même que tu ne le saches, tu seras dans les journaux.	The victory is ours.	Next thing you know, you'll be in the papers.	False	True	1.4286761	280	280, 903, 258	0.5	903
38	Tout le monde est épuisé.	Everyone is gone now.	Everyone is exhausted.	False	False	1.4066604	69	69, 8, 620	0	70
39	Pourquoi tout le monde chuchote-t-il ?	What did you answer?	Why's everyone whispering?	False	False	1.4516908	884	884, 54, 896	0	511
40	Je suis maintenant disposé à discuter.	I heard somebody talking.	I'm in the mood to talk now.	False	True	1.368399	37	37, 245, 398	0.3333333333333333	398
41	N'attends pas que les autres pensent pour toi !	This can't be!	Don't expect others to think for you!	False	False	1.4779475	955	955, 440, 948	0	947
42	Tom n'aime pas les chats.	Tom doesn't like cats.	Tom doesn't like cats.	True	True	1.4201523	692	692, 171, 695	1.0	692
43	Pourquoi es-tu désolée pour quelque chose que tu n'as pas fait ?	Would you please repeat what you just said?	Why are you sorry for something you haven't done?	False	False	1.4053859	313	313, 896, 54	0	924
44	Je suis fatiguée de tous ces mensonges.	I'm tired of all these lies.	I'm tired of all these lies.	True	True	1.3062309	197	197, 198, 230	1.0	197
45	Avez-vous vu qui que ce soit sur la plage ?	Did you see anyone on the beach?	Did you see anyone on the beach?	True	True	1.4269625	632	632, 647, 92	1.0	632
46	J'ai légèrement faim.	I saw your father.	I'm slightly hungry.	False	False	1.4379079	713	713, 467, 672	0	583
47	Il faut que l'on facilite l'étude des langues.	It is necessary to make the study of languages easier.	It is necessary to make the study of languages easier.	True	True	1.4210582	361	361, 925, 726	1.0	361
48	Il faut que ce soit maintenant.	It's got to be now.	It's got to be now.	True	True	1.3912822	385	385, 357, 696	1.0	385
49	Ce café est trop fort.	This coffee is too bitter.	This coffee is too bitter.	True	True	1.4109843	150	150, 133, 312	1.0	150
50	J'ai tant à vous montrer.	I have so much to show you.	I have so much to show you.	True	True	1.4115117	598	598, 427, 672	1.0	598
51	C'était ma faute.	I'm at a loss for words.	It was my mistake.	False	False	1.4725258	345	345, 749, 616	0	111
52	"""J'ai envie de jouer aux cartes."" ""Moi aussi."""	"""I feel like playing cards."" ""So do I."""	"""I feel like playing cards."" ""So do I."""	True	True	1.4307752	980	980, 453, 973	1.0	980
53	Si quelqu'un devait demander quel est le but de l'histoire, je ne saurais vraiment pas.	I can do this with you or without you.	If anyone was to ask what the point of the story is, I really don't know.	False	False	1.4866437	594	594, 403, 434	0	841
54	Reconnaissez-vous quiconque ?	Do you trust anyone?	Do you recognize anyone?	False	True	1.4238971	542	542, 543, 785	0.5	543
55	Penses-tu que c'est une bonne idée de nourrir ton chien avec les déchets de repas ?	Do you think it's a good idea to feed your dog table scraps?	Do you think it's a good idea to feed your dog table scraps?	True	True	1.4631871	648	648, 474, 312	1.0	648
56	Je crois que tu la connais.	I have to say I envy you.	I think you know her.	False	False	1.2967567	427	427, 713, 598	0	113
57	Elle n'est pas gentille avec lui. À vrai dire, elle n'est gentille avec personne.	She isn't kind to him. In fact, she's not kind to anyone.	She isn't kind to him. In fact, she's not kind to anyone.	True	True	1.4499004	704	704, 514, 93	1.0	704
58	Je ne vous aurais jamais tiré dessus.	I never would have shot you.	I never would have shot you.	True	True	1.4324085	661	661, 662, 713	1.0	661
59	Je m'entends avec tout le monde.	I can do this with you or without you.	I get along with everybody.	False	False	1.4466164	594	594, 713, 528	0	88
60	Personne ne t'a-t-il interrogé ?	Didn't anyone question you?	Didn't anyone question you?	True	True	1.4466455	629	629, 628, 561	1.0	629
61	Tom a parlé sans cesse toute la nuit.	Tom kept talking all night.	Tom kept talking all night.	True	True	1.3377519	319	319, 37, 69	1.0	319
62	Je ne l'ai jamais aimé.	I never would have shot you.	I've never liked him.	False	False	1.3614109	661	661, 660, 653	0	105
63	Ce n'était pas mon intention.	That can't be good for you.	It was not my intention.	False	True	1.4111009	665	665, 501, 861	0.3333333333333333	861
64	Où allez-vous en vacances cet été ?	Where are you going to vacation this summer?	Where are you going to vacation this summer?	True	True	1.4635582	572	572, 896, 92	1.0	572
65	Si j'en ai si cruellement besoin, il me faut le cultiver. Je n'ai pas le choix.	I'd appreciate it if you'd help me.	If I want it so badly, I need to cultivate it. I have no choice.	False	False	1.3779643	403	403, 824, 991	0	415
66	La tempête de neige se poursuivit.	The snowstorm continued.	The snowstorm continued.	True	True	1.3968375	332	332, 242, 8	1.0	332
67	Je chie dans ton lait.	I shit in your milk.	I shit in your milk.	True	True	1.5181012	438	438, 713, 214	1.0	438
68	Il ne compte pas du tout sur moi.	Words fail me.	He doesn't altogether trust me.	False	False	1.463234	745	745, 916, 578	0	240
69	Le communisme ne sera jamais atteint de mon vivant.	Communism will never be reached in my lifetime.	Communism will never be reached in my lifetime.	True	True	1.4658394	985	985, 214, 280	1.0	985
70	Comment épelle-t-on votre nom de famille ?	How do you spell your family name?	How do you spell your family name?	True	True	1.4712582	273	273, 884, 108	1.0	273
71	Je n'ai pas compris un seul mot.	I'm no use to anyone.	I did not understand a word.	False	False	1.4052544	549	549, 709, 774	0	109
72	Il confectionna une petite statue à base d'argile molle.	He made a little statue out of soft clay.	He made a little statue out of soft clay.	True	True	1.3526213	621	621, 242, 189	1.0	621
73	L'Islam émergea au septième siècle dans la péninsule arabique.	Islam emerged in the Arabian Peninsula in the seventh century.	Islam emerged in the Arabian Peninsula in the seventh century.	True	True	1.2824817	675	675, 0, 778	1.0	675
74	Je n'aurais pu résoudre cette affaire sans toi.	I couldn't have solved this case without you.	I couldn't have solved this case without you.	True	True	1.3663186	584	584, 245, 594	1.0	584
75	Elle demande comment c’est possible.	Is everyone ready?	She's asking how that's possible.	False	False	1.4441402	84	84, 884, 738	0	846
76	Dans ma famille, ce sont tous des lève-tôt.	I was in the mountains.	My family are all early risers.	False	True	1.4501153	749	749, 540, 351	0.5	540
77	Si je pouvais être comme ça...	If I could be like that...	If I could be like that...	True	True	1.3979518	790	790, 434, 665	1.0	790
78	Il y a un type en bas qui te demande.	That's a horse of a different color.	There's a guy downstairs asking for you.	False	False	1.5101715	331	331, 655, 453	0	674
79	Je t'aime !	I love you!	I love you!	True	True	1.4255002	892	892, 955, 440	1.0	892
80	Elle n'a pas froid aux yeux.	She has a kind heart.	She is not afraid of anything.	False	False	1.5039158	593	593, 602, 321	0	180
81	J'ai appris que tu venais juste de te marier.	I have to say I envy you.	I heard you just got married.	False	False	1.3666564	427	427, 598, 713	0	464
82	Où est-ce que tout le monde se rend ?	Is everybody ready?	Where's everyone going?	False	False	1.4393997	83	83, 738, 82	0	92
83	Je l'assurais de mon plus profond regret.	I showed him my deepest regret.	I showed him my deepest regret.	True	True	1.3181539	416	416, 749, 713	1.0	416
84	Vous auriez dû la fermer.	You ran in the garden.	You should've kept your mouth shut.	False	False	1.4844532	214	214, 8, 713	0	23
85	Ça montre seulement que tu n'es pas un robot.	It only shows you're not a robot.	It only shows you're not a robot.	True	True	1.4101121	910	910, 802, 991	1.0	910
86	Comment as-tu pu laisser passer cela ?	Did you see anyone leave?	How could you have let it happen?	False	False	1.4637213	633	633, 884, 313	0	181
87	J'ai vu votre père.	I saw your father.	I saw your father.	True	True	1.3079646	713	713, 598, 427	1.0	713
88	Personne ne m'invita à la fête.	Nobody invited me to the party.	Nobody invited me to the party.	True	True	1.4684722	523	523, 549, 321	1.0	523
89	Je suis curieux.	I love you!	I am curious.	False	True	1.4214804	892	892, 418, 894	0.3333333333333333	894
90	Tu me comprends.	I saw your father.	You understand me.	False	False	1.3842214	713	713, 280, 598	0	461
91	Le problème se résout tout seul.	Then there is a problem...	The problem resolved itself.	False	True	1.5403091	786	786, 325, 246	0.3333333333333333	246
92	Quand tu es à Rome, agis comme un Romain.	When in Rome, do as the Romans do.	When in Rome, do as the Romans do.	True	True	1.5201757	258	258, 713, 280	1.0	258
93	Je ne voulais pas attraper froid, je ne suis donc pas sorti.	I have to say I envy you.	I didn't want to catch a cold, so I didn't go out.	False	False	1.4355605	427	427, 110, 245	0	330
94	Vous vendiez des pommes au marché.	You sold some apples at the market.	You used to sell some apples at the market.	False	True	1.4013848	691	691, 474, 690	0.3333333333333333	690
95	Il me l'a reproché.	I drink his beer.	He blamed it on me.	False	False	1.3972205	701	701, 687, 7	0	121
96	J'ai toujours plus apprécié les personnages mystérieux.	I have too many things on my mind these days.	I always liked mysterious characters more.	False	False	1.4198607	941	941, 116, 403	0	770
97	La bougie s'est éteinte d'elle-même.	The cat is in its basket.	The candle went out by itself.	False	False	1.4949629	548	548, 378, 727	0	527
98	C'est pas possible !	This can't be!	This can't be!	True	True	1.3569876	955	955, 159, 440	1.0	955
99	Veuillez accrocher votre manteau dans l'antichambre, s'il vous plait.	Please hang your coat in the anteroom.	Please hang your coat in the anteroom.	True	True	1.4013603	234	234, 214, 8	1.0	234
100	Ils veulent simplement faire ta connaissance.	They just want to get to know you.	They just want to get to know you.	True	True	1.4181827	400	400, 388, 946	1.0	400
101	Quelqu'un peut-il m'aider ?	Is everybody OK?	Can somebody help me?	False	False	1.5343983	82	82, 536, 629	0	56
102	Presque tout le monde était en retard.	You ran in the garden.	Almost everyone was late.	False	True	1.4841049	214	214, 64, 89	0.3333333333333333	89
103	Arrête ! Tu la mets mal à l'aise !	Come over here!	Stop it! You're making her feel uncomfortable!	False	False	1.4149339	117	117, 892, 166	0	933
104	Aujourd'hui nous sommes le 18 juin et c'est l'anniversaire de Muiriel !	Today is June 18th and it is Muiriel's birthday!	Today is June 18th and it is Muiriel's birthday!	True	True	1.3394699	739	739, 740, 696	1.0	739
105	Quiconque vous a-t-il vu entrer ici ?	What did you answer?	Did anyone see you come in here?	False	False	1.4445037	884	884, 643, 645	0	649
106	Encore une tasse de café ?	How about another cup of coffee?	How about another cup of coffee?	True	True	1.3743569	312	312, 474, 958	1.0	312
107	Qui que ce soit d'autre se trouvait-il alentour ?	Is there anyone there?	Was there anyone else around?	False	True	1.4766554	559	559, 531, 91	0.5	531
108	Selon mon opinion, un site web bien conçu ne devrait pas requérir de défilement horizontal.	In my opinion, a well-designed website shouldn't require horizontal scrolling.	In my opinion, a well-designed website shouldn't require horizontal scrolling.	True	True	1.5360596	577	577, 544, 929	1.0	577
109	Tom s'est fait une tasse de thé.	Tom made himself a cup of tea.	Tom made himself a cup of tea.	True	True	1.3132485	124	124, 691, 312	1.0	124
110	Quiconque va-t-il manger ça ?	What did you answer?	Is anyone going to eat that?	False	False	1.4834206	884	884, 106, 112	0	553
111	Je n'ai jamais aimé la biologie.	I never would have shot you.	I never liked biology.	False	True	1.403067	661	661, 660, 776	0.3333333333333333	776
112	Quel livre intéressant !	What an interesting book!	What an interesting book!	True	True	1.454441	586	586, 83, 489	1.0	586
113	Je vais m'évanouir si je ne m'assieds pas.	I'd appreciate it if you'd help me.	I'll drop if I don't sit down.	False	False	1.5225711	403	403, 991, 653	0	287
114	La salière était sur la table.	The salt cellar was on the table.	The salt cellar was on the table.	True	True	1.3271438	404	404, 691, 311	1.0	404
115	Voudras-tu couper tous les arbres ici ?	Are you going to cut down all the trees here?	Are you going to cut down all the trees here?	True	True	1.4543767	255	255, 214, 556	1.0	255
116	Le mobilier de son bureau a pu donner lieu à une déduction d'impôt.	The exchange rates for foreign currency change daily.	He could deduct the furnishing of his work room from his taxes.	False	True	1.4970493	12	12, 336, 369	0.3333333333333333	369
117	Est-ce que c'est une photo récente ?	What is this?	Is it a recent picture?	False	False	1.3811691	738	738, 864, 964	0	750
118	Il perçoit un salaire à six chiffres.	He has a six-figure salary.	He has a six-figure salary.	True	True	1.4761204	432	432, 667, 12	1.0	432
119	Ça m'a presque fait peur de ne pas te voir connectée pendant toute une journée.	I'll have some letters to write.	It almost scared me not to see you online for a whole day.	False	False	1.4452962	453	453, 37, 528	0	865
120	Tu ne fais que fuir les problèmes de la vie.	If you don't eat, you die.	You're just running away from life's problems.	False	False	1.4528741	991	991, 594, 300	0	847
121	Le seigle, le blé et l'orge sont des céréales.	Rye, wheat, and barley are cereals.	Rye, wheat, and barley are cereals.	True	True	1.2640535	192	192, 189, 150	1.0	192
122	Personne ne te l'a-t-il dit ?	Didn't anyone tell you?	Didn't anyone tell you?	True	True	1.4567806	628	628, 629, 561	1.0	628
123	Il me faut m'entretenir avec quelqu'un.	I'm meeting someone for dinner.	I have to talk to somebody.	False	False	1.4780053	26	26, 528, 360	0	39
124	J'ai un peu faim.	I had a terrible dream.	I'm a bit hungry.	False	False	1.4653634	467	467, 672, 341	0	581
125	Je te remercie très sincèrement de m'avoir montré les erreurs.	I thank you sincerely for having shown me the errors.	I thank you sincerely for having shown me the errors.	True	True	1.2670782	268	268, 230, 197	1.0	268
126	Tout est changé, désormais.	Everyone is gone now.	That's all changed now.	False	True	1.3469148	69	69, 357, 385	0.5	357
127	Aujourd'hui est un jour formidable !	Today is a good day!	Today is a good day!	True	True	1.4486002	696	696, 385, 117	1.0	696
128	Connais-tu quiconque, ici ?	Do you trust anyone?	Do you know someone here?	False	True	1.4392321	542	542, 546, 562	0.5	546
129	Je suis ici jusqu'à trois heures.	I will stay here till three o'clock.	I will stay here till three o'clock.	True	True	1.4775605	14	14, 445, 360	1.0	14
130	Je commence à en avoir assez de tes mensonges.	I have so much to show you.	I'm getting tired of your lies.	False	False	1.3465457	598	598, 941, 453	0	198
131	Je veux un bateau qui m'emmènera loin d'ici.	I want a boat that'll take me far away from here.	I want a boat that'll take me far away from here.	True	True	1.4746115	979	979, 434, 613	1.0	979
132	Ce fut difficile pour elle de répondre à la question.	She found it difficult to answer the question.	She found it difficult to answer the question.	True	True	1.396638	206	206, 884, 346	1.0	206
133	J'ai eu peur de m'endormir en conduisant.	I saw your father.	I was afraid I might fall asleep while driving.	False	False	1.4412613	713	713, 245, 434	0	140
134	Je n'ai pas froid aux yeux.	I never should've left you.	I'm not scared.	False	False	1.453414	653	653, 991, 341	0	179
135	Le seigle était appelé le grain de la pauvreté.	Rye was called the grain of poverty.	Rye was called the grain of poverty.	True	True	1.5202392	986	986, 242, 192	1.0	986
136	Très peu nombreux sont ceux qui connaissent leur groupe sanguin.	Very few people know what their blood group is.	Very few people know what their blood group is.	True	True	1.4965982	298	298, 106, 813	1.0	298
137	C'est ta vie quotidienne qui est ton temple et ta religion !	Your daily life is your temple and your religion.	Your daily life is your temple and your religion.	True	True	1.4153092	715	715, 280, 351	1.0	715
138	Cette texte n'est pas une texte traduite.	This text is not a translated text.	This text is not a translated text.	True	True	1.4234567	186	186, 144, 126	1.0	186
139	Je ne veux surtout pas vivre dans une grande ville.	I have no wish to live in a large city.	I have no wish to live in a large city.	True	True	1.4780588	656	656, 214, 749	1.0	656
140	Un rhinocéros est très grand.	The rhinoceros is very big.	The rhinoceros is very big.	True	True	1.2980077	155	155, 101, 196	1.0	155
141	La chance est aveugle.	Innocence is a beautiful thing.	Luck is blind.	False	False	1.4991245	834	834, 488, 8	0	163
142	Je gagne 100€ par jour.	I make 100 euros per day.	I make 100 euros per day.	True	True	1.3047414	759	759, 758, 12	1.0	759
143	La route est longue.	The way is long.	The way is long.	True	True	1.389266	314	314, 143, 697	1.0	314
144	J'ai tout lu à ton sujet.	I have so much to show you.	I've read all about you.	False	True	1.4280312	598	598, 576, 427	0.5	576
145	Mais la possibilité semble improbable.	But the possibility seems unlikely.	But the possibility seems unlikely.	True	True	1.388839	897	897, 779, 164	1.0	897
146	Personne ne saura.	No one saw me.	Nobody will know.	False	False	1.5683336	520	520, 488, 214	0	879
147	Tu crois que nous la trouverons, sa maison à elle ?	The victory is ours.	Do you think that we'll find her house?	False	False	1.4285989	280	280, 598, 264	0	285
148	Comment pourrais-je être un robot ? Les robots ne rêvent pas.	How could I be a robot? Robots don't dream.	How could I be a robot? Robots don't dream.	True	True	1.4717824	911	911, 483, 106	1.0	911
149	N'écrivez jamais les mots « borchtch » et « chtchi » en allemand !	"Never write the words ""bortsch"" and ""shchi"" in German!"	"Never write the words ""bortsch"" and ""shchi"" in German!"	True	True	1.4450339	505	505, 918, 721	1.0	505
150	Les cambrioleurs sont en prison.	The burglars are in prison.	The burglars are in prison.	True	True	1.527054	283	283, 990, 483	1.0	283
151	Il a la poisse.	You ran in the garden.	He has very bad luck.	False	False	1.4733841	214	214, 701, 713	0	190
152	Ne tenez aucun compte de ce qu'il dit.	I only know this: that I know nothing.	Don't take any notice of what he says.	False	False	1.4668381	466	466, 258, 542	0	422
153	L'architecte se vantait d'avoir reçu une récompense prestigieuse.	The architect boasted that he had received a prestigious award.	The architect boasted that he had received a prestigious award.	True	True	1.5340841	610	610, 256, 403	1.0	610
154	Avez-vous vu qui que ce soit de suspect ?	Do you know someone here?	Did you see anyone suspicious?	False	False	1.4547775	546	546, 884, 545	0	631
155	Demain, il va alunir.	Tomorrow, he will land on the moon.	Tomorrow, he will land on the moon.	True	True	1.4884032	935	935, 214, 8	1.0	935
156	Puis-je emprunter le vôtre ?	How long did you stay?	Can I borrow yours?	False	False	1.5586717	832	832, 724, 542	0	219
157	Elle a prétendu qu'elle ne l'avait pas entendu.	She never dreamed she'd meet him overseas.	She made believe that she had not heard him.	False	True	1.3762704	25	25, 46, 449	0.5	46
158	Tout le monde me déteste, à l'école.	You ran in the garden.	Everybody at school hates me.	False	False	1.4066913	214	214, 749, 528	0	80
159	J'en perds mes mots.	I saw your father.	Words fail me.	False	False	1.4103	713	713, 160, 655	0	745
160	Est-ce que tu te fous de moi ? !	Uh... How's that working?	Are you freaking kidding me?!	False	False	1.4055626	964	964, 497, 799	0	793
161	Quiconque vous y a-t-il vu ?	What did you answer?	Did anyone see you there?	False	False	1.4563882	884	884, 112, 106	0	645
162	Il écrit souvent à ses parents.	He often writes to his parents.	He often writes to his parents.	True	True	1.328173	281	281, 468, 134	1.0	281
163	Qui écrit lit deux fois.	He who writes reads twice.	He who writes reads twice.	True	True	1.3767447	468	468, 346, 223	1.0	468
164	Elle a attribué son succès à la bonne fortune.	She attributed her success to good luck.	She attributed her success to good luck.	True	True	1.4577105	413	413, 686, 683	1.0	413
165	Après sa licence, il est devenu professeur.	His diligence earned him success.	Having graduated from college, she became a teacher.	False	False	1.5292456	686	686, 176, 191	0	260
166	Je n'espère rien, je n'ai peur de rien ; je suis libre.	I hope for nothing, I fear for nothing, I am free.	I hope for nothing, I fear for nothing, I am free.	True	True	1.3870163	177	177, 427, 782	1.0	177
167	Quelqu'un peut-il m'amener en voiture ?	Is everybody OK?	Can someone give me a lift?	False	False	1.5538337	82	82, 536, 562	0	57
168	Peut-être es-tu encore en veine.	Anybody in here?	You may still be in luck.	False	False	1.5165501	562	562, 280, 598	0	396
169	Vous pouvez vous habiller, maintenant.	I have so much to show you.	You can get dressed now.	False	False	1.4492286	598	598, 245, 903	0	362
170	Le champ était couvert de mauvaises herbes.	You ran in the garden.	The field was rank with weeds.	False	False	1.5335022	214	214, 720, 691	0	261
171	Quand je serai grand, je veux être roi.	I saw your father.	When I grow up, I want to be king.	False	True	1.4254488	713	713, 796, 130	0.5	796
172	Place le jeu de cartes sur la table en bois de chêne.	Place the deck of cards on the oaken table.	Place the deck of cards on the oaken table.	True	True	1.4088066	989	989, 311, 621	1.0	989
173	Ça n'arrivera pas.	It won't work.	That won't happen.	False	True	1.516252	501	501, 762, 955	0.5	762
174	Personne ne peut y mettre un terme.	Anybody in here?	Nobody can stop it.	False	False	1.5459083	562	562, 183, 469	0	526
175	Nous avons parlé de cela hier.	I have so much to show you.	We talked about this yesterday.	False	False	1.375082	598	598, 264, 280	0	103
176	Après ça, je pars, mais je me rends compte que j'ai oublié mon sac chez eux.	I saw your father.	After that, I left, but then I realized that I forgot my backpack at their house.	False	False	1.3778255	713	713, 672, 130	0	855
177	Tu serais surprise de ce que tu peux apprendre en une semaine.	You'd be surprised what you can learn in a week.	You'd be surprised what you can learn in a week.	True	True	1.3857281	929	929, 245, 296	1.0	929
178	Et si nous retournions à la maison ?	Welcome to our restaurant!	Why don't we go home?	False	False	1.4792877	351	351, 117, 110	0	993
179	"Le mot de passe est ""Muiriel""."	"The password is ""Muiriel""."	"The password is ""Muiriel""."	True	True	1.4815927	742	742, 721, 505	1.0	742
180	Je suis sans voix.	I saw your father.	I'm at a loss for words.	False	False	1.3955386	713	713, 749, 745	0	345
181	La climatisation ne fonctionne pas.	The AC doesn't work.	The AC doesn't work.	True	True	1.5318995	144	144, 757, 603	1.0	144
182	Vous devriez utiliser cette chance.	You had better avail yourself of this opportunity.	You had better avail yourself of this opportunity.	True	True	1.4120734	245	245, 588, 850	1.0	245
183	Regarde ! Le train est là !	Look! The train is there!	Look! The train is there!	True	True	1.3325565	714	714, 788, 117	1.0	714
184	Il vit l'accident sur le chemin de l'école.	He saw the accident on the way to school.	He saw the accident on the way to school.	True	True	1.5096099	569	569, 486, 659	1.0	569
185	Tom s'est frayé un chemin à travers la foule.	Tom made his way through the crowd.	Tom made his way through the crowd.	True	True	1.4541779	539	539, 481, 486	1.0	539
186	Ai-je oublié qui que ce soit ?	Have you ever been abroad?	Did I forget anyone?	False	False	1.4000034	264	264, 737, 884	0	641
187	Je n'ai sauvé personne.	I never would've shot you.	I didn't rescue anybody.	False	False	1.445223	660	660, 661, 653	0	625
188	Papa est-il dans la cuisine ?	Is dad in the kitchen?	Is dad in the kitchen?	True	True	1.3640165	157	157, 864, 738	1.0	157
189	Je suis une personne qui a des défauts, mais ces défauts peuvent être facilement corrigés.	I am a flawed person, but these are flaws that can easily be fixed.	I am a flawed person, but these are flaws that can easily be fixed.	True	True	1.3735676	830	830, 483, 469	1.0	830
190	Cherchez-vous quelqu'un ?	Do you trust anyone?	Are you looking for somebody?	False	False	1.4665027	542	542, 546, 629	0	60
191	Je suppose que c'est bon pour vous.	I guess that's good for you.	I guess that's good for you.	True	True	1.4221156	668	668, 657, 672	1.0	668
192	Sauf que là, c'est pas si simple.	This can't be!	Except that here, it's not so simple.	False	False	1.4674371	955	955, 665, 385	0	882
