	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
88	Egész éjszaka sírt.	For some reason I feel more alive at night.	She kept crying all night long.	False	False	1.0567707	908	908, 260, 276	0	329
89	Számos csillag volt látható az égen.	Numerous stars were visible in the sky.	Numerous stars were visible in the sky.	True	True	0.7624121	637	637, 654, 709	1.0	637
90	Üdvözölt bennünket.	Leave that there.	He bade us welcome.	False	False	1.0095179	300	300, 738, 601	0	450
91	Megjavította-e az új edző a csapat minőségét?	Has the new coach improved the team's quality?	Has the new coach improved the team's quality?	True	True	0.8524256	96	96, 251, 315	1.0	96
92	Néhány ember lenéz másokat, csak mert kevesebb pénzük van.	Some people look down on others because they have less money.	Some people look down on others because they have less money.	True	True	0.9123877	665	665, 888, 176	1.0	665
93	Belém rúg!	Hurry it up!	He is kicking me!	False	False	1.1251814	422	422, 830, 967	0	906
94	Ezen a vidéken nincs elég víz.	Water is scarce in this area.	Water is scarce in this area.	True	True	0.92364085	640	640, 149, 704	1.0	640
95	A nyelv tudomásunk szerint egy emberi találmány.	Language, as we know it, is a human invention.	Language, as we know it, is a human invention.	True	True	1.0070862	671	671, 530, 730	1.0	671
96	A város szó szerint Mussolininek köszönheti a létét?	Does the city literally owe its existence to Mussolini?	Does the city literally owe its existence to Mussolini?	True	True	0.9314363	647	647, 895, 661	1.0	647
97	Ez nem fontos.	We need experts.	This is irrelevant.	False	False	0.915833	589	589, 839, 573	0	522
98	Ha nem megy el az iskolába, nem beszélek vele többé.	If he doesn't go to school, I will not talk to him anymore.	If he doesn't go to school, I will not talk to him anymore.	True	True	0.9478862	536	536, 832, 897	1.0	536
99	A szomszédasszonyom kleptomániás.	My neighbor is a kleptomaniac.	My neighbor is a kleptomaniac.	True	True	1.0743577	885	885, 800, 102	1.0	885
100	Elvesztettem a jegygyűrűmet.	My sister washes her hair every morning.	I lost my wedding ring.	False	False	1.0222871	276	276, 580, 799	0	684
101	Az állatok nem tudnak különbséget tenni az igaz és hamis dolgok között.	Animals cannot distinguish between truth and falsehood.	Animals cannot distinguish between truth and falsehood.	True	True	0.7909913	730	730, 904, 550	1.0	730
102	Mire gondolsz, amikor a rádióaktivitás szót meghallod?	"What do you think of when you hear the word ""radioactivity""?"	"What do you think of when you hear the word ""radioactivity""?"	True	True	0.89615595	338	338, 725, 38	1.0	338
103	Na mozdulj már!	Come on, we have work to do.	Get your arse into gear!	False	False	1.1703849	691	691, 300, 830	0	734
104	Mennyire fáj?	He bade us welcome.	How much does it hurt?	False	False	1.1615009	450	450, 499, 611	0	852
105	Tom Jacksoné a ló, amelyik megnyerte a versenyt.	The horse that won the race is owned by Tom Jackson.	The horse that won the race is owned by Tom Jackson.	True	True	0.8979659	240	240, 626, 360	1.0	240
106	Ne tegyen úgy, mintha nem tudná, miről beszélek!	There is nothing to be scared of.	Don't act like you don't know what I'm talking about.	False	False	0.87502694	38	38, 706, 820	0	48
107	Én próbáltam.	I tried it.	I tried it.	True	True	0.9481288	955	955, 573, 882	1.0	955
108	Itt van egy törülköző, ezt használhatod.	Here's a towel that you can use.	Here's a towel that you can use.	True	True	0.9800556	617	617, 419, 680	1.0	617
109	Meg akarod ezt ma csinálni?	You drink too much.	Do you want to do that today?	False	False	0.96351695	704	704, 539, 210	0	618
110	Egyre több pár megy külföldi nászútra.	More and more couples go on honeymoon trips abroad.	More and more couples go on honeymoon trips abroad.	True	True	1.0736526	183	183, 578, 181	1.0	183
111	A legtöbb ember azt hiszi, hogy őrült vagyok.	Nobody loves me.	Most people think I'm crazy.	False	False	0.89541435	698	698, 56, 704	0	406
112	Várjunk csak, most mit is akarsz tenni?	This is because you do not want to be alone.	Wait, what are you trying to do?	False	True	0.9395809	897	897, 759, 269	0.5	759
113	Művészetben megegyezik az ízlésünk.	Our tastes in art agree.	Our tastes in art agree.	True	True	0.96066463	692	692, 667, 730	1.0	692
114	A gazdaság stabilitása minden kormány célja.	A stable economy is the aim of every government.	A stable economy is the aim of every government.	True	True	0.8595164	932	932, 286, 451	1.0	932
115	Elengedné a karom?	Tom tricked us again.	Please let go of my arm.	False	False	1.2134131	841	841, 344, 882	0	381
116	- Nagyon jó lehet magasnak lenni. - Úgy véled? Nem igazán olyan jó. Folyton bevered a fejed a plafonba.	If I could be like that...	"""It must be great to be tall."" ""Do you think so? It's not really that great. You keep bumping your head on the ceiling."""	False	False	0.8810737	423	423, 116, 570	0	516
117	Házas vagyok és van egy lányom.	I am married and I have a daughter.	I am married and I have a daughter.	True	True	0.9824413	773	773, 66, 849	1.0	773
118	Aláírták a szerződést.	The treaty was signed.	The treaty was signed.	True	True	0.8249531	792	792, 126, 129	1.0	792
119	Ne legyél köcsög.	He bade us welcome.	Don't be a bitch.	False	False	1.071748	450	450, 455, 616	0	822
120	Ha nagy leszek, pilóta leszek. És te mi leszel?	We'll make a sailor out of you yet.	When I grow up, I'll be a pilot. And what will you be?	False	True	0.9323826	485	485, 648, 706	0.5	648
121	Az orvos megszegte a hippokratészi esküt.	The doctor broke the Hippocratic Oath.	The doctor broke the Hippocratic Oath.	True	True	0.8305578	917	917, 120, 468	1.0	917
122	A cég tankönyveket ad ki.	The firm publishes educational books.	The firm publishes educational books.	True	True	0.8618648	170	170, 181, 907	1.0	170
123	Folytatta a munkát.	Tom worked all day yesterday.	She proceeded with the work.	False	True	1.0242028	713	713, 7, 218	0.5	7
124	Ez nem az én esernyőm, hanem valaki másé.	All of this is because of you.	This isn't my umbrella; it's somebody else's.	False	False	0.98948383	988	988, 554, 339	0	262
125	Kezdjük veled.	Leave that there.	Let's start with you.	False	False	1.0754431	300	300, 450, 444	0	34
126	Jordan úr egy kicsit meglepett volt.	Mr Jordan was a little surprised.	Mr Jordan was a little surprised.	True	True	0.88866484	929	929, 855, 639	1.0	929
127	Együtt kell odamennünk.	We buy CDs.	We have to go there together.	False	False	1.0050465	181	181, 592, 669	0	872
128	Tudom, hogy Tom a barátod.	Tom loaned me that DVD.	I know Tom is your friend.	False	True	0.9182178	250	250, 876, 882	0.5	876
129	Most menjünk moziba?	Your old grandma dances well.	Shall we watch the movie now?	False	False	1.1505364	344	344, 882, 39	0	725
130	Itt lesz nemsokára?	You, probably, once again right.	Will he be here soon?	False	False	1.0253031	529	529, 577, 914	0	597
131	Kato úrnő volt tavaly a tanárod?	Was Ms. Kato your teacher last year?	Was Ms. Kato your teacher last year?	True	True	1.0124917	92	92, 344, 324	1.0	92
132	György születésétől fogva becsületes.	This fact must not be forgotten.	George is very honest by nature.	False	True	0.9559934	377	377, 137, 962	0.3333333333333333	962
133	Ki kell találnunk valamit.	You must trust us.	We'd better think of something.	False	False	0.9966272	669	669, 539, 668	0	361
134	Bizonyára esni fog.	Leave that there.	It certainly looks like rain.	False	False	1.0265671	300	300, 667, 669	0	560
135	Tud a fivéred autót vezetni?	Can your brother drive a car?	Can your brother drive a car?	True	True	1.0041599	388	388, 450, 835	1.0	388
136	Nem értem a kérdés jelentését.	I need proofs.	I don't understand the meaning of the question.	False	False	0.97685134	27	27, 416, 698	0	857
137	Te mit mondanál a helyemben?	I write every chance I get.	What would you say if you were in my place?	False	False	0.9892566	905	905, 705, 875	0	30
138	A mopszok nem valami aranyosak.	That toy is selling like hot cakes.	Pugs are not cute.	False	False	1.0767326	864	864, 101, 121	0	877
139	Itt a tavasz. Napról-napra melegebb van.	Spring is here. It is getting warmer every day.	Spring is here. It is getting warmer every day.	True	True	0.93002343	130	130, 620, 873	1.0	130
140	Tom nem engedte Marynek, hogy a többi gyerekkel játsszon.	Tom didn't let Mary play with the other children.	Tom didn't let Mary play with the other children.	True	True	0.73711324	317	317, 347, 505	1.0	317
141	Először is mutatnék neked valamit.	We know each other quite well.	First, there's something I'd like to show you.	False	False	0.9482205	66	66, 38, 669	0	783
142	Akarsz is valamit mondani?	You have foul breath.	Are you implying something?	False	False	1.0690304	738	738, 251, 611	0	311
143	Csak a boldogság számít.	Life is sweet.	All that matters is to be happy.	False	True	0.9474056	143	143, 548, 986	0.3333333333333333	986
144	Muszáj rám bíznod magad.	Your old grandma dances well.	You must trust me.	False	False	1.069344	344	344, 450, 696	0	668
145	Tominak nincsenek megtakarításai.	Nobody saw anything.	Tom has no savings.	False	False	0.91567945	710	710, 884, 839	0	555
146	Mikor kezdődik?	When does it start?	When does it start?	True	True	0.96049273	14	14, 682, 39	1.0	14
147	Lázas vagy?	Did you sleep well?	Do you have a fever?	False	False	1.0955505	220	220, 400, 981	0	737
148	Tom adta kölcsön nekem azt a DVD-t.	Tom loaned me that DVD.	Tom loaned me that DVD.	True	True	0.80314505	250	250, 803, 658	1.0	250
149	Izgatottan várom a Karácsonyt.	Your old grandma dances well.	I am looking forward to Christmas.	False	False	0.9785527	344	344, 605, 450	0	241
150	Az iskola felé tartott.	We need experts.	She was on her way to school.	False	False	1.0201945	589	589, 573, 181	0	470
151	Éppen egy hosszú levelet ír.	Tom can write well.	He's writing a long letter.	False	True	0.97137904	815	815, 578, 707	0.3333333333333333	707
152	Senki sem hallgat meg téged.	Nobody saw anything.	No one is listening to you.	False	True	1.0043542	710	710, 689, 698	0.5	689
153	Mit szólnál egy csésze forró kávéhoz?	What was the color of the apple he gave you?	How about a cup of hot coffee?	False	True	0.95070887	76	76, 247, 12	0.3333333333333333	12
154	Mondd meg az igazat!	This is silly!	Tell the truth.	False	False	1.0088336	830	830, 539, 612	0	416
155	Oda se neki, miket mond!	May I call on you again?	You should ignore what he says.	False	False	1.0766393	88	88, 572, 326	0	926
156	Kölcsönkérhetem ezt a CD-t?	May I borrow this CD?	May I borrow this CD?	True	True	0.8958814	983	983, 59, 532	1.0	983
157	Szeretném mindenkinek a figyelmét kérni.	All that matters is to be happy.	Could I have everyone's attention, please?	False	False	0.9401045	986	986, 38, 760	0	253
158	Három üveg bort kellett volna vennünk.	We should've bought three bottles of wine.	We should've bought three bottles of wine.	True	True	0.9832835	814	814, 573, 704	1.0	814
159	Fordítsuk komolyra a szót!	Today is a big day, son!	Let's get serious.	False	False	0.92974734	758	758, 830, 706	0	629
160	Most a boltba megyek.	Your old grandma dances well.	I'm going to the store now.	False	False	1.0159096	344	344, 300, 450	0	273
161	Sokat olvasok.	You drink too much.	I read a lot.	False	False	1.0182099	704	704, 121, 882	0	578
162	Tomi két lánnyal randevúzik egyidőben.	Tom and Mary are mad at John.	Tom is dating two girls at the same time.	False	True	0.8835139	58	58, 843, 254	0.3333333333333333	254
163	Tanítson meg dzsúdózni!	You must do it.	Teach judo to me.	False	False	1.0502001	539	539, 735, 591	0	326
164	Számítanak az első benyomások.	First impressions matter.	First impressions matter.	True	True	0.9396633	853	853, 27, 201	1.0	853
165	Kórházban kellene lenned.	We need sleep.	You should be in a hospital.	False	False	1.0502863	592	592, 704, 87	0	990
166	Senki sem lakik ebben a házban.	Nobody lives in this house.	Nobody lives in this house.	True	True	0.7796091	94	94, 717, 710	1.0	94
167	Bizonyítékokra van szükségem.	I need answers.	I need proofs.	False	True	0.97988605	204	204, 27, 845	0.5	27
168	Ő már nincs itt.	Tom needed you.	He is no longer here.	False	False	0.9923403	882	882, 710, 592	0	700
169	Illatos a gyertya.	He bade us welcome.	The candle smells nice.	False	False	0.9768026	450	450, 344, 841	0	471
170	Gondoskodni fogok a szüleimről, ha megöregednek.	I'll take care of my parents when they get old.	I'll take care of my parents when they get old.	True	True	0.9311738	968	968, 38, 706	1.0	968
171	Télen nem szívesen eszem fagyit.	You drink too much.	I don't enjoy eating ice cream during the winter.	False	False	0.95023954	704	704, 942, 667	0	53
172	Eldöntötte, hogy Amerikába megy.	I will fly to Germany.	She made up her mind to go to America.	False	True	0.92710686	930	930, 498, 544	0.5	498
173	Akarod, hogy tegyek néhány szál virágot a hajadba?	Do you want me to put some flowers in your hair?	Do you want me to put some flowers in your hair?	True	True	0.9302652	579	579, 247, 76	1.0	579
174	Idő kell.	I needed money.	We need time.	False	False	1.0314927	573	573, 380, 424	0	594
175	Közös a hazánk.	Life is sweet.	We are compatriots.	False	False	0.91741943	143	143, 558, 992	0	219
176	Hálásnak kellene lenned.	You drink too much.	You should be grateful.	False	False	1.0676534	704	704, 882, 635	0	991
177	Mary olyan kedves lány, hogy mindenki szereti.	Mary is so nice a girl that she is loved by everybody.	Mary is so nice a girl that she is loved by everybody.	True	True	0.67953265	970	970, 318, 488	1.0	970
178	Tomnak azt kéne tennie, amit Mary mond.	Tom should do what Mary says.	Tom should do what Mary says.	True	True	0.8791243	153	153, 250, 56	1.0	153
179	Az állatok az erdőben élnek.	Animals inhabit the forest.	Animals inhabit the forest.	True	True	0.8253542	774	774, 891, 456	1.0	774
180	Tanuld meg irányítani, vagy az fog irányítani téged.	Tom should do what Mary says.	Learn to control it or it will control you.	False	False	1.1121824	153	153, 785, 967	0	489
181	Majd várok odakint.	He bade us welcome.	I'll just wait outside.	False	False	0.9945128	450	450, 300, 696	0	401
182	Nekem is tudsz venni egyet?	Can you give me a better price?	Can you buy one for me as well?	False	False	0.9756764	69	69, 38, 811	0	496
183	Németországba repülök majd.	I will fly to Germany.	I will fly to Germany.	True	True	0.9563873	930	930, 882, 580	1.0	930
184	Hirtelen kialudtak a fények.	They are hungry.	Suddenly, all the lights went out.	False	False	1.0111718	891	891, 877, 101	0	973
185	Zenehallgatás a hobbim.	Avoid saying this word.	My hobby is to listen to music.	False	False	1.111907	24	24, 143, 156	0	716
186	A nyári szünidő után a gyerekeknek vissza kell menniük az iskolába.	After the summer holidays, the children have to go back to school.	After the summer holidays, the children have to go back to school.	True	True	0.7709762	104	104, 712, 229	1.0	104
187	Olyan mérges volt, hogy nem tudott beszélni.	He could not speak, he was so angry.	He could not speak, he was so angry.	True	True	0.8962716	367	367, 40, 458	1.0	367
188	Edzenem kell.	He bade us welcome.	I have to exercise.	False	False	1.0925579	450	450, 882, 841	0	47
189	A mobilom leesett a földre.	You have foul breath.	My cellphone fell on the floor.	False	False	0.9535799	738	738, 605, 696	0	865
190	A felesége álomszép, a lányát meg már ne is említsem.	His wife is as beautiful as a dream, not to mention his daughter.	His wife is as beautiful as a dream, not to mention his daughter.	True	True	0.9830003	431	431, 344, 964	1.0	431
191	Nem hoztam magammal meleg ruhát.	I gave Tom all my money.	I didn't bring any warm clothes.	False	False	1.0267825	803	803, 119, 238	0	478
192	Tedd fel a fejhallgatót!	Give me the knife.	Put the headphone on.	False	False	1.0199304	491	491, 381, 734	0	680
193	Szükségünk van a válaszra.	We need an answer.	We need an answer.	True	True	0.94436157	845	845, 986, 570	1.0	845
194	Ez a könyv unalmas.	This book is hers.	This book is boring.	False	True	0.98740697	2	2, 861, 578	0.5	861
195	Taro két éve meghalt.	Taro died two years ago.	Taro died two years ago.	True	True	0.89950943	228	228, 371, 651	1.0	228
196	Nehezére esik apámnak abbahagyni az ivást.	God forbid that anything should happen to Tom.	It's hard for my father to give up drinking.	False	False	1.022081	56	56, 581, 916	0	623
197	Egy étteremben ebédeltünk.	My sister washes her hair every morning.	We had dinner at a restaurant.	False	False	1.0075121	276	276, 713, 835	0	949
198	Ez azért van, mert nem akarsz egyedül lenni.	This is because you do not want to be alone.	This is because you do not want to be alone.	True	True	0.9770483	897	897, 38, 988	1.0	897
199	A motor megint beindult.	The engine started again.	The engine started again.	True	True	0.86703765	349	349, 369, 562	1.0	349
200	Három kutya követ négy macskát a kerítésig.	My sister washes her hair every morning.	Three dogs are following four cats to the gate.	False	True	1.0051564	276	276, 905, 84	0.3333333333333333	84
201	Két fiam van. Az egyik Nara, a másik Tsu.	I have two sons. One is in Nara and the other in Tsu.	I have two sons. One is in Nara and the other in Tsu.	True	True	0.7413037	778	778, 284, 972	1.0	778
202	Beszélhetnénk erről később?	Could we talk about this later?	Could we talk about this later?	True	True	0.9442704	500	500, 914, 66	1.0	500
203	Szavazással döntünk.	You went too far.	We'll decide by voting.	False	False	0.98179495	121	121, 799, 453	0	285
204	Semmi más nem kell..., csak egy új nadrág.	I don't need anything... just a new pair of pants.	I don't need anything... just a new pair of pants.	True	True	0.8469429	116	116, 423, 419	1.0	116
205	A szemétláda ellopta a hátizsákom, megette a szendvicsem és beleszart a termoszomba.	He ate a piece of the pie.	Son of a bitch stole my backpack, ate my sandwich, and shit in my Thermos!	False	False	0.89340687	879	879, 439, 106	0	828
206	Tomi aláírta az iratot.	Tom signed the document.	Tom signed the document.	True	True	0.90538144	129	129, 128, 126	1.0	129
