	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
35	Itu pesananku.	Do whatever it takes.	Those are my orders.	False	False	1.3337672	270	270, 708, 900	0	148
36	Aku tidak percaya padamu.	I hope he can help you.	I don't believe you.	False	False	1.2794912	646	646, 189, 498	0	854
37	Permohonan kenaikan gaji kalian kembali ditolak.	He turned over a new leaf in life.	I'm afraid that your request for a pay raise was turned down again.	False	False	1.4233713	861	861, 780, 992	0	540
38	Kuharap aku tidak mengganggumu.	I'm getting ready for the worst.	I hope I haven't interrupted you.	False	False	1.3594524	679	679, 84, 646	0	782
39	Bahkan Tom sedikit terkejut.	Good luck with the new job.	Even Tom is a little surprised.	False	False	1.3856375	900	900, 808, 355	0	263
40	Pria tua itu tertabrak sebuah mobil dan segera dilarikan ke rumah sakit.	The thief ran away when she saw the policeman.	The old man was hit by a car and was immediately taken to the hospital.	False	True	1.4315797	383	383, 199, 865	0.5	199
41	Jika pihak yang lain tidak menawarkan informasi pribadi, lebih baik dibiarkan saja.	If the other party does not offer personal information, however, it is better to leave it alone.	If the other party does not offer personal information, however, it is better to leave it alone.	True	True	1.3009944	436	436, 7, 900	1.0	436
42	Kamu paham kan kenapa kamu sedang dihukum?	Is he still mad?	You understand why you're being punished, don't you?	False	False	1.4607944	548	548, 530, 506	0	772
43	Bagaimana pendapatnya terhadap berita ini?	What are they saying?	What was her reaction to the news?	False	False	1.3789833	938	938, 469, 920	0	31
44	Aku kehabisan akal.	I hope he can help you.	I was at my wit's end.	False	False	1.3232179	646	646, 189, 550	0	853
45	Dia berkata bahwa dia sangat ingin pergi ke sana.	She said that she was eager to go there.	She said that she was eager to go there.	True	True	1.3669243	581	581, 197, 805	1.0	581
46	Maaf membuatmu menunggu.	I saw them leave together.	I'm sorry to have kept you waiting.	False	False	1.2940803	84	84, 450, 536	0	177
47	Aku menangis semalam suntuk.	I am become death, the destroyer of worlds.	I cried all night long.	False	False	1.3765111	70	70, 104, 442	0	359
48	Anda ingin segelas kopi lagi?	Tom wished he had more time.	Would you like another cup of coffee?	False	False	1.4413621	299	299, 666, 616	0	118
49	Kemarin bulan purnama.	I am become death, the destroyer of worlds.	It was a full moon yesterday.	False	False	1.3728065	70	70, 536, 333	0	967
50	Kamu harus memperhatikan kendaraan ketika akan menyeberang jalan.	Look out for cars when you cross the road.	Look out for cars when you cross the road.	True	True	1.350735	647	647, 900, 650	1.0	647
51	Ia pergi berburu rusa.	She gave me a ride home.	He went deer hunting.	False	False	1.3736438	505	505, 104, 61	0	480
52	"Di Belanda, sudah menjadi kebiasaan saat membangun rumah jika sudah mencapai bagian tertinggi dan atap sudah siap dipasang, pemilik rumah menjamu para tukang bangunan dengan istilah ""bir atap"" untuk memberi selamat. Sebuah bendera kemudian dipasang di bubungan. Jika pemilik rumah agak pelit, yang dipasang bukan bendera, tetapi sapu."	That slope is very steep, better go through the left side.	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."	False	True	1.371086	455	455, 900, 895	0.3333333333333333	895
53	Tempelkan sebuah perangko pada amplopnya.	Pick up that paper there on the floor.	Stick a stamp on the envelope.	False	True	1.3632361	307	307, 543, 861	0.5	543
54	Kami telah memutuskan untuk menunda rapat hingga hari Minggu berikutnya.	We've decided to move the meeting to next Sunday.	We've decided to move the meeting to next Sunday.	True	True	1.3211161	717	717, 472, 243	1.0	717
55	Taksi itu menunggu di luar.	I saw them leave together.	The taxi is waiting outside.	False	False	1.3232487	84	84, 472, 70	0	983
56	Saya akan pergi selama beberapa waktu.	You must be tired after such a long trip.	I could be away for some time.	False	False	1.291214	212	212, 365, 657	0	334
57	Di dalam hidup, kita semua berjuang untuk mencapai kesuksesan, namun sedikit sekali orang yang berhasil.	I am become death, the destroyer of worlds.	We all try hard to make the grade in life, but only a few succeed.	False	True	1.2150584	70	70, 91, 410	0.3333333333333333	410
58	Bisakah saya membayar dengan menggunakan kartu kredit?	Can I pay by credit card?	Can I pay by credit card?	True	True	1.2157335	676	676, 238, 57	1.0	676
59	Dia menjalani tes pemeriksaan HIV.	She got tested for HIV.	She got tested for HIV.	True	True	1.3561885	102	102, 438, 865	1.0	102
60	Mengapa kamu gagal di ujian masuk?	Why did you fail on the entrance examination?	Why did you fail on the entrance examination?	True	True	1.3663344	561	561, 76, 125	1.0	561
61	Mungkin lebih baik aku buang saja ini ke tempat sampah.	Good luck with the new job.	I should probably just toss this in the trash.	False	False	1.3860091	900	900, 880, 365	0	719
62	Dapatkah saya berbicara denganmu sebentar, Tom?	Where are you headed?	Could I speak to you for a moment, Tom?	False	False	1.2999117	866	866, 551, 938	0	316
63	Tolong pergi ke rumah saudaramu Amnon.	We sent for a doctor.	Go, please, to the house of your brother Amnon.	False	True	1.4120916	865	865, 493, 333	0.5	493
64	Sudah pernah hujan di hutan.	It rained yesterday.	It has been raining in the forest.	False	False	1.3809874	523	523, 571, 84	0	87
65	Dalam waktu dekat ini kita akan mampu mengobati AIDS	In the near future, we will be able to put an end to AIDS.	In the near future, we will be able to put an end to AIDS.	True	True	1.296606	424	424, 646, 91	1.0	424
66	Ini tidak seperti kamu menangis di bioskop.	Look out for cars when you cross the road.	It's not like you to cry at movies.	False	False	1.3416631	647	647, 880, 511	0	959
67	Kami masih mencari.	Your English is improving.	We're still searching.	False	False	1.4195367	880	880, 666, 70	0	791
68	Saya membaca buku dari awal sampai akhir.	The first necessary thing in choosing books to read is to select those which really interest you.	I read the book from cover to cover.	False	False	1.3583732	367	367, 880, 511	0	376
69	Bolehkah saya membuka jendela?	Where are you headed?	Can I open the window?	False	False	1.361875	866	866, 57, 551	0	554
70	Apartemen-apartemen ini didesain khusus untuk keluarga muda.	These apartments are designed specifically for young families.	These apartments are designed specifically for young families.	True	True	1.2112553	822	822, 79, 738	1.0	822
71	Mematuhi aturan adalah kewajiban kita semua.	I am become death, the destroyer of worlds.	It is our duty to obey the law.	False	True	1.303165	70	70, 585, 739	0.5	585
72	Mengapa kita tidak naik taksi?	Where are you headed?	Why don't we take a taxi?	False	False	1.4183174	866	866, 676, 159	0	377
73	Apa kau meninggalkan tip?	Who wants hot chocolate?	Did you leave a tip?	False	False	1.2935121	616	616, 469, 966	0	744
74	Aku telah menjadi mati, penghancur dunia.	I am become death, the destroyer of worlds.	I am become death, the destroyer of worlds.	True	True	1.0995939	70	70, 104, 27	1.0	70
75	Senyum.	We sent for a doctor.	Smile for the camera.	False	False	1.4678825	865	865, 112, 992	0	740
76	Sulit sekali mencari pekerjaan.	Good luck with the new job.	Finding work is difficult.	False	False	1.2872143	900	900, 112, 28	0	86
77	Karena kedai minum yang biasa kukunjungi berada di bawah jalur kereta api, aku selalu mendengar suara kereta api lewat ketika sedang minum.	My favorite bar is located below the railway, so I always hear the clanging noise of the trains passing by when I'm drinking.	My favorite bar is located below the railway, so I always hear the clanging noise of the trains passing by when I'm drinking.	True	True	1.3280504	596	596, 972, 647	1.0	596
78	Tom mungkin saja sudah pergi.	Tom may have already left.	Tom may have already left.	True	True	1.3195087	165	165, 355, 759	1.0	165
79	Tom menyadari Mary tidak sedang bercanda.	I saw Tom and Mary leave together.	Tom realized Mary wasn't kidding.	False	True	1.376435	83	83, 123, 768	0.5	123
80	Merkurius adalah planet terkecil dalam tata surya kita.	Mercury is the smallest planet in our solar system.	Mercury is the smallest planet in our solar system.	True	True	1.1494242	486	486, 441, 231	1.0	486
81	Aku suka pakaian-pakaian yang mencolok.	Cup ramen are bad for your health.	I like showy clothes.	False	False	1.2755623	992	992, 900, 664	0	620
82	Tom masih tidak mengangkat teleponnya.	Tom is still not answering his phone.	Tom is still not answering his phone.	True	True	1.3397111	672	672, 146, 511	1.0	672
83	Ini tidak dihitung.	Good luck with the new job.	It just doesn't count.	False	False	1.3668959	900	900, 446, 708	0	933
84	Aku ketinggalan keretaku.	Good luck with the new job.	I missed my train.	False	False	1.3849964	900	900, 666, 189	0	925
85	Cepat!	Get well soon!	Step on it!	False	False	1.350446	474	474, 232, 844	0	704
86	Apakah Anda pernah ke Amerika?	Have you ever been to America?	Have you ever been to America?	True	True	1.3689317	220	220, 866, 889	1.0	220
87	Dah!	Get well soon!	I'll see you later.	False	False	1.2782013	474	474, 817, 232	0	695
88	Saya sama sekali tidak bisa berbahasa Prancis.	I can no more swim than a stone can.	I can't speak French at all.	False	False	1.3214326	28	28, 880, 347	0	911
89	Pulanglah ke istrimu, Tom.	Go home to your wife, Tom.	Go home to your wife, Tom.	True	True	1.328941	333	333, 96, 189	1.0	333
90	Tunggu sebentar, Tom.	Thanks for helping Tom.	Hang on just a second, Tom.	False	False	1.4061644	666	666, 768, 333	0	324
91	Aku telanjang!	This is true!	I am naked!	False	False	1.3737831	232	232, 666, 474	0	94
92	Sayang sekali, dia sakit.	He turned over a new leaf in life.	It's too bad she's ill.	False	False	1.3934336	861	861, 516, 742	0	483
93	Kopi ini tidak cukup panas.	Cup ramen are bad for your health.	This coffee is not hot enough.	False	True	1.3543942	992	992, 233, 787	0.5	233
94	Tidak ada yang boleh keluar tanpa permisi.	No one is to leave without permission.	No one is to leave without permission.	True	True	1.3023161	618	618, 212, 929	1.0	618
95	Aku pikir kita punya beberapa urusan yang belum diselesaikan.	Good luck with the new job.	I think we have some unfinished business.	False	False	1.2292672	900	900, 212, 155	0	848
96	Saya harus pergi ke toilet.	I need to go to the toilet.	I need to go to the toilet.	True	True	1.2521951	574	574, 472, 865	1.0	574
97	Apa kau tidak jenuh terus-terusan makan di sini?	What do they live on in Egypt?	Aren't you sick of eating here?	False	False	1.4221326	614	614, 551, 866	0	291
98	Aku pikir aku adalah seorang putri di kehidupanku yang sebelumnya.	I am become death, the destroyer of worlds.	I think that I was a princess in a past life.	False	False	1.2883098	70	70, 189, 84	0	788
99	Tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.	The mouse was lured into the trap by a big piece of cheese.	The mouse was lured into the trap by a big piece of cheese.	True	True	1.319148	980	980, 0, 289	1.0	980
100	Jangan manja gitu. Sepatu merah yang kamu mau itu sudah terjual, yang ada cuma yang biru.	I want this garbage out of here.	Stop being so selfish. The red shoes you wanted are sold out, and only the blue ones are left.	False	True	1.4006734	972	972, 547, 510	0.3333333333333333	510
101	Apakah aku memberitahumu kalau aku memiliki ini?	Who are you?	Did I tell you I had this?	False	False	1.262035	506	506, 866, 594	0	769
102	Apakah ada pepatah yang mirip dalam bahasa Jepang?	Do you have a similar saying in Japanese?	Do you have a similar saying in Japanese?	True	True	1.2626302	174	174, 341, 551	1.0	174
103	Anda ingin pergi ke mana?	Where will you go for the vacation?	Where would you like to go?	False	False	1.3430994	876	876, 868, 889	0	869
104	Mohon pemberitahuan pabean anda.	I am become death, the destroyer of worlds.	Your customs declaration, please.	False	False	1.4943037	70	70, 189, 27	0	940
105	Klabaster dan Gizmo adalah kucing.	Klabaster and Gizmo are cats.	Klabaster and Gizmo are cats.	True	True	1.1441011	396	396, 664, 117	1.0	396
106	Pertanyaannya adalah apa yang akan kita lakukan sekarang.	Good luck with the new job.	The question is what do we do now.	False	False	1.3335546	900	900, 424, 414	0	710
107	Australia lebih kecil daripada Amerika Selatan.	Australia is smaller than South America.	Australia is smaller than South America.	True	True	1.240575	615	615, 28, 586	1.0	615
108	Kami sudah muak dengan keluhanmu.	I am become death, the destroyer of worlds.	We're fed up with your complaining.	False	False	1.3705406	70	70, 851, 84	0	635
109	Aku dapat surat dari temanku di London.	I got a letter from a friend of mine in London.	I got a letter from a friend of mine in London.	True	True	1.2018863	161	161, 908, 646	1.0	161
110	Kuharap kita akan segera bertemu lagi.	I saw them leave together.	I hope we'll see each other again soon.	False	True	1.4010077	84	84, 305, 365	0.5	305
111	"""Selamat pagi,"" kata Tom sambil tersenyum."	Happy birthday, Muiriel!	"""Good morning"", said Tom with a smile."	False	False	1.3960688	187	187, 70, 13	0	178
112	Makan pagi telah dipesan.	I am eating an apple.	Breakfast is served.	False	False	1.3597678	141	141, 664, 629	0	973
113	Kemarin, saya pergi ke pasar membeli jeruk peras.	Yesterday, I went to the market to buy some sweet oranges.	Yesterday, I went to the market to buy some sweet oranges.	True	True	1.2227712	447	447, 645, 664	1.0	447
114	Kami telah melakukan yang terbaik yang kami bisa.	Your English is improving.	We've done the best we can.	False	False	1.3009036	880	880, 91, 70	0	732
115	Apakah kamu paham dengan apa yang kamu katakan?	What are you reading?	Do you understand what you're saying?	False	False	1.275638	551	551, 938, 506	0	976
116	Jeruk peras rasanya tidak terlalu masam.	Cup ramen are bad for your health.	Sweet oranges are not very sour.	False	False	1.3574535	992	992, 134, 189	0	448
117	Hujankah?	Who wants hot chocolate?	Is it raining?	False	False	1.3467255	616	616, 469, 548	0	255
118	Saya tidak makan daging.	Cup ramen are bad for your health.	I don't eat meat.	False	True	1.3426925	992	992, 445, 843	0.5	445
119	Mana yang lebih kamu suka, wine putih atau merah?	Which do you like better, white wine or red wine?	Which do you like better, white wine or red wine?	True	True	1.303504	253	253, 149, 118	1.0	253
120	Kenapa kamu tidak membantunya?	Why aren't you helping him?	Why aren't you helping him?	True	True	1.3425177	820	820, 506, 551	1.0	820
121	Siapa mau cokelat panas?	Who wants hot chocolate?	Who wants hot chocolate?	True	True	1.1604382	616	616, 469, 517	1.0	616
122	Apa yang kamu rasakan tentang ini, Tom?	What are you reading?	How do you feel about this, Tom?	False	False	1.2894247	551	551, 317, 351	0	328
123	Dedaunan pohonnya menjadi merah.	The tree leaves turned red.	The tree leaves turned red.	True	True	1.3818414	818	818, 673, 992	1.0	818
124	Anda ingin bertanya sesuatu pada saya?	Why are people always so cynical?	Do you want to ask me some questions?	False	False	1.4539969	971	971, 344, 749	0	490
125	Kami memilih John untuk menjadi kapten kami.	We chose John to be our captain.	We chose John to be our captain.	True	True	1.3074375	863	863, 865, 708	1.0	863
126	Apa saya masih mampu melakukannya?	What are you reading?	Will I still be able to do it?	False	False	1.3253257	551	551, 235, 351	0	599
127	Kenapa kamu membutuhkan uang kembalian?	How much do you charge by the hour?	Why do you need change?	False	False	1.3444592	57	57, 676, 238	0	919
128	Selamat pagi, semuanya.	Good morning, everybody.	Good morning, everybody.	True	True	1.3058864	176	176, 432, 359	1.0	176
129	Apa kau pernah mendonorkan darah?	Have you ever donated blood?	Have you ever donated blood?	True	True	1.3488103	249	249, 76, 159	1.0	249
130	Kamu mengenal seseorang di sini?	Do you need a hand?	Do you know anyone here?	False	False	1.3834851	406	406, 866, 641	0	492
131	Daerah itu memiliki sumber daya mineral yang relatif berlimpah.	That area is relatively rich in natural resources.	That area is relatively rich in natural resources.	True	True	1.2380934	849	849, 112, 23	1.0	849
132	Terima kasih telah membantu Tom.	Thanks for helping Tom.	Thanks for helping Tom.	True	True	1.3588586	666	666, 900, 84	1.0	666
133	Apakah kamu mendapatkan ini dari Tom?	Did you get this from Tom?	Did you get this from Tom?	True	True	1.2536607	309	309, 551, 594	1.0	309
134	Aku lebih memilih tinggal di rumah.	I can no more swim than a stone can.	I would rather stay at home.	False	False	1.3643153	28	28, 412, 880	0	544
135	Tom bilang ia berencana untuk mengunjungi mantan kekasihnya di Boston.	Tom said he was planning on visiting an old girlfriend in Boston.	Tom said he was planning on visiting an old girlfriend in Boston.	True	True	1.2876967	197	197, 917, 202	1.0	197
136	Apa ini akan memakan waktu beberapa lama?	How long will it take?	Is this going to take a while?	False	True	1.3605223	984	984, 920, 692	0.3333333333333333	692
137	Dia meminta kami untuk mematuhi peraturan.	I saw them leave together.	He urged us to obey the rule.	False	False	1.3206476	84	84, 865, 646	0	59
138	Bahkan Tom terkejut mendengarkan itu.	I am ashamed about what happened yesterday.	Even Tom was surprised to hear that.	False	False	1.3574032	449	449, 553, 808	0	282
139	Kulkas kecilnya kotor.	Rabbits have long ears.	The little fridge is dirty.	False	False	1.3516066	482	482, 886, 992	0	134
140	Aku memberitahu istriku untuk cepat bersiap-siap.	Good luck with the new job.	I told my wife to get ready in a hurry.	False	False	1.3081158	900	900, 646, 212	0	151
141	Saya tidak dapat pergi.	Let's go back in.	I can't go.	False	False	1.3754653	685	685, 28, 712	0	770
142	Tom melakukan apa yang Mary minta dengan berat hati.	Tom grudgingly did what Mary asked.	Tom grudgingly did what Mary asked.	True	True	1.3222923	553	553, 550, 900	1.0	553
143	Aku ingin menunjukkan foto Tom ini kepadamu.	I saw them leave together.	I'd like to show this picture of Tom to you.	False	True	1.404151	84	84, 646, 691	0.3333333333333333	691
144	Cara yang modern telah memajukan industri.	Modern methods have pushed industry forward.	Modern methods have pushed industry forward.	True	True	1.2734044	705	705, 900, 880	1.0	705
145	Bayi itu tertidur.	Go home to your wife, Tom.	The baby fell asleep.	False	False	1.3576252	333	333, 84, 70	0	464
146	Sudah berapa lama Anda tinggal di pulau tersebut?	Where are you all going?	How long did you live on the island?	False	False	1.3195416	864	864, 889, 866	0	98
147	Kami tahu Tom akan melakukan apa saja yang kami perintahkan.	My dad will kill me.	We know Tom will do whatever we tell him to do.	False	False	1.3800495	652	652, 449, 945	0	372
148	Mereka mengenal kita.	I saw them leave together.	They know us.	False	False	1.2378904	84	84, 439, 756	0	463
149	Semoga sukses dengan pekerjaan barumu.	Good luck with the new job.	Good luck with the new job.	True	True	1.2359123	900	900, 666, 155	1.0	900
150	Petugas pemadam kebakaran menerobos masuk ke dalam rumah yang sedang terbakar.	The fireman rushed into the burning house.	The fireman rushed into the burning house.	True	True	1.3440565	71	71, 637, 696	1.0	71
151	Petugas Bea dan Cukai memeriksa kotak-kotak.	The customs officials examined the boxes.	The customs officials examined the boxes.	True	True	1.3659041	807	807, 913, 798	1.0	807
152	Aku mau pergi ke tengah kota.	I want to go with you.	I'm going to the center of town.	False	False	1.2867956	498	498, 650, 547	0	825
153	Aku penasaran apa yang sedang dilakukan Tom sekarang.	Good luck with the new job.	I wonder what Tom is doing now.	False	False	1.3539786	900	900, 880, 551	0	495
154	Jangan merokok di ruangan ini.	You are always to knock before entering my room.	Don't smoke in this room.	False	False	1.3823625	472	472, 972, 547	0	993
155	Kakakku adalah insinyur.	My name is Hashimoto.	My brother is an engineer.	False	False	1.3703066	922	922, 979, 982	0	487
156	Tom tidak berkata sepatah kata pun sepanjang sore.	Tom hasn't said a word all evening.	Tom hasn't said a word all evening.	True	True	1.3847524	146	146, 104, 982	1.0	146
157	Aku bertemu dengan Tom Januari ini.	I met Tom this January.	I met Tom this January.	True	True	1.3584453	130	130, 880, 666	1.0	130
158	Apakah kamu sudah minum obat?	Who wants hot chocolate?	Have you taken your medicine yet?	False	True	1.2613983	616	616, 406, 210	0.3333333333333333	210
159	Dan di sinilah mereka.	And here they are.	And here they are.	True	True	1.3324322	675	675, 70, 84	1.0	675
160	Anda harus membuka barang bawaan anda untuk pemeriksaan pabean.	They paid customs duties.	You have to unpack your luggage for customs inspection.	False	True	1.378725	798	798, 865, 874	0.3333333333333333	874
161	Mohon maaf, kami kehabisan stok barang tersebut.	I am become death, the destroyer of worlds.	I'm afraid we don't have any left.	False	False	1.3621047	70	70, 900, 414	0	713
162	Tolong panggilkan taksi.	We sent for a doctor.	Please call a taxi.	False	False	1.4983661	865	865, 636, 828	0	182
163	Kau ingin pergi ke mana?	Where were you going?	Where do you want to go?	False	False	1.3777621	878	878, 889, 641	0	868
164	Payung ini berapa harganya?	What colour is this fish?	How much does this umbrella cost?	False	False	1.4049352	469	469, 693, 866	0	122
165	Maling itu kabur saat melihat polisi.	The police caught sight of the criminal running away.	The thief ran away when she saw the policeman.	False	True	1.354078	696	696, 383, 84	0.5	383
166	Permisi, apakah kamu melihat Tom dimana?	What are you reading?	Excuse me, have you seen Tom?	False	False	1.346562	551	551, 57, 866	0	326
167	Dia mempunyai watak yang mirip dengan ayahnya.	His character resembles his father's.	His character resembles his father's.	True	True	1.4088287	754	754, 623, 669	1.0	754
168	Dia mengambil pinjaman uang.	The loss amounts to a million dollars.	He ran into debt.	False	False	1.372893	671	671, 431, 617	0	400
169	Saya beradu mulut dengan kakak perempuan saya.	We met at the door of my house.	I had a quarrel with my sister.	False	False	1.370862	999	999, 652, 84	0	867
170	Apakah mencari tumpangan dilarang di Australia?	Where are you headed?	Is hitchhiking prohibited in Australia?	False	False	1.3650106	866	866, 876, 900	0	191
171	Aku keceplosan mengatakan hal yang seharusnya tidak aku katakan.	A foolish impulse made me say what I should have left unsaid.	A foolish impulse made me say what I should have left unsaid.	True	True	1.4011066	519	519, 76, 13	1.0	519
172	Kamu perlu melihat gambar besar itu di sini.	You need to look at the big picture here.	You need to look at the big picture here.	True	True	1.4367063	716	716, 84, 101	1.0	716
173	Tom dan Mary bermain tenis seharian.	Tom and Mary played tennis all day long.	Tom and Mary played tennis all day long.	True	True	1.2166656	170	170, 768, 35	1.0	170
174	Aku sadar kalau apa yang telah aku pilih ternyata tidak membuatku tertarik.	I'm tied up with this job recently.	I realized that what I had chosen didn't really interest me.	False	False	1.307043	155	155, 519, 900	0	330
175	Terima kasih atas koreksinya.	I made use of this good opportunity.	Thank you for the corrections.	False	False	1.3781556	550	550, 70, 900	0	451
176	"""Apakah kau melihat ponselku?"" ""Ada di meja."""	How much is this camera?	"""Have you seen my cell phone?"" ""It's on the table."""	False	False	1.4021701	121	121, 469, 235	0	208
177	Tahun 1990-an dimulai dengan peristiwa Teluk	The 1990s began with the Gulf incident.	The 1990s began with the Gulf incident.	True	True	1.2868159	422	422, 112, 251	1.0	422
178	Jim suka dengan dokternya.	Good luck with the new job.	Jim likes the doctor.	False	False	1.3597269	900	900, 865, 808	0	384
179	"""Aku ingin buku itu"", katanya pada dirinya sendiri."	"""I want that book"", he said to himself."	"""I want that book"", he said to himself."	True	True	1.2718323	423	423, 652, 572	1.0	423
180	Kembalikan dompetku.	Go for it.	Give me back my wallet.	False	False	1.4246789	708	708, 112, 70	0	923
181	Dia mencintai anak-anaknya.	My heart aches for the starving children in Africa.	She loves her children.	False	True	1.370584	13	13, 236, 742	0.5	236
182	Mukanya masam saat dia tahu bahwa nilainya turun.	Good luck with the new job.	He has a disappointed look on his face because he knows that his grade went down.	False	False	1.3660083	900	900, 20, 666	0	454
183	Tom mulai bernyanyi.	Tom started to sing.	Tom started to sing.	True	True	1.2538306	964	964, 666, 435	1.0	964
184	Dia menjadi bersemangat setelah melihat pemandangan indah itu.	One of my horses died yesterday.	He was excited to see the beautiful scenery.	False	False	1.4609771	828	828, 70, 212	0	45
