	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
50	Kamu harus memperhatikan kendaraan ketika akan menyeberang jalan.	Look out for cars when you cross the road.	Look out for cars when you cross the road.	True	True	1.4249532	647	647, 472, 569	1.0	647
51	Ia pergi berburu rusa.	There is a stone in my shoe.	He went deer hunting.	False	False	1.4013594	569	569, 360, 505	0	480
52	"Di Belanda, sudah menjadi kebiasaan saat membangun rumah jika sudah mencapai bagian tertinggi dan atap sudah siap dipasang, pemilik rumah menjamu para tukang bangunan dengan istilah ""bir atap"" untuk memberi selamat. Sebuah bendera kemudian dipasang di bubungan. Jika pemilik rumah agak pelit, yang dipasang bukan bendera, tetapi sapu."	That slope is very steep, better go through the left side.	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."	False	True	1.3985226	455	455, 895, 603	0.5	895
53	Tempelkan sebuah perangko pada amplopnya.	There is a stone in my shoe.	Stick a stamp on the envelope.	False	False	1.4261853	569	569, 307, 603	0	543
54	Kami telah memutuskan untuk menunda rapat hingga hari Minggu berikutnya.	We've decided to move the meeting to next Sunday.	We've decided to move the meeting to next Sunday.	True	True	1.33907	717	717, 831, 40	1.0	717
55	Taksi itu menunggu di luar.	There is a stone in my shoe.	The taxi is waiting outside.	False	False	1.3644441	569	569, 472, 239	0	983
56	Saya akan pergi selama beberapa waktu.	I'll be back in three hours.	I could be away for some time.	False	False	1.3918903	365	365, 239, 557	0	334
57	Di dalam hidup, kita semua berjuang untuk mencapai kesuksesan, namun sedikit sekali orang yang berhasil.	I am become death, the destroyer of worlds.	We all try hard to make the grade in life, but only a few succeed.	False	True	1.3217399	70	70, 91, 410	0.3333333333333333	410
58	Bisakah saya membayar dengan menggunakan kartu kredit?	Can I pay by credit card?	Can I pay by credit card?	True	True	1.3164158	676	676, 238, 57	1.0	676
59	Dia menjalani tes pemeriksaan HIV.	My mother made a complete recovery from neuralgia.	She got tested for HIV.	False	False	1.4616271	438	438, 104, 865	0	102
60	Mengapa kamu gagal di ujian masuk?	Who is your father?	Why did you fail on the entrance examination?	False	True	1.3607358	603	603, 561, 506	0.5	561
61	Mungkin lebih baik aku buang saja ini ke tempat sampah.	Are you in a bad mood?	I should probably just toss this in the trash.	False	False	1.4650521	76	76, 455, 570	0	719
62	Dapatkah saya berbicara denganmu sebentar, Tom?	Who is your father?	Could I speak to you for a moment, Tom?	False	False	1.3024312	603	603, 506, 598	0	316
63	Tolong pergi ke rumah saudaramu Amnon.	Go, please, to the house of your brother Amnon.	Go, please, to the house of your brother Amnon.	True	True	1.3733397	493	493, 333, 603	1.0	493
64	Sudah pernah hujan di hutan.	Will it rain this afternoon?	It has been raining in the forest.	False	False	1.4453287	432	432, 90, 523	0	87
65	Dalam waktu dekat ini kita akan mampu mengobati AIDS	In the near future, we will be able to put an end to AIDS.	In the near future, we will be able to put an end to AIDS.	True	True	1.4156383	424	424, 646, 987	1.0	424
66	Ini tidak seperti kamu menangis di bioskop.	Are you in a bad mood?	It's not like you to cry at movies.	False	False	1.3438202	76	76, 472, 652	0	959
67	Kami masih mencari.	Your English is improving.	We're still searching.	False	False	1.4689678	880	880, 943, 360	0	791
68	Saya membaca buku dari awal sampai akhir.	The first necessary thing in choosing books to read is to select those which really interest you.	I read the book from cover to cover.	False	False	1.4246418	367	367, 109, 239	0	376
69	Bolehkah saya membuka jendela?	Who is your father?	Can I open the window?	False	False	1.358951	603	603, 506, 725	0	554
70	Apartemen-apartemen ini didesain khusus untuk keluarga muda.	These apartments are designed specifically for young families.	These apartments are designed specifically for young families.	True	True	1.3024888	822	822, 779, 548	1.0	822
71	Mematuhi aturan adalah kewajiban kita semua.	It is our duty to obey the law.	It is our duty to obey the law.	True	True	1.2946808	585	585, 70, 27	1.0	585
72	Mengapa kita tidak naik taksi?	Who is your father?	Why don't we take a taxi?	False	False	1.3738488	603	603, 506, 725	0	377
73	Apa kau meninggalkan tip?	Who wants hot chocolate?	Did you leave a tip?	False	True	1.3870311	616	616, 744, 469	0.5	744
74	Aku telah menjadi mati, penghancur dunia.	I am become death, the destroyer of worlds.	I am become death, the destroyer of worlds.	True	True	1.3292134	70	70, 104, 414	1.0	70
75	Senyum.	We sent for a doctor.	Smile for the camera.	False	False	1.4971623	865	865, 992, 652	0	740
76	Sulit sekali mencari pekerjaan.	Good luck with the new job.	Finding work is difficult.	False	False	1.4145408	900	900, 360, 175	0	86
77	Karena kedai minum yang biasa kukunjungi berada di bawah jalur kereta api, aku selalu mendengar suara kereta api lewat ketika sedang minum.	You are always to knock before entering my room.	My favorite bar is located below the railway, so I always hear the clanging noise of the trains passing by when I'm drinking.	False	False	1.3867095	472	472, 983, 141	0	596
78	Tom mungkin saja sudah pergi.	My dad will kill me.	Tom may have already left.	False	False	1.41619	652	652, 369, 507	0	165
79	Tom menyadari Mary tidak sedang bercanda.	Tom now knows Mary wasn't kidding.	Tom realized Mary wasn't kidding.	False	True	1.3753917	126	126, 123, 83	0.5	123
80	Merkurius adalah planet terkecil dalam tata surya kita.	Mercury is the smallest planet in our solar system.	Mercury is the smallest planet in our solar system.	True	True	1.2635498	486	486, 585, 70	1.0	486
81	Aku suka pakaian-pakaian yang mencolok.	There is a stone in my shoe.	I like showy clothes.	False	False	1.3695159	569	569, 76, 992	0	620
82	Tom masih tidak mengangkat teleponnya.	Tom is still not answering his phone.	Tom is still not answering his phone.	True	True	1.33947	672	672, 640, 618	1.0	672
83	Ini tidak dihitung.	This is true!	It just doesn't count.	False	False	1.352213	232	232, 708, 548	0	933
84	Aku ketinggalan keretaku.	I love lasagna.	I missed my train.	False	False	1.4567367	189	189, 646, 414	0	925
85	Cepat!	This is true!	Step on it!	False	False	1.3878689	232	232, 474, 953	0	704
86	Apakah Anda pernah ke Amerika?	Who are you?	Have you ever been to America?	False	False	1.310066	506	506, 603, 40	0	220
87	Dah!	This is true!	I'll see you later.	False	False	1.3006703	232	232, 817, 474	0	695
88	Saya sama sekali tidak bisa berbahasa Prancis.	I can no more swim than a stone can.	I can't speak French at all.	False	False	1.3086284	28	28, 987, 347	0	911
89	Pulanglah ke istrimu, Tom.	Mary, please hug me.	Go home to your wife, Tom.	False	True	1.4094485	96	96, 333, 189	0.5	333
90	Tunggu sebentar, Tom.	Tom and Mary are here, too.	Hang on just a second, Tom.	False	True	1.5131805	768	768, 333, 324	0.3333333333333333	324
91	Aku telanjang!	Is he still mad?	I am naked!	False	False	1.3946774	548	548, 232, 414	0	94
92	Sayang sekali, dia sakit.	Who is your father?	It's too bad she's ill.	False	False	1.4102154	603	603, 548, 652	0	483
93	Kopi ini tidak cukup panas.	This coffee is not hot enough.	This coffee is not hot enough.	True	True	1.3173475	233	233, 268, 992	1.0	233
94	Tidak ada yang boleh keluar tanpa permisi.	No one is to leave without permission.	No one is to leave without permission.	True	True	1.3256665	618	618, 28, 548	1.0	618
95	Aku pikir kita punya beberapa urusan yang belum diselesaikan.	I love lasagna.	I think we have some unfinished business.	False	False	1.3413835	189	189, 756, 414	0	848
96	Saya harus pergi ke toilet.	You are always to knock before entering my room.	I need to go to the toilet.	False	True	1.2868326	472	472, 574, 569	0.5	574
97	Apa kau tidak jenuh terus-terusan makan di sini?	Why are people always so cynical?	Aren't you sick of eating here?	False	False	1.4630332	971	971, 548, 506	0	291
98	Aku pikir aku adalah seorang putri di kehidupanku yang sebelumnya.	I love lasagna.	I think that I was a princess in a past life.	False	True	1.3856362	189	189, 788, 414	0.5	788
99	Tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.	The ink is still wet.	The mouse was lured into the trap by a big piece of cheese.	False	True	1.4187068	787	787, 980, 886	0.5	980
100	Jangan manja gitu. Sepatu merah yang kamu mau itu sudah terjual, yang ada cuma yang biru.	There is a stone in my shoe.	Stop being so selfish. The red shoes you wanted are sold out, and only the blue ones are left.	False	False	1.3784404	569	569, 841, 472	0	510
101	Apakah aku memberitahumu kalau aku memiliki ini?	Who are you?	Did I tell you I had this?	False	False	1.242686	506	506, 644, 603	0	769
102	Apakah ada pepatah yang mirip dalam bahasa Jepang?	Do you have a similar saying in Japanese?	Do you have a similar saying in Japanese?	True	True	1.3606045	174	174, 76, 506	1.0	174
103	Anda ingin pergi ke mana?	Who are you?	Where would you like to go?	False	False	1.3368075	506	506, 494, 603	0	869
104	Mohon pemberitahuan pabean anda.	Mary, please hug me.	Your customs declaration, please.	False	False	1.5335654	96	96, 569, 189	0	940
105	Klabaster dan Gizmo adalah kucing.	Klabaster and Gizmo are cats.	Klabaster and Gizmo are cats.	True	True	1.2262795	396	396, 616, 971	1.0	396
106	Pertanyaannya adalah apa yang akan kita lakukan sekarang.	I came near to being drowned.	The question is what do we do now.	False	False	1.4033166	104	104, 189, 603	0	710
107	Australia lebih kecil daripada Amerika Selatan.	Australia is smaller than South America.	Australia is smaller than South America.	True	True	1.2972025	615	615, 586, 28	1.0	615
108	Kami sudah muak dengan keluhanmu.	You are deceiving yourself.	We're fed up with your complaining.	False	False	1.3911152	756	756, 189, 70	0	635
109	Aku dapat surat dari temanku di London.	I got a letter from a friend of mine in London.	I got a letter from a friend of mine in London.	True	True	1.321502	161	161, 908, 76	1.0	161
110	Kuharap kita akan segera bertemu lagi.	I hope he can help you.	I hope we'll see each other again soon.	False	False	1.46789	646	646, 189, 570	0	305
111	"""Selamat pagi,"" kata Tom sambil tersenyum."	The old man is angry and bitter.	"""Good morning"", said Tom with a smile."	False	False	1.3841069	723	723, 548, 187	0	178
112	Makan pagi telah dipesan.	I am eating an apple.	Breakfast is served.	False	False	1.4723269	141	141, 569, 153	0	973
113	Kemarin, saya pergi ke pasar membeli jeruk peras.	Yesterday, I went to the market to buy some sweet oranges.	Yesterday, I went to the market to buy some sweet oranges.	True	True	1.3449516	447	447, 569, 472	1.0	447
114	Kami telah melakukan yang terbaik yang kami bisa.	Only those who dare to fail greatly, can ever achieve greatly.	We've done the best we can.	False	False	1.4076403	91	91, 40, 880	0	732
115	Apakah kamu paham dengan apa yang kamu katakan?	Who are you?	Do you understand what you're saying?	False	False	1.3529687	506	506, 938, 603	0	976
116	Jeruk peras rasanya tidak terlalu masam.	I love lasagna.	Sweet oranges are not very sour.	False	False	1.375823	189	189, 28, 76	0	448
117	Hujankah?	What colour is this fish?	Is it raining?	False	False	1.3911651	469	469, 506, 603	0	255
118	Saya tidak makan daging.	Who wants hot chocolate?	I don't eat meat.	False	True	1.3347428	616	616, 445, 205	0.5	445
119	Mana yang lebih kamu suka, wine putih atau merah?	Which do you like better, white wine or red wine?	Which do you like better, white wine or red wine?	True	True	1.3679562	253	253, 506, 133	1.0	253
120	Kenapa kamu tidak membantunya?	Who are you?	Why aren't you helping him?	False	True	1.293301	506	506, 603, 820	0.3333333333333333	820
121	Siapa mau cokelat panas?	Who wants hot chocolate?	Who wants hot chocolate?	True	True	1.160873	616	616, 603, 133	1.0	616
122	Apa yang kamu rasakan tentang ini, Tom?	Who is your father?	How do you feel about this, Tom?	False	False	1.2730205	603	603, 506, 317	0	328
123	Dedaunan pohonnya menjadi merah.	What colour is orange?	The tree leaves turned red.	False	False	1.4395964	133	133, 548, 787	0	818
124	Anda ingin bertanya sesuatu pada saya?	Why are people always so cynical?	Do you want to ask me some questions?	False	False	1.3848312	971	971, 603, 506	0	490
125	Kami memilih John untuk menjadi kapten kami.	We chose John to be our captain.	We chose John to be our captain.	True	True	1.3467113	863	863, 84, 652	1.0	863
126	Apa saya masih mampu melakukannya?	Who is your father?	Will I still be able to do it?	False	False	1.327269	603	603, 506, 469	0	599
127	Kenapa kamu membutuhkan uang kembalian?	Can I pay by credit card?	Why do you need change?	False	False	1.4208782	676	676, 506, 603	0	919
128	Selamat pagi, semuanya.	Good morning, everybody.	Good morning, everybody.	True	True	1.3446944	176	176, 953, 880	1.0	176
129	Apa kau pernah mendonorkan darah?	Who is your father?	Have you ever donated blood?	False	False	1.3440546	603	603, 506, 612	0	249
130	Kamu mengenal seseorang di sini?	Who are you?	Do you know anyone here?	False	False	1.4517025	506	506, 603, 76	0	492
131	Daerah itu memiliki sumber daya mineral yang relatif berlimpah.	That area is relatively rich in natural resources.	That area is relatively rich in natural resources.	True	True	1.3513418	849	849, 787, 448	1.0	849
132	Terima kasih telah membantu Tom.	Thanks for helping Tom.	Thanks for helping Tom.	True	True	1.4642749	666	666, 646, 625	1.0	666
133	Apakah kamu mendapatkan ini dari Tom?	Who are you?	Did you get this from Tom?	False	False	1.2574785	506	506, 603, 551	0	309
134	Aku lebih memilih tinggal di rumah.	I would rather stay at home.	I would rather stay at home.	True	True	1.473043	544	544, 76, 472	1.0	544
135	Tom bilang ia berencana untuk mengunjungi mantan kekasihnya di Boston.	Tom will be driving through Boston on his way to visit Mary.	Tom said he was planning on visiting an old girlfriend in Boston.	False	True	1.3859878	917	917, 197, 935	0.5	197
136	Apa ini akan memakan waktu beberapa lama?	How long will it take?	Is this going to take a while?	False	False	1.2994348	984	984, 156, 121	0	692
137	Dia meminta kami untuk mematuhi peraturan.	My dad will kill me.	He urged us to obey the rule.	False	False	1.3641583	652	652, 84, 585	0	59
138	Bahkan Tom terkejut mendengarkan itu.	Tom grudgingly did what Mary asked.	Even Tom was surprised to hear that.	False	False	1.3720628	553	553, 526, 780	0	282
139	Kulkas kecilnya kotor.	There is a stone in my shoe.	The little fridge is dirty.	False	False	1.4582151	569	569, 828, 141	0	134
140	Aku memberitahu istriku untuk cepat bersiap-siap.	My heart aches for the starving children in Africa.	I told my wife to get ready in a hurry.	False	False	1.3750262	13	13, 570, 646	0	151
141	Saya tidak dapat pergi.	I can no more swim than a stone can.	I can't go.	False	False	1.3673321	28	28, 943, 987	0	770
142	Tom melakukan apa yang Mary minta dengan berat hati.	Tom has confidence in Mary.	Tom grudgingly did what Mary asked.	False	True	1.342743	690	690, 553, 360	0.5	553
143	Aku ingin menunjukkan foto Tom ini kepadamu.	Who told you I was sick?	I'd like to show this picture of Tom to you.	False	False	1.4330401	152	152, 644, 189	0	691
144	Cara yang modern telah memajukan industri.	A friend of mine is studying abroad.	Modern methods have pushed industry forward.	False	True	1.3588613	360	360, 900, 705	0.3333333333333333	705
145	Bayi itu tertidur.	There is a stone in my shoe.	The baby fell asleep.	False	False	1.4183347	569	569, 70, 141	0	464
146	Sudah berapa lama Anda tinggal di pulau tersebut?	Who is your father?	How long did you live on the island?	False	False	1.3556685	603	603, 40, 548	0	98
147	Kami tahu Tom akan melakukan apa saja yang kami perintahkan.	My dad will kill me.	We know Tom will do whatever we tell him to do.	False	False	1.3405027	652	652, 189, 625	0	372
148	Mereka mengenal kita.	I saw them leave together.	They know us.	False	False	1.3372321	84	84, 756, 557	0	463
149	Semoga sukses dengan pekerjaan barumu.	Good luck with the new job.	Good luck with the new job.	True	True	1.3391342	900	900, 360, 880	1.0	900
150	Petugas pemadam kebakaran menerobos masuk ke dalam rumah yang sedang terbakar.	The fireman rushed into the burning house.	The fireman rushed into the burning house.	True	True	1.3430327	71	71, 626, 383	1.0	71
151	Petugas Bea dan Cukai memeriksa kotak-kotak.	Who wants hot chocolate?	The customs officials examined the boxes.	False	False	1.4017601	616	616, 395, 108	0	807
152	Aku mau pergi ke tengah kota.	I want to go with you.	I'm going to the center of town.	False	False	1.4214774	498	498, 472, 494	0	825
153	Aku penasaran apa yang sedang dilakukan Tom sekarang.	Who is your father?	I wonder what Tom is doing now.	False	False	1.3974261	603	603, 40, 506	0	495
154	Jangan merokok di ruangan ini.	There is a stone in my shoe.	Don't smoke in this room.	False	False	1.3752992	569	569, 603, 76	0	993
155	Kakakku adalah insinyur.	My name is Hashimoto.	My brother is an engineer.	False	False	1.3847574	922	922, 979, 189	0	487
156	Tom tidak berkata sepatah kata pun sepanjang sore.	Stop gawking at him.	Tom hasn't said a word all evening.	False	False	1.4248871	780	780, 817, 548	0	146
157	Aku bertemu dengan Tom Januari ini.	I met Tom this January.	I met Tom this January.	True	True	1.4399142	130	130, 880, 644	1.0	130
158	Apakah kamu sudah minum obat?	Who wants hot chocolate?	Have you taken your medicine yet?	False	False	1.3089706	616	616, 406, 506	0	210
159	Dan di sinilah mereka.	And here they are.	And here they are.	True	True	1.4503169	675	675, 603, 148	1.0	675
160	Anda harus membuka barang bawaan anda untuk pemeriksaan pabean.	Whichever of the routes you choose, allow about two hours.	You have to unpack your luggage for customs inspection.	False	False	1.4774013	97	97, 569, 972	0	874
161	Mohon maaf, kami kehabisan stok barang tersebut.	There is a stone in my shoe.	I'm afraid we don't have any left.	False	False	1.4713302	569	569, 999, 585	0	713
162	Tolong panggilkan taksi.	I love lasagna.	Please call a taxi.	False	False	1.557984	189	189, 636, 865	0	182
163	Kau ingin pergi ke mana?	Do you live here?	Where do you want to go?	False	False	1.305766	494	494, 506, 603	0	868
164	Payung ini berapa harganya?	Who is your father?	How much does this umbrella cost?	False	False	1.3430752	603	603, 469, 725	0	122
165	Maling itu kabur saat melihat polisi.	The thief ran away when she saw the policeman.	The thief ran away when she saw the policeman.	True	True	1.3282572	383	383, 696, 0	1.0	383
166	Permisi, apakah kamu melihat Tom dimana?	Who is your father?	Excuse me, have you seen Tom?	False	False	1.2889775	603	603, 506, 57	0	326
167	Dia mempunyai watak yang mirip dengan ayahnya.	She is called Mei. She is cooking in the kitchen.	His character resembles his father's.	False	False	1.4264982	579	579, 652, 531	0	754
168	Dia mengambil pinjaman uang.	A friend of mine is studying abroad.	He ran into debt.	False	False	1.4598172	360	360, 676, 204	0	400
169	Saya beradu mulut dengan kakak perempuan saya.	There is a stone in my shoe.	I had a quarrel with my sister.	False	False	1.3870468	569	569, 603, 333	0	867
170	Apakah mencari tumpangan dilarang di Australia?	Is he still mad?	Is hitchhiking prohibited in Australia?	False	False	1.4004602	548	548, 506, 725	0	191
171	Aku keceplosan mengatakan hal yang seharusnya tidak aku katakan.	Are you in a bad mood?	A foolish impulse made me say what I should have left unsaid.	False	False	1.4310248	76	76, 788, 28	0	519
172	Kamu perlu melihat gambar besar itu di sini.	I saw them leave together.	You need to look at the big picture here.	False	False	1.4743192	84	84, 472, 569	0	716
173	Tom dan Mary bermain tenis seharian.	Tom and Mary played tennis all day long.	Tom and Mary played tennis all day long.	True	True	1.3842261	170	170, 58, 768	1.0	170
174	Aku sadar kalau apa yang telah aku pilih ternyata tidak membuatku tertarik.	I am naked!	I realized that what I had chosen didn't really interest me.	False	False	1.3680193	94	94, 612, 644	0	330
175	Terima kasih atas koreksinya.	I am become death, the destroyer of worlds.	Thank you for the corrections.	False	False	1.3719743	70	70, 585, 903	0	451
176	"""Apakah kau melihat ponselku?"" ""Ada di meja."""	Is he still mad?	"""Have you seen my cell phone?"" ""It's on the table."""	False	False	1.3636377	548	548, 469, 506	0	208
177	Tahun 1990-an dimulai dengan peristiwa Teluk	The 1990s began with the Gulf incident.	The 1990s began with the Gulf incident.	True	True	1.3825889	422	422, 112, 666	1.0	422
178	Jim suka dengan dokternya.	My dad will kill me.	Jim likes the doctor.	False	False	1.3811629	652	652, 900, 126	0	384
179	"""Aku ingin buku itu"", katanya pada dirinya sendiri."	"""I want that book"", he said to himself."	"""I want that book"", he said to himself."	True	True	1.3374126	423	423, 548, 109	1.0	423
180	Kembalikan dompetku.	Welcome to Tatoeba.	Give me back my wallet.	False	False	1.462773	112	112, 569, 70	0	923
181	Dia mencintai anak-anaknya.	My heart aches for the starving children in Africa.	She loves her children.	False	False	1.367702	13	13, 569, 652	0	236
182	Mukanya masam saat dia tahu bahwa nilainya turun.	Is he still mad?	He has a disappointed look on his face because he knows that his grade went down.	False	False	1.4197459	548	548, 817, 603	0	454
183	Tom mulai bernyanyi.	Tom started to sing.	Tom started to sing.	True	True	1.3444152	964	964, 507, 937	1.0	964
184	Dia menjadi bersemangat setelah melihat pemandangan indah itu.	The thief ran away when she saw the policeman.	He was excited to see the beautiful scenery.	False	False	1.3873243	383	383, 94, 756	0	45
185	Apakah jawaban saya tepat?	Who is your father?	Is my answer correct?	False	True	1.3671476	603	603, 855, 506	0.5	855
186	Dapat didistribusikan sesuai dengan GPL.	May be distributed in accordance with the GPL.	May be distributed in accordance with the GPL.	True	True	1.2943866	172	172, 934, 723	1.0	172
187	Saya melihat mereka berangkat bersama.	And here they are.	I saw them leave together.	False	True	1.3430839	675	675, 614, 84	0.3333333333333333	84
