	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
20	Þannig komust skipin hjá hinni hættulegu siglingu fyrir Pelopsskaga.	Thus the ships avoided the risks of circumnavigating the Peloponnese .	Thus the ships avoided the risks of circumnavigating the Peloponnese .	True	True	1.436866	947	947, 353, 142	1.0	947
21	Læknar segja að hann hopi aðeins meðfram taugum í líkamanum og taki sér bólfestu í taugþyrpingum við rætur hryggjarins.	Ten to 90 days go by before the victim notices the characteristic syphilitic sore at the place of the germ’s entry ​ — usually the genitals .	Doctors say it merely beats a retreat , via nerve pathways , to nerve clusters at the base of the spine .	False	False	1.5131838	554	554, 870, 511	0	517
22	Hvað munt þú gera?	How is it prepared ?	What Will You Do ?	False	False	1.5125325	914	914, 844, 677	0	852
23	Samkvæmt skýrslum í Bandaríkjunum er talið að hann hrjái á bilinu 200 til 500 þúsund einstaklinga ár hvert.	In time , an effective test to screen AIDS - contaminated blood may be announced .	The United States alone reports that an estimated 200,000 to 500,000 individuals are afflicted with it each year .	False	False	1.3899486	477	477, 91, 118	0	361
24	Hún bætir við: Með auknum rannsóknum og útgáfu mun sífellt fleira fólk vita frekar en trúa að efnislíkami okkar er í sannleka aðeins lirfuhýði, ytri skurn mannverunnar.	‘ Free love ’ advocates thus find , to their dismay , that illicit “ love ” isn’t so “ free ” after all .	She adds : “ With further research and further publications , more and more people will know rather than believe that our physical body is truly only the cocoon , the outer shell of the human being .	False	False	1.4643023	388	388, 527, 32	0	646
25	Sífellt verður vinsælla að skoða Biblíuna með efagirni.	Many , however , find little fulfillment in casual sex .	It has become increasingly popular to view the Bible with skepticism .	False	True	1.4634931	142	142, 219, 733	0.3333333333333333	733
26	Borgarbúar yrðu drepnir og musterið jafnað við jörðu.	It would be a sign for Jewish followers of Jesus to flee out of the city and Judea .	The inhabitants would be killed and the temple would be razed .	False	False	1.4323289	404	404, 571, 511	0	99
27	Þeir vona hins vegar að þeir sem eru úti á braut lauslætisins muni alvarlega íhuga líf sitt og þær afleiðingar sem það getur haft.	They do , however , hope that those trapped in the “ fast lane ” of promiscuity will seriously reflect on their way of life and what it can result in .	They do , however , hope that those trapped in the “ fast lane ” of promiscuity will seriously reflect on their way of life and what it can result in .	True	True	1.3455672	848	848, 142, 124	1.0	848
28	Undir stjórn þess ríkis mun engum framar standa ógn af kjarnorkuvopnum — og enginn verða fórnarlamb þeirra.	“ Such are hurled into Tartarus [ to the ancient Greeks , a section of Hades reserved for punishment of the worst offenders ] , which is their suitable destiny , and they will never come out . ”	Pr 13 : 12 Under that Kingdom , there will be no more nuclear threat ​ — and no more victims .	False	False	1.5159197	308	308, 118, 330	0	537
29	(Sálmur 37: 10, 11; Jesaja 25: 6) Sjúkdómar og dauði munu heyra fortíðinni til.	If death is defeated by means of an ‘ immortal and imperishable ’ soul , then what purpose is served by the resurrection that Jesus taught and that the ancient Hebrew patriarchs believed in ? ​ — Hebrews 11 : 17 - 19 , 35 ; John 5 : 28 , 29 .	Sickness and death will come to be things of the past .	False	False	1.225729	819	819, 763, 470	0	469
30	Þess vegna tala Brasilíumenn portúgölsku enn þann dag í dag þótt meirihluti íbúa Suður - og Mið - Ameríku tali spænsku.	Hence , even today , Brazil speaks Portuguese , while the major part of the rest of South and Central America speaks Spanish .	Hence , even today , Brazil speaks Portuguese , while the major part of the rest of South and Central America speaks Spanish .	True	True	1.463856	973	973, 494, 668	1.0	973
31	"Í hinum enskumælandi heimi var þessi nútímaplága kennd við Venus, hina fornu rómversku ástargyðju, og nefnd "" venereal disease . """	Doctors used to call this modern - day plague venereal disease , after Venus , the ancient Roman goddess of love .	Doctors used to call this modern - day plague venereal disease , after Venus , the ancient Roman goddess of love .	True	True	1.3962953	684	684, 118, 235	1.0	684
32	MÁNUDAGINN 1 . júlí árið 1946 umturnaðist tært og lygnt lón lítt þekktrar eyjar í Marshall - eyjaklasanum á Suðvestur - Kyrrahafi, um 3200 kílómetra suðvestur af Hawaii, í blindandi sprengingu.	Almost 275 miles ( 440 km ) away , on the Utirik atoll , the ash fell like a mist .	ON MONDAY , July 1 , 1946 , the sparkling calm lagoon of a little - known atoll in the Marshall Islands , about 2,000 miles ( 3,200 km ) southwest of Hawaii , was shattered by a blinding explosion .	False	True	1.4692342	841	841, 354, 55	0.3333333333333333	55
33	Þegar sem ungur maður byrjaði hann að véfengja sumar kenningar kaþólsku kirkjunnar.	Even as a young man he began questioning various Catholic teachings .	Even as a young man he began questioning various Catholic teachings .	True	True	1.3857502	141	141, 675, 817	1.0	141
34	Mikillar beiskju gætti hjá Bikinibúum vegna þessa.	As your youngsters make efforts to improve their reading , they will need much encouragement and commendation from you .	There was much bitterness on the part of the Bikinians over this .	False	False	1.6899735	953	953, 964, 679	0	570
35	"Áið 1520 gaf hann svo út bæklingana "" Ávarp til kristinnar aðalstéttar þýsku þjóðarinnar, "" "" Babýlonarfjötur kirjkunnar "" og "" Frelsi kristins manns . """	Then in 1520 he published the pamphlets “ An Address to the Christian Nobility of the German Nation , ” “ The Babylonian Captivity of the Church ” and “ The Liberty of a Christian Man . ”	Then in 1520 he published the pamphlets “ An Address to the Christian Nobility of the German Nation , ” “ The Babylonian Captivity of the Church ” and “ The Liberty of a Christian Man . ”	True	True	1.3813105	409	409, 583, 217	1.0	409
36	Þeim er kastað í Tartarus [í hugum Forn - Grikkja sá hluti Hades þar sem verstu afbrotamönnum var refsað], sem eru hæfileg örlög fyrir þá, og þeir komast aldrei út.	“ Such are hurled into Tartarus [ to the ancient Greeks , a section of Hades reserved for punishment of the worst offenders ] , which is their suitable destiny , and they will never come out . ”	“ Such are hurled into Tartarus [ to the ancient Greeks , a section of Hades reserved for punishment of the worst offenders ] , which is their suitable destiny , and they will never come out . ”	True	True	1.3493553	308	308, 907, 844	1.0	308
37	Í dögun var ég allur í uppnámi því að ég hafði myndað mér heila kenningu um hugsanlegar orsakir hvítblæðis.	The poet Longfellow wrote : “ Dust thou art , to dust returnest , was not spoken of the soul . ”	By dawn I was all excited because I had worked out a complete theory on the possible causes of leukemia .	False	False	1.4311965	217	217, 968, 292	0	969
38	Gagnrýni hans varð æ harðari í hverjum bæklingi sem út kom.	Thus spoke a sufferer of the much - publicized genital herpes .	Each became stronger in its criticism .	False	True	1.5825348	718	718, 561, 621	0.5	561
39	"Vitneskjan um að sá tími sé nú mjög nærri að ríki Guðs muni koma aftur á paradís á jörðinni mun hjálpa þeim að kynnast af eigin raun því sem segir í síðari hluta versins sem getið er að ofan: "" Uppfyllt ósk er lífstré . """	‘ Free love ’ advocates thus find , to their dismay , that illicit “ love ” isn’t so “ free ” after all .	A knowledge that the time is very close when the Kingdom will bring paradise conditions back to the earth will help them to experience the latter half of the Bible verse mentioned above : “ A wish come true is a staff of life . ”	False	False	1.4368863	388	388, 207, 527	0	335
40	Ring: Ég minni áheyrendur mína á að það sem ég hef rannsakað er reynsla í nánd við dauðann . . . .	His death would atone for man’s sins .	Ring admits : “ I remind my audiences that what I have studied are near - death experiences , not after - death experiences . . . .	False	False	1.4263391	622	622, 982, 907	0	245
41	Crux simplex eins og hann er sýndur af rómversk - kaþólska fræðimanninum Jústusi Lipsíusi í bók sinni De Cruce Libri Tres	The crux simplex as illustrated by the Roman Catholic scholar Justus Lipsius in his book De Cruce Libri Tres	The crux simplex as illustrated by the Roman Catholic scholar Justus Lipsius in his book De Cruce Libri Tres	True	True	1.3661733	660	660, 354, 175	1.0	660
42	Óraunhæf eftirvænting kveikir aðeins nýjar áhyggjur og vonbrigði.	His death would atone for man’s sins .	Unrealistically high expectations merely produce new anxieties and frustrations .	False	False	1.4919797	622	622, 292, 118	0	303
43	Á bilinu 80.000 til 120.000 nýjar veirur eru búnar til á þrem til fimm klukkustundum.	And in men the symptoms generally disappear in a couple of months .	From 80,000 to 120,000 new viruses are created within three to five hours .	False	False	1.391319	870	870, 723, 810	0	243
44	Til dæmis segir The Great Soviet Encyclopedia að Dauðahafshandritin hafi verið skrifuð á bilinu frá annarri öld f.	For example , The Great Soviet Encyclopedia says that the Dead Sea Scrolls “ were written between the second century B.C . and A.D .	For example , The Great Soviet Encyclopedia says that the Dead Sea Scrolls “ were written between the second century B.C . and A.D .	True	True	1.4769496	891	891, 8, 755	1.0	891
45	Rétt er að hann segir: Þetta forgengilega á að íklæðast óforgengileikanum og þetta dauðlega að íklæðast ódauðleikanum.	As Keats wrote : “ I long to believe in immortality . . . I wish to believe in immortality . ”	True , he says : “ For this which is corruptible must put on incorruption , and this which is mortal must put on immortality .	False	False	1.4442116	711	711, 622, 741	0	377
46	Gerir þú það?	The Soul ​ — Is It You ? Or Is It in You ?	Do you ?	False	False	1.5506423	173	173, 67, 403	0	979
47	Verða börnin mín heil og eðlileg? '	His death would atone for man’s sins .	Will my children be normal ? ’	False	False	1.4322753	622	622, 345, 527	0	784
48	Samræðissjúkdómafaraldurinn er vissulega uggvænlegur, en Biblían gefur ekki til kynna að Guð noti sjúkdóma til að refsa mönnum fyrir ranga breytni.	Its telltale symptom is a burning sensation during urination .	The STD epidemic is , to be sure , a frightening specter . But the Bible does not indicate that God today uses disease as punishment for wayward conduct .	False	False	1.4018995	326	326, 371, 96	0	501
49	"Keats skrifaði: "" Ég þrái að trúa á ódauðleika . . . mig langar til að trúa á ódauðleika . """	As Keats wrote : “ I long to believe in immortality . . . I wish to believe in immortality . ”	As Keats wrote : “ I long to believe in immortality . . . I wish to believe in immortality . ”	True	True	1.3648931	711	711, 982, 108	1.0	711
50	En þegar hið forgengilega íklæðist óforgengileikanum og hið dauðlega ódauðleikanum, þá mun rætast orð það, sem ritað er: Dauðinn er uppsvelgdur í sigur . (1.	Is the church imitating them in doctrine , in conduct and in the setting of life’s priorities ?	But when this which is corruptible puts on incorruption and this which is mortal puts on immortality , then the saying will take place that is written : ‘ Death is swallowed up forever . ’ ”	False	False	1.4468758	527	527, 622, 377	0	183
51	Þar var einn brunnur og vatnið úr honum salt.	But living conditions there were poor .	The solitary well supplied only brackish water .	False	True	1.5289917	447	447, 90, 469	0.5	90
52	Fyrstu aldar sagnfræðingurinn Flavíus Jósefus skráði uppfyllinguna í fornaldarsögu sinni.	Its telltale symptom is a burning sensation during urination .	The first - century historian Flavius Josephus recorded the fulfillment in his Antiquities of the Jews .	False	True	1.4511156	326	326, 8, 621	0.5	8
53	Átt þú til slíkar bækur á heimilinu þínu?	Who has dullness of eyes ?	Do you have such books in your home ?	False	True	1.4444363	545	545, 974, 552	0.5	974
54	Hver myndi vilja mig ef ég segði honum að ég væri með ólæknandi sjúkdóm sem getur borist við kynmök?	Yet the syndrome starts off innocently enough with flulike symptoms , fatigue and weight loss .	Who would want me if I told him that I have an incurable disease that can be sexually transmitted ? ”	False	True	1.3952188	275	275, 632, 118	0.5	632
55	Hátíðahöldin í tilefni 500 ára afmælis Marteins Lúthers hafa hins vegar engin varanleg fyrirheit í för með sér, þótt áhugaverð séu á sína vísu, hvorki að því er varðar stjórnsýslu eða trúarlíf.	So whether AIDS , herpes or their other lethal companions will continue their epidemic growth or sneak off into oblivion is irrelevant .	The 500th anniversary celebration of Martin Luther’s birth , on the other hand , while of passing interest , holds no lasting promise of global unity , either governmental or religious .	False	False	1.4008284	118	118, 142, 527	0	617
56	Hinar öru breytingar sjöunda áratugarins komu því nær öllum í opna skjöldu.	The rapid changes of the 1960 ’ s thus caught almost everyone off guard .	The rapid changes of the 1960 ’ s thus caught almost everyone off guard .	True	True	1.5146749	628	628, 140, 373	1.0	628
57	Við skulum taka sem dæmi orð Jesú um eyðingu Jerúsalem og musteris hennar sem sögð var eiga að gerast á æviskeiði þeirrar kynslóðar sem heyrði hann mæla fram spádóminn.	Is the church imitating them in doctrine , in conduct and in the setting of life’s priorities ?	Take , for example , Jesus ’ words regarding the destruction of Jerusalem and its temple , foretold to take place within the generation of those who heard him .	False	False	1.3645282	527	527, 207, 567	0	608
58	Skýrsla Matvæla - og landbúnaðarstofnunarinnar árið 1965 um hið vaxandi ójafnvægi milli íbúatölu jarðar og líklegrar getu þeirra til að brauðfæða sig, leiddi í ljós ástand sem margir álítu alvarlegt ef ekki ógnvekjandi . . . .	Their grossly obscene sexual acts ​ — whether done with multiple partners or “ monogamously ” — ​ are “ contrary to nature . ”	“ The Food and Agriculture Organization’s 1965 assessment of the developing imbalance between the world’s population and its probable ability to feed itself revealed a situation that many considered serious if not , indeed , alarming . . . .	False	False	1.3514826	330	330, 340, 142	0	916
59	"Þessi athugasemd í bréfi páfa um Lúther og aðrar, sem miða að sáttum, urðu til þess að dagblöð í Róm kölluðu bréfið "" söguleg tímamót í samskiptum kaþólskra og mótmælenda . """	This and other conciliatory commentary about Luther made in the pope’s letter caused Rome newspapers to hail it as a “ historical turning point in the relationship between Catholics and Protestants . ”	This and other conciliatory commentary about Luther made in the pope’s letter caused Rome newspapers to hail it as a “ historical turning point in the relationship between Catholics and Protestants . ”	True	True	1.2403297	175	175, 809, 73	1.0	175
60	216 árum síðar, 323 til 301 f.o.t.	216 years later , 323 to 301 B.C.E .	216 years later , 323 to 301 B.C.E .	True	True	1.2382672	603	603, 803, 43	1.0	603
61	Svo var spurt í dagblaðinu Süddeutsche Zeitung útgefið í München.	This was the question raised by Munich’s Süddeutsche Zeitung .	This was the question raised by Munich’s Süddeutsche Zeitung .	True	True	1.4823241	333	333, 275, 561	1.0	333
62	Sýfilis (sárasótt) drepur menn ekki lengur í milljónatali eins og var á dögum Kólumbusar en er enn sem fyrr hættulegur sjúkdómur.	Also at risk are hemophiliacs and abusers of intravenous drugs .	Syphilis no longer kills millions as it did in Columbus ’ day , but it is still dangerous .	False	False	1.3669412	811	811, 718, 326	0	888
63	""" Siðbótamaðurinn, sem sundraði kristninni, er upp á siðkastið orðinn lykillinn að endursameiningu hennar . "" — Tíme."	His death would atone for man’s sins .	“ Indeed , as the reformer who fractured Christianity , Luther has latterly become a key to reuniting it . ” ​ — Time .	False	False	1.4445875	622	622, 39, 377	0	22
64	Áformað var að hreinsun og endurnám lands skyldi fara fram á átta ára tímabili.	During these “ last days ” there would be a sharp increase in immorality , pleasure - seeking , crime , family breakdown and juvenile delinquency .	The cleanup and resettlement was planned to extend over an eight - year period .	False	False	1.3920646	256	256, 182, 776	0	415
65	Hvort heldur AIDS, herpes eða aðrir banvænir félagar þeirra halda áfram farsóttarvexti sínum eða verða að lúta í lægra haldi er í rauninni ekki aðalatriði.	So whether AIDS , herpes or their other lethal companions will continue their epidemic growth or sneak off into oblivion is irrelevant .	So whether AIDS , herpes or their other lethal companions will continue their epidemic growth or sneak off into oblivion is irrelevant .	True	True	1.3030984	118	118, 811, 280	1.0	118
66	Þrem til sjö dögum eftir sýkingu tekur fórnarlambið eftir sviða í kynfærum eða þar um kring — fyrirboði um sársaukafull bóluútþot.	In time , an effective test to screen AIDS - contaminated blood may be announced .	Three to seven days after exposure to herpes , the infected one notices a burning or tingling sensation in the genital area ​ — the herald of painful , fluid - filled blisters .	False	False	1.45567	477	477, 554, 340	0	279
67	"Þegar Guð sagði: "" Því að mold ert þú og til moldar skalt þú aftur hverfa, "" við hvern var hann að tala?"	When God said , “ For dust you are and to dust you will return , ” to whom was he speaking ?	When God said , “ For dust you are and to dust you will return , ” to whom was he speaking ?	True	True	1.3895404	68	68, 217, 472	1.0	68
68	Veraldleiki er í sókn.	The idea that the end of wickedness is near is scoffed at by many .	Secularization is on the march .	False	False	1.5778648	712	712, 568, 545	0	431
69	"Að því er segir í einni skýrlsu verður eyjan algerlega óbyggileg "" að eilífu . """	For the ‘ sexually active ’ the chance of becoming infected suddenly seems no longer remote but terrifyingly possible .	According to one report , it will be completely off limits “ forever . ”	False	False	1.4492636	340	340, 142, 451	0	158
70	Er ástæða til að efast?	And isn’t that punishment enough ?	Is There Reason to Doubt ?	False	False	1.4748816	789	789, 677, 526	0	46
71	Pizarro lauk síðan við að leggja undir sig Inkaveldið.	Atahualpa negotiated with Pizarro for his release .	Pizarro then completed the conquest of the Inca Empire .	False	True	1.4371934	933	933, 817, 930	0.3333333333333333	930
72	Með því að maðurinn allur er syndari deyr hann við dauðann algerlega með líkama og sál (fullum dauða). . . . milli dauðans og upprisunnar er tómarúm; einstaklingurinn heldur tilveru sinni áfram í mesta lagi í minni Guðs.	Our inner , true self , the ‘ butterfly , ’ is immortal and indestructible and is freed at the moment we call death . ”	Since man as a whole is a sinner , therefore at death he dies completely with body and soul ( full death ) . . . .	False	False	1.4224211	39	39, 622, 32	0	236
73	"(1 . Korintubréf 10: 14) Jóhannes postuli bætti við: "" Gætið yðar fyrir skurðgoðunum . """	At 1 Corinthians 6 : 18 the Bible warns : “ Flee from fornication . . . .	The apostle John added : “ Guard yourselves from idols . ”	False	False	1.3395799	644	644, 794, 449	0	384
74	Það var frekar skrýtin tilfinning, því að ég var þarna uppi og þessi líkami fyrir neðan . . . .	In this respect , [ near - death ] experiences are akin to mystical or religious experiences [ Italics ours . ] . . . .	It was sort of a funny feeling because I was up there and this body was below . . . .	False	False	1.4054688	531	531, 622, 739	0	134
75	Þeir sem aftur sneru fundu, í stað gróðursælla eyja sem þeir höfðu yfirgefið, stórskemmdar eyjar þaktar þéttum, einskisnýtum runnagróðri.	Instead of the lush islands they had left , those who returned found a shattered atoll covered with dense , worthless scrub , few trees and tons of testing debris .	Instead of the lush islands they had left , those who returned found a shattered atoll covered with dense , worthless scrub , few trees and tons of testing debris .	True	True	1.3867774	757	757, 571, 213	1.0	757
76	Ef rit Platons, Dialogos, lýsir hugmyndum hans sjálfs var hann sannfærður um að hann hefði ódauðlega sál.	If his Dialogue writings really reflect his own thinking , Plato was convinced that he had an immortal soul .	If his Dialogue writings really reflect his own thinking , Plato was convinced that he had an immortal soul .	True	True	1.4177284	316	316, 137, 523	1.0	316
77	Svo rækileg yrði eyðingin að jarðveginum yrði sópað burt og fiskimenn myndu þurrka net sín þar.	So thorough would the destruction be that the dust of the city would be scraped away and fishermen would dry their nets there .	So thorough would the destruction be that the dust of the city would be scraped away and fishermen would dry their nets there .	True	True	1.398761	571	571, 679, 952	1.0	571
78	Mörgum fleirum finnst farsóttarvöxtur AIDS, herpes og annarra samræðissjúkdóma vera meira en bara uppskera hinnar svonefndu kynlífsbyltingar.	So whether AIDS , herpes or their other lethal companions will continue their epidemic growth or sneak off into oblivion is irrelevant .	Many similarly feel that the epidemic growth of AIDS , herpes and other STD’s is more than a product of the so - called sexual revolution .	False	False	1.3373961	118	118, 682, 718	0	818
79	Í bók sinni The Agony of Christianity (Kvöl kristninnar) tókst spænski rithöfundurinn Miguel de Unamuno á við þetta sama misræmi.	In his book The Agony of Christianity , Spanish writer Miguel de Unamuno struggled with this same conflict .	In his book The Agony of Christianity , Spanish writer Miguel de Unamuno struggled with this same conflict .	True	True	1.415018	72	72, 326, 531	1.0	72
80	En, því miður, það kemur ekki í veg fyrir að einkennin gjósi upp á ný!	The cause of all this misery ?	But , alas , it does not prevent recurrences !	False	False	1.452359	403	403, 292, 552	0	812
81	Fjórðungur jarðarbúa sveltur, 40 milljónir deyja ár hvert.	“ GOD has replaced fire and brimstone with AIDS , ” wrote one indignant reader to the New York Post .	A quarter of the world is hungry , 40 million persons dying annually .	False	False	1.6116749	563	563, 770, 810	0	514
82	Nægir að lesa Phaedo Platons til að sannfærast um það.	Evidently they were not trusting in the “ butterfly ” myth of human philosophy .	It is sufficient to read Plato’s Phaedo to be convinced of that . ”	False	True	1.4926338	523	523, 396, 748	0.3333333333333333	748
83	"Wallis Budge bætir við í bók sinni Amulets and Talismans: "" Krossinn varð ekki æðsta tákn og merki kristninnar fyrr en á 4 . öld . """	So Luther’s Reformation contributed to keeping organized religion “ in the saddle ” until God’s foreordained time to take action against it .	Wallis Budge in Amulets and Talismans : “ The cross did not become the supreme emblem and symbol of Christianity until the IVth century . ”	False	True	1.3290865	817	817, 323, 175	0.5	323
84	' Stjórnleysistímar í kynferðismálum '	Is the church imitating them in doctrine , in conduct and in the setting of life’s priorities ?	“ A Time of ‘ Sexual Anarchy ’ ”	False	False	1.4990053	527	527, 611, 142	0	497
85	Kókoshneturnar voru lélegar að gæðum.	Some wells were too radioactive for drinking purposes .	The coconuts were of poor quality .	False	True	1.5444034	441	441, 84, 679	0.5	84
86	Í Galatabréfinu 6: 7, 8 segir Biblían: Villist ekki! Guð lætur ekki að sér hæða.	At Galatians 6 : 7 , 8 the Bible says : “ Do not be misled : God is not one to be mocked .	At Galatians 6 : 7 , 8 the Bible says : “ Do not be misled : God is not one to be mocked .	True	True	1.3422334	13	13, 729, 794	1.0	13
87	En það hvarflaði aldrei að mér að svona málfar fyndist í bókum sem skrifaðar eru fyrir tíu til tólf ára krakka.	“ Such are hurled into Tartarus [ to the ancient Greeks , a section of Hades reserved for punishment of the worst offenders ] , which is their suitable destiny , and they will never come out . ”	But I never dreamed that books written for 10 - to 12 - year - olds would contain such language .	False	True	1.4189353	308	308, 953, 980	0.3333333333333333	980
88	Lónið, sem var 142 ferkílómetrar, komst ekki í hálfkvisti við lónið á Bikini sem var 174 ferkílómetrar.	The lagoon was rocked by several - hundred - miles - per - hour winds .	Its 55 square miles ( 142 sq km ) of lagoon did not begin to compare with the 299 square miles ( 774 sq km ) of lagoon in Bikini .	False	False	1.4541361	120	120, 118, 584	0	452
89	Það var haustið 1522.	This frees from all taint of paganism the precious sacrifice that our Lord and Savior made .	This was in the fall of 1522 .	False	True	1.4998211	369	369, 463, 293	0.5	463
90	"Læknir einn áætlaði að "" í Kanada séu greind árlega 20 til 50 þúsund ný herpestilfelli . """	The Age similarly reported that the increase of chlamydial infections poses an “ insidious danger ” to Australians .	One doctor estimated that “ 20,000 to 50,000 new cases of genital herpes are diagnosed in Canada each year . ”	False	False	1.455086	103	103, 477, 568	0	70
