	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
16	Nem vagyok az a trendi típus.	Leave that there.	I'm not the trendy type.	False	False	1.3112102	300	300, 591, 411	0	99
17	Jó nap ez a mai!	This is silly!	Today is a good day!	False	False	1.3669832	830	830, 495, 411	0	753
18	Önök beszélnek oroszul?	Do you speak Russian?	Do you speak Russian?	True	True	1.3661885	881	881, 948, 359	1.0	881
19	A zene túl hangos.	You have foul breath.	The music is too loud.	False	False	1.2955953	738	738, 300, 294	0	576
20	Igaz, hogy művelt, de hiányzik belőle a bölcsesség.	There is nothing to be scared of.	It is true he is a learned man, but he lacks common sense.	False	False	1.2761215	38	38, 554, 184	0	457
21	Kérem, hogy hétfőn jöjjön.	Give me the knife.	Please come on Monday.	False	False	1.3412006	491	491, 375, 738	0	645
22	Mindig elsőként nyílik panaszra a szája.	The 23 fits you better.	He's always the first to complain.	False	False	1.2685072	375	375, 91, 835	0	197
23	Mindenki azt akarja hallani, amit hallani akar.	Everyone wants to hear what everyone wants to hear.	Everyone wants to hear what everyone wants to hear.	True	True	1.2528726	883	883, 388, 864	1.0	883
24	Tom odaégette a borjút.	The 23 fits you better.	Tom branded the calf.	False	False	1.2556734	375	375, 482, 454	0	125
25	Ha nincs hír, az jó hír.	Get your arse into gear!	No news is good news.	False	False	1.3127577	734	734, 491, 569	0	967
26	Nem itta meg a tejet.	You sent me your photo.	She didn't drink the milk.	False	False	1.3458921	779	779, 375, 628	0	531
27	Két óra van.	You have foul breath.	It's two o'clock.	False	False	1.3223993	738	738, 388, 300	0	754
28	Ez mind miattad van.	That ship has sailed.	All of this is because of you.	False	False	1.3895044	611	611, 300, 998	0	988
29	A kommunizmustól való félelem nagyon erős volt abban az időben.	Fear of communism was very strong at that time.	Fear of communism was very strong at that time.	True	True	1.1822636	934	934, 933, 977	1.0	934
30	Tomi mindig panaszkodik, igaz?	Do you mind their coming too?	Tom always complains, doesn't he?	False	True	1.2930453	91	91, 25, 534	0.3333333333333333	534
31	Tom sokat beszél.	Leave that there.	Tom talks quite a lot.	False	False	1.3664582	300	300, 364, 150	0	333
32	Mi történt ott pontosan?	What are they doing there?	What exactly happened there?	False	False	1.3609558	353	353, 400, 943	0	928
33	Mi az ő foglalkozása?	Who is sick?	What's her occupation?	False	False	1.3557304	400	400, 353, 802	0	586
34	Gondoltam, hogy talán akarnál enni valamit.	You have foul breath.	I thought you might like something to eat.	False	False	1.3347919	738	738, 375, 628	0	85
35	Ez hülye!	This is silly!	This is silly!	True	True	1.3289564	830	830, 495, 437	1.0	830
36	Kell nekem egy bélyeg.	The 23 fits you better.	I need a stamp.	False	False	1.362323	375	375, 738, 779	0	258
37	Szabad még egyszer hívnom téged?	Do you mind their coming too?	May I call on you again?	False	False	1.4015353	91	91, 220, 344	0	88
38	Ez a szó nem található a listán.	This word is not found in the list.	This word is not found in the list.	True	True	1.2545351	663	663, 266, 217	1.0	663
39	Azt gondoltam, helyesen cselekszem.	You have foul breath.	I thought I was doing the right thing.	False	False	1.3162187	738	738, 300, 628	0	51
40	Nem hiszem el, hogy Tom igent mondott.	Leave that there.	I can't believe Tom said yes.	False	False	1.2322271	300	300, 482, 364	0	490
41	Te nem törődsz velem.	We'll do fine without you.	You don't care about me.	False	False	1.4250562	455	455, 738, 779	0	323
42	Hívom az ügyvédemet.	You sent me your photo.	I'm calling my lawyer.	False	False	1.3278931	779	779, 738, 491	0	528
43	Nem lesz ennek jó vége.	Leave that there.	This isn't going to end well.	False	False	1.3112805	300	300, 875, 817	0	73
44	A csoki édes.	Leave that there.	Chocolate tastes sweet.	False	False	1.4415016	300	300, 779, 294	0	133
45	Csakugyan tetszik?	What are they doing there?	Do you really like it?	False	False	1.3957095	353	353, 400, 633	0	587
46	A megjelenés kötelező.	Someone stole my travelers checks.	Attendance is mandatory.	False	False	1.3166084	396	396, 738, 139	0	239
47	Sokat jelent nekem.	Leave that there.	It means a lot to me.	False	False	1.3361676	300	300, 779, 375	0	661
48	Egy ember meghalt.	Leave that there.	One person was killed.	False	False	1.3144655	300	300, 454, 611	0	683
49	Egyszer majd sajnálni fogod ezt.	The 23 fits you better.	You will be sorry for it some day.	False	False	1.3256449	375	375, 482, 971	0	526
50	A világegyetem kétségtelenül végtelen.	Our teacher is a gentleman in the true sense of the word.	There's no doubt: the universe is infinite.	False	False	1.3300606	672	672, 762, 835	0	535
51	Tomi halála után röviddel a felesége újraházasodott.	More and more couples go on honeymoon trips abroad.	Tom's wife remarried shortly after his death.	False	False	1.3244395	183	183, 351, 16	0	35
52	A fia hét éve eltűnt.	You have foul breath.	His son disappeared seven years ago.	False	False	1.3115468	738	738, 611, 300	0	346
53	Azon az estén korán feküdtem le.	I will speak to her alone.	I went to bed early that night.	False	False	1.4077495	287	287, 300, 705	0	854
54	Biztos vagyok benne, hogy tetszik az új munkád.	The 23 fits you better.	I'm sure you like your new job.	False	False	1.2538826	375	375, 300, 455	0	334
55	George hasba vágta őt.	Storm in a teacup.	George hit him in the stomach.	False	False	1.3554366	728	728, 450, 139	0	954
56	a szexuális zaklatás komoly probléma lehet a munkahelyen.	The doctor has taken a swab from the mucous membrane.	Sexual harassment can be a serious problem in the workplace.	False	False	1.3248091	886	886, 540, 824	0	974
57	Nagyon szeretek síelni.	Children love to dig in the sand.	I like skiing very much.	False	False	1.2449117	174	174, 300, 738	0	676
58	Sírt-rítt.	That ship has sailed.	He cried and cried.	False	False	1.5587767	611	611, 603, 375	0	927
59	Minden adandó alkalommal írok.	The 23 fits you better.	I write every chance I get.	False	False	1.4015038	375	375, 174, 734	0	905
60	A vihar még hevesebbé vált.	The 23 fits you better.	The storm became even more violent.	False	False	1.2410619	375	375, 728, 485	0	303
61	Tom éppen rám néz.	You got shot, Tom.	Tom is looking at me.	False	False	1.2782094	482	482, 375, 25	0	263
62	Japán tele van meglepetésekkel.	Take it home.	Japan is full of surprises!	False	False	1.2620618	797	797, 738, 396	0	495
63	Látni akarjuk.	Leave that there.	We want to see it.	False	False	1.3627155	300	300, 454, 971	0	945
64	Ausztrália fiataljainak nevében beszélünk.	Children love to dig in the sand.	We are speaking on behalf of the young people of Australia.	False	True	1.3149519	174	174, 342, 450	0.5	342
65	A fotót meghamisították.	I need a stamp.	The photograph was falsified.	False	False	1.2327203	258	258, 139, 916	0	41
66	Nagyon sürgős ez a dolog.	This is silly!	This matter is very urgent.	False	False	1.2601408	830	830, 455, 605	0	690
67	Elolvadt a hógolyó a kezemben.	Blue suits you well.	The snowball melted in my hand.	False	False	1.4209802	628	628, 294, 696	0	603
68	Mióta tanulsz eszperantóul?	Do you speak Chinese well?	For how long have you been studying Esperanto?	False	False	1.3761663	948	948, 881, 341	0	742
69	Melyik iskolába jársz?	Blue suits you well.	What school do you go to?	False	False	1.4048793	628	628, 220, 943	0	410
70	Meg kellett volna vitatnod egy ügyvéddel.	I saw somebody steal the merchandise.	You should've consulted your lawyer.	False	False	1.39219	835	835, 738, 941	0	940
71	Tanulnod kellene.	Leave that there.	You should be studying.	False	False	1.3377438	300	300, 628, 738	0	222
72	Miért akarnál segíteni Tomon?	How about a smoke?	Why would you want to help Tom?	False	False	1.3344274	802	802, 165, 91	0	376
73	Házas vagyok.	Leave that there.	I'm already hitched!	False	False	1.2517095	300	300, 454, 304	0	0
74	Mikor látogatsz meg ismét?	When will you visit me again?	When will you visit me again?	True	True	1.3245754	662	662, 91, 943	1.0	662
75	Azt akarom, hogy szállj le rólam!	You have foul breath.	I want you to get off my back.	False	False	1.3551506	738	738, 779, 381	0	378
76	Rá ne lépj!	Do you mind their coming too?	Don't tread on it.	False	False	1.4124571	91	91, 705, 738	0	557
77	Neki túl sok könyve van.	Leave that there.	He has too many books.	False	False	1.3236928	300	300, 738, 628	0	833
78	Ez a szokásos eljárás.	What a palaver!	It's standard procedure.	False	False	1.3892558	294	294, 549, 672	0	288
79	Gyere ki velem.	He bade us welcome.	Come outside with me.	False	False	1.4358466	450	450, 612, 738	0	291
80	Mire kell neked ez az autó?	Can your brother drive a car?	What are you going to use this car for?	False	False	1.3782907	388	388, 25, 400	0	600
81	Tom megint becsapott minket.	The 23 fits you better.	Tom tricked us again.	False	False	1.2765034	375	375, 482, 491	0	841
82	Ne felejtsd el ráírni az irányítószámot!	Get your arse into gear!	Don't forget to write the zip code.	False	False	1.35975	734	734, 166, 375	0	820
83	A világ egy őrültek háza.	You have foul breath.	This world is just an insane asylum.	False	False	1.2632571	738	738, 300, 696	0	554
84	Csodálatos dolog Amerikában lenni, ha azért vagy itt, hogy pénzt keressél.	Blue suits you well.	America is a lovely place to be, if you are here to earn money.	False	False	1.2154665	628	628, 375, 462	0	925
85	Ez egy lesújtó történet.	That's a depressing story.	That's a depressing story.	True	True	1.2930763	729	729, 554, 864	1.0	729
86	Tudod, hogy a templomban van?	May I sit here?	Do you know she's in the church?	False	False	1.262773	705	705, 738, 91	0	194
87	Azon dolgozom.	Leave that there.	I'm working on that.	False	False	1.2895131	300	300, 628, 455	0	473
88	Egész éjszaka sírt.	The 23 fits you better.	She kept crying all night long.	False	False	1.4655252	375	375, 728, 439	0	329
89	Számos csillag volt látható az égen.	The sun is a medium-sized star.	Numerous stars were visible in the sky.	False	True	1.2646058	654	654, 728, 637	0.3333333333333333	637
90	Üdvözölt bennünket.	Give me the knife.	He bade us welcome.	False	False	1.395591	491	491, 738, 300	0	450
91	Megjavította-e az új edző a csapat minőségét?	Has the new coach improved the team's quality?	Has the new coach improved the team's quality?	True	True	1.2039454	96	96, 375, 400	1.0	96
92	Néhány ember lenéz másokat, csak mert kevesebb pénzük van.	I saw somebody steal the merchandise.	Some people look down on others because they have less money.	False	True	1.2521496	835	835, 665, 450	0.5	665
93	Belém rúg!	This is silly!	He is kicking me!	False	False	1.4187031	830	830, 612, 294	0	906
94	Ezen a vidéken nincs elég víz.	Who is sick?	Water is scarce in this area.	False	False	1.2552074	400	400, 738, 212	0	640
95	A nyelv tudomásunk szerint egy emberi találmány.	Our teacher is a gentleman in the true sense of the word.	Language, as we know it, is a human invention.	False	True	1.4028782	672	672, 530, 671	0.3333333333333333	671
96	A város szó szerint Mussolininek köszönheti a létét?	May I leave a message?	Does the city literally owe its existence to Mussolini?	False	False	1.322254	875	875, 575, 359	0	647
97	Ez nem fontos.	Leave that there.	This is irrelevant.	False	False	1.2996196	300	300, 611, 738	0	522
98	Ha nem megy el az iskolába, nem beszélek vele többé.	Mr. Smith teaches me English.	If he doesn't go to school, I will not talk to him anymore.	False	False	1.2651019	150	150, 835, 948	0	536
99	A szomszédasszonyom kleptomániás.	My neighbor is a kleptomaniac.	My neighbor is a kleptomaniac.	True	True	1.4613671	885	885, 886, 737	1.0	885
100	Elvesztettem a jegygyűrűmet.	You sent me your photo.	I lost my wedding ring.	False	False	1.3282061	779	779, 835, 734	0	684
101	Az állatok nem tudnak különbséget tenni az igaz és hamis dolgok között.	Animals cannot distinguish between truth and falsehood.	Animals cannot distinguish between truth and falsehood.	True	True	1.2463081	730	730, 391, 91	1.0	730
102	Mire gondolsz, amikor a rádióaktivitás szót meghallod?	Do you mind their coming too?	"What do you think of when you hear the word ""radioactivity""?"	False	False	1.2591221	91	91, 391, 881	0	338
103	Na mozdulj már!	You are drunk!	Get your arse into gear!	False	False	1.3757187	612	612, 91, 300	0	734
104	Mennyire fáj?	May I sit here?	How much does it hurt?	False	False	1.452686	705	705, 943, 91	0	852
105	Tom Jacksoné a ló, amelyik megnyerte a versenyt.	Someone stole my travelers checks.	The horse that won the race is owned by Tom Jackson.	False	False	1.3100381	396	396, 835, 489	0	240
106	Ne tegyen úgy, mintha nem tudná, miről beszélek!	Leave that there.	Don't act like you don't know what I'm talking about.	False	False	1.2902185	300	300, 875, 287	0	48
107	Én próbáltam.	May I leave a message?	I tried it.	False	False	1.4034331	875	875, 364, 375	0	955
108	Itt van egy törülköző, ezt használhatod.	Here's a towel that you can use.	Here's a towel that you can use.	True	True	1.2581905	617	617, 485, 174	1.0	617
109	Meg akarod ezt ma csinálni?	Can your brother drive a car?	Do you want to do that today?	False	False	1.381769	388	388, 91, 705	0	618
110	Egyre több pár megy külföldi nászútra.	More and more couples go on honeymoon trips abroad.	More and more couples go on honeymoon trips abroad.	True	True	1.2494414	183	183, 396, 835	1.0	183
111	A legtöbb ember azt hiszi, hogy őrült vagyok.	Leave that there.	Most people think I'm crazy.	False	False	1.221169	300	300, 400, 738	0	406
112	Várjunk csak, most mit is akarsz tenni?	Do you mind their coming too?	Wait, what are you trying to do?	False	False	1.3485506	91	91, 300, 705	0	759
113	Művészetben megegyezik az ízlésünk.	Animals cannot distinguish between truth and falsehood.	Our tastes in art agree.	False	False	1.2828159	730	730, 931, 967	0	692
114	A gazdaság stabilitása minden kormány célja.	A stable economy is the aim of every government.	A stable economy is the aim of every government.	True	True	1.235546	932	932, 294, 451	1.0	932
115	Elengedné a karom?	Did I miss something?	Please let go of my arm.	False	False	1.5449865	39	39, 983, 705	0	381
116	- Nagyon jó lehet magasnak lenni. - Úgy véled? Nem igazán olyan jó. Folyton bevered a fejed a plafonba.	You have foul breath.	"""It must be great to be tall."" ""Do you think so? It's not really that great. You keep bumping your head on the ceiling."""	False	False	1.2644464	738	738, 375, 628	0	516
117	Házas vagyok és van egy lányom.	Leave that there.	I am married and I have a daughter.	False	False	1.3201517	300	300, 835, 779	0	773
118	Aláírták a szerződést.	The treaty was signed.	The treaty was signed.	True	True	1.305273	792	792, 126, 129	1.0	792
119	Ne legyél köcsög.	Please let go of my arm.	Don't be a bitch.	False	False	1.4396664	381	381, 828, 491	0	822
120	Ha nagy leszek, pilóta leszek. És te mi leszel?	Do you mind their coming too?	When I grow up, I'll be a pilot. And what will you be?	False	False	1.3339353	91	91, 304, 597	0	648
121	Az orvos megszegte a hippokratészi esküt.	The doctor broke the Hippocratic Oath.	The doctor broke the Hippocratic Oath.	True	True	1.2733176	917	917, 828, 886	1.0	917
122	A cég tankönyveket ad ki.	The firm publishes educational books.	The firm publishes educational books.	True	True	1.319228	170	170, 864, 797	1.0	170
123	Folytatta a munkát.	The 23 fits you better.	She proceeded with the work.	False	False	1.2862978	375	375, 455, 364	0	7
124	Ez nem az én esernyőm, hanem valaki másé.	You sent me your photo.	This isn't my umbrella; it's somebody else's.	False	False	1.3777683	779	779, 738, 554	0	262
125	Kezdjük veled.	Leave that there.	Let's start with you.	False	False	1.3980356	300	300, 738, 971	0	34
126	Jordan úr egy kicsit meglepett volt.	Son of a bitch!	Mr Jordan was a little surprised.	False	False	1.2211566	818	818, 639, 821	0	929
127	Együtt kell odamennünk.	You sent me your photo.	We have to go there together.	False	False	1.3268622	779	779, 69, 364	0	872
128	Tudom, hogy Tom a barátod.	You lent a book.	I know Tom is your friend.	False	False	1.331763	364	364, 482, 250	0	876
129	Most menjünk moziba?	Do you mind their coming too?	Shall we watch the movie now?	False	False	1.3658051	91	91, 993, 482	0	725
130	Itt lesz nemsokára?	Who is sick?	Will he be here soon?	False	True	1.3381162	400	400, 705, 597	0.3333333333333333	597
131	Kato úrnő volt tavaly a tanárod?	Can your brother drive a car?	Was Ms. Kato your teacher last year?	False	True	1.4348961	388	388, 400, 92	0.3333333333333333	92
132	György születésétől fogva becsületes.	He is madly jealous of his woman.	George is very honest by nature.	False	False	1.3492689	318	318, 351, 183	0	962
133	Ki kell találnunk valamit.	Blue suits you well.	We'd better think of something.	False	False	1.3724983	628	628, 738, 91	0	361
134	Bizonyára esni fog.	Blue suits you well.	It certainly looks like rain.	False	False	1.4531233	628	628, 738, 300	0	560
135	Tud a fivéred autót vezetni?	Can your brother drive a car?	Can your brother drive a car?	True	True	1.3946221	388	388, 69, 738	1.0	388
136	Nem értem a kérdés jelentését.	May I leave a message?	I don't understand the meaning of the question.	False	False	1.325631	875	875, 738, 779	0	857
137	Te mit mondanál a helyemben?	May I sit here?	What would you say if you were in my place?	False	False	1.3697529	705	705, 738, 875	0	30
138	A mopszok nem valami aranyosak.	The 23 fits you better.	Pugs are not cute.	False	False	1.4067805	375	375, 738, 628	0	877
139	Itt a tavasz. Napról-napra melegebb van.	The 23 fits you better.	Spring is here. It is getting warmer every day.	False	False	1.3584614	375	375, 611, 344	0	130
140	Tom nem engedte Marynek, hogy a többi gyerekkel játsszon.	Tom spent the afternoon with Mary.	Tom didn't let Mary play with the other children.	False	True	1.3080493	869	869, 317, 800	0.5	317
141	Először is mutatnék neked valamit.	You have foul breath.	First, there's something I'd like to show you.	False	False	1.367137	738	738, 344, 375	0	783
142	Akarsz is valamit mondani?	You have foul breath.	Are you implying something?	False	False	1.3740375	738	738, 91, 628	0	311
143	Csak a boldogság számít.	What a palaver!	All that matters is to be happy.	False	False	1.335829	294	294, 696, 375	0	986
144	Muszáj rám bíznod magad.	Your old grandma dances well.	You must trust me.	False	False	1.4229258	344	344, 375, 998	0	668
145	Tominak nincsenek megtakarításai.	They say love is blind.	Tom has no savings.	False	False	1.2962753	548	548, 359, 391	0	555
146	Mikor kezdődik?	Do you mind their coming too?	When does it start?	False	False	1.3262951	91	91, 359, 705	0	14
147	Lázas vagy?	Did you sleep well?	Do you have a fever?	False	False	1.3027929	220	220, 91, 981	0	737
148	Tom adta kölcsön nekem azt a DVD-t.	You sent me your photo.	Tom loaned me that DVD.	False	False	1.2640154	779	779, 491, 364	0	250
149	Izgatottan várom a Karácsonyt.	The 23 fits you better.	I am looking forward to Christmas.	False	False	1.3472826	375	375, 344, 738	0	241
150	Az iskola felé tartott.	Leave that there.	She was on her way to school.	False	False	1.4551957	300	300, 375, 738	0	470
151	Éppen egy hosszú levelet ír.	You lent a book.	He's writing a long letter.	False	False	1.302877	364	364, 835, 728	0	707
152	Senki sem hallgat meg téged.	You must stop him.	No one is listening to you.	False	False	1.3222253	569	569, 779, 39	0	689
153	Mit szólnál egy csésze forró kávéhoz?	Would you fetch me a glass of water?	How about a cup of hot coffee?	False	True	1.3913908	247	247, 12, 391	0.5	12
154	Mondd meg az igazat!	You are drunk!	Tell the truth.	False	False	1.3798041	612	612, 738, 830	0	416
155	Oda se neki, miket mond!	Teach judo to me.	You should ignore what he says.	False	False	1.3983415	326	326, 797, 300	0	926
156	Kölcsönkérhetem ezt a CD-t?	May I borrow this CD?	May I borrow this CD?	True	True	1.3222252	983	983, 693, 591	1.0	983
157	Szeretném mindenkinek a figyelmét kérni.	May I leave a message?	Could I have everyone's attention, please?	False	False	1.3238413	875	875, 738, 779	0	253
158	Három üveg bort kellett volna vennünk.	You have foul breath.	We should've bought three bottles of wine.	False	True	1.3061929	738	738, 174, 814	0.3333333333333333	814
159	Fordítsuk komolyra a szót!	Do you mind their coming too?	Let's get serious.	False	False	1.3164021	91	91, 375, 495	0	629
160	Most a boltba megyek.	Blue suits you well.	I'm going to the store now.	False	False	1.3728225	628	628, 300, 326	0	273
161	Sokat olvasok.	Leave that there.	I read a lot.	False	False	1.3860992	300	300, 375, 628	0	578
162	Tomi két lánnyal randevúzik egyidőben.	Tom and Mary are mad at John.	Tom is dating two girls at the same time.	False	False	1.3039706	58	58, 183, 715	0	254
163	Tanítson meg dzsúdózni!	You are drunk!	Teach judo to me.	False	False	1.3469126	612	612, 971, 300	0	326
164	Számítanak az első benyomások.	The 23 fits you better.	First impressions matter.	False	False	1.3176836	375	375, 84, 642	0	853
165	Kórházban kellene lenned.	You have foul breath.	You should be in a hospital.	False	False	1.308195	738	738, 737, 591	0	990
166	Senki sem lakik ebben a házban.	Leave that there.	Nobody lives in this house.	False	False	1.2140254	300	300, 174, 359	0	94
167	Bizonyítékokra van szükségem.	You have foul breath.	I need proofs.	False	False	1.2919761	738	738, 875, 341	0	27
168	Ő már nincs itt.	Leave that there.	He is no longer here.	False	False	1.2520992	300	300, 569, 612	0	700
169	Illatos a gyertya.	Storm in a teacup.	The candle smells nice.	False	False	1.3672144	728	728, 294, 738	0	471
170	Gondoskodni fogok a szüleimről, ha megöregednek.	The 23 fits you better.	I'll take care of my parents when they get old.	False	False	1.2368352	375	375, 485, 738	0	968
171	Télen nem szívesen eszem fagyit.	You have foul breath.	I don't enjoy eating ice cream during the winter.	False	False	1.3054901	738	738, 728, 628	0	53
172	Eldöntötte, hogy Amerikába megy.	That ship has sailed.	She made up her mind to go to America.	False	False	1.3932539	611	611, 544, 450	0	498
173	Akarod, hogy tegyek néhány szál virágot a hajadba?	Blue suits you well.	Do you want me to put some flowers in your hair?	False	False	1.3594565	628	628, 91, 875	0	579
174	Idő kell.	The 23 fits you better.	We need time.	False	False	1.4055274	375	375, 738, 444	0	594
175	Közös a hazánk.	Leave that there.	We are compatriots.	False	False	1.3162395	300	300, 738, 437	0	219
176	Hálásnak kellene lenned.	You have foul breath.	You should be grateful.	False	False	1.3586787	738	738, 300, 591	0	991
177	Mary olyan kedves lány, hogy mindenki szereti.	Mary is so nice a girl that she is loved by everybody.	Mary is so nice a girl that she is loved by everybody.	True	True	1.2675676	970	970, 835, 300	1.0	970
178	Tomnak azt kéne tennie, amit Mary mond.	Leave that there.	Tom should do what Mary says.	False	False	1.3313626	300	300, 779, 364	0	153
179	Az állatok az erdőben élnek.	Animals inhabit the forest.	Animals inhabit the forest.	True	True	1.3000915	774	774, 891, 174	1.0	774
180	Tanuld meg irányítani, vagy az fog irányítani téged.	The 23 fits you better.	Learn to control it or it will control you.	False	False	1.3831704	375	375, 455, 300	0	489
181	Majd várok odakint.	Leave that there.	I'll just wait outside.	False	False	1.4268496	300	300, 628, 344	0	401
182	Nekem is tudsz venni egyet?	Do you mind their coming too?	Can you buy one for me as well?	False	False	1.3520584	91	91, 705, 304	0	496
183	Németországba repülök majd.	I will fly to Germany.	I will fly to Germany.	True	True	1.4101216	930	930, 364, 779	1.0	930
184	Hirtelen kialudtak a fények.	You have foul breath.	Suddenly, all the lights went out.	False	False	1.3158278	738	738, 628, 375	0	973
185	Zenehallgatás a hobbim.	What a palaver!	My hobby is to listen to music.	False	False	1.3949476	294	294, 738, 344	0	716
186	A nyári szünidő után a gyerekeknek vissza kell menniük az iskolába.	More and more couples go on honeymoon trips abroad.	After the summer holidays, the children have to go back to school.	False	True	1.2864455	183	183, 104, 979	0.5	104
187	Olyan mérges volt, hogy nem tudott beszélni.	He is the more diligent of the two.	He could not speak, he was so angry.	False	False	1.3354181	641	641, 318, 249	0	367
188	Edzenem kell.	Gather your toys together.	I have to exercise.	False	False	1.397629	971	971, 482, 738	0	47
189	A mobilom leesett a földre.	Storm in a teacup.	My cellphone fell on the floor.	False	False	1.3672079	728	728, 605, 738	0	865
190	A felesége álomszép, a lányát meg már ne is említsem.	Your old grandma dances well.	His wife is as beautiful as a dream, not to mention his daughter.	False	False	1.3238308	344	344, 779, 738	0	431
191	Nem hoztam magammal meleg ruhát.	The 23 fits you better.	I didn't bring any warm clothes.	False	False	1.3105363	375	375, 738, 455	0	478
192	Tedd fel a fejhallgatót!	Get your arse into gear!	Put the headphone on.	False	False	1.3854609	734	734, 738, 375	0	680
193	Szükségünk van a válaszra.	You have foul breath.	We need an answer.	False	False	1.2742858	738	738, 875, 251	0	845
194	Ez a könyv unalmas.	Someone stole my travelers checks.	This book is boring.	False	False	1.3325503	396	396, 738, 728	0	861
195	Taro két éve meghalt.	Taro died two years ago.	Taro died two years ago.	True	True	1.2864566	228	228, 738, 371	1.0	228
196	Nehezére esik apámnak abbahagyni az ivást.	The 23 fits you better.	It's hard for my father to give up drinking.	False	False	1.353679	375	375, 554, 294	0	623
197	Egy étteremben ebédeltünk.	I saw somebody steal the merchandise.	We had dinner at a restaurant.	False	False	1.2632338	835	835, 728, 515	0	949
198	Ez azért van, mert nem akarsz egyedül lenni.	You have foul breath.	This is because you do not want to be alone.	False	False	1.2526559	738	738, 300, 364	0	897
199	A motor megint beindult.	That toy is selling like hot cakes.	The engine started again.	False	False	1.2992393	864	864, 389, 294	0	349
200	Három kutya követ négy macskát a kerítésig.	Three dogs are following four cats to the gate.	Three dogs are following four cats to the gate.	True	True	1.3139037	84	84, 375, 166	1.0	84
201	Két fiam van. Az egyik Nara, a másik Tsu.	I have two sons. One is in Nara and the other in Tsu.	I have two sons. One is in Nara and the other in Tsu.	True	True	1.2581241	778	778, 548, 284	1.0	778
202	Beszélhetnénk erről később?	Could we talk about this later?	Could we talk about this later?	True	True	1.28259	500	500, 948, 220	1.0	500
203	Szavazással döntünk.	You have foul breath.	We'll decide by voting.	False	False	1.3735185	738	738, 835, 569	0	285
204	Semmi más nem kell..., csak egy új nadrág.	We'll make a sailor out of you yet.	I don't need anything... just a new pair of pants.	False	False	1.3181953	485	485, 941, 835	0	116
205	A szemétláda ellopta a hátizsákom, megette a szendvicsem és beleszart a termoszomba.	Blue suits you well.	Son of a bitch stole my backpack, ate my sandwich, and shit in my Thermos!	False	False	1.2980942	628	628, 375, 728	0	828
206	Tomi aláírta az iratot.	The 23 fits you better.	Tom signed the document.	False	False	1.3051859	375	375, 797, 364	0	129
207	Nagyon hideg van ebben a szobában, igaz?	Who is sick?	It's very cold in this room, isn't it?	False	False	1.1885765	400	400, 705, 830	0	867
208	A Sinano hosszabb, mint bármely más Japán folyó.	The Shinano is longer than any other river in Japan.	The Shinano is longer than any other river in Japan.	True	True	1.1492429	807	807, 464, 611	1.0	807
209	A pénz minden rossz gyökere.	What a palaver!	Money is the root of all evil.	False	False	1.385783	294	294, 864, 818	0	966
210	Gyuri bácsi nem jött hozzánk soha üres kézzel látogatóba.	Storm in a teacup.	Uncle George never visited us without some present.	False	False	1.315774	728	728, 249, 672	0	942
