	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
19	A zene túl hangos.	The music is too loud.	The music is too loud.	True	True	0.9119351	576	576, 471, 606	1.0	576
20	Igaz, hogy művelt, de hiányzik belőle a bölcsesség.	There is nothing to be scared of.	It is true he is a learned man, but he lacks common sense.	False	True	0.81005275	38	38, 457, 970	0.5	457
21	Kérem, hogy hétfőn jöjjön.	It'll be forgotten in a few months' time.	Please come on Monday.	False	False	0.9667448	322	322, 389, 289	0	645
22	Mindig elsőként nyílik panaszra a szája.	The noise gets on my nerves.	He's always the first to complain.	False	False	0.9998286	166	166, 40, 289	0	197
23	Mindenki azt akarja hallani, amit hallani akar.	Everyone wants to hear what everyone wants to hear.	Everyone wants to hear what everyone wants to hear.	True	True	0.83735895	883	883, 56, 374	1.0	883
24	Tom odaégette a borjút.	Tom opened a beer.	Tom branded the calf.	False	False	0.9490726	607	607, 841, 909	0	125
25	Ha nincs hír, az jó hír.	I fear that is the truth.	No news is good news.	False	False	0.996416	895	895, 489, 451	0	967
26	Nem itta meg a tejet.	Don't step on the broken glass.	She didn't drink the milk.	False	False	1.0357723	591	591, 87, 223	0	531
27	Két óra van.	I think we should wait another half an hour.	It's two o'clock.	False	True	0.9429387	78	78, 754, 3	0.5	754
28	Ez mind miattad van.	No news is good news.	All of this is because of you.	False	False	1.1325939	967	967, 375, 392	0	988
29	A kommunizmustól való félelem nagyon erős volt abban az időben.	Fear of communism was very strong at that time.	Fear of communism was very strong at that time.	True	True	0.7080176	934	934, 935, 933	1.0	934
30	Tomi mindig panaszkodik, igaz?	Tom always complains, doesn't he?	Tom always complains, doesn't he?	True	True	0.9750742	534	534, 376, 153	1.0	534
31	Tom sokat beszél.	Just ignore Tom. He always seems to be complaining about something.	Tom talks quite a lot.	False	False	1.0644003	31	31, 815, 80	0	333
32	Mi történt ott pontosan?	How can we prove it actually happened?	What exactly happened there?	False	False	1.046284	319	319, 39, 500	0	928
33	Mi az ő foglalkozása?	What's her occupation?	What's her occupation?	True	True	1.0956668	586	586, 251, 500	1.0	586
34	Gondoltam, hogy talán akarnál enni valamit.	There is nothing to be scared of.	I thought you might like something to eat.	False	False	1.0196092	38	38, 56, 210	0	85
35	Ez hülye!	This is silly!	This is silly!	True	True	1.1440135	830	830, 864, 411	1.0	830
36	Kell nekem egy bélyeg.	You have foul breath.	I need a stamp.	False	False	1.0800383	738	738, 375, 835	0	258
37	Szabad még egyszer hívnom téged?	You, probably, once again right.	May I call on you again?	False	False	1.1344941	529	529, 738, 605	0	88
38	Ez a szó nem található a listán.	This word is not found in the list.	This word is not found in the list.	True	True	0.73128164	663	663, 780, 237	1.0	663
39	Azt gondoltam, helyesen cselekszem.	The noise gets on my nerves.	I thought I was doing the right thing.	False	False	0.9635469	166	166, 659, 36	0	51
40	Nem hiszem el, hogy Tom igent mondott.	She pretended that she didn't hear me.	I can't believe Tom said yes.	False	True	0.93078446	107	107, 124, 490	0.3333333333333333	490
41	Te nem törődsz velem.	Please let go of my arm.	You don't care about me.	False	False	1.0895555	381	381, 455, 557	0	323
42	Hívom az ügyvédemet.	Please let go of my arm.	I'm calling my lawyer.	False	False	1.1538949	381	381, 659, 738	0	528
43	Nem lesz ennek jó vége.	No one has that right.	This isn't going to end well.	False	False	1.0003798	392	392, 289, 460	0	73
44	A csoki édes.	Storm in a teacup.	Chocolate tastes sweet.	False	False	1.133214	728	728, 864, 250	0	133
45	Csakugyan tetszik?	Did I miss something?	Do you really like it?	False	False	1.088034	39	39, 153, 983	0	587
46	A megjelenés kötelező.	It is unfortunately true.	Attendance is mandatory.	False	False	0.9672885	404	404, 292, 522	0	239
47	Sokat jelent nekem.	Tom loaned me that DVD.	It means a lot to me.	False	False	1.0521554	250	250, 841, 375	0	661
48	Egy ember meghalt.	An accident just happened.	One person was killed.	False	False	0.87070477	369	369, 710, 360	0	683
49	Egyszer majd sajnálni fogod ezt.	I knew you could do it, Tom.	You will be sorry for it some day.	False	False	1.0583801	210	210, 784, 166	0	526
50	A világegyetem kétségtelenül végtelen.	There's no doubt: the universe is infinite.	There's no doubt: the universe is infinite.	True	True	0.88870573	535	535, 554, 404	1.0	535
51	Tomi halála után röviddel a felesége újraházasodott.	Tom's wife remarried shortly after his death.	Tom's wife remarried shortly after his death.	True	True	0.9052627	35	35, 16, 843	1.0	35
52	A fia hét éve eltűnt.	His son disappeared seven years ago.	His son disappeared seven years ago.	True	True	0.8669282	346	346, 16, 228	1.0	346
53	Azon az estén korán feküdtem le.	Thank God, it is finally raining.	I went to bed early that night.	False	False	1.0891216	605	605, 753, 758	0	854
54	Biztos vagyok benne, hogy tetszik az új munkád.	All that matters is to be happy.	I'm sure you like your new job.	False	False	1.0698936	986	986, 925, 988	0	334
55	George hasba vágta őt.	She kicked him hard.	George hit him in the stomach.	False	False	0.88155043	538	538, 468, 841	0	954
56	a szexuális zaklatás komoly probléma lehet a munkahelyen.	Sexual harassment can be a serious problem in the workplace.	Sexual harassment can be a serious problem in the workplace.	True	True	0.74000096	974	974, 540, 767	1.0	974
57	Nagyon szeretek síelni.	Squirrels can run really quickly.	I like skiing very much.	False	False	0.9237244	195	195, 110, 891	0	676
58	Sírt-rítt.	The 23 fits you better.	He cried and cried.	False	False	1.2777324	375	375, 454, 572	0	927
59	Minden adandó alkalommal írok.	The 23 fits you better.	I write every chance I get.	False	True	1.140267	375	375, 905, 122	0.5	905
60	A vihar még hevesebbé vált.	The storm became even more violent.	The storm became even more violent.	True	True	0.8566078	303	303, 562, 289	1.0	303
61	Tom éppen rám néz.	Tom tricked us again.	Tom is looking at me.	False	False	1.0165931	841	841, 607, 153	0	263
62	Japán tele van meglepetésekkel.	Love is never wasted.	Japan is full of surprises!	False	False	0.9550842	558	558, 931, 20	0	495
63	Látni akarjuk.	Tom tricked us again.	We want to see it.	False	False	1.0408922	841	841, 882, 454	0	945
64	Ausztrália fiataljainak nevében beszélünk.	We are speaking on behalf of the young people of Australia.	We are speaking on behalf of the young people of Australia.	True	True	0.93088853	342	342, 361, 110	1.0	342
65	A fotót meghamisították.	The photograph was falsified.	The photograph was falsified.	True	True	0.8741647	41	41, 781, 252	1.0	41
66	Nagyon sürgős ez a dolog.	That's a depressing story.	This matter is very urgent.	False	False	0.8986597	729	729, 821, 606	0	690
67	Elolvadt a hógolyó a kezemben.	The snowball melted in my hand.	The snowball melted in my hand.	True	True	1.0948299	603	603, 174, 728	1.0	603
68	Mióta tanulsz eszperantóul?	I began to learn Esperanto.	For how long have you been studying Esperanto?	False	False	1.086405	747	747, 881, 948	0	742
69	Melyik iskolába jársz?	The 23 fits you better.	What school do you go to?	False	False	1.1283547	375	375, 628, 841	0	410
70	Meg kellett volna vitatnod egy ügyvéddel.	You should've consulted your lawyer.	You should've consulted your lawyer.	True	True	1.0614933	940	940, 173, 915	1.0	940
71	Tanulnod kellene.	Blue suits you well.	You should be studying.	False	False	1.217005	628	628, 375, 174	0	222
72	Miért akarnál segíteni Tomon?	Why would you want to help Tom?	Why would you want to help Tom?	True	True	1.0581347	376	376, 39, 251	1.0	376
73	Házas vagyok.	Tom needed you.	I'm already hitched!	False	False	1.0674359	882	882, 300, 841	0	0
74	Mikor látogatsz meg ismét?	When will you visit me again?	When will you visit me again?	True	True	1.0100023	662	662, 88, 725	1.0	662
75	Azt akarom, hogy szállj le rólam!	Please let go of my arm.	I want you to get off my back.	False	False	0.968016	381	381, 210, 769	0	378
76	Rá ne lépj!	Please let go of my arm.	Don't tread on it.	False	False	1.0637796	381	381, 591, 422	0	557
77	Neki túl sok könyve van.	He has too many books.	He has too many books.	True	True	0.9591068	833	833, 2, 558	1.0	833
78	Ez a szokásos eljárás.	It's standard procedure.	It's standard procedure.	True	True	1.0207071	288	288, 606, 549	1.0	288
79	Gyere ki velem.	Leave that there.	Come outside with me.	False	False	1.1074339	300	300, 450, 444	0	291
80	Mire kell neked ez az autó?	Was that part of your plan?	What are you going to use this car for?	False	True	1.0661178	251	251, 600, 388	0.5	600
81	Tom megint becsapott minket.	Tom tricked us again.	Tom tricked us again.	True	True	0.98467565	841	841, 250, 785	1.0	841
82	Ne felejtsd el ráírni az irányítószámot!	Don't forget to write the zip code.	Don't forget to write the zip code.	True	True	1.0122668	820	820, 381, 166	1.0	820
83	A világ egy őrültek háza.	This world is just an insane asylum.	This world is just an insane asylum.	True	True	0.9299506	554	554, 738, 760	1.0	554
84	Csodálatos dolog Amerikában lenni, ha azért vagy itt, hogy pénzt keressél.	America is a lovely place to be, if you are here to earn money.	America is a lovely place to be, if you are here to earn money.	True	True	0.81609714	925	925, 897, 752	1.0	925
85	Ez egy lesújtó történet.	This world is just an insane asylum.	That's a depressing story.	False	True	0.9817358	554	554, 472, 729	0.3333333333333333	729
86	Tudod, hogy a templomban van?	Give me that piece of paper, and I will inspect it!	Do you know she's in the church?	False	False	0.9630492	769	769, 251, 618	0	194
87	Azon dolgozom.	Leave that there.	I'm working on that.	False	False	1.1077317	300	300, 454, 628	0	473
88	Egész éjszaka sírt.	For some reason I feel more alive at night.	She kept crying all night long.	False	False	1.0825095	908	908, 903, 192	0	329
89	Számos csillag volt látható az égen.	Numerous stars were visible in the sky.	Numerous stars were visible in the sky.	True	True	0.79497457	637	637, 654, 973	1.0	637
90	Üdvözölt bennünket.	You have foul breath.	He bade us welcome.	False	False	1.1133417	738	738, 659, 601	0	450
91	Megjavította-e az új edző a csapat minőségét?	Has the new coach improved the team's quality?	Has the new coach improved the team's quality?	True	True	0.8686167	96	96, 315, 139	1.0	96
92	Néhány ember lenéz másokat, csak mert kevesebb pénzük van.	Some people look down on others because they have less money.	Some people look down on others because they have less money.	True	True	0.8800216	665	665, 888, 897	1.0	665
93	Belém rúg!	Tom branded the calf.	He is kicking me!	False	False	1.1428387	125	125, 818, 802	0	906
94	Ezen a vidéken nincs elég víz.	Water is scarce in this area.	Water is scarce in this area.	True	True	0.93965685	640	640, 149, 94	1.0	640
95	A nyelv tudomásunk szerint egy emberi találmány.	Language, as we know it, is a human invention.	Language, as we know it, is a human invention.	True	True	0.9929955	671	671, 730, 472	1.0	671
96	A város szó szerint Mussolininek köszönheti a létét?	Does the city literally owe its existence to Mussolini?	Does the city literally owe its existence to Mussolini?	True	True	0.9184265	647	647, 63, 59	1.0	647
97	Ez nem fontos.	Tom needed this.	This is irrelevant.	False	False	0.85041213	839	839, 609, 369	0	522
98	Ha nem megy el az iskolába, nem beszélek vele többé.	If he doesn't go to school, I will not talk to him anymore.	If he doesn't go to school, I will not talk to him anymore.	True	True	0.9248874	536	536, 832, 897	1.0	536
99	A szomszédasszonyom kleptomániás.	The doctor has taken a swab from the mucous membrane.	My neighbor is a kleptomaniac.	False	True	1.0971584	886	886, 885, 102	0.5	885
100	Elvesztettem a jegygyűrűmet.	We'll do fine without you.	I lost my wedding ring.	False	False	1.0796499	455	455, 841, 591	0	684
101	Az állatok nem tudnak különbséget tenni az igaz és hamis dolgok között.	Animals cannot distinguish between truth and falsehood.	Animals cannot distinguish between truth and falsehood.	True	True	0.7948184	730	730, 904, 201	1.0	730
102	Mire gondolsz, amikor a rádióaktivitás szót meghallod?	The noise gets on my nerves.	"What do you think of when you hear the word ""radioactivity""?"	False	False	1.0116992	166	166, 725, 566	0	338
103	Na mozdulj már!	Come on, we have work to do.	Get your arse into gear!	False	True	1.0739995	691	691, 734, 166	0.5	734
104	Mennyire fáj?	We must hurry.	How much does it hurt?	False	False	1.1387953	580	580, 212, 361	0	852
105	Tom Jacksoné a ló, amelyik megnyerte a versenyt.	The horse that won the race is owned by Tom Jackson.	The horse that won the race is owned by Tom Jackson.	True	True	0.9982064	240	240, 626, 298	1.0	240
106	Ne tegyen úgy, mintha nem tudná, miről beszélek!	There is nothing to be scared of.	Don't act like you don't know what I'm talking about.	False	False	0.93275297	38	38, 820, 381	0	48
107	Én próbáltam.	I knew you could do it, Tom.	I tried it.	False	False	1.0967677	210	210, 395, 627	0	955
108	Itt van egy törülköző, ezt használhatod.	Here's a towel that you can use.	Here's a towel that you can use.	True	True	0.947778	617	617, 820, 916	1.0	617
109	Meg akarod ezt ma csinálni?	I knew you could do it, Tom.	Do you want to do that today?	False	True	1.0579894	210	210, 618, 388	0.5	618
110	Egyre több pár megy külföldi nászútra.	More and more couples go on honeymoon trips abroad.	More and more couples go on honeymoon trips abroad.	True	True	1.0240042	183	183, 169, 162	1.0	183
111	A legtöbb ember azt hiszi, hogy őrült vagyok.	God forbid that anything should happen to Tom.	Most people think I'm crazy.	False	False	0.93471813	56	56, 110, 897	0	406
112	Várjunk csak, most mit is akarsz tenni?	This is because you do not want to be alone.	Wait, what are you trying to do?	False	False	1.0239174	897	897, 174, 57	0	759
113	Művészetben megegyezik az ízlésünk.	Animals cannot distinguish between truth and falsehood.	Our tastes in art agree.	False	False	0.90391755	730	730, 535, 931	0	692
114	A gazdaság stabilitása minden kormány célja.	A stable economy is the aim of every government.	A stable economy is the aim of every government.	True	True	0.8260772	932	932, 451, 794	1.0	932
115	Elengedné a karom?	Blue suits you well.	Please let go of my arm.	False	False	1.1816064	628	628, 835, 841	0	381
116	- Nagyon jó lehet magasnak lenni. - Úgy véled? Nem igazán olyan jó. Folyton bevered a fejed a plafonba.	I don't need anything... just a new pair of pants.	"""It must be great to be tall."" ""Do you think so? It's not really that great. You keep bumping your head on the ceiling."""	False	False	0.93112135	116	116, 423, 570	0	516
117	Házas vagyok és van egy lányom.	When I saw you last time, you were just little girls.	I am married and I have a daughter.	False	True	1.1024348	394	394, 344, 773	0.3333333333333333	773
118	Aláírták a szerződést.	I signed the contract.	The treaty was signed.	False	True	0.9709468	126	126, 792, 131	0.5	792
119	Ne legyél köcsög.	Don't forget to write the zip code.	Don't be a bitch.	False	False	1.18243	820	820, 455, 620	0	822
120	Ha nagy leszek, pilóta leszek. És te mi leszel?	When I grow up, I'll be a pilot. And what will you be?	When I grow up, I'll be a pilot. And what will you be?	True	True	1.0493326	648	648, 485, 426	1.0	648
121	Az orvos megszegte a hippokratészi esküt.	The doctor broke the Hippocratic Oath.	The doctor broke the Hippocratic Oath.	True	True	0.8798032	917	917, 112, 120	1.0	917
122	A cég tankönyveket ad ki.	The firm publishes educational books.	The firm publishes educational books.	True	True	0.8256155	170	170, 181, 907	1.0	170
123	Folytatta a munkát.	He works in the fields.	She proceeded with the work.	False	True	1.0576632	218	218, 713, 7	0.3333333333333333	7
124	Ez nem az én esernyőm, hanem valaki másé.	All of this is because of you.	This isn't my umbrella; it's somebody else's.	False	False	0.9781015	988	988, 554, 966	0	262
125	Kezdjük veled.	Leave that there.	Let's start with you.	False	False	1.1302487	300	300, 375, 841	0	34
126	Jordan úr egy kicsit meglepett volt.	I paid not less than a hundred dollars for this pen.	Mr Jordan was a little surprised.	False	False	0.90703106	888	888, 488, 855	0	929
127	Együtt kell odamennünk.	Tom loaned me that DVD.	We have to go there together.	False	False	1.0526607	250	250, 364, 873	0	872
128	Tudom, hogy Tom a barátod.	Tom loaned me that DVD.	I know Tom is your friend.	False	False	0.9709319	250	250, 364, 571	0	876
129	Most menjünk moziba?	We'd better think of something.	Shall we watch the movie now?	False	False	1.1419308	361	361, 703, 873	0	725
130	Itt lesz nemsokára?	Could we go somewhere else?	Will he be here soon?	False	False	1.0485735	914	914, 529, 361	0	597
131	Kato úrnő volt tavaly a tanárod?	Was Ms. Kato your teacher last year?	Was Ms. Kato your teacher last year?	True	True	1.0726671	92	92, 344, 650	1.0	92
132	György születésétől fogva becsületes.	I recognized her at first glance.	George is very honest by nature.	False	True	0.98645294	964	964, 962, 190	0.5	962
133	Ki kell találnunk valamit.	You have your right sock on wrong side out.	We'd better think of something.	False	False	1.1189084	998	998, 539, 617	0	361
134	Bizonyára esni fog.	All that matters is to be happy.	It certainly looks like rain.	False	False	1.0580864	986	986, 908, 389	0	560
135	Tud a fivéred autót vezetni?	Can your brother drive a car?	Can your brother drive a car?	True	True	1.0675424	388	388, 69, 835	1.0	388
136	Nem értem a kérdés jelentését.	I don't understand the meaning of the question.	I don't understand the meaning of the question.	True	True	0.9536425	857	857, 673, 445	1.0	857
137	Te mit mondanál a helyemben?	I saw somebody steal the merchandise.	What would you say if you were in my place?	False	False	1.0598234	835	835, 174, 461	0	30
138	A mopszok nem valami aranyosak.	I paid not less than a hundred dollars for this pen.	Pugs are not cute.	False	False	1.0498183	888	888, 908, 116	0	877
139	Itt a tavasz. Napról-napra melegebb van.	Spring is here. It is getting warmer every day.	Spring is here. It is getting warmer every day.	True	True	0.9549247	130	130, 141, 620	1.0	130
140	Tom nem engedte Marynek, hogy a többi gyerekkel játsszon.	Tom didn't let Mary play with the other children.	Tom didn't let Mary play with the other children.	True	True	0.7401682	317	317, 56, 347	1.0	317
141	Először is mutatnék neked valamit.	There is nothing to be scared of.	First, there's something I'd like to show you.	False	False	1.0040494	38	38, 835, 210	0	783
142	Akarsz is valamit mondani?	The 23 fits you better.	Are you implying something?	False	False	1.1124675	375	375, 251, 315	0	311
143	Csak a boldogság számít.	Love of money is the root of all evil.	All that matters is to be happy.	False	True	1.0104346	977	977, 966, 986	0.3333333333333333	986
144	Muszáj rám bíznod magad.	Your old grandma dances well.	You must trust me.	False	False	1.1559427	344	344, 375, 210	0	668
145	Tominak nincsenek megtakarításai.	Nobody saw anything.	Tom has no savings.	False	False	0.93402994	710	710, 20, 853	0	555
146	Mikor kezdődik?	When does it start?	When does it start?	True	True	1.037641	14	14, 39, 289	1.0	14
147	Lázas vagy?	Are you drunk or something?	Do you have a fever?	False	False	1.0019269	981	981, 400, 220	0	737
148	Tom adta kölcsön nekem azt a DVD-t.	Tom loaned me that DVD.	Tom loaned me that DVD.	True	True	0.8109462	250	250, 803, 658	1.0	250
149	Izgatottan várom a Karácsonyt.	Your old grandma dances well.	I am looking forward to Christmas.	False	False	1.1103709	344	344, 605, 250	0	241
150	Az iskola felé tartott.	The engine started again.	She was on her way to school.	False	False	1.1215193	349	349, 283, 369	0	470
151	Éppen egy hosszú levelet ír.	She translated it word for word.	He's writing a long letter.	False	False	0.9826828	108	108, 815, 578	0	707
152	Senki sem hallgat meg téged.	God forbid that anything should happen to Tom.	No one is listening to you.	False	True	1.1081638	56	56, 210, 689	0.3333333333333333	689
153	Mit szólnál egy csésze forró kávéhoz?	I have worked for one company where the payroll was snatched on a dark winter's night.	How about a cup of hot coffee?	False	False	1.0285112	192	192, 247, 728	0	12
154	Mondd meg az igazat!	You must do it.	Tell the truth.	False	False	1.0947822	539	539, 830, 381	0	416
155	Oda se neki, miket mond!	Teach judo to me.	You should ignore what he says.	False	False	1.078456	326	326, 381, 153	0	926
156	Kölcsönkérhetem ezt a CD-t?	May I borrow this CD?	May I borrow this CD?	True	True	0.9501227	983	983, 116, 250	1.0	983
157	Szeretném mindenkinek a figyelmét kérni.	All that matters is to be happy.	Could I have everyone's attention, please?	False	False	0.93275785	986	986, 38, 760	0	253
158	Három üveg bort kellett volna vennünk.	We should've bought three bottles of wine.	We should've bought three bottles of wine.	True	True	0.93519866	814	814, 295, 592	1.0	814
159	Fordítsuk komolyra a szót!	Today is a big day, son!	Let's get serious.	False	False	0.98960304	758	758, 326, 381	0	629
160	Most a boltba megyek.	Please let go of my arm.	I'm going to the store now.	False	False	1.100306	381	381, 642, 998	0	273
161	Sokat olvasok.	That toy is selling like hot cakes.	I read a lot.	False	False	1.1910249	864	864, 841, 24	0	578
162	Tomi két lánnyal randevúzik egyidőben.	Tom and Mary are mad at John.	Tom is dating two girls at the same time.	False	True	0.91804504	58	58, 254, 162	0.5	254
163	Tanítson meg dzsúdózni!	Don't step on the broken glass.	Teach judo to me.	False	False	1.1042182	591	591, 734, 785	0	326
164	Számítanak az első benyomások.	If you understand this one, then the others are nearly the same.	First impressions matter.	False	True	1.016554	201	201, 853, 522	0.5	853
165	Kórházban kellene lenned.	I don't sleep in a bed.	You should be in a hospital.	False	False	1.0231394	87	87, 56, 527	0	990
166	Senki sem lakik ebben a házban.	Nobody lives in this house.	Nobody lives in this house.	True	True	0.8368707	94	94, 969, 717	1.0	94
167	Bizonyítékokra van szükségem.	I only ask out of curiosity.	I need proofs.	False	False	1.0720124	184	184, 986, 419	0	27
168	Ő már nincs itt.	They say love is blind.	He is no longer here.	False	False	1.0425613	548	548, 841, 300	0	700
169	Illatos a gyertya.	This egg smells bad.	The candle smells nice.	False	False	0.9882227	795	795, 864, 821	0	471
170	Gondoskodni fogok a szüleimről, ha megöregednek.	There is nothing to be scared of.	I'll take care of my parents when they get old.	False	True	0.9328227	38	38, 968, 659	0.5	968
171	Télen nem szívesen eszem fagyit.	For some reason I feel more alive at night.	I don't enjoy eating ice cream during the winter.	False	False	0.93740165	908	908, 548, 56	0	53
172	Eldöntötte, hogy Amerikába megy.	She made up her mind to go to America.	She made up her mind to go to America.	True	True	0.9170655	498	498, 930, 289	1.0	498
173	Akarod, hogy tegyek néhány szál virágot a hajadba?	Do you want me to put some flowers in your hair?	Do you want me to put some flowers in your hair?	True	True	1.0087495	579	579, 247, 364	1.0	579
174	Idő kell.	The 23 fits you better.	We need time.	False	False	1.0969465	375	375, 401, 122	0	594
175	Közös a hazánk.	America is a lovely place to be, if you are here to earn money.	We are compatriots.	False	False	1.003029	925	925, 986, 988	0	219
176	Hálásnak kellene lenned.	God forbid that anything should happen to Tom.	You should be grateful.	False	False	1.1330609	56	56, 174, 110	0	991
177	Mary olyan kedves lány, hogy mindenki szereti.	Mary is so nice a girl that she is loved by everybody.	Mary is so nice a girl that she is loved by everybody.	True	True	0.6685562	970	970, 488, 38	1.0	970
178	Tomnak azt kéne tennie, amit Mary mond.	Tom should do what Mary says.	Tom should do what Mary says.	True	True	0.8511859	153	153, 56, 250	1.0	153
179	Az állatok az erdőben élnek.	Animals inhabit the forest.	Animals inhabit the forest.	True	True	0.8269603	774	774, 891, 456	1.0	774
180	Tanuld meg irányítani, vagy az fog irányítani téged.	Learn to control it or it will control you.	Learn to control it or it will control you.	True	True	1.0735884	489	489, 820, 56	1.0	489
181	Majd várok odakint.	He bade us welcome.	I'll just wait outside.	False	False	1.1956468	450	450, 300, 344	0	401
182	Nekem is tudsz venni egyet?	Can you give me a better price?	Can you buy one for me as well?	False	False	1.0595481	69	69, 38, 811	0	496
183	Németországba repülök majd.	I will fly to Germany.	I will fly to Germany.	True	True	0.98603344	930	930, 797, 401	1.0	930
184	Hirtelen kialudtak a fények.	They are looking at only the sunny side of the American economy.	Suddenly, all the lights went out.	False	True	1.0028752	931	931, 560, 973	0.3333333333333333	973
185	Zenehallgatás a hobbim.	Avoid saying this word.	My hobby is to listen to music.	False	False	1.1804235	24	24, 108, 966	0	716
186	A nyári szünidő után a gyerekeknek vissza kell menniük az iskolába.	After the summer holidays, the children have to go back to school.	After the summer holidays, the children have to go back to school.	True	True	0.7635629	104	104, 712, 116	1.0	104
187	Olyan mérges volt, hogy nem tudott beszélni.	He behaved like a child.	He could not speak, he was so angry.	False	True	0.8694968	458	458, 38, 367	0.3333333333333333	367
188	Edzenem kell.	Tom tricked us again.	I have to exercise.	False	False	1.1795789	841	841, 250, 375	0	47
189	A mobilom leesett a földre.	This world is just an insane asylum.	My cellphone fell on the floor.	False	False	1.005028	554	554, 728, 821	0	865
190	A felesége álomszép, a lányát meg már ne is említsem.	His wife is as beautiful as a dream, not to mention his daughter.	His wife is as beautiful as a dream, not to mention his daughter.	True	True	0.9416127	431	431, 856, 888	1.0	431
191	Nem hoztam magammal meleg ruhát.	I feel good in my own skin.	I didn't bring any warm clothes.	False	False	1.0196925	659	659, 381, 461	0	478
192	Tedd fel a fejhallgatót!	Please let go of my arm.	Put the headphone on.	False	False	1.1090674	381	381, 734, 841	0	680
193	Szükségünk van a válaszra.	All that matters is to be happy.	We need an answer.	False	False	1.0322165	986	986, 397, 738	0	845
194	Ez a könyv unalmas.	This book is hers.	This book is boring.	False	True	0.85354114	2	2, 472, 861	0.3333333333333333	861
195	Taro két éve meghalt.	Taro died two years ago.	Taro died two years ago.	True	True	0.83869195	228	228, 371, 16	1.0	228
196	Nehezére esik apámnak abbahagyni az ivást.	I paid not less than a hundred dollars for this pen.	It's hard for my father to give up drinking.	False	False	0.9952003	888	888, 540, 38	0	623
197	Egy étteremben ebédeltünk.	I saw somebody steal the merchandise.	We had dinner at a restaurant.	False	False	0.9449791	835	835, 192, 864	0	949
198	Ez azért van, mert nem akarsz egyedül lenni.	This is because you do not want to be alone.	This is because you do not want to be alone.	True	True	0.9033117	897	897, 988, 38	1.0	897
199	A motor megint beindult.	The engine started again.	The engine started again.	True	True	0.9739976	349	349, 369, 873	1.0	349
200	Három kutya követ négy macskát a kerítésig.	Three dogs are following four cats to the gate.	Three dogs are following four cats to the gate.	True	True	0.9709128	84	84, 71, 358	1.0	84
201	Két fiam van. Az egyik Nara, a másik Tsu.	I have two sons. One is in Nara and the other in Tsu.	I have two sons. One is in Nara and the other in Tsu.	True	True	0.8218832	778	778, 284, 548	1.0	778
202	Beszélhetnénk erről később?	Could we talk about this later?	Could we talk about this later?	True	True	0.97171986	500	500, 914, 282	1.0	500
