	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
18	Aku memberi Tom perintah langsung, tapi dia tidak mengacuhkannya.	Nobody pays much attention to Tom.	I gave Tom a direct order, but he ignored it.	False	False	0.87742424	329	329, 408, 524	0	392
19	Dia tidak memiliki keturunan untuk menggantikannya.	He has no children to succeed to him.	He has no children to succeed to him.	True	True	0.8556473	46	46, 236, 150	1.0	46
20	Saya alergi akan serbuk bunga.	Those are my orders.	I am allergic to pollen.	False	False	1.0392703	148	148, 463, 832	0	259
21	Itu ada di bawah kursi.	It is under the chair.	It is under the chair.	True	True	0.88018095	891	891, 983, 653	1.0	891
22	Apa pekerjaan Anda?	Tom could replace Mary.	What is her profession?	False	False	0.9940058	150	150, 22, 310	0	926
23	Nama saya Ichiro Tanaka.	My name is Ichiro Tanaka.	My name is Ichiro Tanaka.	True	True	0.8228457	979	979, 922, 378	1.0	979
24	Kita wajib melalui pemeriksaan bea dan cukai saat kedatangan.	He went deer hunting.	It's necessary to go through customs on arriving.	False	False	1.0181161	480	480, 90, 508	0	929
25	Aula ini dapat menampung 2000 orang.	This hall holds two thousand people.	This hall holds two thousand people.	True	True	0.8492569	539	539, 771, 582	1.0	539
26	Kau salah jika berpikir bahwa dia berbuat salah.	You are - do not be angry, please - a strange communist.	You are mistaken if you think he is wrong.	False	False	0.9322609	103	103, 767, 998	0	537
27	Aku harus menonton sebuah film dokumenter.	I should watch a documentary.	I should watch a documentary.	True	True	0.9372262	755	755, 740, 975	1.0	755
28	Tom dan Mary berdiri berdekatan satu sama lain.	Tom and Mary were standing close to each other.	Tom and Mary were standing close to each other.	True	True	0.95027375	763	763, 720, 56	1.0	763
29	Si gadis mendengarkan musik, si pemuda membaca buku.	My heart aches for the starving children in Africa.	The girl listened to music, the boy was reading a book.	False	False	0.8891058	13	13, 593, 784	0	630
30	Aku akan pergi mandi.	Tom could replace Mary.	I'm going to have a shower.	False	False	0.90526474	150	150, 22, 948	0	684
31	Aku tidak sanggup kalau harus berbelanja di toko semahal itu.	My heart aches for the starving children in Africa.	I can't afford to shop at such an expensive store.	False	False	0.9708384	13	13, 767, 103	0	402
32	Dimana kursi saya?	Jim likes the doctor.	Where is my seat?	False	False	1.048001	384	384, 435, 879	0	239
33	Sudahlah, Tom, kita tidak punya waktu untuk hal ini.	Yours is not bad, either.	Look, Tom, we don't have time for this.	False	False	0.93731856	595	595, 627, 831	0	292
34	Tom lebih pandai bermain catur daripada saya.	Sugar draws ants.	Tom plays chess better than me.	False	False	1.0617228	879	879, 132, 746	0	586
35	Itu pesananku.	Marie gained weight.	Those are my orders.	False	False	0.9480585	948	948, 798, 22	0	148
36	Aku tidak percaya padamu.	They know us.	I don't believe you.	False	False	0.93632925	463	463, 473, 148	0	854
37	Permohonan kenaikan gaji kalian kembali ditolak.	You look happy today.	I'm afraid that your request for a pay raise was turned down again.	False	False	1.130171	639	639, 570, 780	0	540
38	Kuharap aku tidak mengganggumu.	Yours is not bad, either.	I hope I haven't interrupted you.	False	False	0.9448643	595	595, 593, 259	0	782
39	Bahkan Tom sedikit terkejut.	Marie gained weight.	Even Tom is a little surprised.	False	False	0.8997154	948	948, 140, 747	0	263
40	Pria tua itu tertabrak sebuah mobil dan segera dilarikan ke rumah sakit.	A cat appeared from under the desk.	The old man was hit by a car and was immediately taken to the hospital.	False	False	0.95206237	0	0, 991, 416	0	199
41	Jika pihak yang lain tidak menawarkan informasi pribadi, lebih baik dibiarkan saja.	If the other party does not offer personal information, however, it is better to leave it alone.	If the other party does not offer personal information, however, it is better to leave it alone.	True	True	0.9177104	436	436, 838, 580	1.0	436
42	Kamu paham kan kenapa kamu sedang dihukum?	Who am I talking with?	You understand why you're being punished, don't you?	False	False	1.1815056	644	644, 28, 548	0	772
43	Bagaimana pendapatnya terhadap berita ini?	The old man is angry and bitter.	What was her reaction to the news?	False	False	1.0477401	723	723, 992, 194	0	31
44	Aku kehabisan akal.	I am all ears.	I was at my wit's end.	False	False	1.1334348	442	442, 740, 48	0	853
45	Dia berkata bahwa dia sangat ingin pergi ke sana.	He was guided by his fears.	She said that she was eager to go there.	False	False	0.9722698	998	998, 524, 600	0	581
46	Maaf membuatmu menunggu.	They know us.	I'm sorry to have kept you waiting.	False	False	0.9543755	463	463, 140, 737	0	177
47	Aku menangis semalam suntuk.	Smile for the camera.	I cried all night long.	False	False	0.9610857	740	740, 329, 132	0	359
48	Anda ingin segelas kopi lagi?	Can I borrow those?	Would you like another cup of coffee?	False	False	1.0489721	297	297, 631, 435	0	118
49	Kemarin bulan purnama.	Her face became pink.	It was a full moon yesterday.	False	False	1.048048	997	997, 998, 338	0	967
50	Kamu harus memperhatikan kendaraan ketika akan menyeberang jalan.	We meet sometimes at the shop.	Look out for cars when you cross the road.	False	False	1.0083096	737	737, 62, 631	0	647
51	Ia pergi berburu rusa.	Tom needs a cab.	He went deer hunting.	False	False	0.8986571	435	435, 140, 740	0	480
52	"Di Belanda, sudah menjadi kebiasaan saat membangun rumah jika sudah mencapai bagian tertinggi dan atap sudah siap dipasang, pemilik rumah menjamu para tukang bangunan dengan istilah ""bir atap"" untuk memberi selamat. Sebuah bendera kemudian dipasang di bubungan. Jika pemilik rumah agak pelit, yang dipasang bukan bendera, tetapi sapu."	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."	True	True	0.8737416	895	895, 7, 822	1.0	895
53	Tempelkan sebuah perangko pada amplopnya.	Jane looks happy.	Stick a stamp on the envelope.	False	False	1.0659848	22	22, 428, 879	0	543
54	Kami telah memutuskan untuk menunda rapat hingga hari Minggu berikutnya.	You must not go out after dinner.	We've decided to move the meeting to next Sunday.	False	False	0.9363165	907	907, 135, 991	0	717
55	Taksi itu menunggu di luar.	It is under the chair.	The taxi is waiting outside.	False	False	0.8848034	891	891, 740, 140	0	983
56	Saya akan pergi selama beberapa waktu.	Please remain seated for a few minutes.	I could be away for some time.	False	False	0.9515159	906	906, 948, 140	0	334
57	Di dalam hidup, kita semua berjuang untuk mencapai kesuksesan, namun sedikit sekali orang yang berhasil.	Only those who dare to fail greatly, can ever achieve greatly.	We all try hard to make the grade in life, but only a few succeed.	False	True	0.8805696	91	91, 410, 549	0.5	410
58	Bisakah saya membayar dengan menggunakan kartu kredit?	Can I pay by credit card?	Can I pay by credit card?	True	True	0.9154695	676	676, 767, 238	1.0	676
59	Dia menjalani tes pemeriksaan HIV.	Jim likes the doctor.	She got tested for HIV.	False	True	0.91418064	384	384, 102, 832	0.5	102
60	Mengapa kamu gagal di ujian masuk?	Why did you fail on the entrance examination?	Why did you fail on the entrance examination?	True	True	0.9814316	561	561, 595, 755	1.0	561
61	Mungkin lebih baik aku buang saja ini ke tempat sampah.	Cup ramen are bad for your health.	I should probably just toss this in the trash.	False	False	1.106356	992	992, 13, 787	0	719
62	Dapatkah saya berbicara denganmu sebentar, Tom?	You should not lose your patience when dealing with kids.	Could I speak to you for a moment, Tom?	False	False	0.99707067	767	767, 810, 551	0	316
63	Tolong pergi ke rumah saudaramu Amnon.	Jim likes the doctor.	Go, please, to the house of your brother Amnon.	False	False	1.0228386	384	384, 22, 132	0	493
64	Sudah pernah hujan di hutan.	It rained in the forest.	It has been raining in the forest.	False	False	0.9136007	90	90, 89, 88	0	87
65	Dalam waktu dekat ini kita akan mampu mengobati AIDS	He can cope with the problems.	In the near future, we will be able to put an end to AIDS.	False	False	0.96040964	996	996, 767, 810	0	424
66	Ini tidak seperti kamu menangis di bioskop.	Smile for the camera.	It's not like you to cry at movies.	False	False	1.0421896	740	740, 755, 511	0	959
67	Kami masih mencari.	Marie gained weight.	We're still searching.	False	False	0.8802967	948	948, 680, 310	0	791
68	Saya membaca buku dari awal sampai akhir.	I read the book from cover to cover.	I read the book from cover to cover.	True	True	1.002495	376	376, 680, 86	1.0	376
69	Bolehkah saya membuka jendela?	What did Tom wear to the party?	Can I open the window?	False	False	1.0881591	693	693, 267, 595	0	554
70	Apartemen-apartemen ini didesain khusus untuk keluarga muda.	These apartments are designed specifically for young families.	These apartments are designed specifically for young families.	True	True	0.91951334	822	822, 779, 913	1.0	822
71	Mematuhi aturan adalah kewajiban kita semua.	I am all ears.	It is our duty to obey the law.	False	False	1.0140939	442	442, 95, 593	0	585
72	Mengapa kita tidak naik taksi?	Yours is not bad, either.	Why don't we take a taxi?	False	False	0.91342676	595	595, 744, 203	0	377
73	Apa kau meninggalkan tip?	Are you looking for something?	Did you leave a tip?	False	False	0.95222867	2	2, 506, 548	0	744
74	Aku telah menjadi mati, penghancur dunia.	I am become death, the destroyer of worlds.	I am become death, the destroyer of worlds.	True	True	0.88899255	70	70, 13, 458	1.0	70
75	Senyum.	Marie gained weight.	Smile for the camera.	False	False	1.0458941	948	948, 680, 879	0	740
76	Sulit sekali mencari pekerjaan.	This is food.	Finding work is difficult.	False	True	0.9288814	370	370, 680, 86	0.3333333333333333	86
77	Karena kedai minum yang biasa kukunjungi berada di bawah jalur kereta api, aku selalu mendengar suara kereta api lewat ketika sedang minum.	My favorite bar is located below the railway, so I always hear the clanging noise of the trains passing by when I'm drinking.	My favorite bar is located below the railway, so I always hear the clanging noise of the trains passing by when I'm drinking.	True	True	0.91612744	596	596, 895, 295	1.0	596
78	Tom mungkin saja sudah pergi.	Tom may have already left.	Tom may have already left.	True	True	0.921121	165	165, 150, 948	1.0	165
79	Tom menyadari Mary tidak sedang bercanda.	Tom was confused by the question.	Tom realized Mary wasn't kidding.	False	False	0.92022645	720	720, 899, 408	0	123
80	Merkurius adalah planet terkecil dalam tata surya kita.	Mercury is the smallest planet in our solar system.	Mercury is the smallest planet in our solar system.	True	True	0.72712743	486	486, 231, 812	1.0	486
81	Aku suka pakaian-pakaian yang mencolok.	I am allergic to pollen.	I like showy clothes.	False	False	0.9504242	259	259, 570, 723	0	620
82	Tom masih tidak mengangkat teleponnya.	Tom is still not answering his phone.	Tom is still not answering his phone.	True	True	0.924091	672	672, 132, 910	1.0	672
83	Ini tidak dihitung.	This is natural.	It just doesn't count.	False	False	0.88750184	722	722, 358, 801	0	933
84	Aku ketinggalan keretaku.	Jane looks happy.	I missed my train.	False	False	0.9554982	22	22, 948, 310	0	925
85	Cepat!	She looks confused.	Step on it!	False	False	0.9781214	310	310, 948, 747	0	704
86	Apakah Anda pernah ke Amerika?	Have you ever been to America?	Have you ever been to America?	True	True	1.0784156	220	220, 249, 693	1.0	220
87	Dah!	This is food.	I'll see you later.	False	False	0.9549811	370	370, 722, 651	0	695
88	Saya sama sekali tidak bisa berbahasa Prancis.	Translate this sentence.	I can't speak French at all.	False	False	1.0454581	452	452, 948, 8	0	911
89	Pulanglah ke istrimu, Tom.	Smile for the camera.	Go home to your wife, Tom.	False	False	0.9704046	740	740, 132, 651	0	333
90	Tunggu sebentar, Tom.	Tom blacked out.	Hang on just a second, Tom.	False	False	0.9369589	910	910, 697, 323	0	324
91	Aku telanjang!	Sugar draws ants.	I am naked!	False	False	1.0652509	879	879, 737, 902	0	94
92	Sayang sekali, dia sakit.	She looks confused.	It's too bad she's ill.	False	False	0.94750524	310	310, 22, 810	0	483
93	Kopi ini tidak cukup panas.	This coffee is not hot enough.	This coffee is not hot enough.	True	True	0.8844682	233	233, 370, 937	1.0	233
94	Tidak ada yang boleh keluar tanpa permisi.	No one is to leave without permission.	No one is to leave without permission.	True	True	0.9143264	618	618, 150, 783	1.0	618
95	Aku pikir kita punya beberapa urusan yang belum diselesaikan.	I'm not frightened of ghosts.	I think we have some unfinished business.	False	False	0.9337301	593	593, 793, 95	0	848
96	Saya harus pergi ke toilet.	Tom needs a cab.	I need to go to the toilet.	False	False	0.9174048	435	435, 165, 140	0	574
97	Apa kau tidak jenuh terus-terusan makan di sini?	You are - do not be angry, please - a strange communist.	Aren't you sick of eating here?	False	True	0.9865693	103	103, 971, 291	0.3333333333333333	291
98	Aku pikir aku adalah seorang putri di kehidupanku yang sebelumnya.	Tom could replace Mary.	I think that I was a princess in a past life.	False	False	1.0033439	150	150, 360, 948	0	788
99	Tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.	Put in a little more sugar.	The mouse was lured into the trap by a big piece of cheese.	False	True	1.0593344	43	43, 991, 980	0.3333333333333333	980
100	Jangan manja gitu. Sepatu merah yang kamu mau itu sudah terjual, yang ada cuma yang biru.	Stop being so selfish. The red shoes you wanted are sold out, and only the blue ones are left.	Stop being so selfish. The red shoes you wanted are sold out, and only the blue ones are left.	True	True	1.017504	510	510, 596, 767	1.0	510
101	Apakah aku memberitahumu kalau aku memiliki ini?	Can I borrow those?	Did I tell you I had this?	False	False	1.1333605	297	297, 551, 598	0	769
102	Apakah ada pepatah yang mirip dalam bahasa Jepang?	Have you got an English-Vietnamese dictionary?	Do you have a similar saying in Japanese?	False	True	1.016211	341	341, 174, 580	0.5	174
103	Anda ingin pergi ke mana?	Yours is not bad, either.	Where would you like to go?	False	True	0.9197681	595	595, 889, 869	0.3333333333333333	869
104	Mohon pemberitahuan pabean anda.	I love lasagna.	Your customs declaration, please.	False	False	1.1317188	189	189, 550, 34	0	940
105	Klabaster dan Gizmo adalah kucing.	Klabaster and Gizmo are cats.	Klabaster and Gizmo are cats.	True	True	0.8056903	396	396, 482, 680	1.0	396
106	Pertanyaannya adalah apa yang akan kita lakukan sekarang.	He has a fear that his brother will fail.	The question is what do we do now.	False	False	1.0447824	524	524, 631, 595	0	710
107	Australia lebih kecil daripada Amerika Selatan.	Australia is smaller than South America.	Australia is smaller than South America.	True	True	0.7924304	615	615, 22, 680	1.0	615
108	Kami sudah muak dengan keluhanmu.	This happened prior to receiving your letter.	We're fed up with your complaining.	False	False	0.9762876	511	511, 740, 787	0	635
109	Aku dapat surat dari temanku di London.	Jane looks happy.	I got a letter from a friend of mine in London.	False	False	0.980752	22	22, 428, 948	0	161
110	Kuharap kita akan segera bertemu lagi.	They will follow you.	I hope we'll see each other again soon.	False	False	0.9325651	557	557, 458, 463	0	305
111	"""Selamat pagi,"" kata Tom sambil tersenyum."	Tom hurt his leg.	"""Good morning"", said Tom with a smile."	False	False	0.9677746	140	140, 132, 860	0	178
112	Makan pagi telah dipesan.	Jim likes the doctor.	Breakfast is served.	False	False	0.9799087	384	384, 22, 482	0	973
113	Kemarin, saya pergi ke pasar membeli jeruk peras.	Put in a little more sugar.	Yesterday, I went to the market to buy some sweet oranges.	False	True	1.0038207	43	43, 447, 81	0.5	447
114	Kami telah melakukan yang terbaik yang kami bisa.	Only those who dare to fail greatly, can ever achieve greatly.	We've done the best we can.	False	False	1.0603328	91	91, 726, 739	0	732
115	Apakah kamu paham dengan apa yang kamu katakan?	Who am I talking with?	Do you understand what you're saying?	False	False	1.0112442	644	644, 551, 938	0	976
116	Jeruk peras rasanya tidak terlalu masam.	Sweet oranges are not very sour.	Sweet oranges are not very sour.	True	True	1.022625	448	448, 544, 740	1.0	448
117	Hujankah?	This is food.	Is it raining?	False	False	1.0367755	370	370, 310, 22	0	255
118	Saya tidak makan daging.	She looks confused.	I don't eat meat.	False	False	0.8852173	310	310, 879, 22	0	445
119	Mana yang lebih kamu suka, wine putih atau merah?	Which do you like better, white wine or red wine?	Which do you like better, white wine or red wine?	True	True	0.9807954	253	253, 448, 133	1.0	253
120	Kenapa kamu tidak membantunya?	Yours is not bad, either.	Why aren't you helping him?	False	True	0.87180114	595	595, 820, 239	0.5	820
121	Siapa mau cokelat panas?	Who wants hot chocolate?	Who wants hot chocolate?	True	True	1.0824379	616	616, 991, 0	1.0	616
122	Apa yang kamu rasakan tentang ini, Tom?	How are you, Mike?	How do you feel about this, Tom?	False	True	0.9139495	598	598, 317, 328	0.3333333333333333	328
123	Dedaunan pohonnya menjadi merah.	The tree leaves turned red.	The tree leaves turned red.	True	True	0.9345163	818	818, 879, 997	1.0	818
124	Anda ingin bertanya sesuatu pada saya?	Why are people always so cynical?	Do you want to ask me some questions?	False	False	1.083867	971	971, 595, 767	0	490
125	Kami memilih John untuk menjadi kapten kami.	We chose John to be our captain.	We chose John to be our captain.	True	True	0.91984224	863	863, 150, 860	1.0	863
126	Apa saya masih mampu melakukannya?	What is her profession?	Will I still be able to do it?	False	False	0.93832266	926	926, 551, 2	0	599
127	Kenapa kamu membutuhkan uang kembalian?	Do you need a hand?	Why do you need change?	False	False	0.9933466	406	406, 377, 595	0	919
128	Selamat pagi, semuanya.	Those are my orders.	Good morning, everybody.	False	False	0.88842416	148	148, 810, 390	0	176
129	Apa kau pernah mendonorkan darah?	Do you hate me?	Have you ever donated blood?	False	True	0.9980916	612	612, 249, 2	0.5	249
130	Kamu mengenal seseorang di sini?	Yours is not bad, either.	Do you know anyone here?	False	False	1.0182935	595	595, 992, 767	0	492
131	Daerah itu memiliki sumber daya mineral yang relatif berlimpah.	That area is relatively rich in natural resources.	That area is relatively rich in natural resources.	True	True	0.8267156	849	849, 810, 295	1.0	849
132	Terima kasih telah membantu Tom.	Tom has confidence in Mary.	Thanks for helping Tom.	False	False	0.9915242	690	690, 77, 948	0	666
133	Apakah kamu mendapatkan ini dari Tom?	Can I borrow those?	Did you get this from Tom?	False	False	0.97142494	297	297, 2, 551	0	309
134	Aku lebih memilih tinggal di rumah.	I would rather stay at home.	I would rather stay at home.	True	True	0.999573	544	544, 879, 822	1.0	544
135	Tom bilang ia berencana untuk mengunjungi mantan kekasihnya di Boston.	This wealthy hedge fund manager has a home in the Hamptons.	Tom said he was planning on visiting an old girlfriend in Boston.	False	False	0.9580729	779	779, 202, 917	0	197
136	Apa ini akan memakan waktu beberapa lama?	Are you looking for something?	Is this going to take a while?	False	True	1.0125289	2	2, 548, 692	0.3333333333333333	692
137	Dia meminta kami untuk mematuhi peraturan.	Those are my orders.	He urged us to obey the rule.	False	False	0.9270791	148	148, 832, 948	0	59
138	Bahkan Tom terkejut mendengarkan itu.	Tom hurt his leg.	Even Tom was surprised to hear that.	False	False	0.93288755	140	140, 899, 850	0	282
139	Kulkas kecilnya kotor.	Rabbits have long ears.	The little fridge is dirty.	False	False	0.8835157	482	482, 891, 384	0	134
140	Aku memberitahu istriku untuk cepat bersiap-siap.	You should not lose your patience when dealing with kids.	I told my wife to get ready in a hurry.	False	False	0.90842605	767	767, 991, 106	0	151
141	Saya tidak dapat pergi.	Tom could replace Mary.	I can't go.	False	False	0.8658978	150	150, 165, 618	0	770
142	Tom melakukan apa yang Mary minta dengan berat hati.	Jim likes the doctor.	Tom grudgingly did what Mary asked.	False	False	0.9261632	384	384, 132, 435	0	553
143	Aku ingin menunjukkan foto Tom ini kepadamu.	I met Tom this January.	I'd like to show this picture of Tom to you.	False	False	1.0108645	130	130, 948, 879	0	691
144	Cara yang modern telah memajukan industri.	Modern methods have pushed industry forward.	Modern methods have pushed industry forward.	True	True	0.8752649	705	705, 958, 358	1.0	705
145	Bayi itu tertidur.	Rabbits have long ears.	The baby fell asleep.	False	False	0.9079217	482	482, 810, 948	0	464
146	Sudah berapa lama Anda tinggal di pulau tersebut?	Yours is not bad, either.	How long did you live on the island?	False	False	1.0385466	595	595, 614, 115	0	98
147	Kami tahu Tom akan melakukan apa saja yang kami perintahkan.	Tom may have already left.	We know Tom will do whatever we tell him to do.	False	False	1.0673454	165	165, 810, 903	0	372
148	Mereka mengenal kita.	They know us.	They know us.	True	True	0.8326609	463	463, 22, 557	1.0	463
149	Semoga sukses dengan pekerjaan barumu.	Tom could replace Mary.	Good luck with the new job.	False	False	0.99538374	150	150, 948, 860	0	900
150	Petugas pemadam kebakaran menerobos masuk ke dalam rumah yang sedang terbakar.	The fireman rushed into the burning house.	The fireman rushed into the burning house.	True	True	0.9386754	71	71, 79, 690	1.0	71
151	Petugas Bea dan Cukai memeriksa kotak-kotak.	Rabbits have long ears.	The customs officials examined the boxes.	False	False	1.0567648	482	482, 998, 384	0	807
152	Aku mau pergi ke tengah kota.	Jane looks happy.	I'm going to the center of town.	False	False	0.91553974	22	22, 165, 273	0	825
153	Aku penasaran apa yang sedang dilakukan Tom sekarang.	You have very acute hearing.	I wonder what Tom is doing now.	False	False	0.99066126	810	810, 384, 508	0	495
154	Jangan merokok di ruangan ini.	There are roses in front of the steel building.	Don't smoke in this room.	False	False	0.945487	823	823, 539, 468	0	993
155	Kakakku adalah insinyur.	It is under the chair.	My brother is an engineer.	False	False	0.95781183	891	891, 310, 922	0	487
156	Tom tidak berkata sepatah kata pun sepanjang sore.	Someone told me Tom left his wife.	Tom hasn't said a word all evening.	False	False	1.030683	533	533, 448, 740	0	146
157	Aku bertemu dengan Tom Januari ini.	I met Tom this January.	I met Tom this January.	True	True	0.9106821	130	130, 150, 56	1.0	130
158	Apakah kamu sudah minum obat?	Yours is not bad, either.	Have you taken your medicine yet?	False	False	1.0422713	595	595, 297, 767	0	210
159	Dan di sinilah mereka.	Those are my orders.	And here they are.	False	False	0.91126204	148	148, 463, 73	0	675
160	Anda harus membuka barang bawaan anda untuk pemeriksaan pabean.	If they don't mind, they are welcome to eat the leftovers in the fridge.	You have to unpack your luggage for customs inspection.	False	True	0.9946326	81	81, 874, 917	0.5	874
161	Mohon maaf, kami kehabisan stok barang tersebut.	I am become death, the destroyer of worlds.	I'm afraid we don't have any left.	False	False	1.0462234	70	70, 442, 13	0	713
162	Tolong panggilkan taksi.	This happened prior to receiving your letter.	Please call a taxi.	False	False	1.1054378	511	511, 910, 610	0	182
163	Kau ingin pergi ke mana?	Where did they go?	Where do you want to go?	False	False	0.9435239	889	889, 211, 870	0	868
164	Payung ini berapa harganya?	Sugar draws ants.	How much does this umbrella cost?	False	False	1.1297069	879	879, 926, 135	0	122
165	Maling itu kabur saat melihat polisi.	Rabbits have long ears.	The thief ran away when she saw the policeman.	False	False	0.95961	482	482, 435, 480	0	383
166	Permisi, apakah kamu melihat Tom dimana?	How are you, Mike?	Excuse me, have you seen Tom?	False	False	0.9647566	598	598, 551, 203	0	326
167	Dia mempunyai watak yang mirip dengan ayahnya.	She loves her children.	His character resembles his father's.	False	True	0.93468356	236	236, 310, 754	0.3333333333333333	754
168	Dia mengambil pinjaman uang.	Tom embraces Marie.	He ran into debt.	False	False	0.9724767	832	832, 22, 680	0	400
169	Saya beradu mulut dengan kakak perempuan saya.	You should not lose your patience when dealing with kids.	I had a quarrel with my sister.	False	True	1.0903779	767	767, 357, 867	0.3333333333333333	867
170	Apakah mencari tumpangan dilarang di Australia?	This box contains apples.	Is hitchhiking prohibited in Australia?	False	False	1.0599691	289	289, 252, 357	0	191
171	Aku keceplosan mengatakan hal yang seharusnya tidak aku katakan.	A foolish impulse made me say what I should have left unsaid.	A foolish impulse made me say what I should have left unsaid.	True	True	1.0343381	519	519, 593, 595	1.0	519
172	Kamu perlu melihat gambar besar itu di sini.	Smile for the camera.	You need to look at the big picture here.	False	False	1.0654064	740	740, 755, 442	0	716
173	Tom dan Mary bermain tenis seharian.	Tom and Mary played tennis all day long.	Tom and Mary played tennis all day long.	True	True	0.9032446	170	170, 150, 937	1.0	170
174	Aku sadar kalau apa yang telah aku pilih ternyata tidak membuatku tertarik.	He did not intend to hurt your feelings.	I realized that what I had chosen didn't really interest me.	False	False	1.0057824	633	633, 570, 259	0	330
175	Terima kasih atas koreksinya.	I am deeply ashamed.	Thank you for the corrections.	False	False	1.0434797	903	903, 77, 740	0	451
176	"""Apakah kau melihat ponselku?"" ""Ada di meja."""	"""A cat?"" asked the old man."	"""Have you seen my cell phone?"" ""It's on the table."""	False	False	1.0506301	194	194, 591, 406	0	208
177	Tahun 1990-an dimulai dengan peristiwa Teluk	The 1990s began with the Gulf incident.	The 1990s began with the Gulf incident.	True	True	0.9724002	422	422, 610, 671	1.0	422
178	Jim suka dengan dokternya.	Jim likes the doctor.	Jim likes the doctor.	True	True	0.8758863	384	384, 236, 22	1.0	384
179	"""Aku ingin buku itu"", katanya pada dirinya sendiri."	"""I want that book"", he said to himself."	"""I want that book"", he said to himself."	True	True	0.8998935	423	423, 376, 466	1.0	423
180	Kembalikan dompetku.	He looks young.	Give me back my wallet.	False	False	1.0707134	680	680, 384, 610	0	923
181	Dia mencintai anak-anaknya.	She loves her children.	She loves her children.	True	True	0.81083465	236	236, 357, 73	1.0	236
182	Mukanya masam saat dia tahu bahwa nilainya turun.	We meet sometimes at the shop.	He has a disappointed look on his face because he knows that his grade went down.	False	False	1.0500538	737	737, 810, 937	0	454
183	Tom mulai bernyanyi.	Jane looks happy.	Tom started to sing.	False	False	0.87583995	22	22, 680, 937	0	964
184	Dia menjadi bersemangat setelah melihat pemandangan indah itu.	He was guided by his fears.	He was excited to see the beautiful scenery.	False	False	0.97566605	998	998, 861, 740	0	45
185	Apakah jawaban saya tepat?	How much is this camera?	Is my answer correct?	False	False	1.0907528	121	121, 194, 966	0	855
